epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,owner_capacity,owner_required,planned_owner_equivalent,filled_owner,owner_openings,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,owner_living_cost_per_day,owner_livelihood_required,viability_operating_cost,viability_income_gap,construction_ready_days
2,2,11,1227,17,20,-37,0,6,203,20,1,1,1,1,1,0,1,1,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,12159,65536,200000,200000,42500,42500,19213,96065,296065,103935,
2,2,11,1227,17,20,-37,0,7,238,12,12,24,24,24,24,0,0,0,0,32768,65536,0,0,0,0,0,113880,63750,690,49440,21450,0,752888,0,0,0,2674560,0,28597,65536,0,0,0,0,13871,1664520,1664520,-911632,
2,2,11,1227,17,20,-37,0,8,242,20,1,1,1,1,1,0,2,2,0,65536,65536,36864,0,0,0,0,12500,12500,0,0,2500,0,625000,0,441250,441250,625000,441250,6652,65536,400000,400000,41250,41250,19213,96065,496065,128935,
2,2,11,1227,17,20,-37,0,9,251,9,3,3,3,3,3,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340050,0,26032,65536,0,0,0,0,12905,193575,193575,-193575,
3,3,16,1227,17,20,-37,0,0,30,9,2,2,2,2,2,0,0,0,0,32768,65536,65536,0,0,0,35000,63140,63140,0,0,0,0,1498671,182280,0,0,2997380,182280,65536,65536,0,0,0,0,13044,130440,312720,1185951,
3,3,16,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,31492,31492,0,0,0,0,0,9435,0,9435,0,470,0,0,0,0,0,29985,0,-10422,31492,0,0,0,0,13044,65220,65220,-65220,
3,3,16,1227,17,20,-37,0,2,69,9,24,48,48,48,48,0,0,0,0,65536,65536,0,0,0,0,0,840000,780600,0,59400,0,0,3890690,0,0,0,4246200,0,16144,65536,0,0,0,0,13044,3130560,3130560,760130,
3,3,16,1227,17,20,-37,0,3,79,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,600,550,550,0,0,0,0,19071,3124,0,0,19095,3124,-52939,65536,0,0,0,0,17628,88140,91264,-72193,
3,3,16,1227,17,20,-37,0,4,90,2,3,3,3,3,3,0,0,0,0,65536,65536,65536,0,0,0,1500,3300,3300,0,0,0,0,38585,5002,0,0,39075,5002,-57182,65536,0,0,0,0,17628,264420,269422,-230837,
3,3,16,1227,17,20,-37,0,5,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19417,97085,97085,-97085,
3,3,16,1227,17,20,-37,0,6,203,20,1,1,1,1,1,0,1,1,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,11458,65536,200000,200000,42500,42500,19417,97085,297085,102915,
3,3,16,1227,17,20,-37,0,7,238,12,12,24,24,24,24,0,0,0,0,65536,65536,65536,0,0,0,600,227760,177660,660,49440,42900,0,2721551,7154,0,0,3507360,7154,54036,65536,0,0,0,0,14026,1683120,1690274,1031277,
3,3,16,1227,17,20,-37,0,8,242,20,1,1,1,1,1,0,2,2,0,65536,65536,36864,0,0,0,0,12500,12500,0,0,2500,0,625000,0,441250,441250,625000,441250,6264,65536,400000,400000,41250,41250,19417,97085,497085,127915,
3,3,16,1227,17,20,-37,0,9,251,9,3,3,3,3,3,0,0,0,0,45962,65536,65536,0,0,0,2104,19019,19019,0,0,1188,0,293299,25088,0,0,426405,25088,45244,65536,0,0,0,0,13044,195660,220748,72551,
4,4,21,1227,17,20,-37,0,0,30,9,2,2,2,2,2,0,0,0,0,65536,65536,65536,0,0,0,105000,126280,126280,0,0,0,0,2266896,916895,0,0,3424200,916895,65536,65536,0,0,0,0,13040,130400,1047295,1219601,
4,4,21,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,2048,2048,0,0,0,0,0,613,0,613,0,30,0,0,0,0,0,1778,0,-15798,2048,0,0,0,0,13040,65200,65200,-65200,
4,4,21,1227,17,20,-37,0,2,69,9,24,48,48,48,48,0,0,0,0,65536,65536,0,0,0,0,0,840000,663177,117423,59400,0,0,1807270,0,0,0,4038720,0,11327,65536,0,0,0,0,13040,3129600,3129600,-1322330,
4,4,21,1227,17,20,-37,0,3,79,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,600,550,550,0,0,0,0,21465,3003,0,0,31035,3003,-45247,65536,0,0,0,0,17640,88200,91203,-69738,
4,4,21,1227,17,20,-37,0,4,90,2,3,3,3,3,3,0,0,0,0,65536,65536,65536,0,0,0,1500,3300,3300,0,0,0,0,35837,4551,0,0,63555,4551,-52069,65536,0,0,0,0,17640,264600,269151,-233314,
4,4,21,1227,17,20,-37,0,5,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19428,97140,97140,-97140,
4,4,21,1227,17,20,-37,0,6,203,20,1,1,1,1,1,0,1,1,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,11193,65536,200000,200000,42500,42500,19428,97140,297140,102860,
4,4,21,1227,17,20,-37,0,7,238,12,12,24,24,18,24,0,0,0,0,50972,50972,65536,0,0,0,334,177143,125604,2099,49440,33366,0,1146621,6471,0,0,2863115,6471,58254,50972,0,0,0,0,14028,1683360,1689831,-543210,
4,4,21,1227,17,20,-37,0,8,242,20,1,1,1,1,1,0,2,2,0,65536,65536,36864,0,0,0,0,12500,12500,0,0,2500,0,625000,0,441250,441250,625000,441250,6117,65536,400000,400000,41250,41250,19428,97140,497140,127860,
4,4,21,1227,17,20,-37,0,9,251,9,3,3,3,3,3,0,0,0,0,52734,65536,65536,0,0,0,2414,21822,21822,0,0,1363,0,197209,46773,0,0,511995,46773,54658,65536,0,0,0,0,13040,195600,242373,-45164,
5,5,26,1227,17,20,-37,0,0,30,9,2,2,2,2,2,0,0,0,0,65536,65536,65536,0,0,0,105000,126280,126280,0,0,0,0,3397808,921550,0,0,3645070,921550,65536,65536,0,0,0,0,13013,130130,1051680,2346128,
5,5,26,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,2048,2048,0,0,0,0,0,613,0,613,0,30,0,0,0,0,0,1646,0,-19488,2048,0,0,0,0,13013,65065,65065,-65065,
5,5,26,1227,17,20,-37,0,2,69,9,24,48,48,44,48,0,0,0,0,60607,60607,0,0,0,0,0,776823,201064,516359,59400,0,0,846562,0,0,0,3499588,0,6503,60607,0,0,0,0,13013,3123120,3123120,-2276558,
5,5,26,1227,17,20,-37,0,3,79,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,600,550,550,0,0,0,0,50435,2837,0,0,50435,2837,-32527,65536,0,0,0,0,17617,88085,90922,-40487,
5,5,26,1227,17,20,-37,0,4,90,2,3,3,3,3,3,0,0,0,0,65536,65536,65536,0,0,0,1500,3300,3300,0,0,0,0,96850,4200,0,0,103200,4200,-43655,65536,0,0,0,0,17617,264255,268455,-171605,
5,5,26,1227,17,20,-37,0,5,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19401,97005,97005,-97005,
5,5,26,1227,17,20,-37,0,6,203,20,1,1,1,1,1,0,1,1,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,11180,65536,200000,200000,42500,42500,19401,97005,297005,102995,
5,5,26,1227,17,20,-37,0,7,238,12,12,24,24,14,24,0,0,0,0,39266,39266,65536,0,0,0,119,136461,85404,1617,49440,25703,0,1348721,3746,0,0,2289094,3746,62374,39266,0,0,0,0,14006,1680720,1684466,-335745,
5,5,26,1227,17,20,-37,0,8,242,20,1,1,1,1,1,0,2,2,0,65536,65536,36864,0,0,0,0,12500,12500,0,0,2500,0,625000,0,441250,441250,625000,441250,6109,65536,400000,400000,41250,41250,19401,97005,497005,127995,
5,5,26,1227,17,20,-37,0,9,251,9,3,3,3,3,3,0,0,0,0,62521,65536,65536,0,0,0,2862,25872,25872,0,0,1617,0,401855,90112,0,0,598770,90112,57457,65536,0,0,0,0,13013,195195,285307,116548,
6,6,31,1227,17,20,-37,0,0,30,9,2,2,2,2,2,0,0,0,0,65536,65536,65536,0,0,0,105000,126280,126280,0,0,0,0,3806055,929775,0,0,3806070,929775,65536,65536,0,0,0,0,12989,129890,1059665,2746390,
6,6,31,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,2048,2048,0,0,0,0,0,613,0,613,0,30,0,0,0,0,0,1562,0,-21731,2048,0,0,0,0,12989,64945,64945,-64945,
6,6,31,1227,17,20,-37,0,2,69,9,24,48,48,28,48,0,0,0,0,38796,38796,0,0,0,0,0,497263,162995,274868,59400,0,0,700875,0,0,0,2134253,0,3241,38796,0,0,0,0,12989,3117360,3117360,-2416485,
6,6,31,1227,17,20,-37,0,3,79,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,600,550,550,0,0,0,0,81836,2705,0,0,81955,2705,-11753,65536,0,0,0,0,17595,87975,90680,-8844,
6,6,31,1227,17,20,-37,0,4,90,2,3,3,3,3,3,0,0,0,0,65536,65536,65536,0,0,0,1500,3300,3300,0,0,0,0,168776,3976,0,0,167595,3976,-29928,65536,0,0,0,0,17595,263925,267901,-99125,
6,6,31,1227,17,20,-37,0,5,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19376,96880,96880,-96880,
6,6,31,1227,17,20,-37,0,6,203,20,1,1,1,1,1,0,1,1,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,11215,65536,200000,200000,42500,42500,19376,96880,296880,103120,
6,6,31,1227,17,20,-37,0,7,238,12,12,24,24,9,24,0,0,0,0,25886,25886,0,0,0,0,0,89962,39456,1066,49440,16945,0,700336,0,0,0,1568351,0,65536,25886,0,0,0,0,13988,1678560,1678560,-978224,
6,6,31,1227,17,20,-37,0,8,242,20,1,1,1,1,1,0,2,2,0,65536,65536,36864,0,0,0,0,12500,12500,0,0,2500,0,625000,0,441250,441250,625000,441250,6128,65536,400000,400000,41250,41250,19376,96880,496880,128120,
6,6,31,1227,17,20,-37,0,9,251,9,3,3,3,3,3,0,0,0,0,65536,65536,65536,0,0,0,3000,27120,27120,0,0,1695,0,678251,153492,0,0,678270,153492,50362,65536,0,0,0,0,12989,194835,348327,329924,
7,7,36,1227,17,20,-37,0,0,30,9,2,2,2,2,2,0,0,0,0,65536,65536,65536,0,0,0,105000,126280,126280,0,0,0,0,3650979,948605,0,0,3953950,948605,65536,65536,0,0,0,0,13015,130150,1078755,2572224,
7,7,36,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,2048,2048,0,0,0,0,0,613,0,613,0,30,0,0,0,0,0,1465,0,-24376,2048,0,0,0,0,13015,65075,65075,-65075,
7,7,36,1227,17,20,-37,0,2,69,9,24,48,48,19,48,0,0,0,0,26619,26619,0,0,0,0,0,341185,0,281785,59400,0,0,0,0,0,0,1408756,0,752,26619,0,0,0,0,13015,3123600,3123600,-3123600,
7,7,36,1227,17,20,-37,0,3,79,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,600,550,550,0,0,0,0,98883,2608,0,0,99025,2608,-401,65536,0,0,0,0,17626,88130,90738,8145,
7,7,36,1227,17,20,-37,0,4,90,2,3,3,3,3,3,0,0,0,0,65536,65536,65536,0,0,0,1500,3300,3300,0,0,0,0,253280,3720,0,0,272115,3720,-7595,65536,0,0,0,0,17626,264390,268110,-14830,
7,7,36,1227,17,20,-37,0,5,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19408,97040,97040,-97040,
7,7,36,1227,17,20,-37,0,6,203,20,1,1,1,1,1,0,1,1,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,11246,65536,200000,200000,42500,42500,19408,97040,297040,102960,
7,7,36,1227,17,20,-37,0,7,238,12,12,24,24,24,24,0,0,0,0,65536,65536,65536,0,0,0,600,227760,175620,2700,49440,42900,0,3013639,49884,0,0,4183500,49884,65536,65536,0,0,0,0,14017,1682040,1731924,1281715,
7,7,36,1227,17,20,-37,0,8,242,20,1,1,1,1,1,0,2,2,0,65536,65536,36864,0,0,0,0,12500,12500,0,0,2500,0,625000,0,441250,441250,625000,441250,6146,65536,400000,400000,41250,41250,19408,97040,497040,127960,
7,7,36,1227,17,20,-37,0,9,251,9,3,3,3,3,3,0,0,0,0,59200,65536,43129,0,0,0,2710,24498,24498,0,0,1531,0,373589,225312,0,0,749670,225312,35002,65536,0,0,0,0,13015,195225,420537,-46948,
8,8,41,1227,17,20,-37,0,0,30,9,2,2,2,2,2,0,0,0,0,65536,65536,65536,0,0,0,105000,126280,126280,0,0,0,0,3973727,974750,0,0,4097150,974750,65536,65536,0,0,0,0,14041,140410,1115160,2858567,
8,8,41,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,2048,2048,0,0,0,0,0,613,0,613,0,30,0,0,0,0,0,1370,0,-27143,2048,0,0,0,0,14041,70205,70205,-70205,
8,8,41,1227,17,20,-37,0,2,69,9,24,48,48,9,48,0,0,0,0,13310,13310,0,0,0,0,0,170599,0,111199,59400,0,0,0,0,0,0,697239,0,-54,13310,0,0,0,0,14041,3369840,3369840,-3369840,
8,8,41,1227,17,20,-37,0,3,79,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,600,550,550,0,0,0,0,102542,2581,0,0,105770,2581,3934,65536,0,0,0,0,18750,93750,96331,6211,
8,8,41,1227,17,20,-37,0,4,90,2,3,3,3,3,3,0,0,0,0,65536,65536,65536,0,0,0,1500,3300,3300,0,0,0,0,297000,3468,0,0,296985,3468,-2348,65536,0,0,0,0,18750,281250,284718,12282,
8,8,41,1227,17,20,-37,0,5,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,20643,103215,103215,-103215,
8,8,41,1227,17,20,-37,0,6,203,20,1,1,1,1,1,0,1,1,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,11206,65536,200000,200000,42500,42500,20643,103215,303215,96785,
8,8,41,1227,17,20,-37,0,7,238,12,12,24,24,19,24,0,0,0,0,52914,52914,65536,0,0,0,369,183893,132274,2179,49440,34637,0,2468114,33210,0,0,3496170,33210,65536,52914,0,0,0,0,15053,1806360,1839570,628544,
8,8,41,1227,17,20,-37,0,8,242,20,1,1,1,1,1,0,2,2,0,65536,65536,36864,0,0,0,0,12500,12500,0,0,2500,0,625000,0,441250,441250,625000,441250,6123,65536,400000,400000,41250,41250,20643,103215,503215,121785,
8,8,41,1227,17,20,-37,0,9,251,9,3,3,3,3,3,0,0,0,0,64028,65536,49926,0,0,0,2931,26495,26495,0,0,1655,0,464750,263790,0,0,824880,263790,40102,65536,0,0,0,0,14041,210615,474405,-9655,
9,9,46,1227,17,20,-37,0,0,30,9,2,2,2,2,2,0,0,0,0,65536,65536,65536,0,0,0,105000,126280,126280,0,0,0,0,4235151,1170505,0,0,4235170,1170505,65536,65536,0,0,0,0,14086,140860,1311365,2923786,
9,9,46,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,2048,2048,0,0,0,0,0,613,0,613,0,30,0,0,0,0,0,1278,0,-32323,2048,0,0,0,0,14086,70430,70430,-70430,
9,9,46,1227,17,20,-37,0,2,69,9,24,48,48,7,48,0,0,0,0,10922,10922,0,0,0,0,0,139991,80591,0,59400,0,0,529154,0,0,0,917084,0,31753,10922,0,0,0,0,14086,3380640,3380640,-2851486,
9,9,46,1227,17,20,-37,0,3,79,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,600,550,550,0,0,0,0,111901,4127,0,0,112060,4127,2678,65536,0,0,0,0,18803,94015,98142,13759,
9,9,46,1227,17,20,-37,0,4,90,2,3,3,3,3,3,0,0,0,0,65536,65536,65536,0,0,0,1500,3300,3300,0,0,0,0,296885,3228,0,0,296715,3228,-6094,65536,0,0,0,0,18803,282045,285273,11612,
9,9,46,1227,17,20,-37,0,5,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,20697,103485,103485,-103485,
9,9,46,1227,17,20,-37,0,6,203,20,1,1,1,1,1,0,1,1,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,9642,65536,200000,200000,42500,42500,20697,103485,303485,96515,
9,9,46,1227,17,20,-37,0,7,238,12,12,24,24,15,24,0,0,0,0,42330,42330,65536,0,0,0,176,147109,95926,1743,49440,27709,0,1882337,15840,0,0,2845532,15840,65536,42330,0,0,0,0,15102,1812240,1828080,54257,
9,9,46,1227,17,20,-37,0,8,242,20,1,1,1,1,1,0,2,2,0,65536,65536,36864,0,0,0,0,12500,12500,0,0,2500,0,625000,0,441250,441250,625000,441250,5244,65536,400000,400000,41250,41250,20697,103485,503485,121515,
9,9,46,1227,17,20,-37,0,9,251,9,3,3,3,3,3,0,0,0,0,65536,65536,53372,0,0,0,3000,27120,27120,0,0,1695,0,489889,270000,0,0,889170,270000,44687,65536,0,0,0,0,14086,211290,481290,8599,
10,10,51,1227,17,20,-37,0,0,30,9,2,2,2,2,2,0,0,0,0,65536,65536,65536,0,0,0,105000,126280,126280,0,0,0,0,4367238,1189755,0,0,4367260,1189755,65536,65536,0,0,0,0,14730,147300,1337055,3030183,
10,10,51,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,2048,2048,0,0,0,0,0,613,0,613,0,30,0,0,0,0,0,1201,0,-34426,2048,0,0,0,0,14730,73650,73650,-73650,
10,10,51,1227,17,20,-37,0,2,69,9,24,48,48,7,48,0,0,0,0,10922,10922,0,0,0,0,0,139991,44498,36093,59400,0,0,295194,0,0,0,927163,0,32508,10922,0,0,0,0,14730,3535200,3535200,-3240006,
10,10,51,1227,17,20,-37,0,3,79,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,600,550,550,0,0,0,0,117450,4183,0,0,117620,4183,5827,65536,0,0,0,0,19461,97305,101488,15962,
10,10,51,1227,17,20,-37,0,4,90,2,3,3,3,3,3,0,0,0,0,65536,65536,65536,0,0,0,1500,3300,3300,0,0,0,0,296809,3025,0,0,294585,3025,-6642,65536,0,0,0,0,19461,291915,294940,1869,
10,10,51,1227,17,20,-37,0,5,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,21418,107090,107090,-107090,
10,10,51,1227,17,20,-37,0,6,203,20,1,1,1,1,1,0,1,1,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,9575,65536,200000,200000,42500,42500,21418,107090,307090,92910,
10,10,51,1227,17,20,-37,0,7,238,12,12,24,24,10,24,0,0,0,0,29473,29473,0,0,0,0,0,102427,51773,1214,49440,19293,0,1039285,0,0,0,2014198,0,65536,29473,0,0,0,0,15739,1888680,1888680,-849395,
10,10,51,1227,17,20,-37,0,8,242,20,1,1,1,1,1,0,2,2,0,65536,65536,36864,0,0,0,0,12500,12500,0,0,2500,0,625000,0,441250,441250,625000,441250,5206,65536,400000,400000,41250,41250,21418,107090,507090,117910,
10,10,51,1227,17,20,-37,0,9,251,9,3,3,3,3,3,0,0,0,0,65536,65536,65536,0,0,0,3000,27120,27120,0,0,1695,0,951422,270000,0,0,951450,270000,52244,65536,0,0,0,0,14730,220950,490950,460472,
11,11,56,1227,17,20,-37,0,0,30,9,2,2,2,2,2,0,0,0,0,65536,65536,65536,0,0,0,105000,126280,126280,0,0,0,0,4494908,1512665,0,0,4494930,1512665,65536,65536,0,0,0,0,15067,150670,1663335,2831573,
11,11,56,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,2048,2048,0,0,0,0,0,613,0,613,0,30,0,0,0,0,0,1144,0,-37188,2048,0,0,0,0,15067,75335,75335,-75335,
11,11,56,1227,17,20,-37,0,2,69,9,24,48,48,7,48,0,0,0,0,10922,10922,0,0,0,0,0,139991,80591,0,59400,0,0,874725,0,0,0,1515267,0,65536,10922,0,0,0,0,15067,3616080,3616080,-2741355,
11,11,56,1227,17,20,-37,0,3,79,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,600,550,550,0,0,0,0,121995,6797,0,0,122170,6797,4503,65536,0,0,0,0,19760,98800,105597,16398,
11,11,56,1227,17,20,-37,0,4,90,2,3,3,3,3,3,0,0,0,0,65536,65536,65536,0,0,0,1500,3300,3300,0,0,0,0,296716,2875,0,0,294330,2875,-8532,65536,0,0,0,0,19760,296400,299275,-2559,
11,11,56,1227,17,20,-37,0,5,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,21748,108740,108740,-108740,
11,11,56,1227,17,20,-37,0,6,203,20,1,1,1,1,1,0,1,1,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,8738,65536,200000,200000,42500,42500,21748,108740,308740,91260,
11,11,56,1227,17,20,-37,0,7,238,12,12,24,24,5,24,0,0,0,0,15936,15936,0,0,0,0,0,55381,5285,656,49440,10431,0,120491,0,0,0,1119755,0,65536,15936,0,0,0,0,16035,1924200,1924200,-1803709,
11,11,56,1227,17,20,-37,0,8,242,20,1,1,1,1,1,0,2,2,0,65536,65536,36864,0,0,0,0,12500,12500,0,0,2500,0,625000,0,441250,441250,625000,441250,4728,65536,400000,400000,41250,41250,21748,108740,508740,116260,
11,11,56,1227,17,20,-37,0,9,251,9,3,3,3,3,3,0,0,0,0,65536,65536,65536,0,0,0,3000,27120,27120,0,0,1695,0,1015857,270000,0,0,1015875,270000,57743,65536,0,0,0,0,15067,226005,496005,519852,
12,12,61,1227,17,20,-37,0,0,30,9,2,2,2,2,2,0,0,0,0,65536,65536,65536,0,0,0,105000,126280,126280,0,0,0,0,4616893,2041620,0,0,4616920,2041620,54480,65536,0,0,0,0,15169,151690,2193310,2423583,
12,12,61,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,2048,2048,0,0,0,0,0,613,0,613,0,30,0,0,0,0,0,1105,0,-38769,2048,0,0,0,0,15169,75845,75845,-75845,
12,12,61,1227,17,20,-37,0,2,69,9,24,48,48,27,48,0,0,0,0,38229,38229,0,0,0,0,0,489995,310809,119786,59400,0,0,5504101,0,0,0,8641074,0,65536,38229,0,0,0,0,15169,3640560,3640560,1863541,
