epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap
11,12,12,false,trade_planning,65535,12,12,7259,2400,120,261,11816,0,20226,307,96,0,12,10617384,179379179,14184892,46934459,283269,46934459,1858648319,498247,97150000,923000,68000,855000,54400000,42750000,0,0,0,68035000,0,0,13901051,-13901051,0,2801524408,1763447546,1761055680,55608,400217902,1761000072,243789185,6342289,12898911,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,4096,18680,0,805,7,0,0,initial_topology_capture,805,1956,0,38325,0,272,148,84,0,0,0,0,112,0,64,0,0,0,75,0,6,0,12427722752,0,0,0,0,0,0,0,0,0,191,0,0,0,19241200,12691548,6549652,243802334,11,0,0,0,0,0,0,0,0,0,0,0
12,13,13,false,trade_planning,65535,13,13,7259,2400,120,261,11816,0,20206,319,99,0,11,10354622,178156126,14013136,46582167,239304,46582167,1863002843,421101,101200000,951500,71500,880000,57200000,44000000,0,0,0,70757500,0,0,14139075,-14139075,0,2757148846,1763450888,1761438079,56337,393878536,1761381742,241869390,6152542,12688758,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,0,18687,0,0,8,0,0,initial_topology_capture,0,0,0,53530,0,388,212,122,0,0,0,0,144,0,90,0,0,0,103,38,10,0,12427722752,5035012177,0,0,0,0,0,0,0,0,187,0,0,0,18841300,12393496,6447804,241882908,12,12,0,0,0,0,0,0,0,0,0,0
13,14,14,false,trade_planning,65535,14,14,7257,2400,120,261,11816,0,21032,327,122,0,18,10906745,185532921,14488128,48420620,393582,48420620,1941129227,684083,104550000,951000,76000,875000,60800000,43750000,0,0,0,72735000,0,0,14788588,-14788588,0,2872333586,1839254601,1835953286,58142,410333518,1835895144,250373930,6698684,12770016,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,16384,18687,0,3381,8,0,0,initial_topology_capture,3381,7502,0,53530,0,388,212,122,0,0,0,0,144,0,90,0,0,0,99,0,4,0,12427722752,0,0,0,0,0,0,0,0,0,192,0,0,0,19468700,12946474,6522226,250387568,13,0,0,0,0,0,0,0,0,0,0,0
14,15,15,false,trade_planning,65535,15,15,7257,2400,120,261,11816,0,21014,363,117,0,15,10774853,184546799,14395712,48242718,856549,48242718,1938090211,1368335,116250000,1050000,85000,965000,68000000,48250000,0,0,0,80790000,0,0,14745409,-14745409,0,2722458417,1827199065,1820529556,57680,388922770,1820471876,251122440,6517157,12946443,ACTIVE,true,1,300865825602711187,4906466422533969655,ROUTE,18687,18687,0,21,8,0,0,initial_topology_capture,21,72,0,53530,0,388,212,122,0,0,0,0,144,0,90,0,0,0,96,0,3,0,12427722752,0,0,0,0,0,0,0,0,0,196,0,0,0,19463600,12840009,6623591,251135846,14,0,0,0,0,0,0,0,0,0,0,0
15,16,16,false,trade_planning,65535,16,16,7257,2400,120,261,11816,0,20390,336,110,0,14,18429896,149369875,41046433,47408361,29198001,47408361,1618132019,66136125,107400000,978000,78000,900000,62400000,45000000,0,0,0,74730000,0,0,14021525,-14021525,0,1851796932,1777425339,1444638543,42649,264542540,1444595894,253747130,18191303,802939,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,0,18695,0,0,9,0,0,initial_topology_capture,0,0,0,62475,0,524,280,168,0,0,0,0,172,0,112,0,0,0,136,46,6,0,12427722752,3472401019,0,0,0,0,0,0,0,0,180,0,0,0,18995958,18461388,534570,253576288,15,15,0,0,0,0,0,0,0,0,0,0
16,17,17,false,trade_planning,65535,17,17,7255,2400,120,261,11816,0,20216,307,94,0,11,18846604,147664720,42566152,47469269,26617486,47469269,1628423752,59610891,97150000,923000,68000,855000,54400000,42750000,0,0,0,68035000,0,0,13611923,-13611923,0,1948870487,1765651140,1471707627,44766,278410199,1471662861,252550993,18680664,555216,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,4096,18695,0,951,9,0,0,initial_topology_capture,951,1763,0,62475,0,524,280,168,0,0,0,0,172,0,112,0,0,0,126,0,10,0,12427722752,0,0,0,0,0,0,0,0,0,176,0,0,0,19238520,18869008,369512,252279976,16,0,1628,1628,0,0,0,0,1628,0,0,0
17,18,18,false,trade_planning,65535,18,18,7254,2400,120,261,11816,0,20196,319,98,0,11,18481204,148108768,41054974,47088766,28209635,47088766,1620083146,64118663,101200000,951500,71500,880000,57200000,44000000,0,0,0,70757500,0,0,13904818,-13904818,0,1896109555,1771569867,1454808592,44109,270872911,1454764483,250800654,18336595,500981,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,8192,18695,0,1876,9,0,0,initial_topology_capture,1876,3602,0,62475,0,524,280,168,0,0,0,0,172,0,112,0,0,0,118,0,8,0,12427722752,0,0,0,0,0,0,0,0,0,183,0,0,0,18839424,18493331,346093,250614683,17,0,3235,3235,2,0,0,0,3233,0,0,0
18,19,19,false,trade_planning,65535,19,19,7252,2400,120,261,11816,0,21015,327,120,0,12,18954315,154391379,42314841,48918726,26068580,48918726,1711326410,58628295,104550000,951000,76000,875000,60800000,43750000,0,0,0,72735000,0,0,14565222,-14565222,0,1978934641,1837270200,1548194366,46251,282705083,1548148115,259766838,18763996,701512,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,12288,18695,0,2830,9,0,0,initial_topology_capture,2830,5423,0,62475,0,524,280,168,0,0,0,0,172,0,112,0,0,0,108,0,10,0,12427722752,0,0,0,0,0,0,0,0,0,193,0,0,0,19467092,18986923,480169,259610965,18,0,4877,4877,3,0,0,0,4874,0,0,0
19,20,20,false,trade_planning,65535,20,20,7249,2400,120,261,11816,0,20997,363,114,0,16,18923916,153471009,42284304,48753249,31738725,48753249,1659305804,70904673,116250000,1050000,85000,965000,68000000,48250000,0,0,0,80790000,0,0,14517449,-14517449,0,1831226588,1830240109,1472195251,44120,261603925,1472151131,260629215,18734255,725887,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,0,18695,0,0,10,0,0,initial_topology_capture,0,0,0,74991,0,676,356,228,0,0,0,0,204,0,128,0,0,0,155,60,13,0,12427722752,3178888472,0,0,0,0,0,0,0,0,200,0,0,0,19461858,18956923,504935,260459228,19,19,6563,6578,3,0,0,0,6560,0,0,0
20,21,21,false,trade_planning,65535,21,21,7246,2400,120,261,11816,0,20379,336,107,0,5,18535704,133433391,18615628,47772192,37463023,47772192,1423996532,94342224,107400000,978000,78000,900000,62400000,45000000,0,0,0,74730000,0,0,13390582,-13390582,0,1493403711,1699127124,1222304065,49757,213343527,1222254308,260868699,18372863,622373,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,4096,18695,0,1084,10,0,0,initial_topology_capture,1084,1767,0,74991,0,676,356,228,0,0,0,0,204,0,128,0,0,0,145,0,10,0,12427722752,0,0,0,0,0,0,0,0,0,170,0,0,0,18996000,18557369,438631,260690925,20,0,8116,8240,136,0,0,0,7980,0,0,0
21,22,22,false,trade_planning,65535,22,22,7246,2400,120,261,11816,0,20205,307,94,0,7,18861433,131256872,17323690,47841516,34450366,47841516,1442362395,86674975,97150000,923000,68000,855000,54400000,42750000,0,0,0,68035000,0,0,12983824,-12983824,0,1582595186,1685302566,1258588992,51572,226085153,1258537420,258923862,18697405,538215,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,0,18695,0,0,11,0,0,initial_topology_capture,0,0,0,85520,0,804,420,282,0,0,0,0,237,0,138,0,0,0,193,54,6,0,12427722752,2297878065,0,0,0,0,0,0,0,0,160,0,0,0,19238370,18883008,355362,258616635,21,21,7980,8240,128,0,0,0,7852,0,0,0
22,23,23,false,trade_planning,65535,23,23,7245,2400,120,261,11816,0,20185,319,97,0,5,18494429,131173293,18056640,47461756,36097241,47461756,1423932200,90915306,101200000,951500,71500,880000,57200000,44000000,0,0,0,70757500,0,0,13219393,-13219393,0,1535813659,1679304988,1231866551,49657,219402084,1231816894,257202374,18350775,485269,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,12288,18695,0,3081,11,0,0,initial_topology_capture,3081,5270,0,85520,0,804,420,282,0,0,0,0,237,0,138,0,0,0,179,0,14,0,12427722752,0,0,0,0,0,0,0,0,0,149,0,0,0,18838630,18506847,331783,256913847,22,0,7860,8240,128,0,0,0,7732,0,0,0
23,24,24,false,trade_planning,65535,24,24,7245,2400,120,261,11816,0,21005,327,120,0,13,18971474,136925597,19459758,49294782,37273486,49294782,1476285494,93881495,104550000,951000,76000,875000,60800000,43750000,0,0,0,72735000,0,0,13798774,-13798774,0,1566556352,1739890985,1277906560,52561,223793891,1277853999,266472884,18784116,679444,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,16384,18695,0,4160,11,0,0,initial_topology_capture,4160,6978,0,85520,0,804,420,282,0,0,0,0,237,0,138,0,0,0,154,0,25,0,12427722752,0,0,0,0,0,0,0,0,0,150,0,0,0,19465668,19003148,462520,266241428,23,0,7740,8240,128,0,0,0,7612,0,0,0
24,25,25,false,trade_planning,65535,25,25,7245,2400,120,261,11816,0,20986,363,114,0,3,18814130,136093505,19541114,49114836,40266628,49114836,1443534444,100910008,116250000,1050000,85000,965000,68000000,48250000,0,0,0,80790000,0,0,13776458,-13776458,0,1472658086,1725370994,1226424239,49803,210379862,1226374436,266509692,18627437,702273,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,0,18695,0,0,12,0,0,initial_topology_capture,0,0,0,94629,0,912,480,333,0,0,0,0,269,0,146,1,0,0,187,51,18,0,12427722752,3986523662,0,0,0,0,0,0,0,0,158,0,0,0,19364534,18878786,485748,265679771,24,24,7620,8240,120,0,0,0,7500,0,0,0
25,26,26,false,trade_planning,65535,26,26,7382,2400,120,261,11816,0,19925,336,540,0,17,18107008,119106724,17340932,43648596,27279732,43648596,1392250849,74869495,107400000,978000,78000,900000,62400000,45000000,0,0,0,74730000,0,0,11970604,-11970604,233,1389716522,1579160150,1210040593,59239,198531047,1209981354,179350494,17926688,272400,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,4096,18695,0,1070,12,0,0,initial_topology_capture,1070,1702,0,94629,0,912,480,333,0,0,0,0,269,0,146,1,0,0,154,0,33,0,12427722752,0,0,0,0,0,0,0,0,0,34,0,0,0,18225043,18136571,88472,178327598,25,0,7610,8240,120,0,0,0,7490,0,0,0
26,27,27,false,trade_planning,65535,27,27,7528,2400,120,261,11816,0,19755,307,526,0,12,18469885,117047018,17213221,43523490,26251727,43523490,1395689017,71053799,97150000,923000,68000,855000,54400000,42750000,0,0,0,68035000,0,0,11816865,-11816865,231,1444109938,1579400082,1227548998,63780,206301549,1227485218,178513497,18273475,266617,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,0,18695,0,0,13,0,0,initial_topology_capture,0,0,0,103577,0,1032,540,380,0,0,0,0,309,0,159,1,0,0,181,47,20,0,12427722752,4145010354,0,0,0,0,0,0,0,0,34,0,0,0,18543764,18483320,60444,178061635,26,26,7585,8240,113,0,0,0,7472,0,0,0
27,28,28,false,trade_planning,65535,28,28,7675,2400,120,261,11816,0,19738,319,527,0,14,18074089,115271457,18213972,43236879,26471903,43236879,1375343356,71563157,101200000,951500,71500,880000,57200000,44000000,0,0,0,70757500,0,0,11814480,-11814480,229,1414012525,1554366409,1202644169,63970,202001915,1202580199,177142541,17931539,208503,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,16384,18695,0,4244,13,0,0,initial_topology_capture,4244,6729,0,103577,0,1032,540,380,0,0,0,0,309,0,159,1,0,0,157,0,24,0,12427722752,0,0,0,0,0,0,0,0,0,46,0,0,0,18146514,18090363,56151,176349253,27,0,7581,8240,113,0,0,0,7468,0,0,0
28,29,29,false,trade_planning,65535,29,29,7806,2400,120,261,11816,0,20538,327,568,0,8,18542607,120223594,19215360,44944122,27037827,44944122,1417336078,73484574,104550000,951000,76000,875000,60800000,43750000,0,0,0,72735000,0,0,12281747,-12281747,240,1438048545,1600572390,1239367183,65679,205435642,1239301504,182551685,18358052,378254,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,0,18695,0,0,14,0,0,initial_topology_capture,0,0,0,114731,0,1128,588,417,0,0,0,0,345,0,170,1,0,0,173,37,21,0,12427722752,4850073453,0,0,0,0,0,0,0,0,49,0,0,0,18741760,18576766,164994,181880283,28,28,7557,8240,107,0,0,0,7450,0,0,0
29,30,30,false,trade_planning,65535,30,30,7945,2400,120,261,11816,0,20513,363,575,0,11,18415672,120385194,19589104,44817412,29972667,44817412,1392970839,80956415,116250000,1050000,85000,965000,68000000,48250000,0,0,0,80790000,0,0,12404999,-12404999,244,1369217110,1597235851,1195828388,63964,195602583,1195764424,181415041,18231775,388659,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,16384,18695,0,4420,14,0,0,initial_topology_capture,4420,6631,0,114731,0,1128,588,417,0,0,0,0,345,0,170,1,0,0,139,0,34,0,12427722752,0,0,0,0,0,0,0,0,0,63,0,0,0,18650127,18474299,175828,180472022,29,0,7544,8240,107,0,0,0,7437,0,0,0
30,31,31,false,trade_planning,65535,31,31,7945,2400,120,261,11816,0,19922,336,542,0,5,18184895,110614893,23338587,43851925,24250032,43851925,1346510346,68202626,107400000,978000,78000,900000,62400000,45000000,0,0,0,74730000,0,0,12392296,-12392296,234,1290208028,1505582812,1170975409,67689,184315556,1170907720,176777578,18057041,221110,ACTIVE,true,1,300865825602711187,4906466422533969655,ROUTE,18695,18695,0,24,14,0,0,initial_topology_capture,24,64,0,114731,0,1128,588,417,0,0,0,0,345,0,170,1,0,0,122,0,17,0,12427722752,0,0,0,0,0,0,0,0,0,33,0,0,0,18283146,18194848,88298,175629385,30,0,7339,8240,107,0,0,0,7232,0,0,0
31,32,32,false,trade_planning,65535,32,32,7945,2400,120,261,11816,0,19754,307,526,0,1,18493539,107951121,22040094,43659792,23259703,43659792,1341465553,65478022,97150000,923000,68000,855000,54400000,42750000,0,0,0,68035000,0,0,11956734,-11956734,231,1308526893,1499739794,1178906634,69103,186932532,1178837531,175438385,18365748,161008,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,0,18695,0,0,15,0,0,initial_topology_capture,0,0,0,123055,0,1256,652,470,0,0,0,0,381,0,178,4,0,0,166,53,9,0,12427722752,4576434891,0,0,0,0,0,0,0,0,26,0,0,0,18535534,18503528,32006,174288334,31,31,7108,8240,100,0,0,0,7008,0,0,0
32,33,33,false,trade_planning,65535,33,33,7945,2400,120,261,11816,0,19737,319,527,0,0,18100127,107292194,22615639,43413260,23690033,43413260,1325990641,66359372,101200000,951500,71500,880000,57200000,44000000,0,0,0,70757500,0,0,12147591,-12147591,229,1287605755,1484283510,1158500901,69632,183943805,1158431269,174388249,17925594,206914,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,8192,18695,0,2517,15,0,0,initial_topology_capture,2517,3075,0,123055,0,1256,652,470,0,0,0,0,381,0,178,4,0,0,150,0,16,0,12427722752,0,0,0,0,0,0,0,0,0,24,0,0,0,18141374,18110212,31162,173229576,32,0,6891,8240,99,0,0,0,6792,0,0,0
33,34,34,false,trade_planning,65535,34,34,7945,2400,120,261,11816,0,20534,327,570,0,2,18575826,111746925,24522063,45174802,24446966,45174802,1364899573,68752483,104550000,951000,76000,875000,60800000,43750000,0,0,0,72735000,0,0,12544469,-12544469,241,1312069841,1528536331,1191669414,72324,187438685,1191597090,178939566,18412867,308687,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,0,18695,0,0,16,0,0,initial_topology_capture,0,0,0,139424,0,1420,736,522,0,0,0,0,429,0,210,4,0,0,185,52,17,0,12427722752,3117493754,0,0,0,0,0,0,0,0,24,0,0,0,18731062,18603261,127801,177703022,33,33,6661,8240,95,0,0,0,6566,0,0,0
34,35,35,false,trade_planning,65535,35,35,7945,2400,120,261,11816,0,20509,363,577,0,6,18472770,111486091,24317514,45059135,25229557,45059135,1356330970,70746573,116250000,1050000,85000,965000,68000000,48250000,0,0,0,80790000,0,0,12521530,-12521530,245,1275014152,1515995646,1169400489,66092,182145009,1169334397,176753064,18290135,273183,ACTIVE,true,1,300865825602711187,4906466422533969655,SCAN,0,18695,0,0,17,0,0,initial_topology_capture,0,0,0,157159,0,1588,824,570,0,0,0,0,495,0,244,10,0,0,218,48,15,0,12427722752,3611913528,0,0,0,0,0,0,0,0,25,0,0,0,18608234,18519482,88752,174897208,34,34,6429,8240,87,0,0,0,6340,0,2,0
