epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures,merchant_cash,merchant_inventory_retail_value,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_procurement_margin_value,merchant_trade_purchase_cash,merchant_trade_sale_cash,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_effective_buy_factor_q16
11,11,11,false,trade_planning,65535,11,11,5084,2400,120,261,9597,0,217141,0,537214,301,228,164270972,1576425333,259407,692487786,1207,692487786,12918059660,6238,29400000,318000,18000,300000,14400000,15000000,0,0,0,14190000,0,388327,11928888,-11540561,0,86744866755,12888685414,12888685414,31992,12392123920,12888653422,2368492124,161557337,3393366,ACTIVE,true,1,619034292161814781,7858414910045529063,ROUTE,14096,14096,0,22,2,0,0,initial_topology_capture,22,72,0,7434,0,104,52,15,3,0,3,0,10,0,0,0,0,0,0,0,2,0,672451788800,0,0,0,0,8750,31,29,28,22,18,31,0,378,0,474,1,16860913,245455624,244950364,505260,828902083,10,0,0,0,0,0,0,0,0,0,0,0,24784816139,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,554789065317,117735883146,111848725382,666637790699,679227472,0,13155,12888653422,2820981,62259
12,12,12,false,trade_planning,65535,12,12,5079,2400,120,261,9597,0,241019,0,581405,326,253,181383105,1741238582,277410,778284072,1294,778284072,14397911086,6537,25800000,276000,16000,260000,12800000,13000000,0,0,0,12435000,0,366373,14989104,-14622731,0,96612772563,14372138186,14372138186,33637,13801824759,14372104549,2524436426,178384758,3702949,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,0,13616,0,0,3,0,0,initial_topology_capture,0,0,0,14229,0,182,92,21,3,0,3,0,26,0,0,0,0,0,6,6,0,0,672401457152,7982152,0,0,0,11250,38,37,19,15,11,38,0,437,0,532,3,21449096,270991454,270472114,519340,912023608,11,8,0,0,0,0,0,0,0,0,0,0,27603612405,0,0,0,0,0,0,0,0,0,0,0,1859,3,21,0,34,0,556827131377,112860106453,107216752486,664043883863,757319203,33572,0,14372138121,2539094,62259
13,13,13,false,trade_planning,65535,13,13,5079,2400,120,261,9598,0,265705,0,647489,363,279,200324317,1922787469,318756,854801613,1407,854801613,15841130551,7240,34200000,399000,19000,380000,15200000,19000000,0,0,0,16672500,0,431574,15885858,-15454284,0,106510785209,15806960544,15806960544,37233,15215826573,15806923311,2833607382,196851844,4264188,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,4096,13616,0,775,3,0,0,initial_topology_capture,775,2492,0,14229,0,182,92,21,3,0,3,0,26,0,0,0,0,0,6,0,0,0,672321765376,0,0,0,0,20000,45,44,20,14,18,45,0,461,0,556,3,26570532,299270498,298656391,614107,1009752059,12,0,0,0,0,0,0,0,0,0,0,0,30431914274,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,559109287305,107477766295,102103545857,661212833162,832921728,0,0,15806923311,2318084,62259
14,14,14,false,trade_planning,65535,14,14,5077,2400,120,261,9599,0,276589,0,675748,379,292,208911552,2006080311,299837,894064796,1347,894064796,16514747388,6866,28600000,392000,12000,380000,9600000,19000000,0,0,0,14275000,0,410949,17145045,-16734096,0,110629329800,16486175900,16486175900,35378,15804190080,16486140522,2898795825,205318206,4400076,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,8192,13616,0,1635,3,0,0,initial_topology_capture,1635,4966,0,14229,0,182,92,21,3,0,3,0,26,0,0,0,0,0,6,0,0,0,672267239424,0,0,0,0,16750,37,35,24,14,19,37,0,409,1,524,3,20944527,312017976,311446802,571174,1046932561,13,0,0,0,0,0,0,0,0,0,0,0,31608229021,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,561492624091,101816113151,96724992726,658217616817,868794825,0,0,16486140522,2232055,62259
15,15,15,false,trade_planning,65535,15,15,5074,2400,120,261,9600,0,208674,0,513294,289,220,157986169,1512906997,264106,665671477,1272,665671477,12443476984,6602,31800000,396000,16000,380000,12800000,19000000,0,0,0,15645000,0,323603,12768284,-12444681,0,83361150757,12411704222,12411704222,33840,11908735921,12411670382,2269934371,155163762,3482135,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,12288,13616,0,2556,3,0,0,initial_topology_capture,2556,7436,0,14229,0,182,92,21,3,0,3,0,26,0,0,0,0,0,6,0,0,0,672191741952,0,0,0,0,10250,30,27,21,18,14,30,0,391,0,512,6,15838127,235956172,235462943,493229,796776341,14,0,0,0,0,0,0,0,0,0,0,0,23817618114,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,563202577075,97623577706,92742096940,655944674015,654084341,0,0,12411670382,2973817,62259
16,16,16,false,trade_planning,65535,16,16,4989,2400,120,261,9602,0,192780,0,561499,309,385,95483324,1062460457,964541,673329288,907,673329288,7915985482,4773,29400000,318000,18000,300000,14400000,15000000,0,0,0,14190000,0,475195,8704245,-8229050,302,88330963726,7886604740,7886604740,24031,12618709202,7886580709,1731050497,95626659,310370,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,0,14179,0,0,4,0,0,initial_topology_capture,0,0,0,23794,0,294,145,42,11,2,9,0,26,0,0,0,0,0,26,21,1,0,672166576128,51779657,0,0,0,13750,37,36,17,13,8,37,0,345,0,485,0,23746821,143651658,143175638,476020,473128755,15,13,0,0,0,0,0,0,0,0,0,0,25235883738,0,0,0,0,0,0,0,0,0,0,0,1296,4,29,0,32,0,568786602724,89826944443,85335319053,654121921777,415677173,581078,2306,7887161787,4726161,62259
17,17,17,false,trade_planning,65535,17,17,4919,2400,120,261,9602,0,216195,0,606150,339,418,103498021,1162580481,1192820,760188159,964,760188159,8725410649,5102,26300000,286000,16000,270000,12800000,13500000,0,0,0,12702500,0,485247,11431117,-10945870,299,98400669110,8699131240,8699131240,25693,14057238551,8699105547,1787673001,103553210,447295,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,4096,14179,0,825,4,0,0,initial_topology_capture,825,2364,0,23794,0,294,145,42,11,2,9,0,26,0,0,0,0,0,18,0,8,0,672204324864,0,0,0,0,9250,35,34,11,11,6,35,0,335,0,464,0,20788555,155808104,155197047,611057,519272413,16,0,1550,1550,174,0,0,0,1376,0,0,0,28113137310,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,575180965676,81015860517,76964816107,652145781783,458506356,0,343271,8699105547,4333210,62259
18,18,18,false,trade_planning,65535,18,18,4830,2400,120,261,9604,0,237192,0,675919,380,463,115156076,1287961551,1200388,833585223,1035,833585223,9635888808,5632,34200000,399000,19000,380000,15200000,19000000,0,0,0,16672500,0,582105,11752888,-11170783,331,108509744276,9601711543,9601711543,28367,15501392145,9601683176,2037016482,115324976,499258,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,8192,14179,0,1692,4,0,0,initial_topology_capture,1692,4730,0,23794,0,294,145,42,11,2,9,0,26,0,0,0,0,0,14,0,4,0,672263045120,0,0,0,0,13000,41,41,17,13,10,41,0,355,0,477,0,26722551,173410478,172684633,725845,579338628,17,0,3168,3168,352,0,0,0,2816,0,0,0,31002471808,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,0,0,582172972522,71378525947,67809377554,649982350076,506093066,0,81093,9601683176,3973604,62259
19,19,19,false,trade_planning,65535,19,19,4758,2400,120,261,9605,0,248620,0,703593,390,514,120136624,1341967433,1255373,873872319,1008,873872319,10024658396,5326,28600000,392000,12000,380000,9600000,19000000,0,0,0,14275000,0,517672,12934338,-12416666,309,112716950009,9996079872,9996079872,26802,16102421534,9996053070,2072477599,120171070,653305,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,12288,14179,0,2579,4,0,0,initial_topology_capture,2579,7113,0,23794,0,294,145,42,11,2,9,0,26,0,0,0,0,0,12,0,2,0,672292405248,0,0,0,0,16750,45,43,19,15,9,45,0,356,0,483,1,28420861,180913436,180138252,775184,603210223,18,0,4851,4851,545,0,0,0,4306,0,0,0,32203925158,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,589532952833,61228772910,58167143068,647700095901,526851058,0,2123,9996053070,3865088,62259
20,20,20,false,trade_planning,65535,20,20,4686,2400,120,261,9606,0,185471,0,536394,336,439,91338390,1018790613,1104682,648044215,938,648044215,7608465040,5190,31800000,396000,16000,380000,12800000,19000000,0,0,0,15645000,0,413238,9628703,-9215465,299,84863049854,7576685847,7576685847,25997,12123292943,7576659850,1652664665,91449172,389078,ACTIVE,true,1,619034292161814781,7858414910045529063,ROUTE,14179,14179,0,26,4,0,0,initial_topology_capture,26,72,0,23794,0,294,145,42,11,2,9,0,26,0,0,0,0,0,9,0,3,0,672275628032,0,0,0,0,12500,34,32,18,15,5,34,0,329,0,471,1,19738976,137504293,136959128,545165,455581316,19,0,6492,6492,941,0,0,0,5551,0,0,0,24245106743,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,594890100122,53740430866,51053240901,645943341023,399348434,0,4756,7576659850,5145633,62259
21,21,21,false,trade_planning,65535,21,21,4771,2400,120,261,9607,0,204906,0,549389,275,259,157888017,1295543458,592195,722553337,49715,722553337,13603947263,180402,29400000,318000,18000,300000,14400000,15000000,0,0,0,14190000,0,501597,19357992,-18856395,540,93218799680,13575710785,13574410654,43793,13316971481,13574366861,3357812199,157752114,833918,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,0,13725,0,0,5,0,0,initial_topology_capture,0,0,0,30289,0,406,201,75,17,2,15,0,36,0,0,0,0,0,42,33,0,0,672304988160,194971879,0,0,0,12500,31,29,32,29,3,31,0,283,1,473,0,21311707,237269052,236610508,658544,834105683,20,20,8029,8060,1308,0,0,0,6721,0,0,0,26632092315,5699038,0,0,0,0,0,302,155,0,58,0,1750,10,36,0,21,0,595050682716,51702756044,49117456049,644168138765,715165910,1453079,0,13575819940,2872551,62259
22,22,22,false,trade_planning,65535,22,22,4842,2400,120,261,9608,0,227417,0,594958,291,261,174654874,1410368329,781773,806523689,29693,806523689,14124633721,122335,26300000,286000,16000,270000,12800000,13500000,0,0,0,12702500,0,545726,20465752,-19920026,553,104005039770,14098985702,14098253126,41740,14857862924,14098211386,3478333732,174656762,635496,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,4096,13725,0,903,5,0,0,initial_topology_capture,903,2438,0,30289,0,406,201,75,17,2,15,0,36,0,0,0,0,0,39,0,3,0,672334348288,0,0,0,0,14750,38,36,23,20,7,38,0,330,0,538,0,26327169,262587220,261912754,674466,920988678,21,0,8012,8061,1304,0,0,0,6708,0,0,0,29711661216,5411510,0,0,0,0,0,299,142,0,60,0,0,7,22,0,0,0,595810637536,48944870622,46497473351,642308110887,742780181,0,37946,14098211386,2769645,62259
23,23,23,false,trade_planning,65535,23,23,4933,2400,120,261,9609,0,251078,0,662051,330,312,192913949,1567915372,830950,889061853,31691,889061853,16121757457,116315,34200000,399000,19000,380000,15200000,19000000,0,0,0,16672500,0,631038,23341073,-22710035,623,114640271854,16089315505,16087487419,46277,16377181805,16087441142,3957934605,192647227,1018985,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,12288,13725,0,2650,5,0,0,initial_topology_capture,2650,7307,0,30289,0,406,201,75,17,2,15,0,36,0,0,0,0,0,34,0,5,0,672359514112,0,0,0,0,14500,46,46,21,19,14,46,0,345,0,558,1,32735553,289815937,289026686,789251,1023655326,22,0,7989,8066,1301,0,0,0,6688,0,0,0,32750457446,6421735,0,0,0,0,0,331,163,0,68,0,0,8,32,0,0,0,596362150378,46200311730,43890150812,640252301190,847585078,0,133104,16087441142,2429422,62259
24,24,24,false,trade_planning,65535,24,24,5019,2400,120,261,9609,0,261182,0,691010,318,339,201954712,1630521425,800857,923775463,1180,923775463,16416353566,9079,28600000,392000,12000,380000,9600000,19000000,0,0,0,14275000,0,584832,23359910,-22775078,579,119159492584,16387790096,16387790096,45609,17022784766,16387744487,4008232115,201619900,1018447,ACTIVE,true,1,619034292161814781,7858414910045529063,ROUTE,13725,13725,0,28,5,0,0,initial_topology_capture,28,80,0,30289,0,406,201,75,17,2,15,0,36,0,0,0,0,0,32,0,2,0,672372097024,0,0,0,0,12750,36,35,33,29,7,36,0,307,2,525,2,24496834,303507560,302716248,791312,1061555101,23,0,7963,8069,1294,0,0,0,6669,0,0,0,34043817581,5841739,0,0,0,0,0,309,146,0,55,0,0,7,31,0,0,0,597114632437,43125797919,40969372088,638084004525,863350783,0,107078,16387744487,2387912,62259
25,25,25,false,trade_planning,65535,25,25,5100,2400,120,261,9610,0,196948,0,524856,235,296,151824599,1246308282,673383,694373852,14378,694373852,13369115245,94020,31800000,396000,16000,380000,12800000,19000000,0,0,0,15645000,0,455139,19950639,-19495500,535,89557296795,13339262504,13337264120,42895,12793899642,13337221225,3205986224,151653725,729490,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,0,13663,0,0,6,0,0,initial_topology_capture,0,0,0,39978,0,534,263,99,33,6,27,0,49,0,0,0,0,0,51,24,5,0,672388874240,192476665,0,0,0,11500,29,27,33,24,9,29,0,303,0,519,2,19712299,227976384,227400007,576377,800543445,24,24,7943,8073,1289,0,0,0,6654,0,0,0,25584389702,5320458,0,0,0,0,0,299,143,0,57,0,1237,6,35,0,38,0,597061532384,41376754260,39307785970,636369318354,702598913,2541506,7683,13339762731,2933262,62259
