adobe_yard	manufacturing	industrial	clay;gathered_plants	adobe_brick	-	tech.adobe_making	tech.earth_building	activity.earthworking;industry.construction
brewery	manufacturing	industrial	grain;tools;cat:tools	beverages	-	industry.food;tech.fermentation	-	-
bricks_plant	manufacturing	industrial	clay	bricks	-	industry.construction;tech.adobe_making	tech.earth_building;tech.clay_preparation;tech.kiln_firing	-
brine_gathering_basin	agriculture	collector	-	brine	salt	tech.brine_collection	-	activity.saltmaking;industry.food
bronze_tool_workshop	manufacturing	industrial	copper;tin	bronze_tools	-	tech.bronze_casting	-	activity.metalworking
bunded_rice_field	agriculture	collector	-	rice_grain	paddy_land	tech.rice_water_control	tech.rice_seed_saving;tech.paddy_bunding;tech.wetland_rice_gardening;tech.household_landholding	activity.farming;industry.food
cabinetmaker_workshop	manufacturing	industrial	lumber;cloth;tools;cat:tools	fine_furniture	-	industry.consumer;tech.guild_apprenticeship	tech.timber_sawing;tech.guild_apprenticeship	-
cadastral_office	knowledge	industrial	printed_materials;scientific_instruments	technology_points	-	tech.property_cadastre	tech.cartography;tech.long_term_leases;tech.estate_accounting;tech.weights_and_measures	method.cadastre;method.administration;method.survey
canned_fish_plant	manufacturing	industrial	fish;salt;packaging;tools;cat:tools	canned_fish	-	industry.food;tech.canning	tech.steam_power;tech.industrial_organization	-
canning_workshop	manufacturing	industrial	fish;salt;packaging;tools;cat:tools	canned_fish	-	industry.food;tech.canning	tech.experimental_science;tech.precision_engineering	-
cement_plant	manufacturing	industrial	lime;clay;tools;cat:tools	cement	-	industry.construction;tech.hydraulic_engineering	-	-
charcoal_pit	manufacturing	industrial	logs	charcoal	-	tech.charcoal_burning	tech.fire_control;tech.deadwood_collection	activity.charcoal;industry.energy
chartered_university	knowledge	industrial	manuscripts	technology_points	-	industry.knowledge;tech.chartered_universities	-	industry.knowledge
classical_academy	knowledge	industrial	manuscripts	technology_points	-	industry.knowledge;tech.scholarly_academies	-	industry.knowledge
classical_glass_kiln	manufacturing	industrial	silica_sand;logs;tools;cat:tools	glass	-	tech.early_glassmaking	-	-
classical_masonry_yard	manufacturing	industrial	raw_stone;tools;cat:tools	construction_components	-	tech.road_engineering	tech.masonry;tech.adobe_making	-
classical_public_works	manufacturing	industrial	bricks;lime;tools;cat:tools	construction_components	-	tech.manuscript_culture	-	-
classical_scriptorium	manufacturing	industrial	gathered_plants	manuscripts	-	tech.writing	-	industry.knowledge
classical_silica_pit	extractive	collector	-	silica_sand	silica_sand	tech.early_glassmaking	-	-
clay_collector	extractive	collector	tools;cat:tools	clay	clay	industry.primary;tech.clay_preparation	-	-
cloth_plant	manufacturing	industrial	flax_fiber;electricity;tools;industrial_machinery;cat:natural_spinnable_fiber;cat:tools	cloth	-	industry.textile;tech.mass_production	tech.textile_machinery;tech.corporate_management	-
clothing_plant	manufacturing	industrial	cloth;tools;cat:tools	clothing	-	industry.textile;tech.textile_machinery	-	-
coal_adit	extractive	collector	-	coal	coal	tech.coal_adit_mining	tech.surface_coal_collection;tech.masonry	-
coal_mine	extractive	collector	tools;cat:tools	coal	coal	industry.primary;tech.coal_mining	-	activity.mining;industry.primary
cobbler_shop	manufacturing	industrial	leather;tools;cat:tools	footwear	-	industry.textile;tech.hide_tanning	-	-
coke_ovens	manufacturing	industrial	coal;tools;cat:tools	coke	-	tech.coke_smelting	-	-
communal_hearth	manufacturing	industrial	gathered_plants;game_meat;logs	prepared_staples	-	tech.fire_control	-	-
composting_yard	manufacturing	industrial	livestock_products;tools;cat:tools	fertilizer	-	industry.chemicals;tech.crop_rotation	-	-
computers_plant	manufacturing	industrial	semiconductors;electronic_components;plastics;tools;electricity;industrial_machinery;technology_points;cat:tools	computers	-	industry.machinery;tech.digital_computing	-	-
computing_research_center	knowledge	industrial	computers;electricity;telecom_equipment	technology_points	-	industry.knowledge;tech.software_engineering	-	-
concrete_plant	manufacturing	industrial	cement;raw_stone;tools;cat:tools	concrete	-	industry.construction;tech.synthetic_materials	tech.hydraulic_engineering;tech.mass_production	-
construction_components_plant	manufacturing	industrial	concrete;steel;glass;tools;cat:tools	construction_components	-	industry.construction;tech.mechanical_workshops	tech.standardization	-
copper_ore_collector	extractive	collector	tools;cat:tools	copper_ore	copper_ore	industry.primary;tech.copper_ore_roasting	tech.natural_copper_identification;tech.copper_annealing	activity.mining;industry.primary
copper_plant	manufacturing	industrial	copper_ore;coal;tools;cat:tools	copper	-	industry.metals;tech.advanced_metallurgy	-	-
cottage_weaving	extractive	collector	-	cloth	arable_land;fertile_soil	tech.hand_spinning	tech.flax_retting;tech.fiber_twisting	-
cotton_collector	agriculture	collector	-	seed_cotton	arable_land;fertile_soil	industry.primary;tech.estate_plantation_management	tech.cotton_gardening;tech.indentured_contracts;tech.commodity_crop_management	-
cotton_garden	agriculture	collector	-	seed_cotton	arable_land;fertile_soil	tech.cotton_gardening	tech.cotton_ginning;tech.crop_domestication	activity.farming;industry.textile
cotton_ginning_shelter	manufacturing	industrial	seed_cotton	cotton_fiber	-	tech.cotton_ginning	tech.wild_cotton_collection	activity.textile;industry.textile
court_tailor	manufacturing	industrial	cloth;fur;tools;cat:tools	fine_clothing	-	industry.textile;tech.guild_apprenticeship	-	-
creamery	manufacturing	industrial	livestock_products	dairy_products	-	industry.food;tech.dairy_processing	-	-
dairy_products_plant	manufacturing	industrial	livestock_products;packaging;tools;cat:tools	dairy_products	-	industry.food;tech.cold_chain	tech.refrigeration;tech.assembly_line;tech.industrial_organization	-
deadwood_gathering_camp	agriculture	collector	-	logs	timber	tech.deadwood_collection	-	activity.forestry;industry.construction;starter.construction
detergent_plant	manufacturing	industrial	petrochemicals;industrial_chemicals;tools;electricity;industrial_machinery;cat:tools	detergent	-	industry.chemicals;tech.petrochemical_industry	tech.industrial_chemistry;tech.electrochemistry	-
digital_computer_workshop	manufacturing	industrial	precision_tools;copper;electricity	computers	-	tech.digital_computing	-	-
distillery	manufacturing	industrial	grain;pottery;tools;cat:tools	beverages	-	industry.food;tech.fermentation	-	-
dryland_wheat_field	agriculture	collector	-	wheat_grain	arable_land	tech.dryland_wheat_cultivation	tech.wheat_propagation;tech.dryland_water_retention	activity.farming;industry.food
early_clay_pit	extractive	collector	-	clay	clay	tech.clay_preparation	tech.earth_building;tech.deadwood_collection;tech.stone_knapping	-
early_copper_mine	extractive	collector	-	copper_ore	copper_ore	tech.mine_timbering	tech.copper_metallurgy	activity.mining;industry.primary
early_copper_smelter	manufacturing	industrial	copper_ore;charcoal	copper	-	tech.copper_metallurgy	tech.copper_ore_roasting;tech.charcoal_burning;tech.pottery	activity.metalworking
early_iron_mine	extractive	collector	tools;cat:tools	iron_ore	iron_ore	industry.primary;tech.mine_timbering	tech.surface_iron_collection;tech.iron_smelting	activity.mining;industry.primary
early_merchant_post	manufacturing	service	-	-	-	tech.early_trade	-	starter.trade;activity.trade
early_oil_well	extractive	collector	steel;precision_tools;steam_engines	crude_oil	oil	industry.primary;tech.petroleum_extraction	-	-
early_tin_mine	extractive	collector	-	tin_ore	tin_ore	tech.copper_metallurgy	tech.bronze_casting	activity.mining;industry.primary
early_tin_smelter	manufacturing	industrial	tin_ore;logs	tin	-	tech.bronze_casting	tech.kiln_firing;tech.tin_identification;tech.copper_metallurgy	activity.metalworking
earth_digging_pit	extractive	collector	-	clay	clay	tech.earth_building	-	activity.earthworking;industry.construction;starter.construction
edible_oil_plant	manufacturing	industrial	corn_grain;tools;cat:tools	edible_oil	-	industry.food;tech.crop_rotation	-	-
electric_motor_plant	manufacturing	industrial	copper;steel;tools;electricity;industrial_machinery;technology_points;cat:tools	electric_motor	-	industry.machinery;tech.electric_motors	-	-
electrical_equipment_plant	manufacturing	industrial	wire;steel;plastics;tools;electricity;industrial_machinery;cat:tools	electrical_equipment	-	industry.machinery;tech.electrification	-	-
electricity_plant	energy	industrial	coal;tools;cat:tools	electricity	-	industry.energy;tech.electric_generation	-	-
electrochemical_works	manufacturing	industrial	salt;electricity;tools;industrial_machinery;technology_points;cat:tools	industrial_chemicals	-	industry.chemicals;tech.electrochemistry	-	-
electronic_components_plant	manufacturing	industrial	copper;tin;zinc;plastics;tools;electricity;industrial_machinery;cat:tools	electronic_components	-	industry.machinery;tech.radio	-	-
engines_plant	manufacturing	industrial	steel;aluminum;machine_parts;lubricants;tools;electricity;industrial_machinery;cat:tools	engines	-	industry.machinery;tech.internal_combustion	-	-
estate_paddy	agriculture	collector	-	rice_grain	paddy_land	tech.estate_paddy_management	tech.rice_water_control;tech.estate_accounting;tech.serf_obligations;tech.public_storehouses	activity.farming;industry.food
explosives_plant	manufacturing	industrial	saltpeter;sulfur;tools;cat:tools	explosives	-	industry.chemicals;tech.gunpowder_weapons	tech.industrial_chemistry	-
felt_making_tent	manufacturing	industrial	wool	clothing	-	tech.felt_making	-	activity.textile;starter.clothing
fertile_soil_collector	agriculture	collector	-	vegetables	arable_land;fertile_soil	industry.primary;tech.household_landholding	tech.crop_domestication;tech.rainfed_field_system;tech.household_production	-
fertilizer_plant	manufacturing	industrial	phosphate_rock;natural_gas;electricity;tools;industrial_machinery;cat:tools	fertilizer	-	industry.chemicals;tech.synthetic_fertilizer	-	-
fine_clothing_plant	manufacturing	industrial	cloth;industrial_chemicals;electricity;tools;industrial_machinery;cat:tools	fine_clothing	-	industry.textile;tech.corporate_management	tech.textile_machinery;tech.corporate_management	-
fine_furniture_plant	manufacturing	industrial	lumber;cloth;industrial_chemicals;tools;electricity;industrial_machinery;cat:tools	fine_furniture	-	industry.consumer;tech.managerial_hierarchy	tech.mass_production	-
fired_brick_kiln	manufacturing	industrial	clay;charcoal	bricks	-	tech.kiln_firing	tech.adobe_making;tech.kiln_firing;tech.clay_preparation;tech.charcoal_burning	-
flax_collector	agriculture	collector	-	flax_fiber	arable_land;fertile_soil	industry.primary;tech.flax_retting	tech.wild_flax_collection;tech.rainfed_field_system;tech.crop_domestication	activity.farming;industry.textile
flax_retting_pit	manufacturing	industrial	bast_fiber	flax_fiber	-	tech.flax_retting	tech.wild_flax_collection	activity.textile;industry.textile
flint_quarry	extractive	collector	-	flint	flint	tech.stone_knapping	-	-
flood_calendar_shrine	knowledge	industrial	-	technology_points	-	tech.flood_calendar_practice	-	industry.knowledge;starter.knowledge;geography.floodplain
floodplain_maize_plot	agriculture	collector	-	corn_grain	arable_land	tech.flood_recession_maize	tech.maize_propagation;tech.irrigation_surveying	activity.farming;industry.food
floodplain_wheat_plot	agriculture	collector	-	wheat_grain	arable_land	tech.flood_recession_wheat	tech.wheat_propagation;tech.irrigation_surveying	activity.farming;industry.food
footwear_plant	manufacturing	industrial	leather;latex;tools;cat:tools	footwear	-	industry.textile;tech.labor_organization	tech.hide_tanning;tech.textile_machinery;tech.interchangeable_parts	-
freshwater_fishing_camp	agriculture	collector	-	fish	freshwater_fish	tech.freshwater_fishing	-	activity.fishing;industry.food
fur_sewing_shelter	manufacturing	industrial	fur	clothing	-	tech.fur_sewing	-	activity.textile;starter.clothing
furniture_plant	manufacturing	industrial	lumber;cloth;tools;cat:tools	furniture	-	industry.forestry;tech.managerial_hierarchy	tech.mass_production	-
gas_power_plant	energy	industrial	natural_gas;tools;cat:tools	electricity	-	industry.energy;tech.electric_generation	tech.electric_grid;tech.petrochemical_cracking;tech.internal_combustion	-
gathering_ground	agriculture	collector	-	gathered_plants	fertile_soil	tech.gathering	-	activity.gathering;industry.food
geospatial_analysis_center	knowledge	industrial	computers;telecom_equipment;scientific_instruments;electricity	technology_points	-	tech.geographic_information_systems	tech.cartography;tech.digital_computing;tech.probability_statistics	method.geospatial;method.remote_sensing;method.research
glass_plant	manufacturing	industrial	silica_sand;tools;cat:tools	glass	-	industry.construction;tech.industrial_chemistry	-	-
gold_mine	extractive	collector	tools;cat:tools	gold	gold_ore	industry.primary;tech.shaft_sinking	tech.deep_mining	-
goldsmith_workshop	manufacturing	industrial	gold;tools;cat:precious_metal;cat:tools	jewelry	-	industry.consumer;tech.currency	-	activity.metalworking
guild_hall	manufacturing	industrial	lumber;tools;cat:tools	furniture	-	tech.guild_organization	-	-
guild_weaving_house	manufacturing	industrial	flax_fiber;tools;cat:guild_textile_fiber;cat:tools	cloth	-	industry.textile;tech.loom_weaving	-	-
hide_scraping_shelter	manufacturing	industrial	raw_hide	clothing	-	tech.hide_scraping	tech.hunting	activity.textile;starter.clothing
highland_tuber_plot	agriculture	collector	-	potatoes	arable_land	tech.highland_tuber_farming	tech.potato_propagation;tech.frost_protected_storage;tech.household_landholding	activity.farming;industry.food
horse_breeder	agriculture	collector	-	horses	pasture	industry.primary;tech.horse_domestication	-	activity.pastoral
horse_breeding_camp	agriculture	collector	-	horses	pasture	industry.primary;tech.horse_domestication	-	activity.pastoral
household_appliances_plant	manufacturing	industrial	electrical_equipment;steel;plastics;tools;electricity;industrial_machinery;cat:tools	household_appliances	-	industry.machinery;tech.assembly_line	tech.electric_motors;tech.mass_production	-
household_loom	extractive	collector	-	cloth	arable_land;fertile_soil	tech.weaving	tech.hand_spinning	-
household_weaving_shelter	manufacturing	industrial	gathered_plants	cloth	-	tech.fiber_twisting	-	-
hydropower_station	energy	industrial	tools;electrical_equipment	electricity	-	tech.water_power	tech.hydraulic_engineering;tech.electric_generation;tech.electric_grid	method.hydropower;method.river
improved_domestic_loom	extractive	collector	-	cloth	arable_land;fertile_soil	tech.mechanical_workshops	tech.textile_machinery	-
improved_smallholding	extractive	collector	-	grain;vegetables	arable_land;fertile_soil	tech.agricultural_improvement	-	-
industrial_chemicals_plant	manufacturing	industrial	sulfur;salt;tools;cat:tools	industrial_chemicals	-	industry.chemicals;tech.industrial_chemistry	-	-
industrial_machinery_plant	manufacturing	industrial	machine_parts;steam_engines;tools;technology_points;cat:tools	industrial_machinery	-	industry.machinery;tech.factory_system	tech.machine_tools	-
industrial_research_laboratory	knowledge	industrial	scientific_instruments;electricity	technology_points	-	industry.knowledge;tech.public_education	-	-
industrial_salt_mine	extractive	collector	tools;explosives;cat:tools	salt	salt	industry.primary;tech.mine_drainage	tech.deep_mining	-
insulated_cable_plant	manufacturing	industrial	wire;plastics;tools;electricity;industrial_machinery;cat:tools	insulated_cable	-	tech.electric_grid	-	-
intensive_farm	agriculture	collector	fertilizer;agricultural_machinery;electricity	grain;vegetables	arable_land;fertile_soil	industry.food;tech.industrial_agronomy	-	activity.farming;industry.food
iron_ore_collector	extractive	collector	bronze_tools	iron_ore	iron_ore	industry.primary;tech.surface_iron_collection	-	activity.mining;industry.primary
iron_tool_workshop	manufacturing	industrial	wrought_iron;charcoal	tools	-	industry.machinery;tech.iron_smelting	tech.surface_iron_collection	activity.metalworking
jewelry_plant	manufacturing	industrial	gold;tools;electricity;industrial_machinery;cat:tools	jewelry	-	industry.consumer;tech.currency	tech.currency;tech.industrial_quality_control;tech.corporate_management	-
knapping_workshop	manufacturing	industrial	flint	chipped_stone_tools	-	tech.composite_tools	tech.stone_knapping;tech.flint_identification	-
landed_estate	agriculture	collector	-	corn_grain	arable_land;fertile_soil	industry.primary;tech.estate_cereal_management	tech.maize_propagation;tech.rainfed_field_system;tech.estate_accounting;tech.serf_obligations	activity.farming;industry.food
latex_smoking_shelter	manufacturing	industrial	latex;logs	natural_rubber	-	industry.primary;tech.latex_smoke_coagulation	tech.wild_latex_tapping;tech.fire_control	-
lead_ore_collector	extractive	collector	tools;explosives;cat:tools	lead_ore	lead_ore	industry.primary;tech.mine_ventilation	tech.deep_mining	-
lead_plant	manufacturing	industrial	lead_ore;coal;tools;cat:tools	lead	-	industry.metals;tech.deep_geophysics	tech.advanced_metallurgy	-
learned_society	knowledge	industrial	printed_materials;scientific_instruments	technology_points	-	industry.knowledge;tech.learned_societies	-	industry.knowledge
leather_plant	manufacturing	industrial	raw_hide;industrial_chemicals;tools;cat:tools	leather	-	industry.textile;tech.factory_system	tech.hide_tanning;tech.industrial_chemistry;tech.interchangeable_parts	-
lime_plant	manufacturing	industrial	limestone	lime	-	industry.construction;tech.masonry	-	-
limestone_collector	extractive	collector	-	limestone	limestone	industry.primary;tech.canal_engineering	tech.masonry;tech.ground_stone_tools	-
lorekeeper_circle	knowledge	industrial	-	technology_points	-	industry.knowledge;tech.oral_tradition	tech.fire_control;tech.communal_specialization	industry.knowledge
lubricants_plant	manufacturing	industrial	crude_oil;tools;cat:tools	lubricants	-	industry.chemicals;tech.industrial_ecology	-	-
lumber_plant	manufacturing	industrial	logs	lumber	-	industry.forestry;tech.timber_sawing	-	-
machine_intelligence_institute	knowledge	industrial	computers;advanced_chips;electricity	technology_points	-	industry.knowledge;tech.machine_learning	-	-
machine_parts_plant	manufacturing	industrial	steel;lubricants;tools;cat:tools	machine_parts	-	industry.machinery;tech.machine_tools	-	-
maize_garden	agriculture	collector	-	corn_grain	arable_land	tech.maize_garden_horticulture	tech.maize_propagation;tech.household_production	activity.farming;industry.food
manganese_ore_collector	extractive	collector	tools;explosives;cat:tools	manganese_ore	manganese_ore	industry.primary;tech.mechanized_mining	-	-
manorial_pasture	agriculture	collector	-	livestock_products	pasture	industry.food;tech.pastoral_networks	-	activity.pastoral;industry.food
marine_fish_collector	agriculture	collector	-	fish	marine_fish	industry.primary;tech.coastal_fishing	-	activity.fishing;industry.food
mechanized_farm	agriculture	collector	agricultural_machinery	grain;vegetables	arable_land;fertile_soil	industry.food;tech.mechanical_reaping	tech.mechanized_agriculture	activity.farming;industry.food
mechanized_slaughterhouse	manufacturing	industrial	livestock_products;industrial_machinery;tools;cat:tools	meat;raw_hide	-	industry.food;tech.meat_processing	tech.industrial_organization;tech.industrial_quality_control;tech.mass_production	-
medicinal_herbs_collector	agriculture	collector	-	medicinal_herbs	plantation_land;fertile_soil	industry.primary;tech.commercial_estates	-	activity.gathering
merchant_post	manufacturing	service	-	-	-	tech.communal_specialization	tech.deadwood_collection;tech.gathering	-
method_agricultural_machinery_plant_r9	manufacturing	industrial	industrial_machinery;steam_engines;tools;computers;electricity;cat:tools	agricultural_machinery	-	industry.machinery;tech.industrial_agronomy	-	-
method_aluminum_plant_r10	manufacturing	industrial	bauxite;electricity;tools;industrial_machinery;autonomous_systems;cat:tools	aluminum	-	industry.metals;tech.autonomous_labor_coordination	tech.advanced_metallurgy;tech.specialty_alloys;tech.digital_control;tech.algorithmic_management;tech.autonomous_labor_coordination	-
method_automated_port	manufacturing	industrial	steel;engines;electricity;industrial_machinery;computers	oceanic_vessels	-	tech.automated_logistics	tech.global_logistics;tech.digital_control;tech.electric_grid	method.maritime;method.automation
method_automobiles_plant_r10	manufacturing	industrial	engines;steel;batteries;latex;tools;electricity;industrial_machinery;autonomous_systems;cat:tools	automobiles	-	industry.machinery;tech.robotic_manufacturing	tech.internal_combustion;tech.mass_production;tech.digital_control;tech.algorithmic_management	-
method_autonomous_forestry	extractive	collector	tools;electricity;computers;autonomous_systems;technology_points	logs	timber	tech.autonomous_systems	tech.satellite_observation;tech.smart_grid;tech.scientific_agents	method.forestry;method.autonomous
method_autonomous_shipping	manufacturing	industrial	steel;engines;electricity;computers;autonomous_systems;technology_points	oceanic_vessels	-	tech.autonomous_logistics	tech.autonomous_systems;tech.smart_grid;tech.distributed_intelligence	method.maritime;method.autonomous
method_batteries_plant_r10	manufacturing	industrial	lead;industrial_chemicals;tools;electricity;industrial_machinery;autonomous_systems;cat:tools	batteries	-	industry.machinery;tech.smart_grid	tech.smart_grid;tech.robotic_manufacturing;tech.digital_control	-
method_bauxite_collector_r9	extractive	collector	tools;explosives;computers;cat:tools	bauxite	bauxite	industry.primary;tech.mineral_spectral_survey	-	-
method_bricks_plant_r6	manufacturing	industrial	clay;industrial_machinery;tools;cat:tools	bricks	-	industry.construction;tech.industrial_organization	-	-
method_cement_plant_r9	manufacturing	industrial	lime;clay;tools;computers;electricity;industrial_machinery;cat:tools	cement	-	industry.construction;tech.hydraulic_engineering	tech.digital_control;tech.sensor_networks;tech.industrial_quality_control	-
method_coke_ovens_r9	manufacturing	industrial	coal;tools;computers;electricity;industrial_machinery;cat:tools	coke	-	industry.energy;tech.sensor_networks	tech.coke_smelting;tech.sensor_networks;tech.industrial_quality_control	-
method_concrete_plant_r9	manufacturing	industrial	cement;raw_stone;tools;computers;electricity;industrial_machinery;cat:tools	concrete	-	industry.construction;tech.sensor_networks	tech.industrial_quality_control;tech.sensor_networks	-
method_cotton_collector_r6	agriculture	collector	agricultural_machinery	seed_cotton	arable_land;fertile_soil	industry.primary;tech.mechanized_agriculture	tech.cotton_gardening;tech.mechanical_threshing	-
method_detergent_plant_r10	manufacturing	industrial	petrochemicals;industrial_chemicals;tools;electricity;industrial_machinery;autonomous_systems;cat:tools	detergent	-	industry.chemicals;tech.neural_networks	tech.industrial_chemistry;tech.electrochemistry;tech.machine_learning;tech.robotic_manufacturing;tech.digital_control;tech.algorithmic_management	-
method_edible_oil_plant_r6	manufacturing	industrial	corn_grain;tools;industrial_machinery;cat:tools	edible_oil	-	industry.food;tech.agricultural_improvement	tech.crop_rotation;tech.industrial_organization;tech.industrial_quality_control	-
method_electric_motor_plant_r10	manufacturing	industrial	copper;steel;tools;electricity;industrial_machinery;autonomous_systems;cat:tools	electric_motor	-	industry.machinery;tech.smart_grid	tech.smart_grid;tech.robotic_manufacturing;tech.digital_control	-
method_electronic_components_plant_r10	manufacturing	industrial	copper;tin;zinc;plastics;tools;electricity;industrial_machinery;autonomous_systems;cat:tools	electronic_components	-	industry.machinery;tech.distributed_intelligence	tech.semiconductor_manufacturing;tech.robotic_manufacturing;tech.digital_control	-
method_engines_plant_r10	manufacturing	industrial	steel;aluminum;machine_parts;lubricants;tools;electricity;industrial_machinery;autonomous_systems;cat:tools	engines	-	industry.machinery;tech.robotic_manufacturing	tech.internal_combustion;tech.digital_control;tech.algorithmic_management	-
method_explosives_plant_r10	manufacturing	industrial	saltpeter;sulfur;tools;autonomous_systems;electricity;industrial_machinery;cat:tools	explosives	-	industry.chemicals;tech.gunpowder_weapons	tech.robotic_manufacturing;tech.digital_control;tech.algorithmic_management	-
method_explosives_plant_r8	manufacturing	industrial	saltpeter;sulfur;tools;electric_motor;electricity;industrial_machinery;cat:tools	explosives	-	industry.chemicals;tech.industrial_quality_control	tech.gunpowder_weapons;tech.petrochemical_industry;tech.synthetic_materials	-
method_flax_collector_r3	agriculture	collector	tools;cat:tools	flax_fiber	arable_land;fertile_soil	industry.primary;tech.indentured_contracts	tech.flax_retting;tech.seed_selection;tech.estate_accounting	-
method_flax_collector_r5	agriculture	collector	tools;cat:tools	flax_fiber	arable_land;fertile_soil	industry.primary;tech.long_term_leases	tech.flax_retting;tech.estate_accounting;tech.crop_breeding;tech.long_term_leases	-
method_flint_quarry_r1	extractive	collector	tools;cat:tools	flint	flint	industry.primary;tech.stone_knapping	tech.flint_identification	-
method_forest_remote_sensing	extractive	collector	tools;electricity;computers;scientific_instruments	logs	timber	tech.satellite_observation	tech.forest_management;tech.geographic_information_systems	method.forestry;method.remote_sensing
method_gathering_ground_r1	agriculture	collector	tools;cat:tools	gathered_plants	fertile_soil	industry.food;tech.permanent_settlements	-	-
method_highland_precision_agriculture	agriculture	collector	fertilizer;agricultural_machinery;electricity;computers	potatoes	arable_land	tech.precision_agriculture	tech.highland_tuber_farming;tech.geographic_information_systems;tech.biotechnology	method.highland;method.precision_agriculture
method_household_appliances_plant_r10	manufacturing	industrial	electrical_equipment;steel;plastics;tools;electricity;industrial_machinery;autonomous_systems;cat:tools	household_appliances	-	industry.machinery;tech.human_machine_collaboration	tech.electric_motors;tech.robotic_manufacturing;tech.digital_control;tech.algorithmic_management	-
method_industrial_machinery_plant_r9	manufacturing	industrial	machine_parts;steam_engines;tools;computers;electricity;cat:tools	industrial_machinery	-	industry.machinery;tech.platform_coordination	tech.digital_control;tech.sensor_networks;tech.industrial_quality_control	-
method_insulated_cable_plant_r10	manufacturing	industrial	wire;plastics;tools;electricity;industrial_machinery;autonomous_systems;cat:tools	insulated_cable	-	industry.machinery;tech.electric_grid	tech.smart_grid;tech.robotic_manufacturing;tech.digital_control	-
method_landed_estate_r6	extractive	collector	agricultural_machinery	corn_grain	arable_land;fertile_soil	industry.primary;tech.mechanical_reaping	tech.mechanized_agriculture	-
method_lead_ore_collector_r9	extractive	collector	tools;explosives;computers;cat:tools	lead_ore	lead_ore	industry.primary;tech.geological_prospecting	tech.mineral_spectral_survey	-
method_lead_plant_r9	manufacturing	industrial	lead_ore;coal;tools;computers;electricity;industrial_machinery;cat:tools	lead	-	industry.metals;tech.digital_control	tech.advanced_metallurgy;tech.mineral_spectral_survey;tech.sensor_networks;tech.industrial_quality_control	-
method_lime_plant_r6	manufacturing	industrial	limestone;industrial_machinery;tools;cat:tools	lime	-	industry.construction;tech.industrial_organization	-	-
method_limestone_collector_r6	extractive	collector	industrial_machinery	limestone	limestone	industry.primary;tech.geographic_information_systems	tech.industrial_organization	-
