epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,owner_capacity,owner_required,planned_owner_equivalent,filled_owner,owner_openings,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,construction_ready_days
1,1,5,1227,17,20,-37,0,10,251,9,8,8,8,8,7,1,0,0,0,0,57344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686960,0,65536,65536,0,0,0,0,
2,2,10,1227,17,20,-37,0,0,30,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,171888,54425,0,0,171900,54425,65536,65536,0,0,0,0,
2,2,10,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,68778,0,0,0,68780,0,65536,65536,0,0,0,0,
2,2,10,1227,17,20,-37,0,2,69,9,24,48,48,48,48,0,0,0,0,65536,65536,0,0,0,0,0,840000,775100,0,64900,0,0,3975483,0,0,0,4308360,0,65536,65536,0,0,0,0,
2,2,10,1227,17,20,-37,0,3,79,2,2,2,2,1,2,0,0,0,0,37122,37122,0,0,0,0,0,5097,0,5097,0,0,0,0,0,0,0,107249,0,65536,37122,0,0,0,0,
2,2,10,1227,17,20,-37,0,4,90,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,15000,20620,20620,0,0,0,0,219058,55320,0,0,219065,55320,65536,65536,0,0,0,0,
2,2,10,1227,17,20,-37,0,5,98,2,1,1,1,1,1,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163805,0,65536,65536,0,0,0,0,
2,2,10,1227,17,20,-37,0,6,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
2,2,10,1227,17,20,-37,0,7,203,20,1,1,1,1,1,0,2,2,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,171250,171250,400000,171250,65536,65536,100000,100000,71250,71250,
2,2,10,1227,17,20,-37,0,8,238,12,24,48,48,48,48,0,0,0,0,32768,65536,0,0,0,0,0,227760,127546,1334,98880,42900,0,1358569,0,0,0,4839240,0,65536,65536,0,0,0,0,
2,2,10,1227,17,20,-37,0,9,239,9,1,1,1,1,1,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85870,0,65536,65536,0,0,0,0,
2,2,10,1227,17,20,-37,0,10,251,9,8,8,8,8,8,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861440,0,65536,65536,0,0,0,0,
3,3,15,1227,17,20,-37,0,0,30,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,214242,55605,0,0,214260,55605,65536,65536,0,0,0,0,
3,3,15,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,69250,0,0,0,69250,0,65536,65536,0,0,0,0,
3,3,15,1227,17,20,-37,0,2,69,9,24,48,48,48,48,0,0,0,0,65536,65536,0,0,0,0,0,840000,775100,0,64900,0,0,3975483,0,0,0,4308360,0,65536,65536,0,0,0,0,
3,3,15,1227,17,20,-37,0,3,79,2,2,2,2,1,2,0,0,0,0,18561,18561,0,0,0,0,0,2548,0,2548,0,0,0,0,0,0,0,47359,0,65536,18561,0,0,0,0,
3,3,15,1227,17,20,-37,0,4,90,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,15000,20620,20620,0,0,0,0,233182,55695,0,0,233190,55695,65536,65536,0,0,0,0,
3,3,15,1227,17,20,-37,0,5,98,2,1,1,1,1,1,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163805,0,53208,65536,0,0,0,0,
3,3,15,1227,17,20,-37,0,6,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
3,3,15,1227,17,20,-37,0,7,203,20,1,1,1,1,1,0,2,2,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,182101,182101,400000,182101,65536,65536,115230,115230,66871,66871,
3,3,15,1227,17,20,-37,0,8,238,12,24,48,48,47,48,0,0,0,0,64857,64857,65536,0,0,0,1176,450800,349751,2169,98880,84911,0,3852580,14000,0,0,4978281,14000,65536,64857,0,0,0,0,
3,3,15,1227,17,20,-37,0,9,239,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,1000,9040,9040,0,0,900,0,85863,11905,0,0,85870,11905,65536,65536,0,0,0,0,
3,3,15,1227,17,20,-37,0,10,251,9,8,8,8,8,8,0,0,0,0,65536,65536,65536,0,0,0,8000,72320,72320,0,0,4520,42000,1080159,95240,0,0,1080160,95240,65536,65536,0,0,0,0,
4,4,20,1227,17,20,-37,0,0,30,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,265958,54965,0,0,265980,54965,65536,65536,0,0,0,0,
4,4,20,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,70035,0,0,0,70035,0,65536,65536,0,0,0,0,
4,4,20,1227,17,20,-37,0,2,69,9,24,48,48,48,48,0,0,0,0,65536,65536,0,0,0,0,0,840000,715750,59350,64900,0,0,3598071,0,0,0,4222680,0,65536,65536,0,0,0,0,
4,4,20,1227,17,20,-37,0,3,79,2,2,2,2,1,2,0,0,0,0,9281,9281,0,0,0,0,0,1274,0,1274,0,0,0,0,0,0,0,21555,0,65536,9281,0,0,0,0,
4,4,20,1227,17,20,-37,0,4,90,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,15000,20620,20620,0,0,0,0,235862,56325,0,0,235870,56325,65536,65536,0,0,0,0,
4,4,20,1227,17,20,-37,0,5,98,2,1,1,1,1,1,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163805,0,41971,65536,0,0,0,0,
4,4,20,1227,17,20,-37,0,6,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
4,4,20,1227,17,20,-37,0,7,203,20,1,1,1,1,1,0,2,2,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,200883,200883,400000,200883,65536,65536,141590,141590,59293,59293,
4,4,20,1227,17,20,-37,0,8,238,12,24,48,48,48,48,0,0,0,0,65536,65536,65536,0,0,0,1200,455520,290091,66549,98880,85800,0,3179151,14450,0,0,5002200,14450,65536,65536,0,0,0,0,
4,4,20,1227,17,20,-37,0,9,239,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,1000,9040,9040,0,0,900,0,79164,12042,0,0,79170,12042,65536,65536,0,0,0,0,
4,4,20,1227,17,20,-37,0,10,251,9,8,8,8,8,8,0,0,0,0,65536,65536,65536,0,0,0,8000,72320,72320,0,0,4520,42000,1193121,96336,0,0,1193120,96336,65536,65536,0,0,0,0,
5,5,25,1227,17,20,-37,0,0,30,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,329795,52735,0,0,329825,52735,65536,65536,0,0,0,0,
5,5,25,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,70703,0,0,0,70705,0,65536,65536,0,0,0,0,
5,5,25,1227,17,20,-37,0,2,69,9,24,48,48,46,48,0,0,0,0,63027,63027,0,0,0,0,0,807841,285038,457903,64900,0,0,1382430,0,0,0,3918029,0,65536,63027,0,0,0,0,
5,5,25,1227,17,20,-37,0,3,79,2,2,2,2,1,2,0,0,0,0,4641,4641,0,0,0,0,0,637,0,637,0,0,0,0,0,0,0,10397,0,65536,4641,0,0,0,0,
5,5,25,1227,17,20,-37,0,4,90,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,15000,20620,20620,0,0,0,0,236357,56865,0,0,236365,56865,65536,65536,0,0,0,0,
5,5,25,1227,17,20,-37,0,5,98,2,1,1,1,1,1,0,0,0,0,41759,65536,51028,0,0,0,3186,6104,6104,0,0,0,0,104358,58673,0,0,163805,58673,35843,65536,0,0,0,0,
5,5,25,1227,17,20,-37,0,6,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
5,5,25,1227,17,20,-37,0,7,203,20,1,1,1,1,1,0,2,2,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,202208,202208,400000,202208,65536,65536,143450,143450,58758,58758,
5,5,25,1227,17,20,-37,0,8,238,12,24,48,48,39,48,0,0,0,0,53306,53306,65536,0,0,0,753,370511,22457,249174,98880,69788,0,259093,9086,0,0,3880041,9086,65536,53306,0,0,0,0,
5,5,25,1227,17,20,-37,0,9,239,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,1000,9040,9040,0,0,900,0,68851,12067,0,0,68855,12067,65536,65536,0,0,0,0,
5,5,25,1227,17,20,-37,0,10,251,9,8,8,8,8,8,0,0,0,0,65536,65536,65536,0,0,0,8000,72320,72320,0,0,4520,42000,1265223,96536,0,0,1265200,96536,65536,65536,0,0,0,0,
6,6,30,1227,17,20,-37,0,0,30,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,408777,50635,0,0,408810,50635,65536,65536,0,0,0,0,
6,6,30,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,71174,0,0,0,71175,0,65536,65536,0,0,0,0,
6,6,30,1227,17,20,-37,0,2,69,9,24,48,48,31,48,0,0,0,0,43604,43604,0,0,0,0,0,558889,298190,195799,64900,0,0,1395823,0,0,0,2616160,0,65536,43604,0,0,0,0,
6,6,30,1227,17,20,-37,0,3,79,2,2,2,2,1,2,0,0,0,0,2321,2321,0,0,0,0,0,318,318,0,0,0,0,5114,0,0,0,5139,0,65536,2321,0,0,0,0,
6,6,30,1227,17,20,-37,0,4,90,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,15000,20620,20620,0,0,0,0,234625,57240,0,0,234630,57240,65536,65536,0,0,0,0,
6,6,30,1227,17,20,-37,0,5,98,2,1,1,1,1,1,0,0,0,0,65536,65536,37242,0,0,0,5000,9580,9580,0,0,0,0,151025,96300,0,0,151035,96300,23846,65536,0,0,0,0,
6,6,30,1227,17,20,-37,0,6,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
6,6,30,1227,17,20,-37,0,7,203,20,1,1,1,1,1,0,2,2,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,202913,202913,400000,202913,65536,65536,144440,144440,58473,58473,
6,6,30,1227,17,20,-37,0,8,238,12,24,48,48,10,48,0,0,0,0,14486,14486,0,0,0,0,0,100686,246,1560,98880,18965,0,5687,0,0,0,1006557,0,65536,14486,0,0,0,0,
6,6,30,1227,17,20,-37,0,9,239,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,1000,9040,9040,0,0,900,0,59947,11978,0,0,59950,11978,61315,65536,0,0,0,0,
6,6,30,1227,17,20,-37,0,10,251,9,8,8,8,8,8,0,0,0,0,65536,65536,65536,0,0,0,8000,72320,72320,0,0,4520,42000,1323151,95824,0,0,1323160,95824,65536,65536,0,0,0,0,
7,7,35,1227,17,20,-37,0,0,30,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,506572,48795,0,0,506615,48795,65536,65536,0,0,0,0,
7,7,35,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,71370,0,0,0,71370,0,65536,65536,0,0,0,0,
7,7,35,1227,17,20,-37,0,2,69,9,24,48,48,25,48,0,0,0,0,34962,34962,0,0,0,0,0,448121,302140,81081,64900,0,0,1365669,0,0,0,2025508,0,65536,34962,0,0,0,0,
7,7,35,1227,17,20,-37,0,3,79,2,2,2,2,1,2,0,0,0,0,33928,33928,0,0,0,0,0,4659,1993,2666,0,0,0,32622,0,0,0,76293,0,65536,33928,0,0,0,0,
7,7,35,1227,17,20,-37,0,4,90,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,15000,20620,19444,1176,0,0,0,217083,57405,0,0,230220,57405,65536,65536,0,0,0,0,
7,7,35,1227,17,20,-37,0,5,98,2,1,1,1,1,1,0,0,0,0,65536,65536,23290,0,0,0,5000,9580,9580,0,0,0,0,135640,100075,0,0,135650,100075,11710,65536,0,0,0,0,
7,7,35,1227,17,20,-37,0,6,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
7,7,35,1227,17,20,-37,0,7,203,20,1,1,1,1,1,0,2,2,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,204175,204175,400000,204175,65536,65536,146210,146210,57965,57965,
7,7,35,1227,17,20,-37,0,8,238,12,24,48,48,10,48,0,0,0,0,14486,14486,0,0,0,0,0,100686,496,1310,98880,18965,0,11557,0,0,0,967327,0,65536,14486,0,0,0,0,
7,7,35,1227,17,20,-37,0,9,239,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,1000,9040,9040,0,0,900,0,52273,11753,0,0,52275,11753,51576,65536,0,0,0,0,
7,7,35,1227,17,20,-37,0,10,251,9,8,8,8,8,8,0,0,0,0,65536,65536,65536,0,0,0,8000,72320,72320,0,0,4520,42000,1375077,94024,0,0,1375080,94024,65536,65536,0,0,0,0,
8,8,40,1227,17,20,-37,0,0,30,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,627691,47415,0,0,627745,47415,65536,65536,0,0,0,0,
8,8,40,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,71331,0,0,0,71330,0,65536,65536,0,0,0,0,
8,8,40,1227,17,20,-37,0,2,69,9,24,48,48,22,48,0,0,0,0,31263,31263,0,0,0,0,0,400709,306365,29444,64900,0,0,1339730,0,0,0,1752304,0,65536,31263,0,0,0,0,
8,8,40,1227,17,20,-37,0,3,79,2,2,2,2,1,2,0,0,0,0,24221,24221,0,0,0,0,0,3326,980,2346,0,0,0,16181,0,0,0,54968,0,65536,24221,0,0,0,0,
8,8,40,1227,17,20,-37,0,4,90,2,1,1,1,1,1,0,0,0,0,61798,61798,63022,0,0,0,14145,19443,9818,9625,0,0,0,106133,54104,0,0,210205,54104,65536,61798,0,0,0,0,
8,8,40,1227,17,20,-37,0,5,98,2,1,1,1,1,1,0,0,0,0,65536,65536,11108,0,0,0,5000,9580,9580,0,0,0,0,121300,103720,0,0,121310,103720,1118,65536,0,0,0,0,
8,8,40,1227,17,20,-37,0,6,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
8,8,40,1227,17,20,-37,0,7,203,20,1,1,1,1,1,0,2,2,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,206198,206198,400000,206198,65536,65536,149050,149050,57148,57148,
8,8,40,1227,17,20,-37,0,8,238,12,24,48,48,10,48,0,0,0,0,14486,14486,0,0,0,0,0,100686,375,1431,98880,18965,0,8783,0,0,0,943190,0,65536,14486,0,0,0,0,
8,8,40,1227,17,20,-37,0,9,239,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,1000,9040,9040,0,0,900,0,45652,11381,0,0,45650,11381,43430,65536,0,0,0,0,
8,8,40,1227,17,20,-37,0,10,251,9,8,8,8,8,8,0,0,0,0,65536,65536,65536,0,0,0,8000,72320,72320,0,0,4520,42000,1425122,91048,0,0,1425120,91048,65536,65536,0,0,0,0,
9,9,45,1227,17,20,-37,0,0,30,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,777735,46757,0,0,777800,46757,65536,65536,0,0,0,0,
9,9,45,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,19635,0,0,980,0,70958,0,0,0,70960,0,65536,65536,0,0,0,0,
9,9,45,1227,17,20,-37,0,2,69,9,24,48,48,21,48,0,0,0,0,29892,29892,0,0,0,0,0,383137,307949,10288,64900,0,0,1306316,0,0,0,1625268,0,65536,29892,0,0,0,0,
9,9,45,1227,17,20,-37,0,3,79,2,2,2,2,1,2,0,0,0,0,15679,15679,0,0,0,0,0,2153,267,1886,0,0,0,4284,0,0,0,34656,0,65536,15679,0,0,0,0,
9,9,45,1227,17,20,-37,0,4,90,2,1,1,1,1,1,0,0,0,0,31205,31205,65536,0,0,0,7143,9818,9818,0,0,0,0,102835,27179,0,0,102843,27179,65536,31205,0,0,0,0,
9,9,45,1227,17,20,-37,0,5,98,2,1,1,1,1,1,0,0,0,0,65536,65536,1132,0,0,0,5000,9580,9580,0,0,0,0,109011,107160,0,0,109020,107160,-7557,65536,0,0,0,0,
9,9,45,1227,17,20,-37,0,6,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
9,9,45,1227,17,20,-37,0,7,203,20,1,1,1,1,1,0,2,2,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,209262,209262,400000,209262,65536,65536,153350,153350,55912,55912,
9,9,45,1227,17,20,-37,0,8,238,12,24,48,48,10,48,0,0,0,0,14486,14486,0,0,0,0,0,100686,249,1557,98880,18965,0,5842,0,0,0,943322,0,65536,14486,0,0,0,0,
9,9,45,1227,17,20,-37,0,9,239,9,1,1,1,1,1,0,0,0,0,65427,65427,-65536,0,0,0,999,9024,0,9024,0,898,0,0,11015,0,0,39853,11015,36431,65427,0,0,0,0,
9,9,45,1227,17,20,-37,0,10,251,9,8,8,8,8,8,0,0,0,0,65536,65536,65536,0,0,0,8000,72320,72320,0,0,4520,42000,1472418,88216,0,0,1472400,88216,65536,65536,0,0,0,0,
10,10,50,1227,17,20,-37,0,0,30,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,963566,46937,0,0,963650,46937,65536,65536,0,0,0,0,
10,10,50,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,59348,59348,0,0,0,0,0,17781,8823,8958,0,887,0,31292,0,0,0,63069,0,65536,59348,0,0,0,0,
10,10,50,1227,17,20,-37,0,2,69,9,24,48,48,21,48,0,0,0,0,29409,29409,0,0,0,0,0,376946,309068,2978,64900,0,0,1273975,0,0,0,1553773,0,65536,29409,0,0,0,0,
10,10,50,1227,17,20,-37,0,3,79,2,2,2,2,1,2,0,0,0,0,8812,8812,0,0,0,0,0,1210,1025,185,0,0,0,16207,0,0,0,19149,0,65536,8812,0,0,0,0,
10,10,50,1227,17,20,-37,0,4,90,2,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,15000,20620,11235,9385,0,0,0,114229,56010,0,0,209660,56010,65536,65536,0,0,0,0,
10,10,50,1227,17,20,-37,0,5,98,2,1,1,1,1,1,0,0,0,0,65536,65536,-7006,0,0,0,5000,9580,9580,0,0,0,0,98512,110305,0,0,98520,110305,-14636,65536,0,0,0,0,
10,10,50,1227,17,20,-37,0,6,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
10,10,50,1227,17,20,-37,0,7,203,20,1,1,1,1,1,0,2,2,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,213665,213665,400000,213665,65536,65536,159530,159530,54135,54135,
10,10,50,1227,17,20,-37,0,8,238,12,24,48,48,10,48,0,0,0,0,14486,14486,0,0,0,0,0,100686,302,1504,98880,18965,0,7182,0,0,0,972924,0,65536,14486,0,0,0,0,
10,10,50,1227,17,20,-37,0,9,239,9,1,1,1,1,1,0,0,0,0,32714,32714,-35074,1,0,0,500,4512,0,4512,0,449,0,0,5352,0,0,17453,5352,30402,32714,0,0,0,0,
10,10,50,1227,17,20,-37,0,10,251,9,8,8,8,8,8,0,0,0,0,65536,65536,65536,0,0,0,8000,72320,72320,0,0,4520,42000,1515593,85632,0,0,1515600,85632,65536,65536,0,0,0,0,
11,11,55,1227,17,20,-37,0,0,30,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1193817,47667,0,0,1193920,47667,65536,65536,0,0,0,0,
11,11,55,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,29448,29448,0,0,0,0,0,8822,8822,0,0,440,0,29992,0,0,0,29995,0,65536,29448,0,0,0,0,
11,11,55,1227,17,20,-37,0,2,69,9,24,48,48,34,48,0,0,0,0,47472,47472,0,0,0,0,0,608466,310508,233058,64900,0,0,1245444,0,0,0,2440560,0,65536,47472,0,0,0,0,
11,11,55,1227,17,20,-37,0,3,79,2,2,2,2,1,2,0,0,0,0,8138,8138,0,0,0,0,0,1117,0,1117,0,0,0,0,0,0,0,17187,0,65536,8138,0,0,0,0,
11,11,55,1227,17,20,-37,0,4,90,2,1,1,1,1,1,0,0,0,0,35707,35707,65536,0,0,0,8173,11234,8465,2769,0,0,0,83804,29259,0,0,111232,29259,65536,35707,0,0,0,0,
11,11,55,1227,17,20,-37,0,5,98,2,1,1,1,1,1,0,0,0,0,65536,65536,-46715,0,0,0,5000,9580,3476,6104,0,0,0,32464,113045,0,0,89495,113045,-20419,65536,0,0,0,0,
11,11,55,1227,17,20,-37,0,6,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
11,11,55,1227,17,20,-37,0,7,203,20,1,1,1,1,1,0,2,2,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,219707,219707,400000,219707,65536,65536,168010,168010,51697,51697,
11,11,55,1227,17,20,-37,0,8,238,12,24,48,48,10,48,0,0,0,0,14486,14486,0,0,0,0,0,100686,116,1690,98880,18965,0,2720,0,0,0,1021385,0,65536,14486,0,0,0,0,
11,11,55,1227,17,20,-37,0,9,239,9,1,1,1,1,1,0,0,0,0,16357,16357,-17072,2,0,0,250,2256,0,2256,0,224,0,0,2605,0,0,7657,2605,25192,16357,0,0,0,0,
11,11,55,1227,17,20,-37,0,10,251,9,8,8,8,8,8,0,0,0,0,65536,65536,65536,0,0,0,8000,72320,72320,0,0,4520,42000,1553271,83384,0,0,1553280,83384,65536,65536,0,0,0,0,
12,12,60,1227,17,20,-37,0,0,30,9,1,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,48847,0,0,1371030,48847,65536,65536,0,0,0,0,
12,12,60,1227,17,20,-37,0,1,65,9,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,19635,6290,13345,0,980,0,20974,0,0,0,65480,0,65536,65536,0,0,0,0,
12,12,60,1227,17,20,-37,0,2,69,9,24,48,48,27,48,0,0,0,0,37295,37295,0,0,0,0,0,478024,312127,102097,63800,0,0,1219477,0,0,0,1867640,0,65536,37295,0,0,0,0,
12,12,60,1227,17,20,-37,0,3,79,2,2,2,2,1,2,0,0,0,0,4069,4069,0,0,0,0,0,558,531,27,0,0,0,8103,0,0,0,8540,0,65536,4069,0,0,0,0,
12,12,60,1227,17,20,-37,0,4,90,2,1,1,1,1,1,0,0,0,0,26905,26905,65536,0,0,0,6159,8465,8449,16,0,0,0,81229,21624,0,0,81393,21624,65536,26905,0,0,0,0,
12,12,60,1227,17,20,-37,0,5,98,2,1,1,1,1,1,0,0,0,0,23779,23779,-65536,1,0,0,1815,3475,0,3475,0,0,0,0,41848,0,0,29622,41848,-25178,23779,0,0,0,0,
12,12,60,1227,17,20,-37,0,6,106,20,1,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
12,12,60,1227,17,20,-37,0,7,203,20,1,1,1,1,1,0,2,2,0,65536,65536,65536,0,0,0,0,500,500,0,0,250,0,400000,0,227516,227516,400000,227516,65536,65536,178970,178970,48546,48546,
