epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures,merchant_cash,merchant_inventory_retail_value,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_procurement_margin_value,merchant_trade_purchase_cash,merchant_trade_sale_cash,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_effective_buy_factor_q16
11,11,11,false,trade_planning,65535,11,11,5084,2400,120,261,9597,0,217141,0,537214,301,228,164270972,1576425333,259407,692487786,1207,692487786,12918059660,6238,29400000,318000,18000,300000,14400000,15000000,0,0,0,14190000,0,388327,11928888,-11540561,0,86744866755,12888685414,12888685414,31992,12392123920,12888653422,2368492124,161557337,3393366,ACTIVE,true,1,619034292161814781,7858414910045529063,ROUTE,14096,14096,0,22,2,0,0,initial_topology_capture,22,72,0,7434,0,104,52,15,3,0,3,0,10,0,0,0,0,0,0,0,2,0,672451788800,0,0,0,0,8750,31,29,28,22,18,31,0,378,0,474,1,16860913,245455624,244950364,505260,828902083,10,0,0,0,0,0,0,0,0,0,0,0,24784816139,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,554789065317,117735883146,111848725382,666637790699,679227472,0,13155,12888653422,2820981,62259
12,12,12,false,trade_planning,65535,12,12,5079,2400,120,261,9597,0,241019,0,581405,326,253,181383105,1741238582,277410,778284072,1294,778284072,14397911086,6537,25800000,276000,16000,260000,12800000,13000000,0,0,0,12435000,0,366373,14989104,-14622731,0,96612772563,14372138186,14372138186,33637,13801824759,14372104549,2524436426,178384758,3702949,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,0,13616,0,0,3,0,0,initial_topology_capture,0,0,0,14229,0,182,92,21,3,0,3,0,26,0,0,0,0,0,6,6,0,0,672401457152,7982152,0,0,0,11250,38,37,19,15,11,38,0,437,0,532,3,21449096,270991454,270472114,519340,912023608,11,8,0,0,0,0,0,0,0,0,0,0,27603612405,0,0,0,0,0,0,0,0,0,0,0,1859,3,21,0,34,0,556827131377,112860106453,107216752486,664043883863,757319203,33572,0,14372138121,2539094,62259
13,13,13,false,trade_planning,65535,13,13,5079,2400,120,261,9598,0,265705,0,647489,363,279,200324317,1922787469,318756,854801613,1407,854801613,15841130551,7240,34200000,399000,19000,380000,15200000,19000000,0,0,0,16672500,0,431574,15885858,-15454284,0,106510785209,15806960544,15806960544,37233,15215826573,15806923311,2833607382,196851844,4264188,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,4096,13616,0,775,3,0,0,initial_topology_capture,775,2492,0,14229,0,182,92,21,3,0,3,0,26,0,0,0,0,0,6,0,0,0,672321765376,0,0,0,0,20000,45,44,20,14,18,45,0,461,0,556,3,26570532,299270498,298656391,614107,1009752059,12,0,0,0,0,0,0,0,0,0,0,0,30431914274,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,559109287305,107477766295,102103545857,661212833162,832921728,0,0,15806923311,2318084,62259
14,14,14,false,trade_planning,65535,14,14,5077,2400,120,261,9599,0,276589,0,675748,379,292,208911552,2006080311,299837,894064796,1347,894064796,16514747388,6866,28600000,392000,12000,380000,9600000,19000000,0,0,0,14275000,0,410949,17145045,-16734096,0,110629329800,16486175900,16486175900,35378,15804190080,16486140522,2898795825,205318206,4400076,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,8192,13616,0,1635,3,0,0,initial_topology_capture,1635,4966,0,14229,0,182,92,21,3,0,3,0,26,0,0,0,0,0,6,0,0,0,672267239424,0,0,0,0,16750,37,35,24,14,19,37,0,409,1,524,3,20944527,312017976,311446802,571174,1046932561,13,0,0,0,0,0,0,0,0,0,0,0,31608229021,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,561492624091,101816113151,96724992726,658217616817,868794825,0,0,16486140522,2232055,62259
15,15,15,false,trade_planning,65535,15,15,5074,2400,120,261,9600,0,208674,0,513294,289,220,157986169,1512906997,264106,665671477,1272,665671477,12443476984,6602,31800000,396000,16000,380000,12800000,19000000,0,0,0,15645000,0,323603,12768284,-12444681,0,83361150757,12411704222,12411704222,33840,11908735921,12411670382,2269934371,155163762,3482135,ACTIVE,true,1,619034292161814781,7858414910045529063,ROUTE,13616,13616,0,26,3,0,0,initial_topology_capture,26,72,0,14229,0,182,92,21,3,0,3,0,26,0,0,0,0,0,6,0,0,0,672191741952,0,0,0,0,10250,30,27,21,18,14,30,0,391,0,512,6,15838127,235956172,235462943,493229,796776341,14,0,0,0,0,0,0,0,0,0,0,0,23817618114,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,563202577075,97623577706,92742096940,655944674015,654084341,0,0,12411670382,2973817,62259
16,16,16,false,trade_planning,65535,16,16,4989,2400,120,261,9602,0,192780,0,561499,309,385,95483324,1062460457,964541,673329288,907,673329288,7915985482,4773,29400000,318000,18000,300000,14400000,15000000,0,0,0,14190000,0,475195,8704245,-8229050,302,88330963726,7886604740,7886604740,24031,12618709202,7886580709,1731050497,95626659,310370,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,0,14179,0,0,4,0,0,initial_topology_capture,0,0,0,22877,0,294,145,41,11,2,9,0,26,0,0,0,0,0,25,20,1,0,672166576128,50002189,0,0,0,13750,37,36,17,13,8,37,0,345,0,485,0,23746821,143651658,143175638,476020,473128755,15,13,0,0,0,0,0,0,0,0,0,0,25235883738,0,0,0,0,0,0,0,0,0,0,0,1296,4,28,0,33,0,568786604243,89826946146,85335320671,654121924914,415677173,579559,2306,7887160268,4726162,62259
17,17,17,false,trade_planning,65535,17,17,4919,2400,120,261,9602,0,216195,0,606150,339,418,103498021,1162580481,1192820,760188159,964,760188159,8725410649,5102,26300000,286000,16000,270000,12800000,13500000,0,0,0,12702500,0,485247,11431117,-10945870,299,98400661805,8699131240,8699131240,25693,14057237507,8699105547,1787673001,103553210,447295,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,4096,14179,0,825,4,0,0,initial_topology_capture,825,2365,0,22877,0,294,145,41,11,2,9,0,26,0,0,0,0,0,17,0,8,0,672204324864,0,0,0,0,9250,35,34,11,11,6,35,0,335,0,464,0,20788555,155808104,155197047,611057,519272413,16,0,1550,1550,174,0,0,0,1376,0,0,0,28113137310,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,575180952302,81015831186,76964788244,652145740546,458506356,0,328378,8699105547,4333210,62259
18,18,18,false,trade_planning,65535,18,18,4830,2400,120,261,9604,0,237192,0,675919,380,463,115156076,1287961551,1200388,833585223,1035,833585223,9635888808,5632,34200000,399000,19000,380000,15200000,19000000,0,0,0,16672500,0,582105,11752888,-11170783,331,108509744270,9601711543,9601711543,28367,15501392145,9601683176,2037016482,115325517,498717,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,12288,14179,0,2578,4,0,0,initial_topology_capture,2578,7116,0,22877,0,294,145,41,11,2,9,0,26,0,0,0,0,0,11,0,6,0,672263045120,0,0,0,0,13000,41,41,17,13,10,41,0,355,0,477,0,26722551,173410478,172684633,725845,579338628,17,0,3168,3168,352,0,0,0,2816,0,0,0,31002469561,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,0,0,582172924723,71378418019,67809275024,649982199747,506093066,0,46668,9601683176,3973603,62259
19,19,19,false,trade_planning,65535,19,19,4758,2400,120,261,9605,0,248620,0,703593,390,514,120136624,1341967433,1255373,873872319,1008,873872319,10024658396,5326,28600000,392000,12000,380000,9600000,19000000,0,0,0,14275000,0,517672,12934338,-12416666,309,112716953957,9996079872,9996079872,26802,16102422098,9996053070,2072477599,120171070,653305,ACTIVE,true,1,619034292161814781,7858414910045529063,ROUTE,14179,14179,0,26,4,0,0,initial_topology_capture,26,72,0,22877,0,294,145,41,11,2,9,0,26,0,0,0,0,0,9,0,2,0,672292405248,0,0,0,0,16750,45,43,19,15,9,45,0,356,0,483,1,28420861,180913436,180138252,775184,603210223,18,0,4851,4851,545,0,0,0,4306,0,0,0,32203926288,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,589532953487,61228778625,58167148500,647700101987,526851058,0,54428,9996053070,3865088,62259
20,20,20,false,trade_planning,65535,20,20,4686,2400,120,261,9606,0,185471,0,536394,336,439,91338390,1018790613,1104682,648044215,938,648044215,7608465040,5190,31800000,396000,16000,380000,12800000,19000000,0,0,0,15645000,0,413238,9628703,-9215465,299,84863048517,7576685847,7576685847,25997,12123292752,7576659850,1652664665,91449172,389078,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,0,13720,0,0,5,0,0,initial_topology_capture,0,0,0,29390,0,406,201,77,15,2,13,0,36,0,0,0,0,0,42,36,3,0,672275628032,191032965,0,0,0,12500,34,32,18,15,5,34,0,329,0,471,1,19738976,137504293,136959128,545165,455581316,19,19,6478,6485,930,0,0,0,5548,0,0,0,24245106361,0,0,0,0,0,0,0,0,0,0,0,1755,3,39,0,20,0,594888582792,53738800753,51051692302,645940275094,399348434,1517984,4756,7578177834,5144590,62259
21,21,21,false,trade_planning,65535,21,21,4771,2400,120,261,9607,0,204906,0,549389,275,259,157888017,1295543458,592195,722553337,49715,722553337,13603947263,180402,29400000,318000,18000,300000,14400000,15000000,0,0,0,14190000,0,501597,19357992,-18856395,540,93217952567,13575710785,13574410654,43793,13316850464,13574366861,3357812199,157752584,833918,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,4096,13720,0,782,5,0,0,initial_topology_capture,782,2423,0,29390,0,406,201,77,15,2,13,0,36,0,0,0,0,0,38,0,4,0,672304988160,0,0,0,0,12500,31,29,32,29,3,31,0,283,1,473,0,21311707,237269052,236610508,658544,834105683,20,0,8029,8053,1308,0,0,0,6721,0,0,0,26631836066,5699038,0,0,0,0,0,302,155,0,58,0,0,12,20,0,0,0,595050694167,51702934231,49117625325,644168319492,715165910,0,75441,13574366861,2872859,62259
22,22,22,false,trade_planning,65535,22,22,4842,2400,120,261,9608,0,227417,0,594958,291,261,174654874,1410368329,781773,806523689,29693,806523689,14124633721,122335,26300000,286000,16000,270000,12800000,13500000,0,0,0,12702500,0,545726,20465752,-19920026,553,104005035498,14098985702,14098253126,41740,14857862315,14098211386,3478333732,174656762,635496,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,8192,13720,0,1698,5,0,0,initial_topology_capture,1698,4822,0,29390,0,406,201,77,15,2,13,0,36,0,0,0,0,0,31,0,7,0,672334348288,0,0,0,0,14750,38,36,23,20,7,38,0,330,0,538,0,26327169,262587220,261912754,674466,920988678,21,0,8012,8054,1304,0,0,0,6708,0,0,0,29711663910,5411510,0,0,0,0,0,299,142,0,60,0,0,7,22,0,0,0,595810765646,48945327610,46497907490,642308673136,742780181,0,154605,14098211386,2769645,62259
23,23,23,false,trade_planning,65535,23,23,4933,2400,120,261,9609,0,251078,0,662051,330,312,192913949,1567915372,830950,889061853,31691,889061853,16121757457,116315,34200000,399000,19000,380000,15200000,19000000,0,0,0,16672500,0,631038,23341073,-22710035,623,114640365543,16089315505,16087487415,46273,16377195188,16087441142,3957934605,192647998,1018214,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,12288,13720,0,2662,5,0,0,initial_topology_capture,2662,7237,0,29390,0,406,201,77,15,2,13,0,36,0,0,0,0,0,27,0,4,0,672359514112,0,0,0,0,14500,46,46,21,19,14,46,0,345,0,558,1,32735553,289815937,289026686,789251,1023655326,22,0,7989,8059,1301,0,0,0,6688,0,0,0,32750480325,6421735,0,0,0,0,0,331,163,0,68,0,0,8,32,0,0,0,596362260242,46200730408,43890548558,640252808800,847585078,0,114858,16087441142,2429422,62259
24,24,24,false,trade_planning,65535,24,24,5019,2400,120,261,9609,0,261182,0,691010,318,339,201954712,1630521425,800857,923775463,1180,923775463,16416353566,9079,28600000,392000,12000,380000,9600000,19000000,0,0,0,14275000,0,584832,23359910,-22775078,579,119159441667,16387790096,16387790096,45609,17022777492,16387744487,4008232115,201619900,1018447,ACTIVE,true,1,619034292161814781,7858414910045529063,ROUTE,13720,13720,0,28,5,0,0,initial_topology_capture,28,79,0,29390,0,406,201,77,15,2,13,0,36,0,0,0,0,0,26,0,1,0,672372097024,0,0,0,0,12750,36,35,33,29,7,36,0,308,2,525,2,24496834,303507560,302716248,791312,1061555101,23,0,7963,8062,1294,0,0,0,6669,0,0,0,34043803037,5841739,0,0,0,0,0,309,146,0,55,0,0,7,31,0,0,0,597114788733,43125779319,40969354422,638084143155,863350783,0,1895,16387744487,2387913,62259
25,25,25,false,trade_planning,65535,25,25,5100,2400,120,261,9610,0,196948,0,524856,235,296,151824756,1246308968,673383,694373852,14379,694373852,13369171185,94037,31800000,396000,16000,380000,12800000,19000000,0,0,0,15645000,0,455139,19950639,-19495500,535,89557296576,13339318509,13337320125,42977,12793899611,13337277148,3205986224,151653725,729490,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,0,14238,0,0,6,0,0,initial_topology_capture,0,0,0,46623,0,534,259,98,37,8,29,0,44,0,0,0,0,0,41,21,6,0,672388874240,272660095,0,0,0,11500,29,27,33,24,9,29,0,303,0,519,2,19712299,227976384,227400163,576221,800543445,24,24,7946,8066,1292,0,0,0,6654,0,0,0,25584389639,5320458,0,0,0,0,0,299,143,0,57,0,1237,5,31,0,37,0,597062073208,41379351209,39310253066,636372326274,702601857,2471864,377854,13339749012,2933268,62259
