epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap
11,12,12,false,trade_planning,65535,12,12,5364,2400,120,261,9482,0,12642,150,17,0,2,1477127,29074481,142710,49993417,1265,49993417,370665589,7954,2042400,18348,1500,16848,1200000,842400,0,0,0,41600000,0,0,5573362,-5573362,0,4559489566,368657067,368657067,41832,651355775,368615235,93399350,1450548,4834202,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,4096,15439,0,573,4,0,0,initial_topology_capture,573,2159,0,14441,0,120,48,16,65,32,33,0,32,0,4,0,0,0,10,0,2,0,9047113728,0,0,0,0,0,59,37,59,0,177,0,413,0,25430270,6235728,2059368,4176360,93405377,11,0,0,0,0,0,0,0,0,0,0,0
12,13,13,false,trade_planning,65535,13,13,5318,2400,120,261,9482,0,12420,128,16,0,2,1576264,28612018,137149,49040933,1231,49040933,367519866,7705,1741800,15486,1290,14196,1032000,709800,0,0,0,35400000,0,0,5453258,-5453258,0,4614610516,365810898,365810898,40537,659230189,365770361,97653877,1722094,5188656,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,8192,15439,0,1150,4,0,0,initial_topology_capture,1150,4316,0,14441,0,120,48,16,65,32,33,0,32,0,4,0,0,0,10,0,0,0,9151971328,0,0,0,0,6000,69,47,69,0,179,0,423,0,29930951,6846843,2206534,4640309,97648558,12,0,0,0,0,0,0,0,0,0,0,0
13,14,14,false,trade_planning,65535,14,14,5277,2400,120,261,9482,0,12581,126,11,0,2,1950681,29311368,137936,49700439,1245,49700439,378716886,7792,1718400,15018,1290,13728,1032000,686400,0,0,0,34800000,0,0,5619693,-5619693,0,4793148372,377031762,377031762,41068,684735576,376990694,103819357,2054065,5892473,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,12288,15439,0,1724,4,0,0,initial_topology_capture,1724,6568,0,14441,0,120,48,16,65,32,33,0,32,0,4,0,0,0,8,0,2,0,9214885888,0,0,0,0,0,75,43,75,0,207,0,452,1,29499560,7886517,2777961,5108556,103824929,13,0,0,0,0,0,0,0,0,0,0,0
14,15,15,false,trade_planning,65535,15,15,5230,2400,120,261,9482,0,11183,113,14,0,3,1649081,28055176,133660,43914766,1217,43914766,357469440,7588,1658400,14943,1215,13728,972000,686400,0,0,0,33800000,0,0,5191970,-5191970,0,4136739086,355843433,355843433,39981,590962831,355803452,90529061,1626542,4968403,ACTIVE,true,1,6543636573531083537,2667558916746883311,ROUTE,15439,15439,0,8,4,0,0,initial_topology_capture,8,71,0,14441,0,120,48,16,65,32,33,0,32,0,4,0,0,0,7,0,1,0,9244246016,0,0,0,0,0,73,51,73,0,204,0,449,0,35264120,6541926,2323965,4217961,90534420,14,0,0,0,0,0,0,0,0,0,0,0
15,16,16,false,trade_planning,65535,16,16,5204,2400,120,261,9482,0,11904,88,11,0,7,2178906,26161372,154712,47104973,1280,47104973,360354093,8676,1243800,10476,960,9516,768000,475800,0,0,0,25000000,0,0,5220484,-5220484,0,4287460428,359148083,359148083,46466,612494453,359101617,94186815,1596638,4469416,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,0,15439,0,0,5,0,0,initial_topology_capture,0,0,0,19276,0,140,48,16,85,32,53,0,32,0,4,0,0,0,6,0,1,0,9269411840,0,0,0,0,0,75,49,75,0,207,0,477,0,34565700,6015238,2502811,3512427,93966150,15,0,0,0,0,0,0,0,0,0,0,0
16,17,17,false,trade_planning,65535,17,17,5157,2400,120,261,9482,0,12699,94,15,0,8,1879712,25644957,162343,50304350,1299,50304350,353224582,8998,1501800,12261,1185,11076,948000,553800,0,0,0,30000000,0,0,5377645,-5377645,0,4496084847,351762002,351762002,48218,642297951,351713784,99616571,1593858,4704540,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,4096,15439,0,569,5,0,0,initial_topology_capture,569,2191,0,19276,0,140,48,16,85,32,53,0,32,0,4,0,0,0,4,0,2,0,9177137152,0,0,0,0,1500,75,36,75,0,214,0,498,0,27181853,6232232,2195164,4037068,99386852,16,0,1595,1595,0,0,0,0,1595,0,0,0
17,18,18,false,trade_planning,65535,18,18,5130,2400,120,261,9482,0,12456,93,14,0,6,2151781,25098585,157013,49371551,1245,49371551,351584323,8635,1275600,10662,990,9672,792000,483600,0,0,0,25600000,0,0,5247693,-5247693,0,4593378887,350346235,350346235,46147,656197102,350300088,104665121,1459688,5450105,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,8192,15439,0,1144,5,0,0,initial_topology_capture,1144,4254,0,19276,0,140,48,16,85,32,53,0,32,0,4,0,0,0,3,0,1,0,9110028288,0,0,0,0,3000,67,42,67,0,199,0,467,0,27583704,6852928,2475428,4377500,104452293,17,0,3229,3229,0,0,0,0,3229,0,0,0
18,19,19,false,trade_planning,65535,19,19,5103,2400,120,261,9482,0,12611,92,11,0,11,2616922,27170765,164719,49974312,1260,49974312,383099424,8711,1251600,10632,960,9672,768000,483600,0,0,0,25200000,0,0,5569230,-5569230,0,4733654402,381885787,381885787,46674,676236449,381839113,111568234,1847078,6105633,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,12288,15439,0,1720,5,0,0,initial_topology_capture,1720,6345,0,19276,0,140,48,16,85,32,53,0,32,0,4,0,0,0,3,0,0,0,9059696640,0,0,0,0,0,57,33,57,0,190,0,447,1,23099260,7896098,3027004,4869094,111427175,18,0,4808,4808,0,0,0,0,4808,0,0,0
19,20,20,false,trade_planning,65535,20,20,5081,2400,120,261,9482,0,11213,81,14,0,3,1950138,24890626,154332,44211026,1234,44211026,337310585,8410,1104000,10155,795,9360,636000,468000,0,0,0,22600000,0,0,4958768,-4958768,0,4070814511,336243300,336243300,45125,581545033,336198175,97169832,1850920,4740395,ACTIVE,true,1,6543636573531083537,2667558916746883311,ROUTE,15439,15439,0,8,5,0,0,initial_topology_capture,8,80,0,19276,0,140,48,16,85,32,53,0,32,0,4,0,0,0,1,0,2,0,9000976384,0,0,0,0,1500,60,37,60,0,174,0,414,0,26381102,6547410,2242990,4304420,96914509,19,0,6419,6419,0,0,0,0,6419,0,0,0
20,21,21,false,trade_planning,65535,21,21,5068,2400,120,261,9482,0,11868,5,122,0,6,1539159,29421385,443766,47244903,1030,47244903,379791874,7792,39000,780,0,780,0,39000,0,0,0,1000000,0,0,5461593,-5461593,246,4100746044,379786435,379786435,41353,585820971,379745082,101194624,2448371,2867414,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,0,15439,0,0,6,0,0,initial_topology_capture,0,0,0,24092,0,172,48,16,117,32,85,0,32,0,4,0,0,0,0,0,1,0,8917090304,0,0,0,0,3000,39,15,39,0,129,0,407,1,8930354,5342454,1873992,3468462,100183299,20,0,7954,7977,0,0,0,0,7954,0,0,0
21,22,22,false,trade_planning,65535,22,22,5057,2400,120,261,9482,0,12661,6,133,0,3,1391039,29876591,450024,50553084,1037,50553084,377367654,7944,46800,936,0,936,0,46800,0,0,0,1200000,0,0,5542315,-5542315,286,4357371641,377354924,377354924,42014,622481779,377312910,110290296,2183022,3475041,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,0,15439,0,0,7,0,0,initial_topology_capture,0,0,0,26939,0,204,64,16,133,32,101,0,48,0,4,0,0,0,0,0,0,0,8766095360,0,0,0,0,0,47,19,47,0,122,0,406,2,13089530,5674861,1702247,3972614,109387493,21,0,7932,7977,0,0,0,0,7932,0,0,0
22,23,23,false,trade_planning,65535,23,23,5046,2400,120,261,9482,0,12414,10,132,0,4,1410150,29648096,447987,49444725,989,49444725,378819560,7588,78000,1560,0,1560,0,78000,0,0,0,2000000,0,0,5629076,-5629076,258,4426649275,378774104,378774104,40132,632378569,378733972,113140806,2060221,3995631,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,4096,15439,0,575,7,0,0,initial_topology_capture,575,2167,0,26939,0,204,64,16,133,32,101,0,48,0,4,0,0,0,0,0,0,0,8577351680,0,0,0,0,1500,56,19,56,0,122,0,415,1,12900638,6079414,1678125,4401289,112102097,22,0,7900,7977,0,0,0,0,7900,0,0,0
23,24,24,false,trade_planning,65535,24,24,5041,2400,120,261,9482,0,12576,7,123,0,2,1935870,30585029,453198,50123955,1024,50123955,404641640,7779,54600,1092,0,1092,0,54600,0,0,0,1400000,0,0,5838346,-5838346,257,4593021892,404620515,404620515,41254,656146093,404579261,122041702,2750224,4347957,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,8192,15439,0,1147,7,0,0,initial_topology_capture,1147,4324,0,26939,0,204,64,16,133,32,101,0,48,0,4,0,0,0,0,0,0,0,8371830784,0,0,0,0,1500,60,24,60,0,138,0,443,0,16780404,7124307,2291414,4832893,120944369,23,0,7872,7977,0,0,0,0,7872,0,0,0
24,25,25,false,trade_planning,65535,25,25,5028,2400,120,261,9482,0,11183,6,117,0,4,1768088,28519901,417417,44376737,1027,44376737,373388525,7775,46800,936,0,936,0,46800,0,0,0,1200000,0,0,5237991,-5237991,219,3947482741,373375232,373375232,41282,563926210,373333950,103916411,2245230,3605620,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,12288,15439,0,1722,7,0,0,initial_topology_capture,1722,6372,0,26939,0,204,64,16,133,32,101,0,48,0,4,0,0,0,0,0,0,0,8212447232,0,0,0,0,4500,51,24,51,0,138,0,434,0,15313527,5869866,2131380,3738486,102936791,24,0,7855,7977,0,0,0,0,7855,0,0,0
25,26,26,false,trade_planning,65535,26,26,5057,2400,120,261,9482,0,11788,12,190,0,8,2639560,29932875,462025,46022140,1037,46022140,416561443,9144,93600,1872,0,1872,0,93600,0,0,0,2400000,0,0,5177853,-5177853,327,3879869186,416506764,416506764,48065,554267134,416458699,89871101,3096735,2395931,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,0,15439,0,0,8,0,0,initial_topology_capture,0,0,0,31774,0,224,64,16,153,32,121,0,48,0,4,0,0,0,0,0,0,0,8149532672,0,0,0,0,6000,40,22,40,0,128,0,436,1,15218395,5494946,2898983,2595963,89088606,25,0,7841,7977,0,0,0,0,7841,0,0,0
26,27,27,false,trade_planning,65535,27,27,5103,2400,120,261,9482,0,12550,20,225,0,7,2358120,31803126,487124,49009792,1034,49009792,438256790,8908,124800,2496,0,2496,0,124800,0,0,0,3200000,0,0,5576147,-5576147,378,4148711318,438169964,438169964,46882,592673162,438123082,93160448,2871681,2802510,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,4096,15439,0,580,8,0,0,initial_topology_capture,580,2041,0,31774,0,224,64,16,153,32,121,0,48,0,4,0,0,0,0,0,0,0,8212447232,0,0,0,0,6000,40,29,40,0,140,0,467,1,21588627,5675077,2630076,3045001,92483561,26,0,7814,7977,0,0,0,0,7814,0,0,0
27,28,28,false,trade_planning,65535,28,28,5134,2400,120,261,9482,0,12311,16,224,0,9,2311646,31289931,471365,48024625,1002,48024625,425141121,8754,117000,2340,0,2340,0,117000,0,0,0,3000000,0,0,5401558,-5401558,353,4102897767,425061343,425061343,45976,586128363,425015367,98511623,3407820,2876779,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,12288,15439,0,1729,8,0,0,initial_topology_capture,1729,6256,0,31774,0,224,64,16,153,32,121,0,48,0,4,0,0,0,0,0,0,0,8258584576,0,0,0,0,6000,43,24,43,0,132,0,432,0,16902550,6287369,2567328,3720041,97843243,27,0,7791,7977,0,0,0,0,7791,0,0,0
28,29,29,false,trade_planning,65535,29,29,5157,2400,120,261,9482,0,12520,18,166,0,9,2738388,33034227,458363,49092931,1007,49092931,462166294,8697,93600,1872,0,1872,0,93600,0,0,0,2400000,0,0,5456465,-5456465,336,4353572488,462109718,462109718,45721,621939025,462063997,115435839,4080486,3047680,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,0,15439,0,0,9,0,0,initial_topology_capture,0,0,0,40189,0,280,80,20,177,32,145,0,48,0,16,0,0,0,4,4,0,0,8258584576,92074932,0,0,0,4500,45,31,45,0,125,0,408,2,22701994,7151759,3031465,4120294,114252219,28,28,7771,7977,0,0,0,0,7771,0,0,0
29,30,30,false,trade_planning,65535,30,30,5176,2400,120,261,9482,0,11130,12,160,0,4,2277791,30535891,444701,43343002,1006,43343002,420079318,8853,85800,1716,0,1716,0,85800,0,0,0,2200000,0,0,5046804,-5046804,288,3724070679,420031267,420031267,46602,532010200,419984665,96929661,3353238,2637219,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,4096,15439,0,586,9,0,0,initial_topology_capture,586,2080,0,40189,0,280,80,20,177,32,145,0,48,0,16,0,0,0,4,0,0,0,8283750400,0,0,0,0,6000,42,30,42,0,125,0,399,1,21240537,6000806,2574387,3426419,96117384,29,0,7754,7977,0,0,0,0,7754,0,0,0
30,31,31,false,trade_planning,65535,31,31,5212,2400,120,261,9482,0,11782,58,143,0,6,2429244,30461406,450961,46029134,1073,46029134,466088893,12654,18882200,24919,23515,1404,18812000,70200,0,0,0,13397500,0,0,5037969,-5037969,180,3714369653,447259799,447259799,65760,530624342,447194039,83737215,2482895,2041783,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,12288,15439,0,1745,9,0,0,initial_topology_capture,1745,6388,0,40189,0,280,80,20,177,32,145,0,48,0,16,0,0,0,4,0,0,0,8212447232,0,0,0,0,3000,26,18,26,0,154,0,367,0,11378169,4608212,2689097,1919115,81832143,30,0,7733,7977,0,0,0,0,7733,0,0,0
31,32,32,false,trade_planning,65535,32,32,5243,2400,120,261,9482,0,12554,64,173,0,1,2492207,31166130,489753,49107101,1073,49107101,479460466,13167,22078000,29060,27500,1560,22000000,78000,0,0,0,15337500,0,0,5428072,-5428072,201,3975259704,457437835,457437835,68536,567894359,457369299,91538298,2424424,2638644,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,0,15439,0,0,10,0,0,initial_topology_capture,0,0,0,47335,0,340,112,41,177,32,145,0,49,0,27,0,0,0,25,21,0,0,8225030144,204235331,0,0,0,0,27,19,27,0,151,0,377,0,13211000,5123623,2766429,2357194,90079654,31,31,7714,7977,0,0,0,0,7714,0,0,0
32,33,33,false,trade_planning,65535,33,33,5269,2400,120,261,9482,0,12317,51,174,0,5,2810675,31124994,462048,48189368,6963,48189368,485683308,51068,19239000,24780,24000,780,19200000,39000,0,0,0,12640000,0,0,5203134,-5203134,194,3930123325,466648967,466458033,64793,561446290,466393240,95254151,2271111,3179796,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,8192,15439,0,1175,10,0,0,initial_topology_capture,1175,4218,0,47335,0,340,112,41,177,32,145,0,49,0,27,0,0,0,24,0,1,0,8225030144,0,0,0,0,1500,25,17,25,0,155,0,384,0,10923431,5522808,3104338,2418470,93326417,32,0,7698,7979,0,0,0,0,7698,0,0,0
33,34,34,false,trade_planning,65535,34,34,5295,2400,120,261,9482,0,12522,52,122,0,4,3684420,33365117,469395,49208925,1057,49208925,541126978,12294,19258800,24951,24015,936,19212000,46800,0,0,0,13040000,0,0,5436157,-5436157,193,4190117088,521919978,521919978,64094,598588276,521855884,113942241,2831964,3622196,ACTIVE,true,1,6543636573531083537,2667558916746883311,ROUTE,15439,15439,0,12,10,0,0,initial_topology_capture,12,64,0,47335,0,340,112,41,177,32,145,0,49,0,27,0,0,0,23,0,1,0,8262778880,0,0,0,0,0,39,23,39,0,160,0,404,2,14746710,6531128,3929983,2601145,111802084,33,0,7685,7980,0,0,0,0,7685,0,0,0
34,35,35,false,trade_planning,65535,35,35,5323,2400,120,261,9482,0,11130,46,123,0,6,2835862,29116226,434227,43381251,1035,43381251,462780224,11966,15658800,20451,19515,936,15612000,46800,0,0,0,10857500,0,0,4814414,-4814414,169,3577345290,447171735,447171735,62277,511049430,447109458,91014675,2862710,2311523,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,0,15439,0,0,11,0,0,initial_topology_capture,0,0,0,49913,0,372,128,51,177,32,145,0,49,0,33,0,0,0,31,10,2,0,8275361792,104488498,0,0,0,1500,28,18,28,0,169,0,401,0,12623210,5241114,3096291,2144823,88872062,34,34,7672,7984,0,0,0,0,7672,0,0,0
35,36,36,false,trade_planning,65535,36,36,5271,2400,120,261,9482,0,11889,39,48,0,7,2790344,27590872,418281,46722669,31436,46722669,518893879,115516,1639800,2196,2040,156,1632000,7800,0,0,0,8127500,0,0,4781657,-4781657,81,3468230889,517717646,517217749,79186,495461659,517138563,106050163,2741695,1906291,ACTIVE,true,1,6543636573531083537,2667558916746883311,SCAN,4096,15439,0,581,11,0,0,initial_topology_capture,581,2040,0,49913,0,372,128,51,177,32,145,0,49,0,33,0,0,0,29,0,2,0,8145338368,0,0,0,0,85500,60,44,60,0,114,0,431,0,23690645,4761740,3123265,1638475,102999157,35,0,7671,7986,0,0,0,0,7671,0,0,0
