epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error
11,11,56,false,trade_planning,65535,52,56,7374,2400,120,260,13145,0,119118,2525,264,0,0,138886645,443709015,197672390,161715976,11107899,161715976,11282690520,58458451,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,49928179,-49928179,0,11927140680,1703877958,10366307069,2160673572,138063122,1339163,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,163840,288000,0,2578,0,0,0,initial_topology_capture,2578,5951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12964593664,0,0,0,0
12,12,61,false,trade_planning,65535,57,61,7374,2400,120,260,13145,0,119118,2525,264,0,0,138861205,607282161,221994368,161718313,86665450,161718313,13515321714,453269776,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,47359294,-47359294,0,13312760651,1901823659,12204126938,2684730800,138066723,1305177,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,180224,288000,0,2844,0,0,0,initial_topology_capture,2844,6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12964593664,0,0,0,0
13,13,66,false,trade_planning,65535,62,66,7374,2400,120,260,13145,0,119097,2525,264,0,21,138938258,527399113,273115853,161720275,30229311,161720275,14216158759,206236421,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,52425610,-52425610,0,14536858322,2076694766,13151997338,2985487721,138172163,3925118,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,196608,288000,0,3024,0,0,0,initial_topology_capture,3024,7068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12964593664,0,0,0,0
14,14,71,false,trade_planning,65535,67,71,7374,2400,120,260,13145,0,119066,2525,264,0,31,133625224,655528519,114848743,161678786,83226527,161678786,16500525419,463437499,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,52917694,-52917694,0,15843252094,2263322447,15179162920,3060473700,130208762,9405371,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,212992,288000,0,3209,0,0,0,initial_topology_capture,3209,7716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12964593664,0,0,0,0
15,15,76,false,trade_planning,65535,72,76,7374,2400,120,260,13145,0,119012,2525,264,0,54,138423778,534607720,181116722,161616448,21529504,161616448,15885923798,170366819,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,48611941,-48611941,0,15825290727,2260756537,14857631979,3086132581,137472767,1813225,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,229376,288000,0,3481,0,0,0,initial_topology_capture,3481,8511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12964593664,0,0,0,0
16,16,81,false,trade_planning,65535,77,81,7373,2400,120,260,13145,0,118961,2525,263,0,52,138778118,544878199,99680844,161506377,19577044,161506377,16055449631,119561143,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,44691444,-44691444,0,16536493592,2362356930,15077963488,3115193996,138045501,1231310,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,245760,288000,0,3681,0,0,0,initial_topology_capture,3681,9363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12964593664,0,0,0,0
17,17,86,false,trade_planning,65535,82,86,7362,2400,120,260,13145,0,118873,2525,252,0,99,138620993,485469948,108559325,161402182,14144150,161402182,15723550024,117755038,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,39404574,-39404574,0,17110507730,2444358963,14747869986,3140317029,137833586,1432162,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,262144,288000,0,4008,0,0,0,initial_topology_capture,4008,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12964593664,0,0,0,0
18,18,91,false,trade_planning,65535,87,91,7357,2400,120,260,13145,0,118825,2525,247,0,53,138629867,669204732,100831803,161221936,156036507,161221936,17728692264,945973637,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,42278804,-42278804,0,17963163749,2566166983,15924793627,3216910795,137781564,2024989,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,278528,288000,0,4166,0,0,0,initial_topology_capture,4166,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12964593664,0,0,0,0
19,19,96,false,trade_planning,65535,92,96,7356,2400,120,260,13145,0,118731,2525,246,0,95,137700679,556729884,294212069,161123705,59013254,161123705,17826286859,373403148,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,47887183,-47887183,0,18073346104,2581907310,16594958711,3320831472,136458089,3078080,ACTIVE,true,1,7217601830262183541,5713655570603361079,ROUTE,288000,288000,0,32,0,0,0,initial_topology_capture,32,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12964593664,0,0,0,0
20,20,101,false,trade_planning,65535,97,101,7354,2400,120,260,13145,0,118672,2525,244,0,61,138242748,479826207,230023520,160930588,22157066,160930588,16875910287,184033717,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,44779108,-44779108,0,18142800454,2591829367,15833951570,3428184717,137564237,2444110,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,0,288000,0,0,1,0,0,initial_topology_capture,0,0,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,47,47,0,0,12964593664,1717200594,0,0,0
21,21,106,false,trade_planning,65535,102,106,7354,2400,120,260,13145,0,118589,2525,244,0,83,137040174,473238387,143787631,160810152,31432549,160810152,16503879165,247950684,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,38378603,-38378603,0,19287742135,2755392482,15398003481,3526634131,136026640,3269989,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,16384,288000,0,66,1,0,0,initial_topology_capture,66,104,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,27,0,20,0,12964593664,0,0,0,0
22,22,111,false,trade_planning,65535,107,111,7354,2400,120,260,13145,0,118524,2525,244,0,65,137546313,499010643,69391465,160638330,36303363,160638330,16750517581,299453209,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,34667000,-34667000,0,21041431850,3005919575,15593139372,3601118843,136854055,2749924,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,32768,288000,0,285,1,0,0,initial_topology_capture,285,495,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,27,0,12964593664,0,0,0,0
23,23,116,false,trade_planning,65535,112,116,7353,2400,120,260,13145,0,118453,2525,243,0,72,132470144,696397246,123886975,160504990,75277379,160504990,20847671116,598049695,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,42970929,-42970929,0,22421782202,3203112443,19391696421,3685853054,130992527,4794424,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,49152,288000,0,531,1,0,0,initial_topology_capture,531,1107,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
24,24,121,false,trade_planning,65535,117,121,7353,2400,120,260,13145,0,118390,2525,243,0,63,118867490,541070653,305098091,160355762,58066134,160355762,18902505463,491001260,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,45092766,-45092766,0,20703433352,2957634050,17553579203,3550674053,117564406,3960673,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,65536,288000,0,901,1,0,0,initial_topology_capture,901,1859,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
25,25,126,false,trade_planning,65535,122,126,7352,2400,120,260,13145,0,118338,2525,242,0,53,112820256,409941514,279166680,160223691,24087351,160223691,16793933876,242498209,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,41895504,-41895504,0,20920593855,2988656970,15693510667,3509077421,111843098,3885242,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,81920,288000,0,1182,1,0,0,initial_topology_capture,1182,2576,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
26,26,131,false,trade_planning,65535,127,131,7352,2400,120,260,13145,0,118317,2525,242,0,21,103752492,409694403,151379455,160115723,18347162,160115723,16334399559,173299614,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,38719552,-38719552,0,22827029191,3261004898,15303174945,3399762104,102048727,5404014,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,98304,288000,0,1424,1,0,0,initial_topology_capture,1424,3055,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
27,27,136,false,trade_planning,65535,132,136,7358,2400,120,260,13145,0,118283,2525,251,0,25,110493573,471498287,150301195,160127236,32316808,160127236,16930403954,274352963,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,36706051,-36706051,43,24898892000,3556985300,15798125991,3604283574,109269849,4303937,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,114688,288000,0,1637,1,0,0,initial_topology_capture,1637,3461,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
28,28,141,false,trade_planning,65535,137,141,7360,2400,120,260,13145,0,118251,2525,255,0,28,111259947,460039433,211324551,160077883,40830908,160077883,18179527116,326826878,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,41068260,-41068260,45,26628522735,3804075389,16994775238,3711207756,109748653,5117575,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,131072,288000,0,1988,1,0,0,initial_topology_capture,1988,4012,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
29,29,146,false,trade_planning,65535,142,146,7353,2400,120,260,13145,0,118250,2525,245,0,11,108488591,513016863,176877383,160028805,37234461,160028805,19944222357,309226498,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,43345004,-43345004,2,27589463873,3941352694,18777070859,3879613718,109994326,8702919,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,147456,288000,0,2431,1,0,0,initial_topology_capture,2431,4917,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
30,30,151,false,trade_planning,65535,147,151,7351,2400,120,260,13145,0,118223,2525,241,0,31,106900154,542615760,157653559,160009113,48943726,160009113,20692862557,366520699,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,43118599,-43118599,0,27326339322,3903763477,19468416858,4041151095,108552264,9665842,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,163840,288000,0,2751,1,0,0,initial_topology_capture,2751,5777,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
31,31,156,false,trade_planning,65535,152,156,7353,2400,120,260,13145,0,118189,2525,245,0,30,111556865,524846324,158560518,159940808,51783177,159940808,19703336599,381424446,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,39153390,-39153390,2,26871347870,3838764694,18463987153,4228199480,114077916,6425881,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,180224,288000,0,2942,1,0,0,initial_topology_capture,2942,6363,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
32,32,161,false,trade_planning,65535,157,161,7354,2400,120,260,13145,0,118171,2525,247,0,16,105940823,553301224,165005620,159836836,49539008,159836836,19154470903,367040654,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,35840448,-35840448,3,27713786693,3959113105,17929505249,4147486937,108355815,6857091,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,196608,288000,0,3135,1,0,0,initial_topology_capture,3135,6956,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
33,33,166,false,trade_planning,65535,162,166,7359,2400,120,260,13145,0,118137,2525,257,0,24,106921065,527725601,230865501,159792111,39668700,159792111,19732612645,299134680,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,37829759,-37829759,8,28673193116,4096171160,18575552965,4283587639,108104930,10887222,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,212992,288000,0,3380,1,0,0,initial_topology_capture,3380,7544,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
34,34,171,false,trade_planning,65535,167,171,7369,2400,120,260,13145,0,118076,2525,276,0,42,108946854,475883638,242673051,159726676,36184002,159726676,20536893356,299925741,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,40846856,-40846856,18,29119437617,4159920391,19379042615,4437827746,109602496,11786932,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,229376,288000,0,3676,1,0,0,initial_topology_capture,3676,8314,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
35,35,176,false,trade_planning,65535,172,176,7363,2400,120,260,13145,0,118075,2525,265,0,12,112061256,454511383,206623000,159659979,25098572,159659979,21073347723,210497145,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,42186319,-42186319,13,29326832434,4189548203,20004925578,4533819574,113469715,9117189,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,245760,288000,0,4004,1,0,0,initial_topology_capture,4004,9038,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
36,36,181,false,trade_planning,65535,177,181,7361,2400,120,260,13145,0,118022,2525,262,0,56,111576719,463131835,165207692,159640095,22508786,159640095,20619202525,189127294,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,40243478,-40243478,11,29305533755,4186505551,19572150231,4570168766,113820841,7334533,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,262144,288000,0,4352,1,0,0,initial_topology_capture,4352,9647,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
37,37,186,false,trade_planning,65535,182,186,7360,2400,120,260,13145,0,117988,2525,261,0,35,114007941,484956438,153970670,159529953,33546164,159529953,19861567398,256909912,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,37456273,-37456273,11,29891531467,4270219504,18746732486,4613355817,116738659,5788134,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,278528,288000,0,4499,1,0,0,initial_topology_capture,4499,9843,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
38,38,191,false,trade_planning,65535,187,191,7359,2400,120,260,13145,0,117958,2525,259,0,32,109888191,479695998,180217413,159467493,27663918,159467493,19619379266,217090261,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,37266072,-37266072,10,31316526929,4473790285,18544364005,4556380826,111911297,8727864,ACTIVE,true,1,7217601830262183541,5713655570603361079,ROUTE,288000,288000,0,36,1,0,0,initial_topology_capture,36,72,0,24984,0,224,112,47,0,0,0,0,49,0,65,0,0,0,0,0,0,0,12964593664,0,0,0,0
39,39,196,false,trade_planning,65535,192,196,7359,2400,120,260,13145,0,117887,2525,260,0,70,107453718,468691381,197226273,159412352,24814277,159412352,20700670326,195533579,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,39813093,-39813093,11,32445578853,4635083427,19647211747,4633123406,108277911,13841873,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,0,288000,0,0,2,0,0,initial_topology_capture,0,0,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,68,68,0,0,12964593664,1621089349,0,0,0
40,40,201,false,trade_planning,65535,197,201,7363,2400,120,260,13145,0,117851,2525,269,0,27,103635759,443115352,191611509,159332534,18543410,159332534,20692945463,153929123,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,40256175,-40256175,17,32697033442,4671005464,19681091340,4592920357,104560538,12125705,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,16384,288000,0,73,2,0,0,initial_topology_capture,73,97,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,23,0,45,0,12968787968,0,0,0,0
41,41,206,false,trade_planning,65535,202,206,7373,2400,120,260,13145,0,117783,2525,291,0,46,104445785,468122895,163157007,159260950,21381584,159260950,20577117713,177445560,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,39388825,-39388825,28,33036680157,4719526434,19541747153,4576238985,106881759,9151934,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,32768,288000,0,316,2,0,0,initial_topology_capture,316,464,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,23,0,12964593664,0,0,0,0
42,42,211,false,trade_planning,65535,207,211,7320,2400,120,260,13145,0,117712,2524,258,0,105,102154116,470076075,179141729,159149744,17112267,159149744,20046796547,144739587,857925000,11256000,393500,10862500,314800000,543125000,0,0,0,574293750,0,0,37831923,-37831923,46,33491769461,4784539202,19044131960,4492623852,104466332,7992658,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,49152,288000,0,612,2,0,0,initial_topology_capture,612,1026,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12964593664,0,0,0,0
43,43,216,false,trade_planning,65535,212,216,7347,2400,120,260,13145,0,117612,2524,324,0,34,100923347,433612765,198036481,159008838,12700101,159008838,19359426478,121173026,857612500,11249750,393500,10856250,314800000,542812500,0,0,0,574073125,0,0,36771437,-36771437,81,34185727278,4883676042,18380640952,4389740421,103888296,6684052,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,65536,288000,0,929,2,0,0,initial_topology_capture,929,1831,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12964593664,0,0,0,0
44,44,221,false,trade_planning,65535,217,221,7365,2400,120,260,13145,0,117528,2524,369,0,39,95980697,436752164,182485366,158896260,14795774,158896260,19837398631,136180712,857612500,11249750,393500,10856250,314800000,542812500,0,0,0,574073125,0,0,38737945,-38737945,104,35055667797,5007953248,18843605419,4262949658,98561035,8383655,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,81920,288000,0,1218,2,0,0,initial_topology_capture,1218,2540,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12960399360,0,0,0,0
45,45,226,false,trade_planning,65535,222,226,7376,2400,120,260,13145,0,117432,2524,413,0,52,93274153,435059556,175353976,158790815,15536917,158790815,19854915572,141254954,857612500,11249750,393500,10856250,314800000,542812500,0,0,0,574073125,0,0,39903131,-39903131,126,35417010182,5059573600,18856048118,4171219178,95810751,8378728,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,98304,288000,0,1466,2,0,0,initial_topology_capture,1466,3013,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12960399360,0,0,0,0
