epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error
17,17,85,false,trade_planning,65535,81,85,7746,2400,120,260,13491,0,156654,2586,314,0,79,72592933,382598112,124249885,240932089,27162424,240932089,18531614902,108113422,877075000,11631500,394000,11237500,315200000,561875000,0,0,0,587773750,0,0,57297647,-57297647,0,24850401072,3550058050,17546426480,1810780799,71829382,6842446,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,262144,288000,0,4628,0,0,0,initial_topology_capture,4628,10180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13535019008,0,0,0,0
18,18,90,false,trade_planning,65535,86,90,7720,2400,120,260,13491,0,156631,2586,279,0,58,68994054,490125612,173514804,240842569,56784275,240842569,21591870995,276700348,877075000,11631500,394000,11237500,315200000,561875000,0,0,0,587773750,0,0,62159146,-62159146,0,26401525597,3771647278,20438095647,1885661632,66444003,10653482,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,278528,288000,0,4826,0,0,0,initial_topology_capture,4826,10493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13535019008,0,0,0,0
19,19,95,false,trade_planning,65535,91,95,7671,2400,120,260,13491,0,156571,2586,230,0,109,72566706,377263696,294504371,240828023,55530222,240828023,20648351838,425127882,877075000,11631500,394000,11237500,315200000,561875000,0,0,0,587773750,0,0,57117252,-57117252,0,25730427042,3675776044,19346148956,1919653486,71825139,4940899,ACTIVE,true,1,419087692343035861,6002582066723943791,ROUTE,288000,288000,0,28,0,0,0,initial_topology_capture,28,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13535019008,0,0,0,0
20,20,100,false,trade_planning,65535,96,100,7661,2400,120,260,13491,0,156533,2586,220,0,48,72604988,340859986,264856086,240610884,63123890,240610884,19478589954,528440995,877075000,11631500,394000,11237500,315200000,561875000,0,0,0,587773750,0,0,58042721,-58042721,0,26560341125,3794335220,18073073959,1950378612,71998723,7082064,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,0,288000,0,0,1,0,0,initial_topology_capture,0,0,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,38,38,0,0,13535019008,3436461274,0,0,0
21,21,105,false,trade_planning,65535,101,105,7661,2400,120,260,13491,0,156463,2586,216,0,74,68207587,335490630,181826791,240530520,55865891,240530520,21114399344,421463847,877075000,11631500,394000,11237500,315200000,561875000,0,0,0,587773750,0,0,56926251,-56926251,0,27936573976,3990939906,19815860497,2015861004,65476418,11708195,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,16384,288000,0,141,1,0,0,initial_topology_capture,141,214,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,26,0,12,0,13535019008,0,0,0,0
22,22,110,false,trade_planning,65535,106,110,7661,2400,120,260,13491,0,156397,2586,216,0,66,71933319,359346557,142487492,240390980,49620120,240390980,21346963186,359173288,877075000,11631500,394000,11237500,315200000,561875000,0,0,0,587773750,0,0,57677541,-57677541,0,28053289109,4007613536,20110714898,2077751566,71080212,5726423,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,32768,288000,0,539,1,0,0,initial_topology_capture,539,921,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,3,0,23,0,13535019008,0,0,0,0
23,23,115,false,trade_planning,65535,111,115,7658,2400,120,260,13491,0,156334,2586,213,0,66,72423709,393878865,162342217,240255023,63869529,240255023,21005036255,450101836,877075000,11631500,394000,11237500,315200000,561875000,0,0,0,587773750,0,0,51163995,-51163995,0,28793071865,4113296729,19677859419,2158478158,71859941,4938730,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,49152,288000,0,850,1,0,0,initial_topology_capture,850,1577,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,3,0,13535019008,0,0,0,0
24,24,120,false,trade_planning,65535,116,120,7657,2400,120,260,13491,0,156274,2586,212,0,61,72223739,424676792,171086356,240125568,67111216,240125568,20830559876,443641474,877075000,11631500,394000,11237500,315200000,561875000,0,0,0,587773750,0,0,48115114,-48115114,0,30351259060,4335894915,19509843402,2271181637,71684723,5181509,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,65536,288000,0,1136,1,0,0,initial_topology_capture,1136,2193,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13535019008,0,0,0,0
25,25,125,false,trade_planning,65535,121,125,7656,2400,120,260,13491,0,156218,2586,211,0,57,72248346,407618818,188317160,240004029,52856355,240004029,20811423304,333478960,877075000,11631500,394000,11237500,315200000,561875000,0,0,0,587773750,0,0,48257892,-48257892,0,31883813083,4554831199,19600869344,2373972345,71608645,5110032,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,81920,288000,0,1372,1,0,0,initial_topology_capture,1372,2781,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13535019008,0,0,0,0
26,26,130,false,trade_planning,65535,126,130,7656,2400,120,260,13491,0,156157,2586,211,0,61,72398408,407307324,175101044,239885549,59708185,239885549,21015411885,443074206,877075000,11631500,394000,11237500,315200000,561875000,0,0,0,587773750,0,0,46021703,-46021703,0,33491343343,4784478377,19695262679,2487731992,71793636,5122933,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,98304,288000,0,1560,1,0,0,initial_topology_capture,1560,3243,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13535019008,0,0,0,0
27,27,135,false,trade_planning,65535,131,135,7656,2400,120,260,13491,0,156099,2586,211,0,58,71806425,443711498,188563190,239759889,61303900,239759889,22114142619,449859502,877075000,11631500,394000,11237500,315200000,561875000,0,0,0,587773750,0,0,50596452,-50596452,0,34886711921,4983816747,20787208117,2611181180,70944063,6035095,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,114688,288000,0,1915,1,0,0,initial_topology_capture,1915,3864,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13535019008,0,0,0,0
28,28,140,false,trade_planning,65535,136,140,7657,2400,120,260,13491,0,156062,2585,213,0,36,71948160,464435229,201730302,239635653,96900144,239635653,22361461744,752107500,877075000,11631500,394000,11237500,315200000,561875000,0,0,0,587773750,0,0,53139700,-53139700,4,35754546143,5107793084,20732279244,2706139156,71197497,5608640,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,131072,288000,0,2440,1,0,0,initial_topology_capture,2440,4472,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13535019008,0,0,0,0
29,29,145,false,trade_planning,65535,141,145,7657,2400,120,260,13491,0,156009,2585,213,0,53,72135638,463527538,201885953,239567673,100868025,239567673,25014223581,809550611,876762500,11625250,394000,11231250,315200000,561562500,0,0,0,587553125,0,0,57071502,-57071502,4,36927372260,5275339659,23327910470,2812332481,71476975,6621557,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,147456,288000,0,2838,1,0,0,initial_topology_capture,2838,4962,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13535019008,0,0,0,0
30,30,150,false,trade_planning,65535,146,150,7659,2400,120,260,13491,0,155961,2585,215,0,46,70022720,471748802,217071412,239450209,97627367,239450209,27731648657,879116184,876762500,11625250,394000,11231250,315200000,561562500,0,0,0,587553125,0,0,69266145,-69266145,6,36521662989,5217381180,25975769973,2926452517,68257649,9967160,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,163840,288000,0,3247,1,0,0,initial_topology_capture,3247,5726,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13530824704,0,0,0,0
31,31,155,false,trade_planning,65535,151,155,7656,2400,120,260,13491,0,155927,2585,212,0,37,70126551,442506416,202185826,239364229,62682022,239364229,28096320345,535719415,876762500,11625250,394000,11231250,315200000,561562500,0,0,0,587553125,0,0,69131594,-69131594,6,34966195414,4995171536,26683838430,3001500064,68521949,8536599,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,180224,288000,0,3534,1,0,0,initial_topology_capture,3534,6513,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13530824704,0,0,0,0
32,32,160,false,trade_planning,65535,156,160,7656,2400,120,260,13491,0,155875,2585,214,0,50,71939764,449758099,169514349,239278289,58109347,239278289,26300698130,479995596,876762500,11625250,394000,11231250,315200000,561562500,0,0,0,587553125,0,0,59940505,-59940505,8,33531969159,4790282091,24943940034,3081494223,71415803,5669925,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,196608,288000,0,3729,1,0,0,initial_topology_capture,3729,7234,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13530824704,0,0,0,0
33,33,165,false,trade_planning,65535,161,165,7656,2400,120,260,13491,0,155835,2585,214,0,40,71549751,478169711,189087252,239175289,52833680,239175289,24927947052,412910430,876762500,11625250,394000,11231250,315200000,561562500,0,0,0,587553125,0,0,54782386,-54782386,8,34211318503,4887331976,23638274122,3135751216,70844295,6361838,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,212992,288000,0,3936,1,0,0,initial_topology_capture,3936,7875,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13530824704,0,0,0,0
34,34,170,false,trade_planning,65535,166,170,7656,2400,120,260,13491,0,155777,2585,214,0,58,71266685,414064873,204348349,239087024,40760566,239087024,23137060466,310378446,876762500,11625250,394000,11231250,315200000,561562500,0,0,0,587553125,0,0,51760864,-51760864,8,35876151306,5125165243,21949919520,3170672774,70356950,7126507,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,229376,288000,0,4199,1,0,0,initial_topology_capture,4199,8558,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13530824704,0,0,0,0
35,35,175,false,trade_planning,65535,171,175,7656,2400,120,260,13491,0,155724,2585,215,0,52,70844235,424345478,168888948,238983864,54217626,238983864,23634084297,430259429,876762500,11625250,394000,11231250,315200000,561562500,0,0,0,587563563,0,0,50875568,-50875568,9,38775059179,5539294924,22327062368,3189560286,69556900,7861761,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,245760,288000,0,4609,1,0,0,initial_topology_capture,4609,9284,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13530824704,0,0,0,0
36,36,180,false,trade_planning,65535,176,180,7656,2400,120,260,13491,0,155687,2585,215,0,37,71171458,368917745,222016340,238875222,40968540,238875222,23114242526,362987173,876762500,11625250,394000,11231250,315200000,561562500,0,0,0,587565487,0,0,54425327,-54425327,9,40977981777,5853998161,21874492853,3219129003,69917130,7369030,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,262144,288000,0,4950,1,0,0,initial_topology_capture,4950,9858,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13530824704,0,0,0,0
37,37,185,false,trade_planning,65535,181,185,7659,2400,120,260,13491,0,155651,2585,218,0,33,71579380,361983177,214284726,238799002,28607817,238799002,25968143585,279379714,876762500,11625250,394000,11231250,315200000,561562500,0,0,0,587563287,0,0,59862981,-59862981,12,42977103745,6139587021,24812001371,3248693700,70503800,7347390,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,278528,288000,0,5172,1,0,0,initial_topology_capture,5172,10147,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13530824704,0,0,0,0
38,38,190,false,trade_planning,65535,186,190,7659,2400,120,260,13491,0,155602,2583,218,0,51,70738440,368770959,170331288,238709642,26337349,238709642,26661667945,258643274,876762500,11625250,394000,11231250,315200000,561562500,0,0,0,587563287,0,0,59240028,-59240028,12,43297090798,6185299458,25526262171,3272597458,69335924,8389780,ACTIVE,true,1,419087692343035861,6002582066723943791,ROUTE,288000,288000,0,31,1,0,0,initial_topology_capture,31,64,0,15757,0,160,80,38,0,0,0,0,56,0,42,0,0,0,0,0,0,0,13530824704,0,0,0,0
39,39,195,false,trade_planning,65535,191,195,7659,2400,120,260,13491,0,155562,2583,218,0,40,70673164,432758881,157805964,238546668,25175535,238546668,27702801742,234716541,876137500,11612750,394000,11218750,315200000,560937500,0,0,0,587122037,0,0,60636666,-60636666,13,43158981067,6165569505,26591947701,3303346464,69393388,9188695,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,0,288000,0,0,2,0,0,initial_topology_capture,0,0,0,34156,0,344,163,82,21,14,7,0,123,0,81,0,0,0,44,44,0,0,13530824704,3237156861,0,0,0
40,40,200,false,trade_planning,65535,196,200,7669,2400,120,260,13491,0,155518,2583,228,0,34,68924933,479556438,158737264,238468768,45866579,238468768,28008380815,356206594,876137500,11612750,394000,11218750,315200000,560937500,0,0,0,587122037,0,0,60370976,-60370976,23,42371159338,6053023539,26776036721,3328227469,66817864,10307566,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,16384,288000,0,141,2,0,0,initial_topology_capture,141,214,0,34156,0,344,163,82,21,14,7,0,123,0,81,0,0,0,27,0,17,0,13522436096,0,0,0,0
41,41,205,false,trade_planning,65535,201,205,7664,2400,120,260,13491,0,155449,2583,224,0,73,71758592,512213007,139993922,238404894,49316493,238404894,27913563389,344309436,876137500,11612750,394000,11218750,315200000,560937500,0,0,0,587122037,0,0,54889110,-54889110,28,41729955122,5961422941,26693116453,3338884244,71071086,6047992,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,32768,288000,0,531,2,0,0,initial_topology_capture,531,929,0,34156,0,344,163,82,21,14,7,0,123,0,81,0,0,0,3,0,24,0,13522436096,0,0,0,0
42,42,210,false,trade_planning,65535,206,210,7655,2400,120,260,13491,0,155417,2583,215,0,41,71518650,504933439,196208700,238274706,46368098,238274706,27352700211,357038492,876137500,11612750,394000,11218750,315200000,560937500,0,0,0,587122037,0,0,55917622,-55917622,28,41588764879,5941252907,26119524219,3357288209,70660279,6589892,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,49152,288000,0,820,2,0,0,initial_topology_capture,820,1607,0,34156,0,344,163,82,21,14,7,0,123,0,81,0,0,0,0,0,3,0,13522436096,0,0,0,0
43,43,215,false,trade_planning,65535,211,215,7655,2400,120,260,13491,0,155367,2582,215,0,51,71489836,474609369,219951756,238210846,48515965,238210846,26606064265,391233694,876137500,11612750,394000,11218750,315200000,560937500,0,0,0,587147218,0,0,55748282,-55748282,28,41943391099,5991913767,25338693071,3360372738,70549622,7054303,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,65536,288000,0,1085,2,0,0,initial_topology_capture,1085,2244,0,34156,0,344,163,82,21,14,7,0,123,0,81,0,0,0,0,0,0,0,13518241792,0,0,0,0
44,44,220,false,trade_planning,65535,216,220,7655,2400,120,260,13491,0,155303,2582,215,0,64,70750684,442159633,226364405,238113370,39109535,238113370,26108123520,345420404,875825000,11606500,394000,11212500,315200000,560625000,0,0,0,586929265,0,0,55274056,-55274056,28,42506111758,6072302423,24886878116,3344896900,69407494,7886786,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,81920,288000,0,1355,2,0,0,initial_topology_capture,1355,2798,0,34156,0,344,163,82,21,14,7,0,123,0,81,0,0,0,0,0,0,0,13518241792,0,0,0,0
45,45,225,false,trade_planning,65535,221,225,7656,2400,120,260,13491,0,155262,2582,216,0,40,71425851,451428132,207888592,238003239,31512345,238003239,28056780971,287632057,875825000,11606500,394000,11212500,315200000,560625000,0,0,0,586924711,0,0,60460937,-60460937,29,42948240470,6135463708,26893323914,3343589473,70410185,6716475,ACTIVE,true,1,419087692343035861,6002582066723943791,SCAN,98304,288000,0,1597,2,0,0,initial_topology_capture,1597,3206,0,34156,0,344,163,82,21,14,7,0,123,0,81,0,0,0,0,0,0,0,13518241792,0,0,0,0
