row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,climate_max_temp_delta,climate_p95_temp_delta,climate_p99_temp_delta,climate_preclamp_max_temp_delta,climate_preclamp_p99_temp_delta,climate_temp_delta_gt_005_count,climate_temp_delta_gt_010_count,climate_temp_delta_gt_020_count,climate_temp_delta_clamped_count,climate_max_transport_anomaly,climate_transport_abs_p95,climate_transport_nonzero_ratio,climate_sea_ice_delta_max,climate_precip_p95,climate_slp_delta_p95,climate_wind_delta_p95,climate_ocean_delta_p95,climate_slp_abs_p95,climate_wind_mag_p95,climate_ocean_mag_p95,climate_upwelling_abs_p95,climate_current_pass,climate_partial,climate_progress_ratio,climate_processed_cells,climate_cursor_start,climate_cursor_end,climate_round_id,climate_node_index,climate_next_node_index,climate_pass_status,climate_pass_stage,climate_pass_substage,climate_pass_path,climate_budget_interrupted,climate_pass_token,weather_dirty_count,water_budget_error,active_weather_ratio,weather_diag_present,weather_field_commit_path,weather_field_commit_publish_verified,weather_field_commit_publish_repaired,weather_field_commit_init_count,weather_field_commit_publish_reason,weather_refresh_convergence,weather_field_solve_tick,weather_commit_tick_delta,weather_last_commit_tick,weather_cold_front_count,weather_warm_front_count,weather_convergence_refresh_stride,weather_native_convergence_boost,weather_convergence_dirty_count,weather_convergence_delta_p95,weather_convergence_published,weather_target_mismatch_count,weather_transitioning_count,weather_transition_alpha_mean,weather_transition_alpha_p95,climate_thermal_finalizer_applied,stage_b_tick_idx,stage_b_call_index,stage_b_run_veg_dyn,stage_b_veg_dyn_ms,stage_b_combined_done,stage_b_ext_ok,stage_b_total_runs,stage_b_total_fallbacks,weather_job_path,phys_phase_locked,phys_diag_tick_idx,phys_sim_day,phys_stage,phys_stage_name,phys_next_stage,phys_next_stage_name,phys_path,phys_done,phys_round_active,phys_physical_round_id,phys_visual_round_active,phys_visual_round_id,phys_visual_pending_commit,phys_visual_lag_ticks,phys_visual_pixel_progress,phys_visual_next_pixel_idx,phys_visual_total_pixels,phys_pending_commit,phys_need_pixel,phys_run_ocean,phys_phase_int_seen,phys_ticks_per_slice,phys_wind_period_ticks,phys_ocean_period_ticks,phys_slice_count,phys_next_pixel_idx,phys_total_pixels,phys_pixel_quota,phys_progress_ratio,phys_processed_pixels,phys_cursor_start,phys_cursor_end,phys_raster_requested_start,phys_raster_requested_end,phys_raster_returned_start,phys_raster_returned_end,phys_raster_pixels,phys_raster_wall_ms,phys_raster_native_ms,phys_raster_used_cpp,phys_raster_atlas_updated,phys_raster_fallback_reason,phys_raster_progress_guard_fired,phys_slp_path,phys_slp_native_ms,phys_slp_rc_ms,phys_slp_out_size,phys_slp_published_to_slot,phys_slp_commit_ok,phys_slp_thermal_p95,phys_slp_delta_p95,phys_wind_cpp_done,phys_wind_rc_ms,phys_wind_wx_size,phys_wind_wy_size,phys_wind_speed_out_size,phys_wind_map_speed_size,phys_wind_commit_ok,phys_wind_delta_p95,phys_wind_dir_delta_p95,phys_wind_dir_flip_count,phys_daily_wind_due,phys_daily_wind_tick_idx,phys_daily_wind_season_phase,phys_daily_wind_ran,phys_daily_wind_path,phys_daily_wind_elapsed_ms,phys_daily_wind_refresh_ms,phys_daily_wind_slp_ms,phys_daily_wind_wind_ms,phys_daily_wind_fallback_reason,phys_daily_wind_slp_commit_ok,phys_daily_wind_wind_commit_ok,phys_daily_wind_wind_cpp_done,phys_daily_wind_slp_published_to_slot,phys_daily_wind_slp_delta_p95,phys_daily_wind_delta_p95,phys_daily_wind_dir_delta_p95,phys_daily_wind_dir_flip_count,phys_psi_path,phys_psi_native_ms,phys_psi_iters_run,phys_psi_residual_final,phys_psi_early_exit,phys_psi_mode,phys_ocean_delta_p95,phys_thermal_current_p95,phys_ocean_current_preclamp_p95,phys_ocean_current_preclamp_max,phys_ocean_current_clamp_count,phys_ocean_current_clamp_ratio,phys_ocean_current_max_magnitude,cell_index,q,r,s,temp_arr,temp_arr_prev,moisture_arr,moisture_arr_prev,snow_cover_arr,snow_cover_arr_prev,temp_baseline_arr,temp_30d_arr,temp_365d_arr,temp_anomaly_arr,sea_ice_frac_arr,sea_ice_frac_arr_prev,weather_intensity_arr,weather_cloud_arr,weather_cloud_water_arr,weather_precip_arr,weather_transition_alpha_arr,weather_classification_temp_arr,weather_classification_moisture_arr,weather_vapor_arr,weather_convergence_arr,weather_instability_arr,weather_field_init_arr,air_mass_temp_anomaly_arr,ocean_thermal_anomaly_arr,local_thermal_anomaly_arr,has_river_arr,river_flow_arr,river_downstream_arr,hydro_parent_arr,river_discharge_arr,river_discharge_30d_arr,river_storage_arr,groundwater_storage_arr,surface_runoff_arr,ema_initialized_arr,temp_season_offset_arr,insolation_now_arr,insolation_dev_arr,day_length_arr,heat_input_arr,thermal_energy_arr,snowpack_arr,water_balance_30d_arr,vegetation_vitality_arr,vitality_low_streak_arr,vitality_high_streak_arr,soil_moisture_arr,vegetation_growth_pressure_arr,temperature_transport_anomaly_arr,vegetation_heat_stress_arr,vegetation_drought_stress_arr,vegetation_cold_stress_arr,vegetation_regen_score_arr,elevation_arr,base_moisture_arr,ocean_current_x_arr,ocean_current_y_arr,wind_x_arr,wind_y_arr,slp_arr,wind_speed_arr,upwelling_strength_arr,wind_stress_curl_arr,ocean_psi_arr,cell_pos_x_arr,cell_pos_y_arr,cell_lat_norm_arr,temp_baseline_year_arr,terrain_arr,landform_arr,vegetation_arr,has_volcano_arr,is_lake_seed_arr,base_terrain_arr,base_landform_arr,base_vegetation_arr,cover_arr,weather_type_arr,weather_prev_type_arr,weather_target_type_arr,is_water_arr,climate_dirty_mask,weather_dirty_mask
2235,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2235,-3,37,-34,0.152039,0.291824,0.58088,0.605164,1,1,0.087777,0.004831,0.000402,0.004429,0,0,0,0,0,0,1,0.291824,0.605164,0,0,0,0,0.08,0,-0.015738,0,0,-1,2296,0,0,0,0,0,1,0.140977,1,0.61749,1,1,0.087777,0,0,0.7,0,0,0,0,0,0,0,0,0,0.542084,0.456803,0,0,-0.932303,0.361678,-0.068942,0.722769,0,0,0,26.846788,55.5,0.948718,0.092641,9,5,2,0,0,8,5,2,1,0,0,0,0,1,0
2236,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2236,-2,37,-35,0.153902,0.296467,0.676638,0.717434,1,1,0.08964,0.009382,0.005038,0.004344,0,0,0,0,0,0,1,0.296467,0.717434,0,0,0,0,0.08,0,-0.015738,0,0,-1,2297,0,0,0,0,0,1,0.133033,1,0.61749,1,1,0.08964,0,0,0.7,0,0,0,0,0,0,0,0,0,0.494522,0.496205,0,0,-0.990379,0.13838,-0.062367,0.773212,0,0,0,28.578838,55.5,0.948718,0.092641,9,5,2,0,0,8,5,2,1,0,0,0,0,1,0
2237,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2237,-1,37,-36,0.159307,0.305441,0.727355,0.768335,1,1,0.095044,0.018237,0.014002,0.004235,0,0,0,0,0,0,1,0.305441,0.768335,0,0,0,0,0.08,0,-0.015738,0,0,-1,2298,0,0,0,0,0,1,0.122834,1,0.61749,1,1,0.095044,0,0,0.7,0,0,0,0,0,0,0,0,0,0.479983,0.541646,0,0,-0.993468,-0.11411,-0.052613,0.880475,0,0,0,30.310888,55.5,0.948718,0.092641,9,5,2,0,0,8,5,2,1,0,0,0,0,1,0
2238,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2238,0,37,-37,0.178631,0.334028,0.729131,0.770672,0,0,0.123631,0.046823,0.042588,0.004235,0,0,0,0,0,0,1,0.334028,0.770672,0,0,0,0,0.08,0,-0.025,0,0,-1,2298,0,0,0,0,0,1,0.122834,1,0.61749,1,1,0.123631,0,0,0.7,0,0,0,0,0,0,0,0,0,0.43367,0.541646,0,0,-0.97716,-0.212504,-0.03987,1.053878,0,0,0,32.042938,55.5,0.948718,0.092641,8,4,2,0,0,8,4,2,4,0,0,0,0,1,0
2239,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2239,1,37,-38,0.113324,0.330705,0.755583,0.78486,0,0,0.102566,0.042909,0.039217,0.003692,0,0,0,0,0,0,1,0.330705,0.78486,0,0,0,0,0.08,-0.001255,-0.067988,0,0,-1,2300,0,0,0,0,0,1,0.109737,1,0.61749,1,1,0.102566,0.8,0,0.7,0,0,0,0,-0.001255,0,0,0,0,0.439054,0.594055,0,0,-0.927432,-0.373992,-0.02541,1.157995,0,0,0,33.77499,55.5,0.948718,0.092641,17,4,2,0,0,8,4,2,2,0,0,0,0,1,0
2240,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2240,2,37,-39,0.11642,0.333801,0.756184,0.773481,0,0,0.105663,0.046005,0.042313,0.003692,0,0,0,0,0,0,1,0.333801,0.773481,0,0,0,0,0.08,-0.001255,-0.067988,0,0,-1,2300,0,0,0,0,0,1,0.109737,1,0.61749,1,1,0.105663,0.8,0,0.7,0,0,0,0,-0.001255,0,0,0,0,0.434037,0.62199,0,0,-0.785557,-0.61879,-0.010704,1.173048,0,0,0,35.507042,55.5,0.948718,0.092641,17,4,2,0,0,8,4,2,2,0,0,0,0,1,0
2241,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2241,3,37,-40,0.112653,0.3338,0.936887,0.938964,0,0,0.105661,0.046004,0.042312,0.003692,0,0,0,0,0,0,1,0.3338,0.938964,0,0,0,0,0.08,-0.001255,-0.071754,0,0,-1,2242,0,0,0,0,0,1,0.109737,1,0.61749,1,1,0.105661,0.8,0,0.7,0,0,0,0,-0.001255,0,0,0,0,0.434039,0.824258,0,0,-0.925167,-0.37956,0.002026,1.143887,0,0,0,37.239094,55.5,0.948718,0.092641,17,4,2,0,0,8,4,2,2,0,0,0,0,1,0
2242,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2242,4,37,-41,0.068451,0.345465,0.919235,0.919235,0,0,0.068504,0.054382,0.053703,0.000679,0.00535,0.00535,0,0,0,0,1,0.345465,0.919235,0,0,0,0,0.08,0,-0.000053,0,0,-1,2303,0,0,0,0,0,1,0.168945,1,0.61749,1,1,0.068504,0,0,0,0,0,0,0,-0.007792,0,0,0,0,0.39,0.919235,0.009687,-0.03309,-0.992457,-0.122593,0.016161,1.118612,0.111795,-0.028531,0.041584,38.971142,55.5,0.948718,0.092641,1,2,0,0,0,1,2,0,0,0,0,0,1,1,0
2243,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2243,5,37,-42,0.068458,0.345465,0.869546,0.869546,0,0,0.068504,0.054382,0.053703,0.000679,0.004625,0.004625,0,0,0,0,1,0.345465,0.869546,0,0,0,0,0.08,0,-0.000046,0,0,-1,2303,0,0,0,0,0,1,0.168945,1,0.61749,1,1,0.068504,0,0,0,0,0,0,0,-0.007792,0,0,0,0,0.39,0.869546,0.021106,-0.033934,-0.633846,-0.773459,0.026208,0.998519,0.410562,-0.182151,0.05225,40.703194,55.5,0.948718,0.092641,1,2,0,0,0,1,2,0,0,0,0,0,1,1,0
2244,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2244,6,37,-43,0.068448,0.345465,0.780081,0.780081,0,0,0.068504,0.054382,0.053703,0.000679,0.005677,0.005677,0,0,0,0,1,0.345465,0.780081,0,0,0,0,0.08,0,-0.000057,0,0,-1,2304,0,0,0,0,0,1,0.168945,1,0.61749,1,1,0.068504,0,0,0,0,0,0,0,-0.007792,0,0,0,0,0.39,0.780081,0.013769,-0.023212,-0.741064,-0.671434,0.032572,1.008754,0.298531,-0.722268,0.174308,42.435246,55.5,0.948718,0.092641,1,2,0,0,0,1,2,0,0,0,0,0,1,1,0
2245,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2245,7,37,-44,0.068434,0.345465,0.693839,0.693839,0,0,0.068504,0.054382,0.053703,0.000679,0.006994,0.006994,0,0,0,0,1,0.345465,0.693839,0,0,0,0,0.08,0,-0.00007,0,0,-1,2305,0,0,0,0,0,1,0.168945,1,0.61749,1,1,0.068504,0,0,0,0,0,0,0,-0.007792,0,0,0,0,0.39,0.693839,0.000199,-0.034385,-0.477617,-0.878568,0.038044,0.984421,0.353775,-0.795909,0.261268,44.167297,55.5,0.948718,0.092641,1,2,0,0,0,1,2,0,0,0,0,0,1,1,0
2246,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2246,8,37,-45,0.113274,0.336332,0.728885,0.74776,0,0,0.108193,0.048536,0.044844,0.003692,0,0,0,0,0,0,1,0.336332,0.74776,0,0,0,0,0.08,-0.001283,-0.073637,0,0,-1,2245,0,0,0,0,0,1,0.109737,1,0.61749,1,1,0.108193,0.8,0,0.7,0,0,0,0,-0.001283,0,0,0,0,0.429937,0.594055,0,0,-0.120754,-0.992682,0.034159,0.851272,0,0,0,45.899345,55.5,0.948718,0.092641,17,4,2,0,0,8,4,2,2,0,0,0,0,1,0
2247,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2247,9,37,-46,0.174042,0.320176,0.73144,0.77371,1,1,0.109779,0.032972,0.028737,0.004235,0,0,0,0,0,0,1,0.320176,0.77371,0,0,0,0,0.08,0,-0.015738,0,0,-1,2246,0,0,0,0,0,1,0.122834,1,0.61749,1,1,0.109779,0,0,0.7,0,0,0,0,0,0,0,0,0,0.456111,0.541646,0,0,-0.644629,-0.764496,0.03193,0.860513,0,0,0,47.631397,55.5,0.948718,0.092641,9,5,2,0,0,8,5,2,1,0,0,0,0,1,0
2248,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2248,10,37,-47,0.11568,0.33306,0.756142,0.785565,0,0,0.104922,0.045265,0.041573,0.003692,0,0,0,0,0,0,1,0.33306,0.785565,0,0,0,0,0.08,-0.001255,-0.067988,0,0,-1,2309,0,0,0,0,0,1,0.109737,1,0.61749,1,1,0.104922,0.8,0,0.7,0,0,0,0,-0.001255,0,0,0,0,0.435237,0.594055,0,0,-0.914165,-0.405342,0.040689,1.018726,0,0,0,49.363449,55.5,0.948718,0.092641,17,4,2,0,0,8,4,2,2,0,0,0,0,1,0
2249,4,206193,false,60,6.703,5.153,0.005,1.49,0,0,0,0,0,0,0,0,0,0,0.046184,0.2175,0,0,0,0,0,0.099,1.016899,0.061539,0.240069,wind_surface,true,0.285714,0,4,6,1,6,6,partial,wind_surface,wind_surface_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,4,-1,false,0,false,false,0,0,,0.043789,4,3,0,phys_none,1,phys_slp,phys_solve,false,true,1,false,0,false,0,1,0,620544,false,false,true,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdscript,-1,0.0645,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,false,-1,0,false,,-1,-1,-1,-1,,false,false,false,false,0,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2249,11,37,-48,0.10762,0.315739,0.729038,0.747724,0,0,0.0876,0.027943,0.024251,0.003692,0,0,0,0,0,0,1,0.315739,0.747724,0,0,0,0,0.08,-0.001255,-0.058725,0,0,-1,2309,0,0,0,0,0,1,0.109737,1,0.61749,1,1,0.0876,0.8,0,0.7,0,0,0,0,-0.001255,0,0,0,0,0.4633,0.594055,0,0,-0.733152,-0.680065,0.050887,1.031365,0,0,0,51.095497,55.5,0.948718,0.092641,17,5,2,0,0,8,5,2,2,0,0,0,0,1,0
