epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures,merchant_cash,merchant_inventory_retail_value,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_procurement_margin_value,merchant_trade_purchase_cash,merchant_trade_sale_cash,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_effective_buy_factor_q16,building_investment_buildings_started,building_investment_portfolios_started,building_investment_types_started,building_investment_owner_population_moved,building_investment_max_type_owner_share_q16,building_investment_demand_limited,building_investment_material_limited,building_investment_capital_limited,building_investment_owner_population_limited,recovery_partially_liquidated_buildings,recovery_fully_liquidated_groups
11,16,16,false,trade_planning,65535,16,16,4847,2400,120,261,10174,0,616401,0,66009,307,311,278992689,1759821767,151347587,2166143013,27096478,2166143013,120053536431,701054658,9466397800,132207956,3808000,128399956,3046400000,6419997800,0,0,0,4753544523,0,47245379,54787446,-7542067,88,204343585787,123192596669,109887096365,1012392,29191940926,109886083973,4243942258,244587822,94281460,ACTIVE,true,1,9019343983884584987,7579129114435938123,ROUTE,12967,12967,0,32,5,0,0,initial_topology_capture,32,67,0,58456,4,370,264,53,13,9,4,0,71,0,0,0,0,0,23,0,3,0,125137059840,0,0,0,0,1459000,197,121,91,67,13,166,0,404,0,0,1,118453505,454163695,409113549,45050146,1784898714,15,0,0,0,0,0,0,0,0,0,0,0,67354672705,0,0,0,0,0,0,0,0,0,0,0,0,113,52,0,0,0,1091080428253,757787599920,719895903304,1810976331557,5784698433,0,62839,109886083973,650719,62259,443,80,166,261,65536,20,8,0,155,0,0
12,17,17,false,trade_planning,65535,17,17,4861,2400,120,261,10208,0,494662,0,50049,246,163,217221942,1387152269,104506082,1737150958,26556496,1737150958,100337178291,949107628,6539799850,104230997,1771000,102459997,1416800000,5122999850,0,0,0,3358576125,0,36018589,43900224,-7881635,74,171740040564,101985108527,92849179883,909070,24534291612,92848270813,3228414976,196435635,56581037,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,0,13703,0,0,6,0,0,initial_topology_capture,0,0,0,74667,4,446,324,84,30,9,21,0,87,0,0,0,0,0,53,31,1,0,125061562368,175817539,0,0,0,571250,176,106,67,46,13,144,0,453,0,0,0,88032647,346010275,319149266,26861009,1260793304,16,16,1379,1379,135,3,0,0,1241,0,0,0,58964549730,0,0,0,0,0,0,0,0,0,0,0,1059,79,55,0,27,0,1049710911252,759852836888,721857872100,1771568783352,4887707157,1472203,14464,92849743016,740915,62259,233,70,144,198,65536,25,9,3,101,0,0
13,18,18,false,trade_planning,65535,18,18,4879,2400,120,261,10251,0,448249,0,40536,251,208,195409912,1203996752,86433915,1596614547,28408428,1596614547,67426868309,529065572,3278398950,46997979,1238000,45759979,990400000,2287998950,0,0,0,1658296509,0,29706397,33799496,-4093099,78,135543766572,71137744794,63620392389,988602,19363395321,63619403787,2825843705,180445169,40039578,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,4096,13703,0,930,6,0,0,initial_topology_capture,930,2019,0,74667,4,446,324,84,30,9,21,0,87,0,0,0,0,0,43,0,10,0,125065756672,0,0,0,0,336250,174,103,66,46,16,146,0,428,0,0,0,70676290,305275741,286459509,18816232,1135080409,17,0,2679,2679,264,3,0,0,2412,0,0,0,46295718159,0,0,0,0,0,0,0,0,0,0,0,0,90,38,0,0,0,1023424951060,755949875964,718150071105,1741575022165,3349203990,0,2185040,63619403787,1054256,62259,164,73,146,156,65536,17,0,6,123,0,0
14,19,19,false,trade_planning,65535,19,19,4921,2400,120,261,10315,0,442008,0,41355,243,151,190847496,1199727812,92081546,1562928887,10731955,1562928887,73184047998,446652112,4250099850,39071997,3062000,36009997,2449600000,1800499850,0,0,0,2025004492,0,34790327,34118058,672269,76,146739815997,74542810794,68487991503,695467,20962830951,68487296036,2808751734,177878641,34383658,ACTIVE,true,1,9019343983884584987,7579129114435938123,ROUTE,13703,13703,0,36,6,0,0,initial_topology_capture,36,75,0,74667,4,446,324,84,30,9,21,0,87,0,0,0,0,0,35,0,8,0,125371940864,0,0,0,0,634250,234,155,103,75,22,200,0,297,0,0,0,112886915,296048615,280028892,16019723,1120988781,18,0,3918,3918,392,3,0,0,3523,0,0,0,48246975187,0,0,0,0,0,0,0,0,0,0,0,0,93,38,0,0,0,1005774399776,751485594858,713909017631,1719683417407,3605465786,0,952474,68487296036,962432,62259,269,78,200,244,65536,22,13,3,155,0,0
15,20,20,false,trade_planning,65535,20,20,4950,2400,120,261,10361,0,542106,0,47395,256,227,232841629,1363862947,168098882,1930760939,17757556,1930760939,86258627699,927228991,2792400000,37428000,1228000,36200000,982400000,1810000000,0,0,0,1402541477,0,38145954,38167243,-21289,81,149117704472,118022856786,82539612875,614167,21302529316,82538998708,3280397929,223637995,20075194,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,0,12580,0,0,7,0,0,initial_topology_capture,0,0,0,90871,4,597,420,119,47,9,38,0,101,0,0,0,0,0,68,35,2,0,125493575680,122395276,0,0,0,377750,179,110,71,41,17,152,0,445,0,0,0,80140529,348973805,340784426,8189379,1340015686,19,19,5194,5200,519,3,0,0,4672,0,0,0,59457886343,0,0,0,0,0,0,0,0,0,0,0,1764,96,67,0,55,0,942414992786,755910556976,718112718127,1660527710913,4345166205,904680,389091,82539903388,748269,62259,198,70,152,173,65536,18,2,0,125,0,0
16,21,21,false,trade_planning,65535,21,21,4975,2400,120,261,10396,0,562295,0,119978,298,435,419141371,2096424125,276357478,2020997401,47430208,2020997401,124249978849,1271958786,9681699900,135073998,3904000,131169998,3123200000,6558499900,0,0,0,4872722662,0,35325568,50632307,-15306739,350,200735471673,155354266684,113297328331,1008168,28676496059,113296320163,6762071681,322244284,275617961,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,4096,12580,0,1076,7,0,0,initial_topology_capture,1076,2227,0,90871,4,597,420,119,47,9,38,0,101,0,0,0,0,0,62,0,6,0,127003525120,0,0,0,0,444250,195,100,34,29,8,142,0,494,0,0,0,77166370,765542953,627434394,138108559,2804655107,20,0,6494,6548,805,3,0,0,5686,0,0,0,59805120461,0,0,0,0,0,0,88,19,0,2,0,0,41,67,0,0,0,908466705867,778739464908,739800110956,1648266816823,5964357369,0,124440,113296320163,525500,62259,186,74,142,175,65536,11,0,12,214,0,0
17,22,22,false,trade_planning,65535,22,22,4999,2400,120,261,10425,0,450847,0,93693,235,406,337700034,1693595299,244073382,1623108017,43436842,1623108017,108583659764,1304276690,6580999850,104994997,1775000,103219997,1420000000,5160999850,0,0,0,3388876149,0,31296705,42525664,-11228959,312,163521177166,228123222099,100699790480,1407256,23360168262,100698383224,5645834324,241428939,274185892,ACTIVE,true,1,9019343983884584987,7579129114435938123,ROUTE,12580,12580,0,37,7,0,0,initial_topology_capture,37,74,0,90871,4,597,420,119,47,9,38,0,101,0,0,0,0,0,48,0,14,0,127284543488,0,0,0,0,347750,160,92,28,24,7,126,0,442,0,0,0,80531109,642443058,505225928,137217130,2329881389,21,0,6454,6549,779,3,0,0,5672,0,0,0,48622575616,0,0,0,0,0,0,74,18,0,5,0,0,44,57,0,0,0,878953568312,798416549655,758493281390,1637446849702,5301088465,0,475523,100698383224,572036,62259,178,62,126,186,65536,8,6,0,152,0,0
18,23,23,false,trade_planning,65535,23,23,5021,2400,120,261,10453,0,410667,0,77926,220,412,293622927,1459987033,163041709,1488268120,17859625,1488268120,66835732074,592830457,3382498200,48074994,1304998,46769996,1043998400,2338499800,0,0,0,1719261372,0,23179034,30256300,-7077266,288,134516529972,85418388171,62861461730,1058313,19216647240,62860403417,4377389376,244353145,137094860,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,0,13239,0,0,8,0,0,initial_topology_capture,0,0,0,111803,4,712,491,147,67,14,53,0,114,0,0,0,0,0,65,28,11,0,127397789696,96683738,0,0,0,319500,150,81,37,32,12,113,0,445,2,0,0,60481668,507909300,439656570,68252730,1509244019,22,22,6412,6550,755,3,0,0,5654,0,0,0,39723862794,0,0,0,0,0,0,78,22,0,1,0,631,30,75,0,43,0,864357450941,803727208964,763538391510,1627895842451,3309335642,929232,227673,62861332649,901134,62259,144,59,113,138,65536,4,0,3,135,0,0
19,24,24,false,trade_planning,65535,24,24,5040,2400,120,261,10480,0,402887,0,80404,214,286,304327119,1471492201,206900412,1457293329,15517605,1457293329,76419848081,879485093,4287699800,39343996,3094000,36249996,2475200000,1812499800,0,0,0,2058784495,0,29331360,30581357,-1249997,305,139550181692,87755901810,71253367981,704793,19935740339,71252663188,5033764327,217624961,248111906,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,4096,13239,0,886,8,0,0,initial_topology_capture,886,2293,0,111803,4,712,491,147,67,14,53,0,114,0,0,0,0,0,57,0,8,0,127754305536,0,0,0,0,309250,139,79,51,47,13,109,0,425,0,0,0,78429228,579604554,455834653,123769901,1941145436,23,0,6375,6553,737,3,0,0,5635,0,0,0,43834183002,0,0,0,0,0,0,76,19,0,2,0,0,33,62,0,0,0,832845887424,819411956304,778438853617,1611284741041,3751046835,0,311208,71252663188,766025,62259,179,57,109,175,65536,14,0,6,113,0,0
20,25,25,false,trade_planning,65535,25,25,5069,2400,120,261,10507,0,494197,0,95208,255,351,369161072,1795229103,210861665,1799618210,15355536,1799618210,88142460436,744445448,2803899900,37507998,1238000,36269998,990400000,1813499900,0,0,0,1418838957,0,30915988,34026604,-3110616,315,147217889108,144642969511,84594970377,855289,21031127117,84594115088,5948169612,277437311,263807295,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,8192,13239,0,2017,8,0,0,initial_topology_capture,2017,4311,0,111803,4,712,491,147,67,14,53,0,114,0,0,0,0,0,47,0,10,0,127896911872,0,0,0,0,376750,166,85,29,26,10,123,0,497,1,0,0,89362422,685734210,553354769,132379441,2550866375,24,0,6338,6560,712,3,0,0,5623,0,0,0,43618020440,0,0,0,0,0,0,81,16,0,1,0,0,43,62,0,0,0,807367503646,837280493636,795413909508,1602781413154,4453585646,0,354555,84594115088,625476,62259,205,65,123,200,65536,8,0,9,170,0,0
21,26,26,false,trade_planning,65535,26,26,5083,2400,120,261,10560,0,228824,0,453051,292,690,333000740,3008435303,209659346,55648484,144579501,55648484,96488476041,1037596204,9753200000,136054000,3934000,132120000,3147200000,6606000000,0,0,0,4919892995,0,37902101,79842516,-41940415,598,177803896018,98667267081,85698817211,1137374,25400556679,85697679837,5092313678,285966469,97625742,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,0,13284,0,0,9,0,0,initial_topology_capture,0,0,0,122682,4,804,541,158,93,14,79,0,132,0,0,0,0,0,46,11,12,0,128375062528,8894082,0,0,0,1583250,205,151,9,7,4,161,0,248,1,0,1,208387141,514040498,457763476,56277022,2700147287,25,25,6210,6565,480,1,0,0,5729,0,0,0,51318074403,0,0,0,0,0,0,333,249,17,50,0,1279,75,152,0,39,0,788305955448,847799550484,805406981338,1593712936786,4512521512,143401,300001,85697823238,602844,62259,503,73,161,378,65536,46,0,2,108,0,0
22,27,27,false,trade_planning,65535,27,27,5092,2400,120,261,10619,0,182263,0,362289,238,226,271027348,2435604175,127186317,51087012,125052497,51087012,73654143571,701211585,6637000000,105665000,1805000,103860000,1444000000,5193000000,0,0,0,3426979545,0,27305693,63117132,-35811439,535,140925427621,74343978253,66316993183,1061197,20132204039,66315931986,4287727168,227216740,103696205,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,4096,13284,0,1109,9,0,0,initial_topology_capture,1109,2046,0,122682,4,804,541,158,93,14,79,0,132,0,0,0,0,0,41,0,5,0,128689635328,0,0,0,0,568750,203,141,9,8,4,160,0,272,0,0,0,101215570,439324158,372125729,67198429,2446431228,26,0,6099,6572,428,1,1,0,5669,0,0,0,41244184060,0,0,0,0,0,0,299,222,13,45,0,0,76,135,0,0,0,774286450994,850691561755,808154383166,1582440834160,3491983175,0,224389,66315931986,765180,62259,221,67,160,212,65536,43,0,10,82,0,0
