epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error
25,25,125,false,trade_planning,65535,121,125,8949,2400,120,260,16862,0,171584,3489,1323,0,1,35248892,781389747,98906297,256943518,6346690,256943518,6860592073,15177061,506656250,11666250,422500,11243750,338000000,168656250,0,0,0,343123200,0,51287951,68668973,-17381022,1418,19501642228,2785949663,6338758762,264810714,35286381,1402001,ACTIVE,true,13,9115162987040895031,7751870094901102735,SCAN,16384,288000,0,0,0,12,12,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912506368,0,0,0,0
26,26,130,false,trade_planning,65535,126,130,8949,2400,120,260,16862,0,171583,3489,1323,0,1,35328471,794055493,93181014,256937503,18301321,256937503,6779594273,37912589,506656250,11666250,422500,11243750,338000000,168656250,0,0,0,343747635,0,50839347,68260578,-17421231,1418,19581329150,2797333509,6235025434,263102818,35357633,1004377,ACTIVE,true,14,8406819041724881563,7751870094901102735,SCAN,0,288000,0,0,0,13,13,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912506368,0,0,0,0
27,27,135,false,trade_planning,65535,131,135,8949,2400,120,260,16862,0,171582,3489,1323,0,1,33795223,771637851,228660040,256932644,7083381,256932644,6543305950,14885354,506656250,11666250,422500,11243750,338000000,168656250,0,0,0,343934826,0,51934831,64873213,-12938382,1418,19821840476,2831692277,6021764346,260550192,33858768,1591945,ACTIVE,true,14,8406819041724881563,7751870094901102735,SCAN,16384,288000,0,0,0,13,13,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912506368,0,0,0,0
28,28,140,false,trade_planning,65535,136,140,8949,2400,120,260,16862,0,171580,3489,1323,0,2,32850992,860194088,142872705,256927090,10663866,256927090,9005416642,30189684,506656250,11666250,422500,11243750,338000000,168656250,0,0,0,343916805,0,52751909,80519831,-27767922,1418,19920436310,2845777420,8468570708,266635625,33202958,2723617,ACTIVE,true,15,7851147741155664849,7751870094901102735,SCAN,0,288000,0,0,0,14,14,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912506368,0,0,0,0
29,29,145,false,trade_planning,65535,141,145,8949,2400,120,260,16862,0,171578,3489,1323,0,2,36939383,822389599,91008435,256923081,46502333,256923081,7510096507,132786225,506656250,11666250,422500,11243750,338000000,168656250,0,0,0,344218775,0,53323951,72529115,-19205164,1418,18003758438,2571966298,6870654032,271218638,37119664,1239837,ACTIVE,true,15,7851147741155664849,7751870094901102735,SCAN,16384,288000,0,0,0,14,14,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912506368,0,0,0,0
30,30,150,false,trade_planning,65535,146,150,8949,2400,120,260,16862,0,171575,3489,1323,0,3,36464507,834619204,113472166,256915702,3622861,256915702,6914016467,7477380,506656250,11666250,422500,11243750,338000000,168656250,0,0,0,344487731,0,54916788,69204534,-14287746,1418,17750803832,2535829912,6399882837,268749900,36744798,1089116,ACTIVE,true,16,3620075663058384863,7751870094901102735,SCAN,0,288000,0,0,0,15,15,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912506368,0,0,0,0
31,31,155,false,trade_planning,65535,151,155,8949,2400,120,260,16862,0,171575,3488,1323,0,1,36002183,787990180,138616724,256913339,218094,256913339,6209997070,565422,506656250,11666250,422500,11243750,338000000,168656250,0,0,0,344477430,0,55206911,60693734,-5486823,1418,17892246130,2556035954,5702775398,263742163,36053964,1041082,ACTIVE,true,16,3620075663058384863,7751870094901102735,SCAN,16384,288000,0,0,0,15,15,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912506368,0,0,0,0
32,32,160,false,trade_planning,65535,156,160,8949,2400,120,260,16862,0,171570,3488,1323,0,5,36021839,751852865,184596277,256902649,596057,256902649,5905906420,1458886,506562500,11660000,422500,11237500,338000000,168562500,0,0,0,344431835,0,55248708,55694531,-445823,1418,18593836485,2656263129,5397885034,261842416,36118179,1150197,ACTIVE,true,17,7415757021394075977,7751870094901102735,SCAN,0,288000,0,0,0,16,16,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912506368,0,0,0,0
33,33,165,false,trade_planning,65535,161,165,8949,2400,120,260,16862,0,171563,3488,1323,0,7,34131843,760520792,121689949,256899892,1991421,256899892,6089060464,5524350,506562500,11660000,422500,11237500,338000000,168562500,0,0,0,344437937,0,55512094,56545598,-1033504,1418,19491476806,2784497484,5576973614,257178765,34204341,1258509,ACTIVE,true,17,7415757021394075977,7751870094901102735,SCAN,16384,288000,0,0,0,16,16,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912506368,0,0,0,0
34,34,170,false,trade_planning,65535,166,170,8946,2400,120,260,16862,0,171556,3488,1320,0,10,35910255,767511389,99000235,256896248,10880047,256896248,6268363195,28799430,506562500,11660000,422500,11237500,338000000,168562500,0,0,0,344537296,0,55829448,61220306,-5390858,1418,20151582827,2878798341,5733001265,263545961,36317657,1262481,ACTIVE,true,18,2991340658475257625,7751870094901102735,SCAN,0,288000,0,0,0,17,17,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912506368,0,0,0,0
35,35,175,false,trade_planning,65535,171,175,8942,2400,120,260,16862,0,171553,3488,1316,0,7,34840019,764333749,90672055,256888172,10575421,256888172,6147802126,27405218,506562500,11660000,422500,11237500,338000000,168562500,0,0,0,344676979,0,54998225,59843649,-4845424,1418,20726872030,2960982482,5613834408,260706997,35253136,1181444,ACTIVE,true,18,2991340658475257625,7751870094901102735,SCAN,16384,288000,0,0,0,17,17,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912506368,0,0,0,0
36,36,180,false,trade_planning,65535,176,180,8937,2400,120,260,16862,0,171538,3488,1311,0,20,34037524,787930309,121190364,256882072,6455118,256882072,6335389481,19383030,506562500,11660000,422500,11237500,338000000,168562500,0,0,0,344726072,0,55140375,61376984,-6236609,1418,21410241545,3058606726,5809443951,260313625,34177018,1531178,ACTIVE,true,19,4680994483438032175,7751870094901102735,SCAN,0,288000,0,0,0,18,18,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13904117760,0,0,0,0
37,37,185,false,trade_planning,65535,181,185,8925,2400,120,260,16862,0,171524,3488,1299,0,26,34110051,810292025,152048029,256872211,9154019,256872211,6720315627,25180047,506562500,11660000,422500,11237500,338000000,168562500,0,0,0,344927523,0,56017890,65477712,-9459822,1418,21900319338,3128617854,6188573080,263929729,34344445,1710009,ACTIVE,true,19,4680994483438032175,7751870094901102735,SCAN,16384,288000,0,0,0,18,18,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13904117760,0,0,0,0
38,38,190,false,trade_planning,65535,186,190,8902,2400,120,260,16862,0,171530,3488,1276,0,17,34755696,822786386,115807779,256866623,28931483,256866623,6604996290,71319957,506562500,11660000,422500,11237500,338000000,168562500,0,0,0,345274511,0,56373127,65732632,-9359505,1418,22114394101,3159199927,6027113833,266551040,34843322,1448761,ACTIVE,true,20,3432843159577187255,7751870094901102735,SCAN,0,288000,0,0,0,19,19,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13904117760,0,0,0,0
39,39,195,false,trade_planning,65535,191,195,8887,2400,120,260,16862,0,171532,3488,1261,0,13,35111784,837242296,103871168,256883020,18395333,256883020,6678813136,49595406,506562500,11660000,422500,11237500,338000000,168562500,0,0,0,345491733,0,56833874,65734863,-8900989,1418,22589563131,3227081244,6122655230,270134768,35375861,1410114,ACTIVE,true,20,3432843159577187255,7751870094901102735,SCAN,16384,288000,0,0,0,19,19,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13904117760,0,0,0,0
40,40,200,false,trade_planning,65535,196,200,8876,2400,120,260,16862,0,171524,3486,1250,0,21,36127693,945501231,105639525,256866519,35616480,256866519,11023052654,132909411,506562500,11660000,422500,11237500,338000000,168562500,0,0,0,345924841,0,57688931,82846191,-25157260,1418,22616872424,3230982551,10383580743,278739067,36484506,1380366,ACTIVE,true,21,9018247085358638857,7751870094901102735,SCAN,0,288000,0,0,0,20,20,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13904117760,0,0,0,0
41,41,205,false,trade_planning,65535,201,205,8865,2400,120,260,16862,0,171524,3486,1239,0,11,36572212,929824568,91708648,256858751,68166002,256858751,8668884095,256295025,506375000,11647500,422500,11225000,338000000,168375000,0,0,0,346770670,0,58300523,73645580,-15345057,1418,19609258773,2801323484,7906214070,283206019,38074463,1383243,ACTIVE,true,21,9018247085358638857,7751870094901102735,SCAN,16384,288000,0,0,0,20,20,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13904117760,0,0,0,0
42,42,210,false,trade_planning,65535,206,210,8862,2400,120,260,16862,0,171518,3486,1236,0,9,38029159,934273273,145781114,256858724,26603948,256858724,7514811298,63796939,506375000,11647500,422500,11225000,338000000,168375000,0,0,0,347075718,0,58856227,69035499,-10179272,1418,18829314414,2689902866,6944639359,282156976,38276217,1352991,ACTIVE,true,21,9018247085358638857,7751870094901102735,SCAN,32768,288000,0,24,0,20,20,normalized_topology_changed,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13904117760,0,0,0,0
43,43,215,false,trade_planning,65535,211,215,8857,2400,120,260,16862,0,171501,3486,1231,0,22,38313523,896565917,151283620,256847154,7879606,256847154,6589605321,18860133,506375000,11647500,422500,11225000,338000000,168375000,0,0,0,346906136,0,59279402,61454824,-2175422,1418,18906883095,2700984091,6064370188,280866459,38435802,1255463,ACTIVE,true,21,9018247085358638857,7751870094901102735,SCAN,49152,288000,0,267,0,20,20,normalized_topology_changed,267,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13904117760,0,0,0,0
44,44,220,false,trade_planning,65535,216,220,8855,2400,120,260,16862,0,171457,3486,1229,0,46,37324595,862355949,134807911,256818604,4131567,256818604,6112633583,11352630,506375000,11647500,422500,11225000,338000000,168375000,0,0,0,346929555,0,59411430,58915310,496120,1418,19737762211,2819681098,5594905953,278259537,37572275,1201517,ACTIVE,true,22,5826035608858662847,7751870094901102735,SCAN,0,288000,0,0,0,21,21,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13904117760,0,0,0,0
45,45,225,false,trade_planning,65535,221,225,8854,2400,120,260,16862,0,171417,3483,1228,0,44,36354954,846323837,109285633,256730250,6670808,256730250,6116333923,24871038,506375000,11647500,422500,11225000,338000000,168375000,0,0,0,347010732,0,59366540,58753269,613271,1418,20920874504,2988697129,5585087885,277230450,36910906,1220343,ACTIVE,true,22,5826035608858662847,7751870094901102735,SCAN,16384,288000,0,0,0,21,21,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13904117760,0,0,0,0
46,46,230,false,trade_planning,65535,226,230,8854,2400,120,260,16862,0,171375,3479,1228,0,46,35632528,841740660,105555207,256595426,13939383,256595426,6224452759,49717731,506093750,11628750,422500,11206250,338000000,168093750,0,0,0,347089975,0,59332409,59660425,-328016,1418,22086402550,3155201168,5668641278,278063087,36248411,1248643,ACTIVE,true,23,8809857343835887427,7751870094901102735,SCAN,0,288000,0,0,0,22,22,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13899923456,0,0,0,0
47,47,235,false,trade_planning,65535,231,235,8854,2400,120,260,16862,0,171341,3475,1228,0,38,35614491,842257738,93384183,256524288,17577632,256524288,6120418850,55853745,505718750,11603750,422500,11181250,338000000,167718750,0,0,0,347138622,0,59385089,58262833,1122256,1418,23238768586,3319824880,5558846355,281989214,36618524,1339212,ACTIVE,true,23,8809857343835887427,7751870094901102735,SCAN,16384,288000,0,0,0,22,22,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13895729152,0,0,0,0
