epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures,merchant_cash,merchant_inventory_retail_value,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_procurement_margin_value,merchant_trade_purchase_cash,merchant_trade_sale_cash,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_effective_buy_factor_q16,building_investment_buildings_started,building_investment_portfolios_started,building_investment_types_started,building_investment_owner_population_moved,building_investment_max_type_owner_share_q16,building_investment_demand_limited,building_investment_material_limited,building_investment_capital_limited,building_investment_owner_population_limited,recovery_partially_liquidated_buildings,recovery_fully_liquidated_groups
11,13,13,false,trade_planning,65535,13,13,4895,2400,120,261,10280,0,632312,0,29299,338,218,450453051,3646340052,243775395,2087000380,6012369,2087000380,146374695007,613970187,4960496750,55709935,2900000,52809935,2320000000,2640496750,0,0,0,2405919177,0,56421765,70779031,-14357266,0,314698348306,180954569865,140800802415,574345,44956906999,140800228070,6146073610,448554814,12446329,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,0,13017,0,0,4,0,0,initial_topology_capture,0,0,0,42384,0,281,171,36,33,23,10,0,31,0,0,0,0,0,20,12,2,0,626310250496,11582630,0,0,0,10490500,191,156,152,106,46,161,0,379,0,0,1,3180068948,671847182,671507228,339954,2640989562,12,12,0,0,0,0,0,0,0,0,0,0,88671414319,0,0,0,0,0,0,0,0,0,0,0,1058,10,25,0,42,0,1619506497922,745239881361,707975608628,2327482106550,7412703518,157605,16410,140800385675,753804,62259,4778,65,161,6361,65536,260,31,29,259,0,0
12,14,14,false,trade_planning,65535,14,14,4890,2400,120,261,10288,0,564481,0,27321,170,195,400717600,3346099177,107180562,1872284025,11719143,1872284025,124485478717,342348705,3604997550,45549966,1769999,43779967,1415999200,2188998350,0,0,0,1777341259,0,50455328,58483340,-8028012,0,278543222849,126846922611,120538658866,526404,39791889081,120538132462,5465261715,401490848,10910368,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,8192,13017,0,1945,4,0,0,initial_topology_capture,1945,4684,0,42384,0,281,171,36,33,23,10,0,31,0,0,0,0,0,16,0,4,0,626775818240,0,0,0,0,12678750,184,156,121,77,49,159,0,454,1,0,0,3743042245,597202279,596906173,296106,2375185688,13,0,0,0,0,0,0,0,0,0,0,0,78833939889,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,0,1602000159399,776069234625,737263400182,2339263559581,6346080768,0,17527,120538132462,870999,62259,5587,62,159,7548,65536,301,24,21,215,0,0
13,15,15,false,trade_planning,65535,15,15,4888,2400,120,261,10300,0,543343,0,25875,175,188,383629903,3227512199,100630352,1809213823,16351471,1809213823,113852465159,283486595,2390894800,22797911,1667999,21129912,1334399200,1056495600,0,0,0,1136517350,0,49339301,54742045,-5402744,0,267378821709,118280926856,111178601165,517401,38196974623,111178083764,5227350287,385076142,10901349,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,0,13521,0,0,5,0,0,initial_topology_capture,0,0,0,56556,0,361,217,49,36,25,11,0,48,0,0,0,0,0,25,13,4,0,620815712256,17951878,0,0,0,13429250,198,166,151,105,30,171,0,448,0,0,5,4066811458,571629498,571313984,315514,2280589549,14,14,0,0,0,0,0,0,0,0,0,0,75728226416,0,0,0,0,0,0,0,0,0,0,0,546,12,29,0,33,0,1589677248679,800041747373,760037214159,2349714462838,5853279064,170695,37689,111178254459,937063,62259,6138,66,171,8204,65536,272,36,13,256,0,0
14,16,16,false,trade_planning,65535,16,16,4889,2400,120,261,10308,0,560462,0,37310,267,184,231534574,1636580246,78422125,1912963409,3323136,1912963409,90207803361,421295741,4248496150,44319923,2710000,41609923,2168000000,2080496150,0,0,0,2041643626,0,45492838,55292518,-9799680,114,264902945779,90856306832,85538899068,887598,37843278071,85538011470,3578884743,209263373,71971463,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,8192,13521,0,1961,5,0,0,initial_topology_capture,1961,4348,0,56556,0,361,217,49,36,25,11,0,48,0,0,0,0,0,23,0,2,0,605418422272,0,0,0,0,7835500,214,203,95,63,19,209,0,432,0,0,1,2546148237,374211980,340557141,33654839,1748169190,15,0,0,0,0,0,0,0,0,0,0,0,75371664868,0,0,0,0,0,0,0,0,0,0,0,0,91,37,0,0,0,1578027705120,807783142758,767391516124,2345419221244,4503171479,0,8265,85538011470,1209025,62259,3891,76,209,5383,65536,306,280,0,217,0,0
15,17,17,false,trade_planning,65535,17,17,4885,2400,120,261,10326,0,636496,0,40490,301,214,262838749,1870955422,145056732,2153737439,18541496,2153737439,145213332425,862951404,5997995350,85309907,2310000,82999907,1848000000,4149995350,0,0,0,3011827069,0,54883801,70970806,-16087005,108,305637049275,201344713513,138353384869,999198,43662435715,138352385671,4048342603,242983411,60937107,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,12288,13521,0,2895,5,0,0,initial_topology_capture,2895,6595,0,56556,0,361,217,49,36,25,11,0,48,0,0,0,0,0,18,0,5,0,609554006016,0,0,0,0,8884500,253,221,94,69,16,233,0,380,0,0,1,3065283210,415259422,387057474,28201948,1745173803,16,0,1384,1384,340,5,1,0,1038,0,0,0,86664297888,0,0,0,0,0,0,0,0,0,0,0,0,77,34,0,0,0,1562774784629,824225553357,783011755998,2345786540627,7283003877,0,60667,138352385671,740269,62259,4634,86,233,6682,65536,245,252,10,303,0,0
16,18,18,false,trade_planning,65535,18,18,4882,2400,120,261,10348,0,620440,0,41164,326,333,257382468,1853697535,93159507,2110843249,16154508,2110843249,130465124108,761234115,4999998750,56499975,2900000,53599975,2320000000,2679998750,0,0,0,2427252202,0,54248455,66696803,-12448348,132,309897210822,132156636527,124704800237,908994,44271030215,124703891243,4036999616,236940886,71490604,ACTIVE,true,1,7807461096362226339,7725447737348676331,ROUTE,13521,13521,0,27,5,0,0,initial_topology_capture,27,76,0,56556,0,361,217,49,36,25,11,0,48,0,0,0,0,0,15,0,3,0,603082194944,0,0,0,0,12997750,309,269,96,64,25,283,0,391,0,0,0,4415410266,411959435,379790420,32169015,1790870292,17,0,2801,2801,707,5,1,0,2088,0,0,0,88278459984,0,0,0,0,0,0,0,0,0,0,0,0,85,23,0,0,0,1546298091870,835768694052,793977704412,2340275796282,6564693579,0,89334,124703891243,812630,62259,6557,102,283,9524,65536,287,222,9,358,0,0
17,19,19,false,trade_planning,65535,19,19,4922,2400,120,261,10374,0,557253,0,34670,297,176,222716980,1591704409,92722203,1896703208,10717632,1896703208,106356676553,651573360,3701498950,47029979,1800000,45229979,1440000000,2261498950,0,0,0,1826604163,0,47240699,55625619,-8384920,123,262705313494,108253948637,102004363211,758968,37529330590,102003604243,3293929518,221322487,9880250,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,0,14114,0,0,6,0,0,initial_topology_capture,0,0,0,68996,0,452,286,68,46,25,21,0,51,0,0,0,0,0,28,19,6,0,585243820032,1022582315,0,0,0,9004500,259,230,105,82,21,239,0,451,0,0,1,3048640394,331515569,327947829,3567740,1334789729,18,18,4247,4258,1086,5,1,0,3155,0,0,0,74457350871,0,0,0,0,0,0,0,0,0,0,0,1028,89,49,0,40,0,1535502476632,845125882749,802867005057,2338369481689,5369721222,65840534,46026,102069444777,985904,62259,4477,95,239,6451,65536,280,86,0,286,0,0
18,20,20,false,trade_planning,65535,20,20,4937,2400,120,261,10398,0,539409,0,29891,243,161,217451419,1519121690,106336464,1836980078,14064490,1836980078,101283333581,787385941,2375496750,22684965,1654998,21029967,1323998400,1051498350,0,0,0,1129590331,0,44046574,53791885,-9745311,113,257020149430,106700848669,98121224978,774088,36717164289,98120450890,3229333331,213352823,15755752,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,4096,14114,0,1073,6,0,0,initial_topology_capture,1073,2046,0,68996,0,452,286,68,46,25,21,0,51,0,0,0,0,0,19,0,9,0,586678272000,0,0,0,0,7977500,248,210,109,76,24,226,0,286,0,0,0,2686302842,327020282,320679596,6340686,1292133827,19,0,5696,5707,1460,5,1,0,4230,0,0,0,72647423761,0,0,0,0,0,0,0,0,0,0,0,0,83,32,0,0,0,1526430848973,858335136393,815415755658,2341846604631,5165297123,0,1781562,98120450890,1019524,62259,4040,80,226,5833,65536,329,113,6,234,0,0
19,21,21,false,trade_planning,65535,21,21,4931,2400,120,261,10403,0,524240,0,73550,253,235,383369179,2116167914,133473223,1811124069,5598410,1811124069,96038267377,441406296,4368000000,46710000,2710000,44000000,2168000000,2200000000,0,0,0,2105377163,0,49429272,54958051,-5528779,409,257166320435,145472890097,91229801289,940208,36738045879,91228861081,5850753089,322587790,179760650,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,8192,14114,0,2176,6,0,0,initial_topology_capture,2176,4064,0,68996,0,452,286,68,46,25,21,0,51,0,0,0,0,0,16,0,3,0,590880964608,0,0,0,0,3892000,150,133,38,33,7,140,0,578,1,0,0,1671803773,661862938,571528556,90334382,2566343761,20,0,6988,7044,1790,4,0,0,5194,0,0,0,72442998787,17767,0,0,0,0,0,114,47,0,11,0,0,35,68,0,0,0,1502501069507,875397403244,831624857095,2334125926602,4803004585,0,16993576,91228861081,1079350,62259,2689,79,140,3804,65536,38,0,0,94,0,0
20,22,22,false,trade_planning,65535,22,22,4940,2400,120,261,10418,0,591365,0,85688,290,223,430156179,2401803786,205776234,2040210658,9552902,2040210658,147612609378,715805083,6058499950,86519999,2310000,84209999,1848000000,4210499950,0,0,0,3044795757,0,58430096,70331742,-11901646,416,297829111388,247706873605,140839448352,1144007,42547016018,140838304345,6648916740,361109657,210307917,ACTIVE,true,1,7807461096362226339,7725447737348676331,ROUTE,14114,14114,32,33,6,0,0,initial_topology_capture,33,75,0,87338,0,584,354,95,76,41,35,0,60,0,0,0,0,0,37,27,6,0,616831123456,38066441,0,0,0,7944000,196,165,50,45,10,177,0,455,0,0,1,2852568197,748162904,641951636,106211268,2999516054,21,21,6940,7046,1762,4,0,0,5174,0,0,0,82851471227,21370,0,0,0,0,0,108,47,0,8,0,0,27,79,0,39,0,1455289132170,914615306491,868881745453,2324170877623,7414246743,1534861,31313780,140839839206,677179,62259,4218,78,177,6270,65536,41,33,8,213,0,0
21,23,23,false,trade_planning,65535,23,23,4942,2400,120,261,10431,0,582529,0,79025,289,339,403353505,2327934725,145765763,2002948069,9566240,2002948069,130115668333,523521740,5112396750,57052995,3012996,54039999,2410396800,2701999950,0,0,0,2477524249,0,58644313,67197753,-8553440,458,303165588664,178423621998,124480794710,1044867,43309369919,124479749843,5991705125,361322075,124124939,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,0,13035,0,0,7,0,0,initial_topology_capture,0,0,0,87338,0,584,354,95,76,41,35,0,60,0,0,0,0,0,32,0,5,0,641866924032,0,0,0,0,4437500,167,147,68,59,13,154,0,432,0,0,0,1756544165,669335060,606247843,63087217,2487019481,22,0,6887,7049,1734,4,0,0,5149,0,0,0,84159235044,22461,0,0,0,0,0,132,62,0,11,0,1593,33,80,0,0,0,1421579330674,940477312532,893450572224,2315029902898,6553122851,0,90269,124479749843,748431,62259,2781,73,154,3755,65536,22,89,10,179,0,0
22,24,24,false,trade_planning,65535,24,24,4932,2400,120,261,10441,0,515366,0,76623,253,187,383649199,2133098589,99688664,1794231028,6623807,1794231028,103790870558,352568558,3831297050,49010971,1840998,47169973,1472798400,2358498650,0,0,0,1892941259,0,50420613,54885648,-4465035,436,258458032307,105571413468,99607869171,864221,36922576140,99607004950,5811060452,331089625,172410741,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,4096,13035,0,983,7,0,0,initial_topology_capture,983,2417,0,87338,0,584,354,95,76,41,35,0,60,0,0,0,0,0,21,0,11,0,667879997440,0,0,0,0,7800750,171,153,59,49,10,159,0,498,0,0,0,2742789606,660273683,569822954,90450729,2670420996,23,0,6848,7051,1710,4,0,0,5134,0,0,0,71774892615,26859,0,0,0,0,0,123,43,0,5,0,0,29,57,0,0,0,1392915105789,964122722090,915913639153,2308828744942,5243815135,0,7710693,99607004950,916462,62259,4153,75,159,6200,65536,21,0,0,224,0,0
