epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,owner_capacity,owner_required,planned_owner_equivalent,filled_owner,owner_openings,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,owner_living_cost_per_day,owner_livelihood_required,viability_operating_cost,viability_income_gap,projected_owner_income_per_day,construction_ready_days,funded_capacity_q16,owner_working_capital_allocated,investment_score_q16,investment_payback_days,investment_rejection_reason,merchant_debt_principal,merchant_debt_premium,merchant_debt_term_cycles_left,merchant_debt_delinquent_cycles,last_in_kind_livelihood_value,recovery_failed_reviews
3,5,5,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,17342,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9831,65536,0,0,0,0,12421,62105,62105,16435,15708,,65536,0,0,0,0,0,0,0,0,0,0
3,5,5,1338,7,22,-29,0,1,70,9,4,8,8,8,8,0,0,0,0,65536,65536,42750,0,0,0,0,140000,102920,0,37080,0,0,514600,0,0,0,700000,0,22243,65536,0,0,0,0,12421,496840,496840,17760,22135,,0,2000,0,0,0,0,0,0,0,185400,0
3,5,5,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-265,65536,0,0,0,0,14598,72990,72990,-72990,16100,,65536,0,0,0,0,0,0,0,0,0,0
3,5,5,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18531,92655,92655,-92655,0,,65536,0,0,0,0,0,0,0,0,0,0
3,5,5,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,32768,65536,-8420,0,0,0,0,74025,24585,0,49440,10725,0,264540,0,0,0,1517880,0,44468,65536,0,0,0,0,13299,797940,797940,-533400,33163,,0,2000,0,0,0,0,0,0,0,494400,0
4,6,6,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,17342,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9831,65536,0,0,0,0,12421,62105,62105,16435,15708,,32768,26355,0,0,0,0,0,0,0,0,0
4,6,6,1338,7,22,-29,0,1,70,9,4,8,8,8,8,0,0,0,0,65536,65536,42750,0,0,0,0,140000,102920,0,37080,0,0,514600,0,0,0,700000,0,22243,65536,0,0,0,0,12421,496840,496840,17760,22135,,65536,0,0,0,0,0,0,0,0,185400,0
4,6,6,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-265,65536,0,0,0,0,14598,72990,72990,-72990,16100,,0,2000,0,0,0,0,0,0,0,0,0
4,6,6,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18531,92655,92655,-92655,0,,65536,0,0,0,0,0,0,0,0,0,0
4,6,6,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,32768,65536,-8420,0,0,0,0,74025,24585,0,49440,10725,0,264540,0,0,0,1517880,0,44468,65536,0,0,0,0,13299,797940,797940,-533400,33163,,32768,18750,0,0,0,0,0,0,0,494400,0
5,7,7,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,17342,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9831,65536,0,0,0,0,12421,62105,62105,16435,15708,,35363,0,0,0,0,0,0,0,0,0,0
5,7,7,1338,7,22,-29,0,1,70,9,4,8,8,8,8,0,0,0,0,65536,65536,42750,0,0,0,0,140000,102920,0,37080,0,0,514600,0,0,0,700000,0,22243,65536,0,0,0,0,12421,496840,496840,17760,22135,,65536,1844,0,0,0,0,0,0,0,185400,0
5,7,7,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-265,65536,0,0,0,0,14598,72990,72990,-72990,16100,,65536,0,0,0,0,0,0,0,0,0,0
5,7,7,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18531,92655,92655,-92655,0,,32768,26355,0,0,0,0,0,0,0,0,0
5,7,7,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,32768,65536,-8420,0,0,0,0,74025,24585,0,49440,10725,0,264540,0,0,0,1517880,0,44468,65536,0,0,0,0,13299,797940,797940,-533400,33163,,65536,0,0,0,0,0,0,0,0,494400,0
6,8,8,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63285,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,-206,2048,0,0,0,0,12807,64035,64035,-61836,444,,65536,1844,0,0,0,0,0,0,0,0,0
6,8,8,1338,7,22,-29,0,1,70,9,4,8,8,4,8,0,0,0,0,35363,35363,-25192,0,0,0,0,75543,38463,0,37080,0,0,197734,0,0,0,388369,0,20771,35363,0,0,0,0,12807,512280,512280,-314546,14486,,65536,0,0,0,0,0,0,0,0,191072,0
6,8,8,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,65536,65536,16760,0,0,0,500,1100,1100,0,0,0,0,96565,1844,0,0,96635,1844,8061,65536,0,0,0,0,15011,75055,76899,19666,18959,,65536,0,0,0,0,0,0,0,0,0,0
6,8,8,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19053,95265,95265,-95265,0,,32768,21925,0,0,0,0,0,0,0,0,0
6,8,8,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,32768,65536,-453,0,0,0,0,74025,24585,0,49440,10725,0,283563,0,0,0,1637820,0,47698,65536,0,0,0,0,13687,821220,821220,-537657,35786,,0,0,0,0,0,0,0,0,0,535682,0
6,8,8,1338,7,22,-29,0,5,252,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,12807,0,0,0,0,,65536,0,0,0,0,0,0,0,0,0,0
7,9,9,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63285,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,-206,2048,0,0,0,0,12807,64035,64035,-61836,444,,0,2000,0,0,0,0,0,0,0,0,0
7,9,9,1338,7,22,-29,0,1,70,9,4,8,8,4,8,0,0,0,0,35363,35363,-25192,0,0,0,0,75543,38463,0,37080,0,0,197734,0,0,0,388369,0,20771,35363,0,0,0,0,12807,512280,512280,-314546,14486,,65536,0,0,0,0,0,0,0,0,191072,0
7,9,9,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,65536,65536,16760,0,0,0,500,1100,1100,0,0,0,0,96565,1844,0,0,96635,1844,8061,65536,0,0,0,0,15011,75055,76899,19666,18959,,65536,0,0,0,0,0,0,0,0,0,0
7,9,9,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19053,95265,95265,-95265,0,,65536,0,0,0,0,0,0,0,0,0,0
7,9,9,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,32768,65536,-453,0,0,0,0,74025,24585,0,49440,10725,0,283563,0,0,0,1637820,0,47698,65536,0,0,0,0,13687,821220,821220,-537657,35786,,0,0,0,0,0,0,0,0,0,535682,0
7,9,9,1338,7,22,-29,0,5,252,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,12807,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
8,10,10,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63285,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,-206,2048,0,0,0,0,12807,64035,64035,-61836,444,,65536,0,0,0,0,0,0,0,0,0,0
8,10,10,1338,7,22,-29,0,1,70,9,4,8,8,4,8,0,0,0,0,35363,35363,-25192,0,0,0,0,75543,38463,0,37080,0,0,197734,0,0,0,388369,0,20771,35363,0,0,0,0,12807,512280,512280,-314546,14486,,32768,21925,0,0,0,0,0,0,0,191072,0
8,10,10,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,65536,65536,16760,0,0,0,500,1100,1100,0,0,0,0,96565,1844,0,0,96635,1844,8061,65536,0,0,0,0,15011,75055,76899,19666,18959,,32768,18750,0,0,0,0,0,0,0,0,0
8,10,10,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19053,95265,95265,-95265,0,,65536,0,0,0,0,0,0,0,0,0,0
8,10,10,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,32768,65536,-453,0,0,0,0,74025,24585,0,49440,10725,0,283563,0,0,0,1637820,0,47698,65536,0,0,0,0,13687,821220,821220,-537657,35786,,65536,0,0,0,0,0,0,0,0,535682,0
8,10,10,1338,7,22,-29,0,5,252,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,12807,0,0,0,0,,2048,0,0,0,0,0,0,0,0,0,0
9,11,11,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63285,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,-206,2048,0,0,0,0,12807,64035,64035,-61836,444,,35013,0,0,0,0,0,0,0,0,0,0
9,11,11,1338,7,22,-29,0,1,70,9,4,8,8,4,8,0,0,0,0,35363,35363,-25192,0,0,0,0,75543,38463,0,37080,0,0,197734,0,0,0,388369,0,20771,35363,0,0,0,0,12807,512280,512280,-314546,14486,,2048,0,0,0,6,0,0,0,0,191072,0
9,11,11,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,65536,65536,16760,0,0,0,500,1100,1100,0,0,0,0,96565,1844,0,0,96635,1844,8061,65536,0,0,0,0,15011,75055,76899,19666,18959,,22410,0,197246,124,0,0,0,0,0,0,0
9,11,11,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19053,95265,95265,-95265,0,,65536,1663,0,0,12,0,0,0,0,0,0
9,11,11,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,32768,65536,-453,0,0,0,0,74025,24585,0,49440,10725,0,283563,0,0,0,1637820,0,47698,65536,0,0,0,0,13687,821220,821220,-537657,35786,,65536,0,0,0,0,0,0,0,0,535682,0
9,11,11,1338,7,22,-29,0,5,252,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,12807,0,0,0,0,,65536,25169,0,0,13,0,0,0,0,0,0
10,12,12,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63285,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,-206,2048,0,0,0,0,12807,64035,64035,-61836,444,,2048,0,0,0,0,0,0,0,0,0,0
10,12,12,1338,7,22,-29,0,1,70,9,4,8,8,4,8,0,0,0,0,35363,35363,-25192,0,0,0,0,75543,38463,0,37080,0,0,197734,0,0,0,388369,0,20771,35363,0,0,0,0,12807,512280,512280,-314546,14486,,2048,0,0,0,0,0,0,0,0,191072,0
10,12,12,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,65536,65536,16760,0,0,0,500,1100,1100,0,0,0,0,96565,1844,0,0,96635,1844,8061,65536,0,0,0,0,15011,75055,76899,19666,18959,,35613,0,0,0,0,0,0,0,0,0,0
10,12,12,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19053,95265,95265,-95265,0,,65536,1844,0,0,0,0,0,0,0,0,0
10,12,12,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,32768,65536,-453,0,0,0,0,74025,24585,0,49440,10725,0,283563,0,0,0,1637820,0,47698,65536,0,0,0,0,13687,821220,821220,-537657,35786,,65536,0,0,0,0,0,0,0,0,535682,0
10,12,12,1338,7,22,-29,0,5,252,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,12807,0,0,0,0,,32768,21925,0,0,0,0,0,0,0,0,0
11,13,13,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-65536,0,0,0,0,613,0,613,0,30,0,0,0,0,0,2006,0,-8392,2048,0,0,0,0,13198,65990,65990,-65990,401,,65536,0,0,0,0,0,0,0,0,0,0
11,13,13,1338,7,22,-29,0,1,70,9,4,8,8,2,8,0,0,0,0,22410,22410,-58157,0,0,0,0,47872,6672,0,41200,0,0,35037,0,0,0,251428,0,19978,22410,0,0,0,0,13198,527920,527920,-492883,11703,,0,2000,0,0,0,0,0,0,0,216711,0
11,13,13,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,65536,65536,11253,0,0,0,500,1100,1100,0,0,0,0,92218,1663,0,0,91400,1663,2362,65536,0,0,0,0,15408,77040,78703,13515,17948,,65536,0,0,0,0,0,0,0,0,0,0
11,13,13,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19555,97775,97775,-97775,0,,32768,18750,0,0,0,0,0,0,0,0,0
11,13,13,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,65536,65536,65536,0,0,0,300,148050,98610,0,49440,21450,0,1087727,25169,0,0,1615230,25169,43224,65536,0,0,0,0,14069,844140,869309,218418,35315,,65536,0,0,0,0,0,0,0,0,528859,0
11,13,13,1338,7,22,-29,0,5,252,9,1,1,1,1,1,0,0,0,0,41877,65536,65536,0,0,0,639,17329,17329,0,0,361,0,272451,53610,0,0,426405,53610,65536,65536,0,0,0,0,13198,65990,119600,152851,68502,,32768,0,0,0,0,0,0,0,0,0,0
12,14,14,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-65536,0,0,0,0,613,0,613,0,30,0,0,0,0,0,2006,0,-8392,2048,0,0,0,0,13198,65990,65990,-65990,401,,36769,0,0,0,0,0,0,0,0,0,0
12,14,14,1338,7,22,-29,0,1,70,9,4,8,8,2,8,0,0,0,0,22410,22410,-58157,0,0,0,0,47872,6672,0,41200,0,0,35037,0,0,0,251428,0,19978,22410,0,0,0,0,13198,527920,527920,-492883,11703,,65536,0,0,0,0,0,0,0,0,216711,0
12,14,14,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,65536,65536,11253,0,0,0,500,1100,1100,0,0,0,0,92218,1663,0,0,91400,1663,2362,65536,0,0,0,0,15408,77040,78703,13515,17948,,65536,20888,0,0,0,0,0,0,0,0,0
12,14,14,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19555,97775,97775,-97775,0,,22410,0,0,0,0,0,0,0,0,0,0
12,14,14,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,65536,65536,65536,0,0,0,300,148050,98610,0,49440,21450,0,1087727,25169,0,0,1615230,25169,43224,65536,0,0,0,0,14069,844140,869309,218418,35315,,65536,1663,0,0,0,0,0,0,0,528859,0
12,14,14,1338,7,22,-29,0,5,252,9,1,1,1,1,1,0,0,0,0,41877,65536,65536,0,0,0,639,17329,17329,0,0,361,0,272451,53610,0,0,426405,53610,65536,65536,0,0,0,0,13198,65990,119600,152851,68502,,65536,0,0,0,0,0,0,0,0,0,0
13,15,15,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-65536,0,0,0,0,613,0,613,0,30,0,0,0,0,0,2006,0,-8392,2048,0,0,0,0,13198,65990,65990,-65990,401,,22410,0,0,0,0,0,0,0,0,0,0
13,15,15,1338,7,22,-29,0,1,70,9,4,8,8,2,8,0,0,0,0,22410,22410,-58157,0,0,0,0,47872,6672,0,41200,0,0,35037,0,0,0,251428,0,19978,22410,0,0,0,0,13198,527920,527920,-492883,11703,,65536,1663,0,0,0,0,0,0,0,216711,0
13,15,15,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,65536,65536,11253,0,0,0,500,1100,1100,0,0,0,0,92218,1663,0,0,91400,1663,2362,65536,0,0,0,0,15408,77040,78703,13515,17948,,65536,0,0,0,0,0,0,0,0,0,0
13,15,15,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19555,97775,97775,-97775,0,,65536,0,0,0,0,0,0,0,0,0,0
13,15,15,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,65536,65536,65536,0,0,0,300,148050,98610,0,49440,21450,0,1087727,25169,0,0,1615230,25169,43224,65536,0,0,0,0,14069,844140,869309,218418,35315,,65536,25169,0,0,0,0,0,0,0,528859,0
13,15,15,1338,7,22,-29,0,5,252,9,1,1,1,1,1,0,0,0,0,41877,65536,65536,0,0,0,639,17329,17329,0,0,361,0,272451,53610,0,0,426405,53610,65536,65536,0,0,0,0,13198,65990,119600,152851,68502,,35013,0,0,0,0,0,0,0,0,0,0
14,16,16,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-65536,0,0,0,0,613,0,613,0,30,0,0,0,0,0,2006,0,-8392,2048,0,0,0,0,13198,65990,65990,-65990,401,,65536,1663,0,0,0,0,0,0,0,0,0
14,16,16,1338,7,22,-29,0,1,70,9,4,8,8,2,8,0,0,0,0,22410,22410,-58157,0,0,0,0,47872,6672,0,41200,0,0,35037,0,0,0,251428,0,19978,22410,0,0,0,0,13198,527920,527920,-492883,11703,,65536,0,0,0,0,0,0,0,0,216711,0
14,16,16,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,65536,65536,11253,0,0,0,500,1100,1100,0,0,0,0,92218,1663,0,0,91400,1663,2362,65536,0,0,0,0,15408,77040,78703,13515,17948,,65536,0,0,0,0,0,0,0,0,0,0
14,16,16,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19555,97775,97775,-97775,0,,65536,25169,0,0,0,0,0,0,0,0,0
14,16,16,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,65536,65536,65536,0,0,0,300,148050,98610,0,49440,21450,0,1087727,25169,0,0,1615230,25169,43224,65536,0,0,0,0,14069,844140,869309,218418,35315,,35013,0,0,0,0,0,0,0,0,528859,0
14,16,16,1338,7,22,-29,0,5,252,9,1,1,1,1,1,0,0,0,0,41877,65536,65536,0,0,0,639,17329,17329,0,0,361,0,272451,53610,0,0,426405,53610,65536,65536,0,0,0,0,13198,65990,119600,152851,68502,,65536,1844,0,0,0,0,0,0,0,0,0
15,17,17,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-65536,0,0,0,0,613,0,613,0,30,0,0,0,0,0,2006,0,-8392,2048,0,0,0,0,13198,65990,65990,-65990,401,,65536,25169,0,0,0,0,0,0,0,0,0
15,17,17,1338,7,22,-29,0,1,70,9,4,8,8,2,8,0,0,0,0,22410,22410,-58157,0,0,0,0,47872,6672,0,41200,0,0,35037,0,0,0,251428,0,19978,22410,0,0,0,0,13198,527920,527920,-492883,11703,,35013,0,0,0,0,0,0,0,0,216711,0
15,17,17,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,65536,65536,11253,0,0,0,500,1100,1100,0,0,0,0,92218,1663,0,0,91400,1663,2362,65536,0,0,0,0,15408,77040,78703,13515,17948,,65536,1844,0,0,0,0,0,0,0,0,0
15,17,17,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19555,97775,97775,-97775,0,,65536,0,0,0,0,0,0,0,0,0,0
15,17,17,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,65536,65536,65536,0,0,0,300,148050,98610,0,49440,21450,0,1087727,25169,0,0,1615230,25169,43224,65536,0,0,0,0,14069,844140,869309,218418,35315,,2048,0,0,0,0,0,0,0,0,528859,0
15,17,17,1338,7,22,-29,0,5,252,9,1,1,1,1,1,0,0,0,0,41877,65536,65536,0,0,0,639,17329,17329,0,0,361,0,272451,53610,0,0,426405,53610,65536,65536,0,0,0,0,13198,65990,119600,152851,68502,,21657,0,0,0,0,0,0,0,0,0,0
16,18,18,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-65536,0,0,0,0,613,0,613,0,30,0,0,0,0,0,1889,0,-13325,2048,0,0,0,0,13569,67845,67845,-67845,377,,2048,0,0,0,6,0,0,0,0,0,0
16,18,18,1338,7,22,-29,0,1,70,9,4,8,8,5,8,0,0,0,0,43973,43973,2047,0,0,0,0,93936,52736,0,41200,0,0,309977,0,0,0,552158,0,27336,43973,0,0,0,0,13569,542760,542760,-232783,19858,,43973,0,0,0,5,0,0,0,0,242173,0
16,18,18,1338,7,22,-29,0,2,91,2,1,1,1,1,1,0,0,0,0,65536,65536,8479,0,0,0,500,1100,1100,0,0,0,0,90757,1565,0,0,90505,1565,79,65536,0,0,0,0,15759,78795,80360,10397,17788,,65536,1565,0,0,5,0,0,0,0,0,0
16,18,18,1338,7,22,-29,0,3,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,19997,99985,99985,-99985,0,,65536,0,0,0,0,0,0,0,0,0,0
16,18,18,1338,7,22,-29,0,4,239,12,6,12,12,12,12,0,0,0,0,65536,65536,65536,0,0,0,300,148050,98580,30,49440,21450,0,1000039,24771,0,0,1483620,24771,31771,65536,0,0,0,0,14418,865080,889851,110188,32425,,65536,24771,0,0,13,0,0,0,0,486637,0
16,18,18,1338,7,22,-29,0,5,252,9,1,1,1,1,1,0,0,0,0,37437,37437,65536,0,0,0,572,15492,15492,0,0,322,0,258811,47231,0,0,258824,47231,65536,37437,0,0,0,0,13569,67845,115076,143735,42331,,37437,47231,0,0,8,0,0,0,0,0,0
17,19,19,1338,7,22,-29,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-65536,0,0,0,0,613,0,613,0,30,0,0,0,0,0,1889,0,-13325,2048,0,0,0,0,13569,67845,67845,-67845,377,,43973,0,0,0,0,0,0,0,0,0,0
