epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
34,50,250,false,trade_planning,65535,246,250,1845,1120,120,259,3742,0,3959,0,19330,3045369,4287577,20878256,0,0,8063,1381018,-1372955,453,4287587484,1429196057,32859957,ACTIVE,true,0,0,0
35,51,255,false,trade_planning,65535,251,255,1845,1120,120,259,3742,0,3939,0,19314,3032675,4287415,20868728,0,0,8064,1379019,-1370955,453,4348922007,1449640898,31871601,ACTIVE,true,0,0,0
36,52,260,false,trade_planning,65535,256,260,1845,1120,120,259,3742,0,3922,0,19297,3026535,4288319,20868357,0,0,8065,1377019,-1368954,453,4408098174,1469366282,31482274,ACTIVE,true,0,0,0
37,53,265,false,trade_planning,65535,261,265,1845,1120,120,259,3742,0,3910,0,19272,3014998,4290395,20858360,0,0,8065,1375269,-1367204,453,4464877315,1488292665,30912751,ACTIVE,true,0,0,0
38,54,270,false,trade_planning,65535,266,270,1845,1120,120,259,3742,0,3897,0,19249,3008102,4288076,20848570,0,0,8065,1374020,-1365955,453,4519684693,1506561798,30467129,ACTIVE,true,0,0,0
39,55,275,false,trade_planning,65535,271,275,1845,1120,120,259,3742,0,3885,0,19207,3003058,4289380,20849086,0,0,8065,1373270,-1365205,453,4573042799,1524347827,29949540,ACTIVE,true,0,0,0
40,56,280,false,trade_planning,65535,276,280,1845,1120,120,259,3742,0,3871,0,19148,2996918,4287382,20837781,0,0,8065,1372270,-1364205,453,4625382093,1541794258,29307326,ACTIVE,true,0,0,0
41,57,285,false,trade_planning,65535,281,285,1845,1120,120,259,3742,0,3861,0,18880,2996618,4288081,20834904,0,0,8055,1371770,-1363715,453,4658780847,1552927176,29037729,ACTIVE,true,0,0,0
42,58,290,false,trade_planning,65535,286,290,1844,1120,120,259,3742,0,3841,0,18644,3006942,4285366,20822634,0,0,8020,1371269,-1363249,453,4612854423,1537618369,28973118,ACTIVE,true,0,0,0
43,59,295,false,trade_planning,65535,291,295,1844,1120,120,259,3742,0,3813,0,18612,3011461,4281647,20814572,0,0,7963,1370767,-1362804,453,4656975277,1552325322,27801359,ACTIVE,true,0,0,0
44,60,300,false,trade_planning,65535,296,300,1844,1120,120,259,3742,0,3778,0,18574,3002159,4291029,20789582,0,0,7905,1370519,-1362614,453,4700383527,1566794743,26298231,ACTIVE,true,0,0,0
45,61,305,false,trade_planning,65535,301,305,1844,1120,120,259,3742,0,3764,0,18528,3006844,4285147,20757134,0,0,7832,1370269,-1362437,453,4721058882,1573686519,25745094,ACTIVE,true,0,0,0
46,62,310,false,trade_planning,65535,306,310,1844,1120,120,259,3742,0,3755,0,18484,3009327,4285742,20735277,0,0,7774,1370019,-1362245,453,4691776560,1563925740,25603426,ACTIVE,true,0,0,0
47,63,315,false,trade_planning,65535,311,315,1844,1120,120,259,3742,0,3741,0,18448,3001798,4293315,20715840,0,0,7716,1369767,-1362051,453,4739317089,1579772589,24722834,ACTIVE,true,0,0,0
48,64,320,false,trade_planning,65535,316,320,1844,1120,120,259,3742,0,3733,0,18395,2995243,4293624,20676195,0,0,7658,1369517,-1361859,453,4711954985,1570651891,24391471,ACTIVE,true,0,0,0
49,65,325,false,trade_planning,65535,321,325,1844,1120,120,259,3742,0,3730,0,18324,2994220,4292603,20647363,0,0,7567,1369267,-1361700,453,4629977291,1543325984,24110781,ACTIVE,true,0,0,0
50,66,330,false,trade_planning,65535,326,330,1844,1120,120,259,3742,0,3727,0,18260,2986671,4302789,20614037,0,0,7508,1369267,-1361759,453,4604353897,1534784863,23936363,ACTIVE,true,0,0,0
51,67,335,false,trade_planning,65535,331,335,1844,1120,120,259,3742,0,3721,0,18205,2985225,4288804,20553922,0,0,7451,1369267,-1361816,453,4468222965,1489407879,23691458,ACTIVE,true,0,0,0
52,68,340,false,trade_planning,65535,336,340,1844,1120,120,259,3742,0,3721,0,18145,2994920,4295771,20536979,0,0,7397,1369267,-1361870,453,4420831880,1473610857,24155648,ACTIVE,true,0,0,0
53,69,345,false,trade_planning,65535,341,345,1844,1120,120,259,3742,0,3720,0,18097,3001293,4299211,20512005,0,0,7364,1369263,-1361899,453,4402730490,1467577058,24388792,ACTIVE,true,0,0,0
54,70,350,false,trade_planning,65535,346,350,1844,1120,120,259,3742,0,3714,0,18054,2996360,4288987,20466277,0,0,7330,1369012,-1361682,453,4391978252,1463992975,24182676,ACTIVE,true,0,0,0
55,71,355,false,trade_planning,65535,351,355,1844,1120,120,259,3742,0,3714,0,18012,3005393,4292161,20453994,0,0,7272,1369012,-1361740,453,4417225251,1472408649,24515495,ACTIVE,true,0,0,0
56,72,360,false,trade_planning,65535,356,360,1844,1120,120,259,3742,0,3710,0,17959,3003064,4294261,20422837,0,0,7198,1369010,-1361812,453,4454051446,1484684034,24265545,ACTIVE,true,0,0,0
57,73,365,false,trade_planning,65535,361,365,1844,1120,120,259,3742,0,3709,0,17914,2998513,4302234,20404279,0,0,7125,1369011,-1361886,453,4493810609,1497937099,24018162,ACTIVE,true,0,0,0
58,74,370,false,trade_planning,65535,366,370,1844,1120,120,259,3742,0,3703,0,17869,2989262,4307601,20361221,0,0,7051,1369009,-1361958,453,4538697004,1512899222,23251129,ACTIVE,true,0,0,0
59,75,375,false,trade_planning,65535,371,375,1844,1120,120,259,3742,0,3700,0,17791,2972388,4311899,20328772,0,0,6978,1369007,-1362029,453,4562582592,1520861092,22429734,ACTIVE,true,0,0,0
60,76,380,false,trade_planning,65535,376,380,1844,1120,120,259,3742,0,3694,0,17622,2966133,4300209,20271325,0,0,6904,1369005,-1362101,453,4557894391,1519298358,22082281,ACTIVE,true,0,0,0
61,77,385,false,trade_planning,65535,381,385,1844,1120,120,259,3742,0,3690,0,17292,2969693,4289248,20218515,0,0,6851,1369005,-1362154,453,4502801816,1500934165,22199211,ACTIVE,true,0,0,0
62,78,390,false,trade_planning,65535,386,390,1813,1120,120,259,3742,0,3688,0,17240,2979367,4288910,20193186,0,0,6800,1368756,-1361956,453,4406693342,1468898010,22649289,ACTIVE,true,0,0,0
63,79,395,false,trade_planning,65535,391,395,1804,1120,120,259,3742,0,3651,0,17189,2982330,4287667,20158932,0,0,6750,1368757,-1362007,453,4346489855,1448830179,22785517,ACTIVE,true,0,0,0
64,80,400,false,trade_planning,65535,396,400,1789,1120,120,259,3742,0,3641,0,17107,2989507,4297272,20126468,0,0,6699,1368756,-1362057,453,4253791434,1417930717,22803638,ACTIVE,true,0,0,0
65,81,405,false,trade_planning,65535,401,405,1756,1120,120,259,3742,0,3621,0,17071,2980728,4292415,20063615,0,0,6649,1368756,-1362107,453,4171764807,1390588496,22295490,ACTIVE,true,0,0,0
66,82,410,false,trade_planning,65535,406,410,1734,1120,120,259,3742,0,3581,0,17037,2970968,4281540,19991310,0,0,6598,1368756,-1362158,453,4110499763,1370166833,21937009,ACTIVE,true,0,0,0
67,83,415,false,trade_planning,65535,411,415,1709,1120,120,259,3742,0,3558,0,16987,2970004,4292448,19979291,0,0,6548,1368756,-1362208,453,3957770407,1319257039,21724780,ACTIVE,true,0,0,0
68,84,420,false,trade_planning,65535,416,420,1686,1120,120,259,3742,0,3525,0,16957,2955789,4281521,19896896,0,0,6512,1368756,-1362244,453,3983853105,1327951271,21187408,ACTIVE,true,0,0,0
69,85,425,false,trade_planning,65535,421,425,1673,1120,120,259,3742,0,3498,0,16938,2944717,4277857,19849156,0,0,6502,1368756,-1362254,453,4031150430,1343717055,20842375,ACTIVE,true,0,0,0
70,86,430,false,trade_planning,65535,426,430,1660,1120,120,259,3742,0,3485,0,16901,2950074,4280857,19839437,0,0,6491,1368757,-1362266,453,4078409241,1359469992,20940979,ACTIVE,true,0,0,0
71,87,435,false,trade_planning,65535,431,435,1646,1120,120,259,3742,0,3468,0,16866,2946716,4270577,19791633,0,0,6481,1368758,-1362277,453,3982724254,1327574991,20508773,ACTIVE,true,0,0,0
72,88,440,false,trade_planning,65535,436,440,1637,1120,120,259,3742,0,3451,0,16828,2943895,4263761,19754970,0,0,6470,1368758,-1362288,453,3843295216,1281098636,20280073,ACTIVE,true,0,0,0
73,89,445,false,trade_planning,65535,441,445,1624,1120,120,259,3742,0,3439,0,16800,2943208,4257725,19730439,0,0,6460,1368758,-1362298,453,3743592953,1247864551,20009503,ACTIVE,true,0,0,0
74,90,450,false,trade_planning,65535,446,450,1620,1120,120,259,3742,0,3425,0,16754,2940416,4266157,19708340,0,0,6449,1368758,-1362309,453,3536070765,1178690499,20049681,ACTIVE,true,0,0,0
75,91,455,false,trade_planning,65535,451,455,1611,1120,120,259,3742,0,3418,0,16725,2935570,4258618,19675445,0,0,6439,1368758,-1362319,453,3389688832,1129896519,19751535,ACTIVE,true,0,0,0
76,92,460,false,trade_planning,65535,456,460,1602,1120,120,259,3742,0,3408,0,16696,2924334,4272839,19656857,0,0,6428,1368758,-1362330,453,3285574395,1095191697,19519380,ACTIVE,true,0,0,0
77,93,465,false,trade_planning,65535,461,465,1594,1120,120,259,3742,0,3398,0,16665,2926219,4267078,19644551,0,0,6415,1368756,-1362341,453,3179572010,1059857574,19211731,ACTIVE,true,0,0,0
78,94,470,false,trade_planning,65535,466,470,1584,1120,120,259,3742,0,3388,0,16630,2921501,4258878,19608626,0,0,6388,1368756,-1362368,453,3116529733,1038843483,19234540,ACTIVE,true,0,0,0
79,95,475,false,trade_planning,65535,471,475,1578,1120,120,259,3742,0,3377,0,16608,2923591,4258559,19591064,0,0,6362,1368756,-1362394,453,3097121071,1032373924,19344209,ACTIVE,true,0,0,0
80,96,480,false,trade_planning,65535,476,480,1559,1120,120,259,3742,0,3371,0,16583,2924545,4260149,19588213,0,0,6336,1368756,-1362420,453,3053990400,1017997037,19368290,ACTIVE,true,0,0,0
81,97,485,false,trade_planning,65535,481,485,1540,1120,120,259,3742,0,3352,0,16563,2922843,4265357,19583902,0,0,6320,1368756,-1362436,453,3055706562,1018569089,19543684,ACTIVE,true,0,0,0
82,98,490,false,trade_planning,65535,486,490,1510,1120,120,259,3742,0,3333,0,16535,2936771,4257241,19574785,0,0,6304,1368756,-1362452,453,3045789331,1015263344,19931888,ACTIVE,true,0,0,0
83,99,495,false,trade_planning,65535,491,495,1496,1120,120,259,3742,0,3302,0,16489,2974555,4246195,19544539,0,0,6304,1368756,-1362452,453,3028347425,1009449381,21191342,ACTIVE,true,0,0,0
84,100,500,false,trade_planning,65535,496,500,1487,1120,120,259,3742,0,3297,0,16468,2989173,4384598,19526111,0,0,6304,1368757,-1362453,453,3049396944,1016465876,21570457,ACTIVE,true,0,0,0
85,101,505,false,trade_planning,65535,501,505,1477,1120,120,259,3742,0,3281,0,16460,2974962,4301548,19517722,0,0,6304,1368757,-1362453,453,3069970749,1023323814,21580804,ACTIVE,true,0,0,0
86,102,510,false,trade_planning,65535,506,510,1476,1120,120,259,3742,0,3266,0,16447,2974400,4261937,19497035,0,0,6304,1368758,-1362454,453,3078641478,1026214059,21323030,ACTIVE,true,0,0,0
87,103,515,false,trade_planning,65535,511,515,1471,1120,120,259,3742,0,3264,0,16431,2967781,4270901,19479595,0,0,6304,1368758,-1362454,453,3064154760,1021385152,20966320,ACTIVE,true,0,0,0
88,104,520,false,trade_planning,65535,516,520,1469,1120,120,259,3742,0,3257,0,16414,2947701,4284488,19450305,0,0,6304,1368756,-1362452,453,3085830519,1028610412,20766209,ACTIVE,true,0,0,0
89,105,525,false,trade_planning,65535,521,525,1467,1120,120,259,3742,0,3253,0,16391,2939589,4267755,19423198,0,0,6304,1368756,-1362452,453,3066947100,1022315937,20293974,ACTIVE,true,0,0,0
90,106,530,false,trade_planning,65535,526,530,1467,1120,120,259,3742,0,3259,0,16347,2942795,4409490,19410157,0,0,6304,1368756,-1362452,453,3045946477,1015315720,20422122,ACTIVE,true,0,0,0
91,107,535,false,trade_planning,65535,531,535,1467,1120,120,259,3742,0,3272,0,16299,2944953,4603228,19406488,0,0,6304,1368756,-1362452,453,3058673959,1019558218,20421284,ACTIVE,true,0,0,0
92,108,540,false,trade_planning,65535,536,540,1467,1120,120,259,3742,0,3254,0,16280,2923940,4367044,19393502,0,0,6304,1368756,-1362452,453,3008272402,1002757687,19593567,ACTIVE,true,0,0,0
93,109,545,false,trade_planning,65535,541,545,1465,1120,120,259,3742,0,3250,0,16260,2916537,4365023,19360618,0,0,6304,1368756,-1362452,453,3002130961,1000710542,19143686,ACTIVE,true,0,0,0
94,110,550,false,trade_planning,65535,546,550,1462,1120,120,259,3742,0,3246,0,16241,2912257,4359109,19353894,0,0,6304,1368757,-1362453,453,2986469515,995490062,19050173,ACTIVE,true,0,0,0
95,111,555,false,trade_planning,65535,551,555,1462,1120,120,259,3742,0,3239,0,16226,2913055,4308949,19352315,0,0,6304,1368758,-1362454,453,3005904772,1001968487,18885411,ACTIVE,true,0,0,0
96,112,560,false,trade_planning,65535,556,560,1462,1120,120,259,3742,0,3237,0,16214,2909738,4280243,19353243,0,0,6304,1368759,-1362455,453,3044135090,1014711924,18770751,ACTIVE,true,0,0,0
97,113,565,false,trade_planning,65535,561,565,1458,1120,120,259,3742,0,3235,0,16196,2908020,4282309,19337594,0,0,6304,1368759,-1362455,453,3092706867,1030902518,18735785,ACTIVE,true,0,0,0
98,114,570,false,trade_planning,65535,566,570,1413,1120,120,259,3742,0,3231,0,16186,2906923,4283642,19336811,0,0,6304,1368759,-1362455,453,3136903457,1045634722,18672393,ACTIVE,true,0,0,0
99,115,575,false,trade_planning,65535,571,575,1192,1120,120,259,3742,0,3185,0,16173,2907623,4281482,19334198,0,0,6304,1368757,-1362453,453,3184175488,1061392056,18675324,ACTIVE,true,0,0,0
100,116,580,false,trade_planning,65535,576,580,1006,1120,120,259,3742,0,2961,0,16163,2908649,4276502,19322643,0,0,6304,1368717,-1362413,453,3219926492,1073309052,18402356,ACTIVE,true,0,0,0
101,117,585,false,trade_planning,65535,581,585,1006,1120,120,259,3742,0,2775,0,16147,2908544,4279812,19319275,0,0,6304,1368716,-1362412,453,3212498812,1070833163,18530635,ACTIVE,true,0,0,0
102,118,590,false,trade_planning,65535,586,590,1002,1120,120,259,3742,0,2775,0,16118,2910935,4289973,19306553,0,0,6304,1368716,-1362412,453,3218428329,1072809661,18716951,ACTIVE,true,0,0,0
103,119,595,false,trade_planning,65535,591,595,1002,1120,120,259,3742,0,2771,0,16101,2908913,4292058,19306260,0,0,6304,1368716,-1362412,453,3233136429,1077712367,18526293,ACTIVE,true,0,0,0
104,120,600,false,trade_planning,65535,596,600,1002,1120,120,259,3742,0,2770,0,16074,2912366,4294703,19299817,0,0,6304,1368716,-1362412,453,3232096766,1077365812,18730453,ACTIVE,true,0,0,0
105,121,605,false,trade_planning,65535,601,605,1001,1120,120,259,3742,0,2771,0,16035,2914761,4357491,19274387,0,0,6304,1367232,-1360928,453,3246955307,1082318657,18743037,ACTIVE,true,0,0,0
106,122,610,false,trade_planning,65535,606,610,1000,1120,120,259,3742,0,2773,0,16014,2912703,4426169,19271495,0,0,6304,1367232,-1360928,453,3248436377,1082812344,18549470,ACTIVE,true,0,0,0
107,123,615,false,trade_planning,65535,611,615,999,1120,120,259,3742,0,2771,0,16003,2906529,4396366,19270113,0,0,6304,1368716,-1362412,453,3240169899,1080056854,18387267,ACTIVE,true,0,0,0
108,124,620,false,trade_planning,65535,616,620,999,1120,120,259,3742,0,2767,0,15986,2913219,4333596,19263694,0,0,6304,1368716,-1362412,453,3192113327,1064037990,18677065,ACTIVE,true,0,0,0
109,125,625,false,trade_planning,65535,621,625,999,1120,120,259,3742,0,2763,0,15979,2916238,4304456,19258736,0,0,6304,1368716,-1362412,453,3233186527,1077729065,18720685,ACTIVE,true,0,0,0
110,126,630,false,trade_planning,65535,626,630,999,1120,120,259,3742,0,2761,0,15970,2916765,4300658,19231469,0,0,6304,1368716,-1362412,453,3277629752,1092543470,18640350,ACTIVE,true,0,0,0
111,127,635,false,trade_planning,65535,631,635,999,1120,120,259,3742,0,2761,0,15958,2916447,4299752,19227544,0,0,6304,1368716,-1362412,453,3324588395,1108196345,18692146,ACTIVE,true,0,0,0
112,128,640,false,trade_planning,65535,636,640,999,1120,120,259,3742,0,2761,0,15938,2912515,4309533,19218655,0,0,6304,1368716,-1362412,453,3350426848,1116809169,18484326,ACTIVE,true,0,0,0
113,129,645,false,trade_planning,65535,641,645,998,1120,120,259,3742,0,2761,0,15919,2909446,4318882,19212313,0,0,6304,1368716,-1362412,453,3370360584,1123453739,18411731,ACTIVE,true,0,0,0
114,130,650,false,trade_planning,65535,646,650,998,1120,120,259,3742,0,2759,0,15907,2908377,4320204,19196921,0,0,6304,1368716,-1362412,453,3398906987,1132969207,18312761,ACTIVE,true,0,0,0
115,131,655,false,trade_planning,65535,651,655,998,1120,120,259,3742,0,2757,0,15881,2914071,4325266,19185682,0,0,6304,1368716,-1362412,453,3406943869,1135648171,18392163,ACTIVE,true,0,0,0
116,132,660,false,trade_planning,65535,656,660,998,1120,120,259,3742,0,2755,0,15859,2911025,4335358,19162802,0,0,6304,1368716,-1362412,453,3426162770,1142054468,18419969,ACTIVE,true,0,0,0
117,133,665,false,trade_planning,65535,661,665,998,1120,120,259,3742,0,2753,0,15843,2908073,4340613,19129695,0,0,6304,1368716,-1362412,453,3451843470,1150614710,18272190,ACTIVE,true,0,0,0
118,134,670,false,trade_planning,65535,666,670,998,1120,120,259,3742,0,2752,0,15828,2904486,4342572,19112593,0,0,6304,1368716,-1362412,453,3477973599,1159324751,18070789,ACTIVE,true,0,0,0
119,135,675,false,trade_planning,65535,671,675,998,1120,120,259,3742,0,2751,0,15811,2902349,4339086,19108162,0,0,6304,1368466,-1362162,453,3509673077,1169891241,17981034,ACTIVE,true,0,0,0
120,136,680,false,trade_planning,65535,676,680,998,1120,120,259,3742,0,2750,0,15796,2903052,4345039,19097081,0,0,6304,1368466,-1362162,453,3547164338,1182388331,17986810,ACTIVE,true,0,0,0
121,137,685,false,trade_planning,65535,681,685,998,1120,120,259,3742,0,2749,0,15774,2902099,4355763,19086955,0,0,6304,1368466,-1362162,453,3581537323,1193845991,17945651,ACTIVE,true,0,0,0
122,138,690,false,trade_planning,65535,686,690,998,1120,120,259,3742,0,2748,0,15759,2899277,4352106,19083098,0,0,6304,1368466,-1362162,453,3621979920,1207326855,17668290,ACTIVE,true,0,0,0
123,139,695,false,trade_planning,65535,691,695,997,1120,120,259,3742,0,2746,0,15741,2901455,4352574,19062187,0,0,6304,1368466,-1362162,453,3662563963,1220854871,17586657,ACTIVE,true,0,0,0
124,140,700,false,trade_planning,65535,696,700,997,1120,120,259,3742,0,2744,0,15716,2902572,4463701,19039428,0,0,6304,1368466,-1362162,453,3727315519,1242438730,17742272,ACTIVE,true,0,0,0
125,141,705,false,trade_planning,65535,701,705,996,1120,120,259,3742,0,2744,0,15697,2908258,4448411,19028129,0,0,6304,1368466,-1362162,453,3758079051,1252693229,17660642,ACTIVE,true,0,0,0
126,142,710,false,trade_planning,65535,706,710,996,1120,120,259,3742,0,2735,0,15684,2906351,4365604,19009150,0,0,6304,1360266,-1353962,453,3801530881,1267177179,17537332,ACTIVE,true,0,0,0
127,143,715,false,trade_planning,65535,711,715,996,1120,120,259,3742,0,2733,0,15668,2901860,4332038,19003604,0,0,6304,1360266,-1353962,453,3829894587,1276631746,17237125,ACTIVE,true,0,0,0
128,144,720,false,trade_planning,65535,716,720,996,1120,120,259,3742,0,2733,0,15649,2903176,4332487,18995188,0,0,6304,1360266,-1353962,453,3835420992,1278473886,17228534,ACTIVE,true,0,0,0
129,145,725,false,trade_planning,65535,721,725,995,1120,120,259,3742,0,2733,0,15634,2905082,4331307,18987434,0,0,6304,1360266,-1353962,453,3879167714,1293056120,17407142,ACTIVE,true,0,0,0
130,146,730,false,trade_planning,65535,726,730,995,1120,120,259,3742,0,2735,0,15603,2911659,4409466,18979440,0,0,6304,1360266,-1353962,453,3885806569,1295269071,17526076,ACTIVE,true,0,0,0
131,147,735,false,trade_planning,65535,731,735,995,1120,120,259,3742,0,2734,0,15556,2907958,4424238,18968088,0,0,6304,1360266,-1353962,453,3861603779,1287201479,17474209,ACTIVE,true,0,0,0
