epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap
11,12,12,false,trade_planning,65535,12,12,6755,2400,120,261,10311,0,18489,329,96,0,7,3962249,63601705,1963733,43037146,1240,43037146,844819277,7208,3175200,30879,2175,28704,1740000,1435200,0,0,0,65800000,0,0,11161873,-11161873,0,2312988909,841674038,841674038,37169,330427103,841636869,118101304,3844409,1047067,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,0,17733,0,0,5,0,0,initial_topology_capture,0,0,0,19932,0,204,112,52,0,0,0,0,76,0,60,0,0,0,51,24,1,0,11693719552,1409020646,0,0,0,0,0,0,0,0,246,0,0,0,0,4319782,3962522,357260,118111457,11,11,0,0,0,0,0,0,0,0,0,0
12,13,13,false,trade_planning,65535,13,13,6754,2400,120,261,10311,0,18601,291,114,0,12,3920609,64482921,2010918,43524136,1262,43524136,851678731,7397,2778000,28335,1815,26520,1452000,1326000,0,0,0,58200000,0,0,11239659,-11239659,0,2443348214,848931443,848931443,38109,349049864,848893334,117183804,3800968,1045417,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,8192,17733,0,1600,5,0,0,initial_topology_capture,1600,3992,0,19932,0,204,112,52,0,0,0,0,76,0,60,0,0,0,42,0,9,0,11693719552,0,0,0,0,0,0,0,0,0,229,0,0,0,0,4256892,3920304,336588,117193767,12,0,0,0,0,0,0,0,0,0,0,0
13,14,14,false,trade_planning,65535,14,14,6753,2400,120,261,10311,0,19966,289,112,0,11,4513484,67804513,2229803,46829522,1322,46829522,898543654,7779,2779200,27459,1875,25584,1500000,1279200,0,0,0,57800000,0,0,11773200,-11773200,0,2706884035,895796803,895796803,40128,386697837,895756675,127614479,4384235,1219781,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,12288,17733,0,2398,5,0,0,initial_topology_capture,2398,5980,0,19932,0,204,112,52,0,0,0,0,76,0,60,0,0,0,36,0,6,0,11693719552,0,0,0,0,0,0,0,0,0,226,0,0,0,0,4995559,4514053,481506,127624682,13,0,0,0,0,0,0,0,0,0,0,0
14,15,15,false,trade_planning,65535,15,15,6752,2400,120,261,10311,0,19299,317,98,0,12,3868316,66516121,1958531,45195950,1301,45195950,875809736,7825,3102600,28302,2250,26052,1800000,1302600,0,0,0,63400000,0,0,11641804,-11641804,0,2517206719,872739631,872739631,40320,359601094,872699311,121217468,3744466,1151569,ACTIVE,true,1,5983693453056056971,8883043164895179651,ROUTE,17733,17733,0,21,5,0,0,initial_topology_capture,21,69,0,19932,0,204,112,52,0,0,0,0,76,0,60,0,0,0,28,0,8,0,11693719552,0,0,0,0,0,0,0,0,0,222,0,0,0,0,4301074,3868576,432498,121227998,14,0,0,0,0,0,0,0,0,0,0,0
15,16,16,false,trade_planning,65535,16,16,6752,2400,120,261,10311,0,18397,316,112,0,11,2955050,21804824,1043997,39715307,212507,39715307,424334895,646257,3078000,28710,2190,26520,1752000,1326000,0,0,0,61883620,1316380,0,5614165,-5614165,0,1882204368,423765960,420660156,49518,268886467,420610638,131163364,2842668,1409976,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,0,17740,0,0,6,0,0,initial_topology_capture,0,0,0,32819,0,328,180,92,0,0,0,0,108,0,88,0,0,0,62,40,6,0,11693719552,1080300519,0,0,0,0,0,0,0,0,216,0,0,0,0,3869580,3022882,846698,130930637,15,15,0,0,0,0,0,0,0,0,0,0
16,17,17,false,trade_planning,65535,17,17,6751,2400,120,261,10311,0,18485,329,95,0,18,3704857,22660970,1229328,39626784,70559,39626784,449914725,242771,3175200,30879,2175,28704,1740000,1435200,0,0,0,65649109,150891,0,5710317,-5710317,0,1905300027,448049525,446546228,49474,272185840,446496754,136912357,3596138,1538114,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,4096,17740,0,825,6,0,0,initial_topology_capture,825,1966,0,32819,0,328,180,92,0,0,0,0,108,0,88,0,0,0,59,0,3,0,11693719552,0,0,0,0,0,0,0,0,0,213,0,0,0,0,4610587,3770435,840152,136631754,16,0,1581,1581,1,0,0,0,1580,0,0,0
17,18,18,false,trade_planning,65535,18,18,6750,2400,120,261,10311,0,18588,291,113,0,15,3656867,23329375,1344013,40027026,187082,40027026,460942520,638208,2778000,28335,1815,26520,1452000,1326000,0,0,0,57897935,302065,0,5863500,-5863500,0,2036284529,461378251,457576977,50665,290897907,457526312,135430950,3544540,1433392,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,0,17740,0,0,7,0,0,initial_topology_capture,0,0,0,42924,0,448,236,122,8,8,0,0,124,0,114,0,0,0,86,30,3,0,11693719552,539224099,0,0,0,0,0,0,0,0,229,0,0,0,0,4554063,3723719,830344,135297375,17,17,3175,3181,2,8,0,0,3165,0,0,0
18,19,19,false,trade_planning,65535,19,19,6750,2400,120,261,10311,0,19955,289,112,0,13,4240049,24606996,1368356,43131099,47786,43131099,491586230,171626,2779200,27459,1875,25584,1500000,1279200,0,0,0,57800000,0,0,6101164,-6101164,0,2298440675,489479096,488688679,53275,328348790,488635404,147246177,4118714,1640412,ACTIVE,true,1,5983693453056056971,8883043164895179651,ROUTE,17740,17740,0,20,7,0,0,initial_topology_capture,20,66,0,42924,0,448,236,122,8,8,0,0,124,0,114,0,0,0,72,0,14,0,11693719552,0,0,0,0,0,0,0,0,0,242,0,0,0,0,5303587,4308123,995464,146949032,18,0,4752,4758,3,8,0,0,4741,0,0,0
19,20,20,false,trade_planning,65535,20,20,6749,2400,120,261,10311,0,19286,317,97,0,19,3598303,23688770,1214420,41603395,94405,41603395,466376832,333034,3102600,28302,2250,26052,1800000,1302600,0,0,0,63400000,0,0,6000430,-6000430,0,2090549481,464575308,462993570,52372,298650054,462941198,141591715,3485364,1752568,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,0,17740,0,0,8,0,0,initial_topology_capture,0,0,0,52647,0,552,292,146,8,8,0,0,140,0,146,0,0,0,85,24,11,0,11693719552,593595587,0,0,0,0,0,0,0,0,248,0,0,0,0,4610010,3667098,942912,141343406,19,19,6396,6411,6,4,0,0,6386,0,0,0
20,21,21,false,trade_planning,65535,21,21,6633,2400,120,261,10311,0,18388,0,413,0,17,2551289,53161057,3325582,42961091,4032911,42961091,759352100,10564024,0,0,0,0,0,0,0,0,0,0,0,0,10742517,-10742517,316,1760024438,819514591,748868403,80327,251432187,748788076,204911250,2454450,1742641,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,0,17740,0,0,9,0,0,initial_topology_capture,0,0,0,64574,0,656,344,180,24,24,0,0,156,0,164,0,0,0,107,34,12,0,11693719552,1039306243,0,0,0,0,0,0,0,0,233,0,0,0,0,3562261,2553417,1008844,204739396,20,20,7985,8073,8,4,0,0,7973,0,0,0
21,22,22,false,trade_planning,65535,22,22,6529,2400,120,261,10311,0,18475,0,406,0,16,3034956,57240687,3520460,42727247,3853069,42727247,807709208,10172310,0,0,0,0,0,0,0,0,0,0,0,0,10775165,-10775165,329,1792246167,863269124,797617436,80538,256035284,797536898,211833858,2947784,1970899,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,16384,17740,0,3098,9,0,0,initial_topology_capture,3098,7643,0,64574,0,656,344,180,24,24,0,0,156,0,164,0,0,0,85,0,22,0,11693719552,0,0,0,0,0,0,0,0,0,226,0,0,0,0,4299571,3036299,1263272,211633820,21,0,7897,8073,8,4,0,0,7885,0,0,0
22,23,23,false,trade_planning,65535,23,23,6404,2400,120,261,10311,0,18578,0,380,0,22,3180377,57852645,3415444,43237651,3769815,43237651,821772311,9983938,0,0,0,0,0,0,0,0,0,0,0,0,10890334,-10890334,291,1919797451,874218853,811870239,81866,274256900,811788373,210481604,3090759,1769706,ACTIVE,true,1,5983693453056056971,8883043164895179651,ROUTE,17740,17740,0,19,9,0,0,initial_topology_capture,19,64,0,64574,0,656,344,180,24,24,0,0,156,0,164,0,0,0,61,0,24,0,11693719552,0,0,0,0,0,0,0,0,0,213,0,0,0,0,4237474,3181006,1056468,210307778,22,0,7833,8073,8,4,0,0,7821,0,0,0
23,24,24,false,trade_planning,65535,24,24,6283,2400,120,261,10311,0,19943,4,376,0,21,3707436,62966567,3465315,46454046,3206620,46454046,903985445,8500622,15600,312,0,312,0,15600,0,0,0,800000,0,0,11402123,-11402123,287,2190914741,948402676,895555049,85826,312987943,895469223,227242458,3613588,2019688,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,0,17740,0,0,10,0,0,initial_topology_capture,0,0,0,69217,0,744,388,204,24,24,0,0,184,0,184,0,0,0,75,24,10,0,11693719552,442077730,0,0,0,0,0,0,0,0,221,0,0,0,0,4978751,3708951,1269800,227069065,23,23,7755,8073,8,4,0,0,7743,0,0,0
24,25,25,false,trade_planning,65535,25,25,6181,2400,120,261,10311,0,19272,0,401,0,17,2753335,57350711,3751615,44930999,3857119,44930999,810663951,10112261,0,0,0,0,0,0,0,0,0,0,0,0,11126578,-11126578,317,1967820123,868222396,800635696,84006,281117287,800551690,218444374,2658936,2251022,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,12288,17740,0,2153,10,0,0,initial_topology_capture,2153,5550,0,69217,0,744,388,204,24,24,0,0,184,0,184,0,0,0,63,0,12,0,11693719552,0,0,0,0,0,0,0,0,0,219,0,0,0,0,4281826,2755198,1526628,218139478,24,0,7672,8073,8,4,0,0,7660,0,0,0
25,26,26,false,trade_planning,65535,26,26,6182,2400,120,261,10311,0,18376,0,421,0,17,2917771,21832994,2891332,39237376,226257,39237376,524883430,879299,0,0,0,0,0,0,0,0,0,0,0,0,5363994,-5363994,320,1536743817,528287012,524048829,44698,219534954,524004131,214614791,2815153,1032956,ACTIVE,true,1,5983693453056056971,8883043164895179651,ROUTE,17740,17740,0,16,10,0,0,initial_topology_capture,16,64,0,69217,0,744,388,204,24,24,0,0,184,0,184,0,0,0,47,0,16,0,11693719552,0,0,0,0,0,0,0,0,0,171,0,0,0,0,3836034,2988086,847948,213142473,25,0,7672,8073,8,0,0,0,7664,0,0,0
26,27,27,false,trade_planning,65535,27,27,6183,2400,120,261,10311,0,18465,0,410,0,16,3693766,23788809,3279816,39182671,321942,39182671,571897151,1030046,0,0,0,0,0,0,0,0,0,0,0,0,5490776,-5490776,331,1556905067,575849325,570912918,45813,222415126,570867105,224743769,3584670,988767,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,0,17740,0,0,11,0,0,initial_topology_capture,0,0,0,74299,0,808,420,222,24,24,0,0,198,0,198,0,0,0,47,18,18,0,11693719552,565958596,0,0,0,0,0,0,0,0,177,0,0,0,0,4576983,3757395,819588,223354589,26,26,7671,8073,8,0,0,0,7663,0,0,0
27,28,28,false,trade_planning,65535,28,28,6186,2400,120,261,10311,0,18571,0,386,0,11,3666080,23270269,3370899,39652362,513397,39652362,561385211,1539224,0,0,0,0,0,0,0,0,0,0,0,0,5497616,-5497616,294,1682036089,568936586,559893194,47207,240290997,559845987,221068489,3550636,975186,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,8192,17740,0,1612,11,0,0,initial_topology_capture,1612,3758,0,74299,0,808,420,222,24,24,0,0,198,0,198,0,0,0,39,0,8,0,11693719552,0,0,0,0,0,0,0,0,0,184,0,0,0,0,4512920,3722378,790542,219540591,27,0,7671,8073,8,0,0,0,7663,0,0,0
28,29,29,false,trade_planning,65535,29,29,6190,2400,120,261,10311,0,19930,0,392,0,7,4228594,26075185,2988184,42671347,524554,42671347,621842520,1609152,0,0,0,0,0,0,0,0,0,0,0,0,5691699,-5691699,295,1926970094,628861807,620283354,49986,275281571,620233368,238823827,4109804,1139958,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,12288,17740,0,2344,11,0,0,initial_topology_capture,2344,5548,0,74299,0,808,420,222,24,24,0,0,198,0,198,0,0,0,35,0,4,0,11693719552,0,0,0,0,0,0,0,0,0,194,0,0,0,0,5258155,4293108,965047,237045219,28,0,7671,8073,8,0,0,0,7663,0,0,0
29,30,30,false,trade_planning,65535,30,30,6197,2400,120,261,10311,0,19245,0,421,0,16,3612209,24336233,3256654,41191469,499079,41191469,580481661,1522702,0,0,0,0,0,0,0,0,0,0,0,0,5782120,-5782120,327,1731920722,586343180,579007770,48811,247417367,578958959,226959001,3492541,1071565,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,0,17740,0,0,12,0,0,initial_topology_capture,0,0,0,78255,0,872,452,237,24,24,0,0,214,0,215,0,0,0,49,15,1,0,11693719552,431559665,0,0,0,0,0,0,0,0,200,0,0,0,0,4549838,3671742,878096,225514552,29,8,7671,8073,8,0,0,0,7663,0,0,0
30,31,31,false,trade_planning,65535,31,31,6323,2400,120,261,10311,0,18359,128,293,0,2,3245314,47826794,4289194,39471118,5404830,39471118,825822482,16490801,51200000,64000,64000,0,51200000,0,0,0,0,31040000,0,0,10596200,-10596200,187,1488767662,839092818,758203209,71528,212681226,758131681,224784025,3147351,1037013,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,16384,17740,0,3173,12,0,0,initial_topology_capture,3173,7364,0,78255,0,872,452,237,24,24,0,0,214,0,215,0,0,0,37,0,12,0,11693719552,0,0,0,0,0,0,0,0,0,214,0,0,0,0,3535010,3257934,277076,224425117,30,0,7671,8073,8,0,0,0,7663,0,0,0
31,32,32,false,trade_planning,65535,32,32,6437,2400,120,261,10311,0,18452,115,292,0,2,4034289,47847016,4722387,39391292,6067125,39391292,847223760,17817492,46000000,57500,57500,0,46000000,0,0,0,0,27887500,0,0,10562009,-10562009,208,1499372282,872635422,783477936,71668,214196156,783406268,235579630,3281589,994063,ACTIVE,true,1,5983693453056056971,8883043164895179651,ROUTE,17740,17740,0,13,12,0,0,initial_topology_capture,13,64,0,78255,0,872,452,237,24,24,0,0,214,0,215,0,0,0,21,0,16,0,11693719552,0,0,0,0,3000,2,2,2,0,202,0,0,0,1113056,4274402,4036598,237804,235137107,31,0,7709,8111,8,0,0,0,7701,0,0,0
32,33,33,false,trade_planning,65535,33,33,6530,2400,120,261,10311,0,18560,93,293,0,2,3943178,48376761,4430429,40272965,5352662,40272965,847924176,15785484,37200000,46500,46500,0,37200000,0,0,0,0,22552500,0,0,10668610,-10668610,192,1633672385,873108586,795008481,69789,233381885,794938692,233237757,3220578,988227,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,0,17740,0,0,13,0,0,initial_topology_capture,0,0,0,80482,0,912,472,255,24,24,0,0,218,0,217,0,0,0,34,18,5,0,11693719552,775926241,0,0,0,1500,1,1,1,0,195,0,0,0,555843,4209434,3954514,254920,232823757,32,32,7755,8163,8,0,0,0,7747,0,0,0
33,34,34,false,trade_planning,65535,34,34,6627,2400,120,261,10311,0,19926,98,291,0,5,4577426,49968192,4399994,43530150,4899948,43530150,908543615,14496648,39200000,49000,49000,0,39200000,0,0,0,0,23765000,0,0,10947882,-10947882,186,1882717064,927139478,854922076,75109,268959710,854846967,251282311,3784889,1149685,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,4096,17740,0,869,13,0,0,initial_topology_capture,869,1940,0,80482,0,912,472,255,24,24,0,0,218,0,217,0,0,0,29,0,5,0,11693719552,0,0,0,0,1500,1,1,1,0,195,0,0,0,553425,4937121,4580803,356318,250673036,33,0,7806,8214,8,0,0,0,7798,0,0,0
34,35,35,false,trade_planning,65535,35,35,6743,2400,120,261,10311,0,19230,118,302,0,5,3876019,49248394,4547987,41564282,6196356,41564282,864657679,18216182,47200000,59000,59000,0,47200000,0,0,0,0,28615000,0,0,10937589,-10937589,201,1668955196,889541549,799317246,75749,238422301,799241497,237048125,3774883,1103823,ACTIVE,true,1,5983693453056056971,8883043164895179651,ROUTE,17740,17740,0,12,13,0,0,initial_topology_capture,12,83,0,80482,0,912,472,255,24,24,0,0,218,0,217,0,0,0,25,0,4,0,11693719552,0,0,0,0,0,0,0,0,0,196,0,0,0,0,4231928,3888492,343436,236521832,34,0,7866,8274,8,0,0,0,7858,0,0,0
35,36,36,false,trade_planning,65535,36,36,6749,2400,120,261,10311,0,18331,130,314,0,23,2942513,30257681,2333846,35636502,1272043,35636502,655882183,6842189,2724000,3405,3405,0,2724000,0,0,0,0,25958196,169304,0,5090397,-5090397,197,1446169817,680622227,646369179,53185,206595821,646315994,209588490,2856949,895163,ACTIVE,true,1,5983693453056056971,8883043164895179651,SCAN,0,17740,0,0,14,0,0,initial_topology_capture,0,0,0,87072,0,956,488,271,36,24,12,0,218,0,217,0,0,0,33,16,8,0,11693719552,290636421,0,0,0,0,0,0,0,0,160,0,0,0,0,3758393,2997395,760998,207505387,35,3,7916,8324,8,0,0,0,7908,0,0,0
