epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,production_output_stock,production_output_discarded,production_output_retained,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,trade_runtime_mode,trade_topology_ready,population_error,money_error,goods_error
47,48,240,false,trade_planning,65535,236,240,2704,1120,120,259,5248,0,26927,0,14795,21054065,189403824,17128513,0,0,26295,1936897,-1910602,0,6329879476,2109960144,839463985,ACTIVE,true,0,0,0
48,49,245,false,trade_planning,65535,241,245,2704,1120,120,259,5248,0,26866,0,14722,20997007,189288054,17127016,0,0,22676,2020588,-1997912,0,6389564722,2129855216,838853044,ACTIVE,true,0,0,0
49,50,250,false,trade_planning,65535,246,250,2704,1120,120,259,5248,0,26839,0,14524,20954872,191225981,17126431,0,0,19635,2130101,-2110466,0,6449840541,2149947154,839030380,ACTIVE,true,0,0,0
50,51,255,false,trade_planning,65535,251,255,2704,1120,120,259,5248,0,26152,0,14764,20928977,187884039,17123851,0,0,17385,1876981,-1859596,0,6509888288,2169963067,839290196,ACTIVE,true,0,0,0
51,52,260,false,trade_planning,65535,256,260,2704,1120,120,259,5248,0,25914,0,14814,20903490,186732619,17121393,0,0,14708,1716526,-1701818,0,6569959215,2189986722,840136337,ACTIVE,true,0,0,0
52,53,265,false,trade_planning,65535,261,265,2704,1120,120,259,5248,0,25877,0,14678,20911311,187409868,17121070,0,0,12130,1864827,-1852697,0,6630202132,2210067699,841547104,ACTIVE,true,0,0,0
53,54,270,false,trade_planning,65535,266,270,2704,1120,120,259,5248,0,25251,0,14917,20842647,185106253,17119867,0,0,10352,1605484,-1595132,0,6689963384,2229988109,839729374,ACTIVE,true,0,0,0
54,55,275,false,trade_planning,65535,271,275,2704,1120,120,259,5248,0,25041,0,14859,20898299,185266455,17116716,0,0,9122,1403654,-1394532,0,6750003266,2250001394,844216024,ACTIVE,true,0,0,0
55,56,280,false,trade_planning,65535,276,280,2704,1120,120,259,5248,0,24760,0,15044,20830484,183281014,17115705,0,0,8077,1251853,-1243776,0,6809933229,2269978052,843218993,ACTIVE,true,0,0,0
56,57,285,false,trade_planning,65535,281,285,2704,1120,120,259,5248,0,24516,0,15042,20822377,183643211,17115005,0,0,6633,1176421,-1169788,0,6870047289,2290016081,843977276,ACTIVE,true,0,0,0
57,58,290,false,trade_planning,65535,286,290,2704,1120,120,259,5248,0,24117,0,15059,20774813,182528931,17112892,0,0,5746,1154018,-1148272,0,6930184797,2310061912,844066730,ACTIVE,true,0,0,0
58,59,295,false,trade_planning,65535,291,295,2704,1120,120,259,5248,0,24003,0,14967,20741212,182009407,17109291,0,0,5180,1147578,-1142398,0,6990264332,2330088429,844173445,ACTIVE,true,0,0,0
59,60,300,false,trade_planning,65535,296,300,2704,1120,120,259,5248,0,23893,0,14963,20688363,181641497,17108032,0,0,4750,1147413,-1142663,0,7050595430,2350198791,844309410,ACTIVE,true,0,0,0
60,61,305,false,trade_planning,65535,301,305,2704,1120,120,259,5248,0,23701,0,14938,20610238,182066418,17107210,0,0,4690,1146552,-1141862,0,7110600482,2370200467,842866942,ACTIVE,true,0,0,0
61,62,310,false,trade_planning,65535,306,310,2704,1120,120,259,5248,0,23491,0,14781,20626006,183537546,17105353,0,0,4634,1142986,-1138352,0,7171247682,2390416213,846167122,ACTIVE,true,0,0,0
62,63,315,false,trade_planning,65535,311,315,2704,1120,120,259,5248,0,23347,0,14724,20567529,182380834,17102358,0,0,3987,1134490,-1130503,0,7231051790,2410350911,844865866,ACTIVE,true,0,0,0
63,64,320,false,trade_planning,65535,316,320,2704,1120,120,259,5248,0,23349,0,14603,20518832,183435319,17100905,0,0,3595,1126014,-1122419,0,7291841666,2430614191,844708796,ACTIVE,true,0,0,0
64,65,325,false,trade_planning,65535,321,325,2704,1120,120,259,5248,0,23197,0,14663,20503940,182481550,17100377,0,0,3580,1119444,-1115864,0,7351882678,2450627883,845008875,ACTIVE,true,0,0,0
65,66,330,false,trade_planning,65535,326,330,2704,1120,120,259,5248,0,22830,0,14667,20438618,182089612,17099430,0,0,3491,1112099,-1108608,0,7412718944,2470906634,844580075,ACTIVE,true,0,0,0
66,67,335,false,trade_planning,65535,331,335,2704,1120,120,259,5248,0,22717,0,14538,20453741,182115071,17096977,0,0,2881,1105728,-1102847,0,7472703850,2490901602,845781792,ACTIVE,true,0,0,0
67,68,340,false,trade_planning,65535,336,340,2704,1120,120,259,5248,0,22599,0,14528,20324712,181416848,17095254,0,0,2510,1100983,-1098473,0,7533653094,2511218002,843094682,ACTIVE,true,0,0,0
68,69,345,false,trade_planning,65535,341,345,2704,1120,120,259,5248,0,22669,0,14393,20409744,182925567,17094670,0,0,2480,1098993,-1096513,0,7593880842,2531293931,847215984,ACTIVE,true,0,0,0
69,70,350,false,trade_planning,65535,346,350,2704,1120,120,259,5248,0,22558,0,14412,20346165,182666258,17094378,0,0,2465,1098507,-1096042,0,7654445012,2551481963,847481492,ACTIVE,true,0,0,0
70,71,355,false,trade_planning,65535,351,355,2704,1120,120,259,5248,0,22227,0,14342,20345538,182920197,17093254,0,0,2480,1098446,-1095966,0,7714718253,2571573058,848598020,ACTIVE,true,0,0,0
71,72,360,false,trade_planning,65535,356,360,2704,1120,120,259,5248,0,22084,0,14275,20316963,182304182,17091429,0,0,2475,1098524,-1096049,0,7774984747,2591661887,849388649,ACTIVE,true,0,0,0
72,73,365,false,trade_planning,65535,361,365,2704,1120,120,259,5248,0,21959,0,14276,20262204,181495144,17090375,0,0,2475,1098509,-1096034,0,7835291500,2611764136,848191782,ACTIVE,true,0,0,0
73,74,370,false,trade_planning,65535,366,370,2704,1120,120,259,5248,0,21999,0,14198,20275254,182616277,17090109,0,0,2475,1098720,-1096245,0,7895776261,2631925735,851000518,ACTIVE,true,0,0,0
74,75,375,false,trade_planning,65535,371,375,2704,1120,120,259,5248,0,21926,0,14226,20215997,182019265,17089812,0,0,2428,1098478,-1096050,0,7955997063,2651999326,849242313,ACTIVE,true,0,0,0
75,76,380,false,trade_planning,65535,376,380,2704,1120,120,259,5248,0,21811,0,14048,20266857,183833646,17088994,0,0,2250,1098475,-1096225,0,8016636098,2672212339,852765227,ACTIVE,true,0,0,0
76,77,385,false,trade_planning,65535,381,385,2704,1120,120,259,5248,0,21495,0,14044,20240409,182526412,17087574,0,0,2102,1098461,-1096359,0,8076760863,2692253937,852688631,ACTIVE,true,0,0,0
77,78,390,false,trade_planning,65535,386,390,2704,1120,120,259,5248,0,21438,0,13974,20214097,182688908,17086646,0,0,1920,1098184,-1096264,0,8137390049,2712463663,852546514,ACTIVE,true,0,0,0
78,79,395,false,trade_planning,65535,391,395,2704,1120,120,259,5248,0,21368,0,13975,20222888,182614568,17086443,0,0,1900,1098374,-1096474,0,8197697652,2732566204,853722249,ACTIVE,true,0,0,0
79,80,400,false,trade_planning,65535,396,400,2704,1120,120,259,5248,0,21323,0,14005,20178101,182135375,17086324,0,0,1900,1098233,-1096333,0,8258428633,2752809867,852283066,ACTIVE,true,0,0,0
80,81,405,false,trade_planning,65535,401,405,2704,1120,120,259,5248,0,21365,0,13945,20230689,182841449,17086097,0,0,1920,1098151,-1096231,0,8318883690,2772961531,854464457,ACTIVE,true,0,0,0
81,82,410,false,trade_planning,65535,406,410,2704,1120,120,259,5248,0,21235,0,13917,20169467,182151140,17085087,0,0,1895,1098201,-1096306,0,8379727648,2793242853,852204097,ACTIVE,true,0,0,0
82,83,415,false,trade_planning,65535,411,415,2704,1120,120,259,5248,0,21037,0,13694,20198835,183843481,17083949,0,0,1900,1098250,-1096350,0,8440045341,2813348753,854113037,ACTIVE,true,0,0,0
83,84,420,false,trade_planning,65535,416,420,2704,1120,120,259,5248,0,20842,0,13730,20162250,182960267,17083708,0,0,1905,1098336,-1096431,0,8501105569,2833702177,853193155,ACTIVE,true,0,0,0
84,85,425,false,trade_planning,65535,421,425,2704,1120,120,259,5248,0,20838,0,13692,20192280,183492123,17083683,0,0,1890,1098239,-1096349,0,8561751146,2853917354,854415771,ACTIVE,true,0,0,0
85,86,430,false,trade_planning,65535,426,430,2704,1120,120,259,5248,0,20713,0,13759,20166425,182482878,17083783,0,0,1889,1098193,-1096304,0,8622140840,2874047258,853535748,ACTIVE,true,0,0,0
86,87,435,false,trade_planning,65535,431,435,2700,1120,120,259,5248,0,20669,0,13785,20149184,182010049,17083727,0,0,1722,1098209,-1096487,0,8683170088,2894390332,853349497,ACTIVE,true,0,0,0
87,88,440,false,trade_planning,65535,436,440,2697,1120,120,259,5248,0,20714,0,13657,20185063,182900515,17083169,0,0,1554,1098258,-1096704,0,8743464251,2914488386,854891276,ACTIVE,true,0,0,0
88,89,445,false,trade_planning,65535,441,445,2689,1120,120,259,5248,0,20693,0,13586,20143680,182689804,17082407,0,0,1381,1098068,-1096687,0,8804300267,2934767068,853814136,ACTIVE,true,0,0,0
89,90,450,false,trade_planning,65535,446,450,2686,1120,120,259,5248,0,20698,0,13443,20186857,184077417,17082055,0,0,1355,1097924,-1096569,0,8864589623,2954863512,855543222,ACTIVE,true,0,0,0
90,91,455,false,trade_planning,65535,451,455,2685,1120,120,259,5248,0,20297,0,13517,20165368,182740528,17082049,0,0,1350,1097900,-1096550,0,8925710062,2975236984,855448732,ACTIVE,true,0,0,0
91,92,460,false,trade_planning,65535,456,460,2682,1120,120,259,5248,0,20193,0,13492,20178252,183235804,17082205,0,0,1350,1097843,-1096493,0,8986116644,2995372530,856164823,ACTIVE,true,0,0,0
92,93,465,false,trade_planning,65535,461,465,2677,1120,120,259,5248,0,20127,0,13515,20166884,182837817,17082367,0,0,1330,1097838,-1096508,0,9046622490,3015541154,856261191,ACTIVE,true,0,0,0
93,94,470,false,trade_planning,65535,466,470,2671,1120,120,259,5248,0,20094,0,13486,20155277,183080712,17082461,0,0,1230,1097765,-1096535,0,9106444910,3035481953,856660625,ACTIVE,true,0,0,0
94,95,475,false,trade_planning,65535,471,475,2663,1120,120,259,5248,0,20080,0,13435,20180929,182963415,17082169,0,0,1082,1097827,-1096745,0,9166224609,3055408488,857596383,ACTIVE,true,0,0,0
95,96,480,false,trade_planning,65535,476,480,2656,1120,120,259,5248,0,20001,0,13423,20150509,182125327,17081745,0,0,924,1097763,-1096839,0,9225957921,3075319613,856377047,ACTIVE,true,0,0,0
96,97,485,false,trade_planning,65535,481,485,2643,1120,120,259,5248,0,20077,0,13267,20175807,183532309,17081450,0,0,679,1097619,-1096940,0,9285364108,3095121652,857094402,ACTIVE,true,0,0,0
97,98,490,false,trade_planning,65535,486,490,2634,1120,120,259,5248,0,20042,0,13265,20156993,183285182,17081490,0,0,531,1097695,-1097164,0,9345521163,3115174028,856576731,ACTIVE,true,0,0,0
98,99,495,false,trade_planning,65535,491,495,2614,1120,120,259,5248,0,20065,0,13229,20177437,183780876,17081740,0,0,378,1097356,-1096978,0,9405279116,3135093352,857385130,ACTIVE,true,0,0,0
99,100,500,false,trade_planning,65535,496,500,2598,1120,120,259,5248,0,19869,0,13301,20164899,182736851,17081968,0,0,315,1097355,-1097040,0,9464920072,3154973673,855673951,ACTIVE,true,0,0,0
100,101,505,false,trade_planning,65535,501,505,2584,1120,120,259,5248,0,19476,0,13343,20122448,182107354,17082250,0,0,300,1097415,-1097115,0,9524756756,3174919244,852248033,ACTIVE,true,0,0,0
101,102,510,false,trade_planning,65535,506,510,2574,1120,120,259,5248,0,19429,0,13273,20132830,182950601,17082372,0,0,300,1097362,-1097062,0,9586150869,3195383927,854217191,ACTIVE,true,0,0,0
102,103,515,false,trade_planning,65535,511,515,2571,1120,120,259,5248,0,19391,0,13210,20125053,183337982,17082415,0,0,295,1097308,-1097013,0,9645715103,3215238663,851874864,ACTIVE,true,0,0,0
103,104,520,false,trade_planning,65535,516,520,2561,1120,120,259,5248,0,19411,0,13097,20138227,184039596,17082181,0,0,320,1097473,-1097153,0,9706824124,3235608350,852967574,ACTIVE,true,0,0,0
104,105,525,false,trade_planning,65535,521,525,2557,1120,120,259,5248,0,19323,0,13099,20141864,182875713,17082018,0,0,315,1097421,-1097106,0,9766579904,3255526951,851731639,ACTIVE,true,0,0,0
105,106,530,false,trade_planning,65535,526,530,2548,1120,120,259,5248,0,19292,0,13113,20094261,182502334,17082184,0,0,315,1097494,-1097179,0,9827479403,3275826778,850607742,ACTIVE,true,0,0,0
106,107,535,false,trade_planning,65535,531,535,2543,1120,120,259,5248,0,19302,0,13073,20112965,182866803,17082459,0,0,315,1097148,-1096833,0,9887688488,3295896480,851028599,ACTIVE,true,0,0,0
107,108,540,false,trade_planning,65535,536,540,2538,1120,120,259,5248,0,19314,0,13053,20085209,183178911,17082836,0,0,315,1097404,-1097089,0,9948284223,3316095054,849437327,ACTIVE,true,0,0,0
108,109,545,false,trade_planning,65535,541,545,2535,1120,120,259,5248,0,19333,0,13018,20127299,183618402,17083212,0,0,320,1097329,-1097009,0,10008764190,3336255041,850602506,ACTIVE,true,0,0,0
109,110,550,false,trade_planning,65535,546,550,2529,1120,120,259,5248,0,19262,0,13081,20110595,182751457,17083649,0,0,310,1097299,-1096989,0,10069538952,3356513281,849796820,ACTIVE,true,0,0,0
110,111,555,false,trade_planning,65535,551,555,2525,1120,120,259,5248,0,19254,0,13067,20074441,182938857,17084055,0,0,310,1097342,-1097032,0,10129847897,3376616253,847942182,ACTIVE,true,0,0,0
111,112,560,false,trade_planning,65535,556,560,2520,1120,120,259,5248,0,19281,0,13024,20083442,183429569,17084384,0,0,315,1097432,-1097117,0,10190661207,3396887386,848930877,ACTIVE,true,0,0,0
112,113,565,false,trade_planning,65535,561,565,2520,1120,120,259,5248,0,19237,0,12992,20072918,183338645,17084614,0,0,310,1097398,-1097088,0,10250606985,3416869333,847584268,ACTIVE,true,0,0,0
113,114,570,false,trade_planning,65535,566,570,2513,1120,120,259,5248,0,18938,0,12932,20086434,183217872,17084632,0,0,305,1097446,-1097141,0,10311189613,3437063535,849415919,ACTIVE,true,0,0,0
114,115,575,false,trade_planning,65535,571,575,2511,1120,120,259,5248,0,18710,0,12902,20059384,182584716,17084613,0,0,305,1097220,-1096915,0,10370352234,3456784389,845941613,ACTIVE,true,0,0,0
115,116,580,false,trade_planning,65535,576,580,2508,1120,120,259,5248,0,18693,0,12864,20037864,182915465,17084984,0,0,315,1097596,-1097281,0,10431382133,3477127701,846019765,ACTIVE,true,0,0,0
116,117,585,false,trade_planning,65535,581,585,2508,1120,120,259,5248,0,18654,0,12830,20049912,183277371,17085396,0,0,310,1097369,-1097059,0,10491322469,3497107798,845420335,ACTIVE,true,0,0,0
117,118,590,false,trade_planning,65535,586,590,2507,1120,120,259,5248,0,18682,0,12787,20027182,183740635,17085819,0,0,305,1097338,-1097033,0,10552241134,3517414012,844759477,ACTIVE,true,0,0,0
118,119,595,false,trade_planning,65535,591,595,2506,1120,120,259,5248,0,18675,0,12790,20048870,183685514,17086296,0,0,305,1097349,-1097044,0,10612320026,3537440329,844569652,ACTIVE,true,0,0,0
119,120,600,false,trade_planning,65535,596,600,2500,1120,120,259,5248,0,18626,0,12838,20018575,182911813,17086790,0,0,310,1097393,-1097083,0,10673247760,3557749568,845362787,ACTIVE,true,0,0,0
120,121,605,false,trade_planning,65535,601,605,2499,1120,120,259,5248,0,18651,0,12805,20029770,183451360,17087319,0,0,305,1097318,-1097013,0,10732478803,3577493272,845552376,ACTIVE,true,0,0,0
121,122,610,false,trade_planning,65535,606,610,2495,1120,120,259,5248,0,18631,0,12823,19991869,183216856,17087801,0,0,310,1097332,-1097022,0,10792050736,3597350542,843869479,ACTIVE,true,0,0,0
122,123,615,false,trade_planning,65535,611,615,2493,1120,120,259,5248,0,18651,0,12798,20015609,183589061,17088290,0,0,300,1097303,-1097003,0,10852071496,3617357487,845043899,ACTIVE,true,0,0,0
123,124,620,false,trade_planning,65535,616,620,2492,1120,120,259,5248,0,18649,0,12793,20007155,183590249,17088776,0,0,310,1097399,-1097089,0,10912183991,3637394989,844201398,ACTIVE,true,0,0,0
124,125,625,false,trade_planning,65535,621,625,2491,1120,120,259,5248,0,18634,0,12785,19997604,183375117,17089032,0,0,305,1097612,-1097307,0,10972906493,3657635823,844833350,ACTIVE,true,0,0,0
125,126,630,false,trade_planning,65535,626,630,2490,1120,120,259,5248,0,18652,0,12711,20027786,183721955,17089245,0,0,310,1097270,-1096960,0,11032687365,3677562768,845236545,ACTIVE,true,0,0,0
126,127,635,false,trade_planning,65535,631,635,2488,1120,120,259,5248,0,18602,0,12711,20011453,182953559,17089418,0,0,305,1097244,-1096939,0,11093879502,3697960125,845981336,ACTIVE,true,0,0,0
127,128,640,false,trade_planning,65535,636,640,2486,1120,120,259,5248,0,18631,0,12619,20034323,183478518,17089617,0,0,300,1097245,-1096945,0,11153359753,3717786890,847672616,ACTIVE,true,0,0,0
128,129,645,false,trade_planning,65535,641,645,2486,1120,120,259,5248,0,18623,0,12606,20027030,183539478,17090051,0,0,300,1097012,-1096712,0,11213171212,3737724044,847574720,ACTIVE,true,0,0,0
129,130,650,false,trade_planning,65535,646,650,2484,1120,120,259,5248,0,18624,0,12582,20061762,183715485,17090504,0,0,305,1097181,-1096876,0,11272625821,3757542256,849405796,ACTIVE,true,0,0,0
130,131,655,false,trade_planning,65535,651,655,2483,1120,120,259,5248,0,18606,0,12594,20030156,183528740,17090958,0,0,305,1097290,-1096985,0,11332425584,3777475501,848501030,ACTIVE,true,0,0,0
131,132,660,false,trade_planning,65535,656,660,2482,1120,120,259,5248,0,18591,0,12603,20017575,183358591,17091473,0,0,300,1097261,-1096961,0,11392104299,3797368398,847937989,ACTIVE,true,0,0,0
