epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap
11,11,11,false,trade_planning,65535,11,11,6470,2400,120,261,10129,0,17914,297,102,0,10,4169705,60604832,2183163,42186142,1155,42186142,800086903,6587,2900400,26733,2085,24648,1668000,1232400,0,0,0,59400000,0,0,10355945,-10355945,0,2230575865,797213819,797213819,33903,318653810,797179916,113233226,4050081,921315,ACTIVE,true,1,1931586511863368049,6878440885882118507,ROUTE,16935,16935,0,16,3,0,0,initial_topology_capture,16,66,0,4578,0,33,20,11,0,0,0,0,16,0,9,0,0,0,8,0,2,0,11316232192,0,0,0,0,0,0,0,0,0,227,0,0,0,4442489,4169451,273038,113241891,10,0,0,0,0,0,0,0,0,0,0,0
12,12,12,false,trade_planning,65535,12,12,6470,2400,120,261,10129,0,18662,300,100,0,10,4333304,63019561,2205393,43873992,1217,43873992,834056562,6973,2886000,28470,1950,26520,1560000,1326000,0,0,0,60000000,0,0,10826988,-10826988,0,2358583806,831199521,831199521,35932,336940669,831163589,117781102,4209473,957822,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,0,16937,0,0,4,0,0,initial_topology_capture,0,0,0,7188,0,73,40,16,0,0,0,0,36,0,24,0,0,0,12,5,1,0,11316232192,566111107,0,0,0,0,0,0,0,0,232,0,0,0,4605822,4333634,272188,117790095,11,8,0,0,0,0,0,0,0,0,0,0
13,13,13,false,trade_planning,65535,13,13,6469,2400,120,261,10129,0,20345,292,92,0,13,4597263,68293294,2326940,48216959,1309,48216959,894482500,7455,2798400,28068,1860,26208,1488000,1310400,0,0,0,58400000,0,0,11592982,-11592982,0,2683353614,891715104,891715104,38459,383336366,891676645,126361816,4460814,1098099,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,12288,16937,0,2356,4,0,0,initial_topology_capture,2356,5961,0,7188,0,73,40,16,0,0,0,0,36,0,24,0,0,0,10,0,2,0,11316232192,0,0,0,0,0,0,0,0,0,230,0,0,0,4933420,4597546,335874,126371630,12,0,0,0,0,0,0,0,0,0,0,0
14,14,14,false,trade_planning,65535,14,14,6468,2400,120,261,10129,0,19527,310,89,0,20,4742315,65640983,2274154,45791805,27686,45791805,877754398,89822,3001800,28761,2085,26676,1668000,1333800,0,0,0,62000000,0,0,11411526,-11411526,0,2538525052,875109456,874700344,37568,362646566,874662776,126592942,4614872,1129891,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,16384,16937,0,3062,4,0,0,initial_topology_capture,3062,7903,0,7188,0,73,40,16,0,0,0,0,36,0,24,0,0,0,7,0,3,0,11316232192,0,0,0,0,0,0,0,0,0,226,0,0,0,5153993,4742603,411390,126602639,13,0,0,0,0,0,0,0,0,0,0,0
15,15,15,false,trade_planning,65535,15,15,6466,2400,120,261,10129,0,18021,312,85,0,12,4171900,61332973,2266016,42226012,1172,42226012,811135537,6821,3059400,27663,2235,25428,1788000,1271400,0,0,0,62400000,0,0,10559871,-10559871,0,2205009141,808104429,808104429,35113,315001418,808069316,116255849,4054673,1177244,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,0,16942,0,0,5,0,0,initial_topology_capture,0,0,0,14152,0,145,80,35,0,0,0,0,58,0,45,0,0,0,25,19,1,0,11316232192,1274381525,0,0,0,0,0,0,0,0,197,0,0,0,4700463,4171333,529130,116264703,14,14,0,0,0,0,0,0,0,0,0,0
16,16,16,false,trade_planning,65535,16,16,6465,2400,120,261,10129,0,17907,297,101,0,12,3931285,21589024,1331492,38775651,922,38775651,436780993,9138,2900400,26733,2085,24648,1668000,1232400,0,0,0,59400000,0,0,5287462,-5287462,0,1864228441,433918939,433918939,47484,266318468,433871455,132684580,3821984,1503068,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,8192,16942,0,1581,5,0,0,initial_topology_capture,1581,3879,0,14152,0,145,80,35,0,0,0,0,58,0,45,0,0,0,25,0,0,0,11316232192,0,0,0,0,0,0,0,0,0,205,0,0,0,4728886,3992522,736364,132464957,15,0,0,0,0,0,0,0,0,0,0,0
17,17,17,false,trade_planning,65535,17,17,6464,2400,120,261,10129,0,18652,300,99,0,14,4077638,22852399,1316723,40350199,117574,40350199,459687414,405053,2886000,28470,1950,26520,1560000,1326000,0,0,0,59848720,151280,0,5612939,-5612939,0,1980641168,458739258,456444920,48559,282948854,456396361,137422417,3967131,1707017,ACTIVE,true,1,1931586511863368049,6878440885882118507,ROUTE,16942,16942,0,18,5,0,0,initial_topology_capture,18,72,0,14152,0,145,80,35,0,0,0,0,58,0,45,0,0,0,23,0,2,0,11316232192,0,0,0,0,0,0,0,0,0,214,0,0,0,4904706,4141854,762852,137236412,16,0,1445,1445,0,0,0,0,1445,0,0,0
18,18,18,false,trade_planning,65535,18,18,6462,2400,120,261,10129,0,20333,292,90,0,17,4312801,24277762,1413532,44286096,1031,44286096,491706844,10107,2798400,28068,1860,26208,1488000,1310400,0,0,0,58400000,0,0,5960967,-5960967,0,2286838793,488950891,488950891,52554,326691380,488898337,147267274,4184284,1529188,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,0,16942,0,0,6,0,0,initial_topology_capture,0,0,0,22326,0,212,124,56,0,0,0,0,78,0,68,0,0,0,44,21,0,0,11316232192,519190139,0,0,0,0,0,0,0,0,241,0,0,0,5259160,4381952,877208,147067403,17,17,2959,2963,0,0,0,0,2959,0,0,0
19,19,19,false,trade_planning,65535,19,19,6461,2400,120,261,10129,0,19507,310,88,0,21,4471633,24248580,1304509,42087100,153678,42087100,487992836,481947,3001800,28761,2085,26676,1668000,1333800,0,0,0,60865855,1134145,0,5932556,-5932556,0,2144001293,487204359,484559709,50620,306286027,484509089,146327749,4359312,1978800,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,4096,16942,0,714,6,0,0,initial_topology_capture,714,1930,0,22326,0,212,124,56,0,0,0,0,78,0,68,0,0,0,39,0,5,0,11316232192,0,0,0,0,0,0,0,0,0,241,0,0,0,5459787,4538725,921062,146126932,18,0,4582,4586,1,0,0,0,4581,0,0,0
20,20,20,false,trade_planning,65535,20,20,6459,2400,120,261,10129,0,18009,312,83,0,18,3930856,22827238,1340530,38833598,931,38833598,453506467,9145,3059400,27663,2235,25428,1788000,1271400,0,0,0,62400000,0,0,5543497,-5543497,0,1831532934,450485424,450485424,47502,261647682,450437922,136015453,3828743,2038961,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,8192,16942,0,1504,6,0,0,initial_topology_capture,1504,3839,0,22326,0,212,124,56,0,0,0,0,78,0,68,0,0,0,26,0,13,0,11316232192,0,0,0,0,0,0,0,0,0,240,0,0,0,4991742,3992924,998818,135895517,19,0,6160,6164,236,0,0,0,5924,0,0,0
21,21,21,false,trade_planning,65535,21,21,6348,2400,120,261,10129,0,17898,0,378,0,18,3113270,56036883,3264424,41856129,2253103,41856129,804723223,5833856,0,0,0,0,0,0,0,0,0,0,0,0,10100080,-10100080,297,1768636918,839473350,798967228,77861,252662529,798889367,203731114,3027247,1972299,ACTIVE,true,1,1931586511863368049,6878440885882118507,ROUTE,16942,16942,0,20,6,0,0,initial_topology_capture,20,71,0,22326,0,212,124,56,0,0,0,0,78,0,68,0,0,0,19,0,7,0,11316232192,0,0,0,0,0,0,0,0,0,227,0,0,0,4436296,3113562,1322734,203635040,20,0,7571,7640,495,0,0,0,7076,0,0,0
22,22,22,false,trade_planning,65535,22,22,6243,2400,120,261,10129,0,18645,0,383,0,14,2964216,57243664,3308854,43527305,2242992,43527305,823945574,5870596,0,0,0,0,0,0,0,0,0,0,0,0,10497859,-10497859,300,1876539650,857906598,818156308,81330,268077203,818074978,210907794,2873989,2314464,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,0,16942,0,0,7,0,0,initial_topology_capture,0,0,0,26850,0,292,164,75,0,0,0,0,102,0,89,0,0,0,34,19,4,0,11316232192,609170284,0,0,0,0,0,0,0,0,229,0,0,0,4594331,2965351,1628980,210758493,21,21,7495,7640,487,0,0,0,7008,0,0,0
23,23,23,false,trade_planning,65535,23,23,6142,2400,120,261,10129,0,20322,0,360,0,19,3791743,62068126,3026973,47852650,1509499,47852650,917250317,4012531,0,0,0,0,0,0,0,0,0,0,0,0,11189448,-11189448,292,2187757359,939441296,913327107,89321,312536886,913237786,225686308,3690125,1899625,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,4096,16942,0,745,7,0,0,initial_topology_capture,745,1863,0,26850,0,292,164,75,0,0,0,0,102,0,89,0,0,0,28,0,6,0,11316232192,0,0,0,0,0,0,0,0,0,230,0,0,0,4918739,3793089,1125650,225485651,22,0,7413,7641,488,0,0,0,6925,0,0,0
24,24,24,false,trade_planning,65535,24,24,6035,2400,120,261,10129,0,19501,0,360,0,29,3248377,60444404,3551644,45367427,2758920,45367427,864157236,7265446,0,0,0,0,0,0,0,0,0,0,0,0,10931559,-10931559,310,2037335464,905195694,856975236,83446,291048035,856891790,225005717,3157536,2607395,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,8192,16942,0,1483,7,0,0,initial_topology_capture,1483,3793,0,26850,0,292,164,75,0,0,0,0,102,0,89,0,0,0,23,0,5,0,11316232192,0,0,0,0,0,0,0,0,0,219,0,0,0,5138092,3250002,1888090,224751284,23,0,7338,7642,489,0,0,0,6849,0,0,0
25,25,25,false,trade_planning,65535,25,25,5941,2400,120,261,10129,0,17997,0,376,0,18,2616622,55624321,3481526,41895877,2425147,41895877,786500910,6328063,0,0,0,0,0,0,0,0,0,0,0,0,10196517,-10196517,312,1716085191,826128955,780251055,78208,245155143,780172847,207336269,2532997,2724284,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,0,16942,0,0,8,0,0,initial_topology_capture,0,0,0,32806,0,332,188,93,0,0,0,0,107,0,95,0,0,0,36,18,5,0,11316232192,892690621,0,0,0,0,0,0,0,0,195,0,0,0,4690815,2616993,2073822,207161378,24,21,7258,7642,167,0,0,0,7091,0,0,0
26,26,26,false,trade_planning,65535,26,26,5942,2400,120,261,10129,0,17885,0,390,0,11,3946893,24326353,2017037,38304081,231486,38304081,576719258,753959,0,0,0,0,0,0,0,0,0,0,0,0,5082748,-5082748,303,1521648135,579616301,576010505,45206,217378427,575965299,217513678,3828692,861717,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,4096,16942,0,646,8,0,0,initial_topology_capture,646,1791,0,32806,0,332,188,93,0,0,0,0,107,0,95,0,0,0,28,0,8,0,11316232192,0,0,0,0,0,0,0,0,0,177,0,0,0,4696335,4000343,695992,216263034,25,0,7258,7642,167,0,0,0,7091,0,0,0
27,27,27,false,trade_planning,65535,27,27,5945,2400,120,261,10129,0,18627,0,397,0,12,4094836,25469118,2373473,39843721,341373,39843721,604400691,1036279,0,0,0,0,0,0,0,0,0,0,0,0,5444471,-5444471,307,1627118271,609995639,603411888,47476,232445586,603364412,223968319,3973639,930034,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,16384,16942,0,2869,8,0,0,initial_topology_capture,2869,7332,0,32806,0,332,188,93,0,0,0,0,107,0,95,0,0,0,25,0,3,0,11316232192,0,0,0,0,0,0,0,0,0,178,0,0,0,4862140,4150756,711384,222774171,26,0,7258,7642,167,0,0,0,7091,0,0,0
28,28,28,false,trade_planning,65535,28,28,5947,2400,120,261,10129,0,20316,0,364,0,15,4301371,27354456,2442298,43804020,134251,43804020,650194913,415300,0,0,0,0,0,0,0,0,0,0,0,0,5797611,-5797611,294,1920260250,651789926,649830726,51113,274323025,649779613,243259491,4174209,1091185,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,0,16942,0,0,9,0,0,initial_topology_capture,0,0,0,34707,0,372,211,110,0,0,0,0,112,0,101,0,0,0,37,17,5,0,11316232192,343831014,0,0,0,0,0,0,0,0,209,0,0,0,5232023,4368224,863799,242037821,27,24,7259,7644,162,0,0,0,7097,0,0,0
29,29,29,false,trade_planning,65535,29,29,5949,2400,120,261,10129,0,19489,0,368,0,20,4489448,27563898,2900081,41586576,273293,41586576,652545710,837277,0,0,0,0,0,0,0,0,0,0,0,0,5800355,-5800355,314,1786158430,656547910,651756546,48113,255165617,651708433,242534792,4365824,1081409,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,4096,16942,0,792,9,0,0,initial_topology_capture,792,1794,0,34707,0,372,211,110,0,0,0,0,112,0,101,0,0,0,32,0,5,0,11316232192,0,0,0,0,0,0,0,0,0,210,0,0,0,5432377,4549087,883290,241424164,28,0,7261,7646,164,0,0,0,7097,0,0,0
30,30,30,false,trade_planning,65535,30,30,5949,2400,120,261,10129,0,17992,0,380,0,10,3950669,25732189,2253355,38419097,362449,38419097,594343532,1104907,0,0,0,0,0,0,0,0,0,0,0,0,5387399,-5387399,314,1470691603,598592992,593284314,45689,210098912,593238625,223939529,3835591,1129292,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,0,16942,0,0,10,0,0,initial_topology_capture,0,0,0,39608,0,392,231,118,0,0,0,0,115,0,113,0,0,0,31,8,9,0,11316232192,448952987,0,0,0,0,0,0,0,0,209,0,0,0,4969612,4005284,964328,222939957,29,26,7260,7647,161,0,0,0,7099,0,0,0
31,31,31,false,trade_planning,65535,31,31,6063,2400,120,261,10129,0,17875,116,273,0,1,4243156,47803775,2367268,38784229,5309740,38784229,853279088,15845245,46400000,58000,58000,0,46400000,0,0,0,0,28130000,0,0,9952825,-9952825,178,1477783753,869299240,791099667,65824,211112074,791033843,226047840,4130384,879687,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,8192,16942,0,1672,10,0,0,initial_topology_capture,1672,3643,0,39608,0,392,231,118,0,0,0,0,115,0,113,0,0,0,22,0,9,0,11316232192,0,0,0,0,0,0,0,0,0,208,0,0,0,4406182,4244140,162042,225770698,30,0,7260,7647,161,0,0,0,7099,0,0,0
32,32,32,false,trade_planning,65535,32,32,6169,2400,120,261,10129,0,18616,107,289,0,5,4297227,49261471,3007161,40382002,5224540,40382002,882228917,15480842,42800000,53500,53500,0,42800000,0,0,0,0,25947500,0,0,10311653,-10311653,192,1574442069,900624845,824016353,68278,224920416,823948075,233559517,3655193,899621,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,12288,16942,0,2405,10,0,0,initial_topology_capture,2405,5432,0,39608,0,392,231,118,0,0,0,0,115,0,113,0,0,0,19,0,3,0,11316232192,0,0,0,0,1500,1,0,1,0,210,0,0,556619,4554217,4315147,239070,233199759,31,0,7316,7703,161,0,0,0,7155,0,0,0
33,33,33,false,trade_planning,65535,33,33,6273,2400,120,261,10129,0,20302,105,258,0,3,4587105,53034588,3009272,44416676,4528746,44416676,962349841,13891419,42000000,52500,52500,0,42000000,0,0,0,0,25462500,0,0,11042833,-11042833,180,1857868662,976841004,906534515,76093,265409937,906458422,253911336,4481581,1119458,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,16384,16942,0,3232,10,0,0,initial_topology_capture,3232,7297,0,39608,0,392,231,118,0,0,0,0,115,0,113,0,0,0,16,0,3,0,11316232192,0,0,0,0,0,0,0,0,0,208,0,0,0,4896019,4608694,287325,253523855,32,0,7374,7761,161,0,0,0,7213,0,0,0
34,34,34,false,trade_planning,65535,34,34,6378,2400,120,261,10129,0,19472,108,257,0,4,4773689,49871404,3840470,42247058,4866270,42247058,911026261,14927998,43200000,54000,54000,0,43200000,0,0,0,0,26190000,0,0,10616471,-10616471,187,1733096896,926364626,852974689,76426,247585393,852898263,252772725,4029846,1077236,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,0,16942,0,0,11,0,0,initial_topology_capture,0,0,0,46784,0,404,239,126,4,1,3,0,115,0,113,0,0,0,20,8,4,0,11316232192,215665211,0,0,0,1500,1,0,1,0,199,0,0,554981,5108524,4786443,322081,252190368,33,3,7435,7822,14,0,0,0,7421,0,0,0
35,35,35,false,trade_planning,65535,35,35,6495,2400,120,261,10129,0,17983,121,258,0,1,4252833,46417957,3298891,38853751,5481828,38853751,836963672,16381806,48400000,60500,60500,0,48400000,0,0,0,0,29342500,0,0,9889087,-9889087,185,1413633804,852629705,772250414,68548,201947798,772181866,231419977,4141874,1142263,ACTIVE,true,1,1931586511863368049,6878440885882118507,SCAN,4096,16942,0,835,11,0,0,initial_topology_capture,835,1880,0,46784,0,404,239,126,4,1,3,0,115,0,113,0,0,0,15,0,5,0,11316232192,0,0,0,0,0,0,0,0,0,181,0,0,0,4669994,4254574,415420,230920428,34,0,7499,7886,14,0,0,0,7485,0,0,0
