epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error
11,11,55,false,trade_planning,65535,51,55,7896,2400,120,260,13874,0,127990,2388,335,0,0,146966452,472278788,244455498,173824670,12010679,173824670,11978342858,61933831,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,52482535,-52482535,0,13425585593,1917941579,11105409027,2374971487,145575147,3244046,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,163840,288000,0,2699,0,0,0,initial_topology_capture,2699,5956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13128171520,0,0,0,0
12,12,60,false,trade_planning,65535,56,60,7896,2400,120,260,13874,0,127990,2388,335,0,0,146977805,607847368,236896278,173828020,79743561,173828020,14020753186,419684386,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,46976436,-46976436,0,14843763829,2120538491,12790068800,2951063133,145658865,3055491,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,180224,288000,0,3006,0,0,0,initial_topology_capture,3006,6774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13128171520,0,0,0,0
13,13,65,false,trade_planning,65535,61,65,7896,2400,120,260,13874,0,127976,2388,335,0,14,147061270,571057982,261622229,173828225,32856185,173828225,15265462337,224534536,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,54948512,-54948512,0,16368262447,2338323980,14229927801,3270951324,145762669,8832329,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,196608,288000,0,3188,0,0,0,initial_topology_capture,3188,7469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13128171520,0,0,0,0
14,14,70,false,trade_planning,65535,66,70,7896,2400,120,260,13874,0,127940,2388,335,0,36,135580057,726347100,120052937,173803356,107118891,173803356,17938043020,569892666,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,55443357,-55443357,0,17487021028,2498146635,16557150354,3368622671,128533928,20276258,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,212992,288000,0,3411,0,0,0,initial_topology_capture,3411,8244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13128171520,0,0,0,0
15,15,75,false,trade_planning,65535,71,75,7894,2400,120,260,13874,0,127898,2388,333,0,44,146946180,557518848,239051496,173732457,26652592,173732457,16697302041,205001147,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,52628244,-52628244,0,17054462487,2436352579,15681300894,3398072982,145627017,3086768,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,229376,288000,0,3698,0,0,0,initial_topology_capture,3698,9145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13128171520,0,0,0,0
16,16,80,false,trade_planning,65535,76,80,7891,2400,120,260,13874,0,127869,2388,330,0,32,146912594,559064135,122239483,173646969,17742246,173646969,16831798987,106834357,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,46044750,-46044750,0,17989922713,2569989718,15913964630,3421374421,145646269,3015328,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,245760,288000,0,3931,0,0,0,initial_topology_capture,3931,10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13128171520,0,0,0,0
17,17,85,false,trade_planning,65535,81,85,7879,2400,120,260,13874,0,127806,2388,318,0,75,146746994,529291866,117255549,173587168,19508234,173587168,16740880741,149471005,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,42178293,-42178293,0,18804595928,2686371638,15780409736,3455318968,145419366,3269578,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,262144,288000,0,4186,0,0,0,initial_topology_capture,4186,10653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13128171520,0,0,0,0
18,18,90,false,trade_planning,65535,86,90,7877,2400,120,260,13874,0,127777,2388,316,0,31,146818575,669935494,122079663,173459683,145087365,173459683,18269782374,883782054,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,46186495,-46186495,0,19714983228,2816426993,16575000320,3546019025,145451719,3729855,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,278528,288000,0,4379,0,0,0,initial_topology_capture,4379,11104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13128171520,0,0,0,0
19,19,95,false,trade_planning,65535,91,95,7877,2400,120,260,13874,0,127703,2388,316,0,74,145948039,643414245,267496560,173399834,84434256,173399834,19810558752,483101172,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,51436044,-51436044,0,20185407089,2883630384,18516457580,3673486818,144263667,4660012,ACTIVE,true,1,1004698382656098209,8037876792253904599,ROUTE,288000,288000,0,32,0,0,0,initial_topology_capture,32,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13128171520,0,0,0,0
20,20,100,false,trade_planning,65535,96,100,7877,2400,120,260,13874,0,127658,2388,316,0,45,146475326,519359770,257963375,173250063,26946003,173250063,18192057390,213578724,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,48081269,-48081269,0,19612003001,2801715495,17167478666,3772539896,145390544,3532375,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,0,288000,0,0,1,0,0,initial_topology_capture,0,0,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,38,38,0,0,13128171520,850180685,0,0,0
21,21,105,false,trade_planning,65535,101,105,7873,2400,120,260,13874,0,127593,2388,312,0,69,146173014,492598616,162646535,173157265,28283641,173157265,17547198356,226153389,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,40036224,-40036224,0,20637275521,2948183006,16510044967,3855824712,145091564,3631478,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,16384,288000,0,42,1,0,0,initial_topology_capture,42,98,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,29,0,9,0,13128171520,0,0,0,0
22,22,110,false,trade_planning,65535,106,110,7873,2400,120,260,13874,0,127558,2388,312,0,35,146211274,540216989,74722175,173025244,33894991,173025244,17853362513,278050997,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,35817757,-35817757,0,22510528813,3215790611,16764311516,3931787875,145138189,3672436,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,32768,288000,0,309,1,0,0,initial_topology_capture,309,674,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,5,0,24,0,13128171520,0,0,0,0
23,23,115,false,trade_planning,65535,111,115,7872,2400,120,260,13874,0,127480,2388,311,0,79,140990126,697802563,140978050,172953038,74329954,172953038,21228238913,585825014,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,44825935,-44825935,0,23957891331,3422556706,19831413899,4003173516,139537524,4740712,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,49152,288000,0,614,1,0,0,initial_topology_capture,614,1358,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,5,0,13128171520,0,0,0,0
24,24,120,false,trade_planning,65535,116,120,7869,2400,120,260,13874,0,127446,2388,308,0,37,126302236,621418012,293196061,172798056,74597384,172798056,21107487989,576041568,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,50698022,-50698022,0,22939380012,3277055069,19720446421,3847731443,124800137,4887290,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,65536,288000,0,859,1,0,0,initial_topology_capture,859,1912,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
25,25,125,false,trade_planning,65535,121,125,7868,2400,120,260,13874,0,127386,2388,307,0,61,124693304,446020535,311705102,172725915,29183909,172725915,18255736007,284712181,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,45847607,-45847607,0,22453088153,3207584789,17160023826,3904271242,123094087,5523525,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,81920,288000,0,1145,1,0,0,initial_topology_capture,1145,2551,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
26,26,130,false,trade_planning,65535,126,130,7868,2400,120,260,13874,0,127353,2388,307,0,33,111273036,450412719,166486907,172601019,21001218,172601019,17603214229,196632524,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,42801234,-42801234,0,24578978816,3511283451,16595581705,3687387358,109187030,7156952,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,98304,288000,0,1433,1,0,0,initial_topology_capture,1433,3223,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
27,27,135,false,trade_planning,65535,131,135,7866,2400,120,260,13874,0,127318,2388,305,0,37,119381705,524650514,169018494,172573038,38484218,172573038,18598551853,319581345,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,42484192,-42484192,23,26933402349,3847629689,17467970508,3987554489,117054592,8177582,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,114688,288000,0,1755,1,0,0,initial_topology_capture,1755,3849,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
28,28,140,false,trade_planning,65535,136,140,7866,2400,120,260,13874,0,127295,2388,305,0,23,120104400,502309736,217171108,172503595,43126318,172503595,19923977216,354955615,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,45540088,-45540088,23,28831952721,4118851181,18758021601,4092393710,117802910,7924732,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,131072,288000,0,2061,1,0,0,initial_topology_capture,2061,4414,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
29,29,145,false,trade_planning,65535,141,145,7865,2400,120,260,13874,0,127263,2388,304,0,33,121133132,604167383,168201368,172458244,38781349,172458244,21950315035,323003625,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,45824763,-45824763,0,29947688756,4278242033,20816311410,4325655563,120794853,9864440,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,147456,288000,0,2416,1,0,0,initial_topology_capture,2416,5018,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
30,30,150,false,trade_planning,65535,146,150,7863,2400,120,260,13874,0,127231,2388,302,0,34,115531064,639235409,176871099,172389221,70052356,172389221,23638756912,488430523,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,49876274,-49876274,0,29165732346,4166533961,22339326389,4498931181,114210539,14462042,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,163840,288000,0,2771,1,0,0,initial_topology_capture,2771,5883,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
31,31,155,false,trade_planning,65535,151,155,7863,2400,120,260,13874,0,127197,2388,302,0,34,121088915,562294905,208607247,172319169,57152502,172319169,21033997506,424474633,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,42596488,-42596488,0,27759494864,3965642920,19798522873,4669622313,120793583,9716693,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,180224,288000,0,3020,1,0,0,initial_topology_capture,3020,6759,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
32,32,160,false,trade_planning,65535,156,160,7862,2400,120,260,13874,0,127158,2388,302,0,39,114838670,577796161,199741915,172242267,56781278,172242267,20642430399,413703033,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,39656091,-39656091,1,28910456678,4130066014,19417727366,4492852620,115542410,6849437,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,196608,288000,0,3199,1,0,0,initial_topology_capture,3199,7457,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
33,33,165,false,trade_planning,65535,161,165,7864,2400,120,260,13874,0,127117,2388,305,0,38,119000495,538482924,257901619,172161647,36031215,172161647,20440553362,283576124,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,40321948,-40321948,4,30136596137,4305228805,19345977238,4674341583,119158309,9685527,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,212992,288000,0,3472,1,0,0,initial_topology_capture,3472,8182,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
34,34,170,false,trade_planning,65535,166,170,7866,2400,120,260,13874,0,127067,2388,310,0,45,117365066,480556829,257021299,172081989,29108435,172081989,21371930795,231741487,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,43141631,-43141631,6,31253689746,4464813590,20329189308,4811975569,115343116,14554763,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,229376,288000,0,3793,1,0,0,initial_topology_capture,3793,9049,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
35,35,175,false,trade_planning,65535,171,175,7864,2400,120,260,13874,0,127043,2388,307,0,27,117611063,479533826,210357429,171999729,20059258,171999729,22869156467,175689901,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,46082036,-46082036,5,31896196084,4556600227,21882466566,4806780447,116573235,11368469,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,245760,288000,0,4191,1,0,0,initial_topology_capture,4191,9835,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
36,36,180,false,trade_planning,65535,176,180,7864,2400,120,260,13874,0,126986,2388,307,0,57,122021638,501366513,166636228,171943847,22897555,171943847,22561288404,194466697,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,44092706,-44092706,6,31389138921,4484163479,21555821707,4964504147,121868895,9264532,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,262144,288000,0,4505,1,0,0,initial_topology_capture,4505,10333,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
37,37,185,false,trade_planning,65535,181,185,7860,2400,120,260,13874,0,126956,2388,302,0,35,122086006,497926907,177008818,171836725,26863915,171836725,20917466795,203639707,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,40370374,-40370374,6,31625513075,4517931240,19902827088,4880892681,123166702,6346127,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,278528,288000,0,4729,1,0,0,initial_topology_capture,4729,10753,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13128171520,0,0,0,0
38,38,190,false,trade_planning,65535,186,190,7857,2400,120,260,13874,0,126914,2388,298,0,46,113936485,483683119,207374525,171774713,14842534,171774713,20306369726,127123247,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,39418422,-39418422,4,32749708297,4678530547,19368246479,4730990729,113987997,9545836,ACTIVE,true,1,1004698382656098209,8037876792253904599,ROUTE,288000,288000,0,40,1,0,0,initial_topology_capture,40,72,0,25639,0,216,108,38,0,0,0,0,60,0,70,0,0,0,0,0,0,0,13132365824,0,0,0,0
39,39,195,false,trade_planning,65535,191,195,7860,2400,120,260,13874,0,126842,2388,303,0,67,109831422,462071659,220151040,171687805,17767673,171687805,20985957650,133848174,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,42136439,-42136439,7,34012092798,4858871175,20041109476,4622796507,109855207,10857845,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,0,288000,0,0,2,0,0,initial_topology_capture,0,0,0,54043,0,504,252,103,1,0,1,1,129,0,148,0,0,0,65,65,0,0,13128171520,3696398403,0,0,0
40,40,200,false,trade_planning,65535,196,200,7890,2400,120,260,13874,0,126744,2388,370,0,31,106716905,463284223,191611926,171522030,17185212,171522030,21246306567,158833122,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,43136257,-43136257,42,34582996716,4940428893,20276473445,4570361013,107845879,9483305,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,16384,288000,0,48,2,0,0,initial_topology_capture,48,92,0,54043,0,504,252,103,1,0,1,1,129,0,148,0,0,0,28,0,37,0,13128171520,0,0,0,0
41,41,205,false,trade_planning,65535,201,205,7918,2400,120,260,13874,0,126630,2388,428,0,56,105937036,471197521,179553369,171404480,17698336,171404480,20850296775,158610687,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,42363378,-42363378,72,34848377752,4978340476,19880686088,4475959395,107340640,7985679,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,32768,288000,0,355,2,0,0,initial_topology_capture,355,628,0,54043,0,504,252,103,1,0,1,1,129,0,148,0,0,0,4,0,24,0,13128171520,0,0,0,0
42,42,210,false,trade_planning,65535,206,210,7842,2400,120,260,13874,0,126511,2388,397,0,150,99527481,488274263,172790515,171224311,19904999,171224311,20373888361,176308558,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,40239463,-40239463,109,35252204564,5036029979,19386579803,4254349580,100563577,7507190,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,49152,288000,0,683,2,0,0,initial_topology_capture,683,1288,0,54043,0,504,252,103,1,0,1,1,129,0,148,0,0,0,3,0,1,0,13128171520,0,0,0,0
43,43,215,false,trade_planning,65535,211,215,7889,2400,120,260,13874,0,126342,2388,519,0,47,98727692,456756631,212253583,170995352,16518438,170995352,19481639131,148811156,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,39791110,-39791110,171,35744356711,5106337461,18521827975,4155268817,100262280,6902310,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,65536,288000,0,941,2,0,0,initial_topology_capture,941,1829,0,54043,0,504,252,103,1,0,1,1,129,0,148,0,0,0,0,0,3,0,13128171520,0,0,0,0
44,44,220,false,trade_planning,65535,216,220,7914,2400,120,260,13874,0,126240,2388,582,0,39,92805085,447827019,214570460,170831182,13652291,170831182,19962719357,120108548,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,41596408,-41596408,204,36686263827,5240895620,19031610809,3944268511,93844374,7606025,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,81920,288000,0,1242,2,0,0,initial_topology_capture,1242,2453,0,54043,0,504,252,103,1,0,1,1,129,0,148,0,0,0,0,0,0,0,13128171520,0,0,0,0
45,45,225,false,trade_planning,65535,221,225,7930,2400,120,260,13874,0,126127,2388,638,0,57,90479149,427240136,198878741,170698841,13671125,170698841,19415711901,118470393,811000000,10670000,370000,10300000,296000000,515000000,0,0,0,543040000,0,0,40568042,-40568042,233,37001865055,5285981546,18486241508,3829154313,91691621,7043909,ACTIVE,true,1,1004698382656098209,8037876792253904599,SCAN,98304,288000,0,1581,2,0,0,initial_topology_capture,1581,3074,0,54043,0,504,252,103,1,0,1,1,129,0,148,0,0,0,0,0,0,0,13128171520,0,0,0,0
