epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap
11,12,12,false,trade_planning,65535,12,12,4983,2400,120,261,8676,0,11464,162,27,0,3,1620253,24646973,116311,45511273,1102,45511273,319144936,6918,2061000,19395,1455,17940,1164000,897000,0,0,0,42400000,0,0,4671497,-4671497,0,3791495389,317113419,317113419,36401,541642301,317077018,78694856,1325794,4331600,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,4096,14159,0,566,7,0,0,initial_topology_capture,566,2117,0,22777,0,216,72,8,129,33,96,0,56,0,8,0,0,0,7,0,1,0,8627683328,0,0,0,0,0,57,44,27,13,5,57,0,162,5,394,1,29114380,5637844,2278718,3359126,78450825,11,0,0,0,0,0,0,0,0,0,0,0
12,13,13,false,trade_planning,65535,13,13,4939,2400,120,261,8676,0,11699,161,19,0,1,1186098,26008542,123958,46268631,1144,46268631,331969471,7229,2053800,18801,1485,17316,1188000,865800,0,0,0,42000000,0,0,4873516,-4873516,0,3813337994,329946492,329946492,38050,544762666,329908442,76020341,1355813,3577628,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,8192,14159,0,1135,7,0,0,initial_topology_capture,1135,4306,0,22777,0,216,72,8,129,33,96,0,56,0,8,0,0,0,6,0,1,0,8669626368,0,0,0,0,0,62,53,20,9,8,62,0,161,0,398,0,36656740,4907865,1624614,3283251,75900583,12,0,0,0,0,0,0,0,0,0,0,0
13,14,14,false,trade_planning,65535,14,14,4908,2400,120,261,8676,0,11860,144,11,0,7,1290669,26239334,121384,47066826,1161,47066826,337732038,7348,1814400,15138,1410,13728,1128000,686400,0,0,0,36400000,0,0,4985103,-4985103,0,4206161167,335948989,335948989,38699,600880270,335910290,81291162,1698808,3696381,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,12288,14159,0,1702,7,0,0,initial_topology_capture,1702,6401,0,22777,0,216,72,8,129,33,96,0,56,0,8,0,0,0,6,0,0,0,8673820672,0,0,0,0,1500,67,56,42,25,7,67,0,173,0,417,0,39068415,5365664,1784447,3581217,81182429,13,0,0,0,0,0,0,0,0,0,0,0
14,15,15,false,trade_planning,65535,15,15,4866,2400,120,261,8676,0,11104,145,11,0,8,1231173,25156221,119785,43881817,1087,43881817,318847871,6935,1986000,15645,1605,14040,1284000,702000,0,0,0,39400000,0,0,4658750,-4658750,0,3702361096,316891472,316891472,36536,528908832,316854936,78576292,1593523,3864966,ACTIVE,true,1,1491153001861690607,5074282379595686183,ROUTE,14159,14159,0,8,7,0,0,initial_topology_capture,8,74,0,22777,0,216,72,8,129,33,96,0,56,0,8,0,0,0,6,0,0,0,8623489024,0,0,0,0,0,60,52,32,18,10,60,0,157,0,382,0,36974890,5435864,1705377,3730487,78467303,14,0,0,0,0,0,0,0,0,0,0,0
15,16,16,false,trade_planning,65535,16,16,4841,2400,120,261,8676,0,10734,113,22,0,15,1050031,21490879,125179,42667733,1086,42667733,287151954,7538,1545600,12462,1230,11232,984000,561600,0,0,0,30800000,0,0,4354593,-4354593,0,3408465550,285639179,285639179,40363,486923740,285598816,75249103,1267550,3075224,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,8,0,0,initial_topology_capture,0,0,0,25547,0,232,88,12,141,33,108,0,56,0,8,0,0,0,10,4,0,0,8640266240,41733520,0,0,0,0,58,33,30,14,8,58,0,162,0,418,1,23272450,4333308,1363982,2969326,74896885,15,0,0,0,0,0,0,0,0,0,0,0
16,17,17,false,trade_planning,65535,17,17,4813,2400,120,261,8676,0,11499,121,26,0,12,1650909,22133999,130989,45671765,1094,45671765,302365099,7719,1608000,13710,1230,12480,984000,624000,0,0,0,32400000,0,0,4570790,-4570790,0,3745395400,300790579,300790579,41199,535056583,300749380,86279130,1428952,4242677,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,9,0,0,initial_topology_capture,0,0,0,29093,0,264,104,22,141,33,108,0,72,0,14,0,0,0,20,10,0,0,8623489024,44743062,0,0,0,0,55,27,30,14,8,55,0,153,2,384,2,19788210,5652831,1913367,3739464,85915940,16,1,1383,1383,0,0,0,0,1383,0,0,0
17,18,18,false,trade_planning,65535,18,18,4781,2400,120,261,8676,0,11731,116,18,0,23,1613780,23285819,129981,46658488,1178,46658488,320885634,8322,1596000,13695,1215,12480,972000,624000,0,0,0,32200000,0,0,4708781,-4708781,0,3745802572,319325682,319325682,44370,535114757,319281312,83419362,1329361,3729465,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,10,0,0,initial_topology_capture,0,0,0,35666,0,296,124,38,141,33,108,0,92,0,18,0,0,0,35,16,1,0,8594128896,118981649,0,0,0,0,63,29,39,17,9,63,0,176,4,431,3,22398870,5022746,1858116,3164630,83245992,17,1,2797,2797,0,0,0,0,2797,0,0,0
18,19,19,false,trade_planning,65535,19,19,4754,2400,120,261,8676,0,11891,110,11,0,10,2016954,23461172,119490,47456522,1190,47456522,329721934,8401,1463400,11043,1215,9828,972000,491400,0,0,0,28800000,0,0,4744653,-4744653,0,4078386270,328294932,328294932,44799,582626716,328250133,88987521,1633102,3889130,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,4096,14159,0,555,10,0,0,initial_topology_capture,555,2116,0,35666,0,296,124,38,141,33,108,0,92,0,18,0,0,0,33,0,2,0,8552185856,0,0,0,0,0,62,25,38,14,4,62,0,174,3,436,5,19029860,5482763,2274720,3208043,88758208,18,0,4283,4283,0,0,0,0,4283,0,0,0
19,20,20,false,trade_planning,65535,20,20,4720,2400,120,261,8676,0,11144,100,11,0,8,1819197,21969436,123923,44322198,1144,44322198,307192074,7945,1500600,10212,1320,8892,1056000,444600,0,0,0,29000000,0,0,4461649,-4461649,0,3618545982,305725985,305725985,42456,516935234,305683529,85563202,1354700,4230825,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,8192,14159,0,1114,10,0,0,initial_topology_capture,1114,4273,0,35666,0,296,124,38,141,33,108,0,92,0,18,0,0,0,32,0,1,0,8501854208,0,0,0,0,0,69,31,34,15,20,69,0,175,2,411,6,23535390,5547807,2107195,3440612,85359199,19,0,5779,5779,0,0,0,0,5779,0,0,0
20,21,21,false,trade_planning,65535,21,21,4698,2400,120,261,8676,0,10685,5,167,0,8,1339245,22254936,348490,42801696,859,42801696,300174802,6699,39000,780,0,780,0,39000,0,0,0,1000000,0,0,4340605,-4340605,275,3191703327,300164513,300164513,35410,455957711,300129103,85579894,1593925,2902439,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,11,0,0,initial_topology_capture,0,0,0,38782,0,328,140,54,141,33,108,0,92,0,18,0,0,0,46,16,2,0,8430551040,141468362,0,0,0,0,41,10,19,8,14,41,0,100,0,354,2,6284280,4462526,1684632,2777894,85335206,20,3,7190,7207,0,0,0,0,7190,0,0,0
21,22,22,false,trade_planning,65535,22,22,4674,2400,120,261,8676,0,11447,6,180,0,10,1317532,23888551,347532,45861543,891,45861543,314116370,6881,46800,936,0,936,0,46800,0,0,0,1200000,0,0,4640681,-4640681,288,3601987443,314098986,314098986,36297,514569736,314062689,92508732,1778793,3257745,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,4096,14159,0,550,11,0,0,initial_topology_capture,550,2097,0,38782,0,328,140,54,141,33,108,0,92,0,18,0,0,0,46,0,0,0,8237613056,0,0,0,0,1500,45,13,25,12,9,45,0,110,2,383,5,8996450,5062897,1738797,3324100,91437919,21,0,7165,7207,0,0,0,0,7165,0,0,0
22,23,23,false,trade_planning,65535,23,23,4656,2400,120,261,8676,0,11674,4,169,0,11,1172204,25206250,398831,46787723,940,46787723,324988402,7336,31200,624,0,624,0,31200,0,0,0,800000,0,0,4843253,-4843253,294,3568096552,324988520,324988520,38654,509728188,324949866,87280786,1637600,2775591,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,12,0,0,initial_topology_capture,0,0,0,41205,0,360,156,70,145,35,110,0,93,0,18,0,0,0,61,16,1,0,8048869376,84818256,0,0,0,3000,46,14,23,8,15,46,0,104,0,391,0,9867223,4418646,1481354,2937292,86506054,22,2,7135,7207,0,0,0,0,7135,0,0,0
23,24,24,false,trade_planning,65535,24,24,4648,2400,120,261,8676,0,11855,7,138,0,9,1304115,26176707,394670,47582975,945,47582975,338632459,7398,54600,1092,0,1092,0,54600,0,0,0,1400000,0,0,5010456,-5010456,276,3923765823,338609543,338609543,39082,560538077,338570461,89630445,1965835,2346346,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,4096,14159,0,570,12,0,0,initial_topology_capture,570,2012,0,41205,0,360,156,70,145,35,110,0,93,0,18,0,0,0,60,0,1,0,7847542784,0,0,0,0,7500,52,23,37,15,26,52,0,117,1,408,0,16185185,4366878,1598765,2768113,88266138,23,0,7110,7207,0,0,0,0,7110,0,0,0
24,25,25,false,trade_planning,65535,25,25,4638,2400,120,261,8676,0,11096,4,135,0,19,1213564,24266146,360255,44498609,905,44498609,314525939,7009,31200,624,0,624,0,31200,0,0,0,800000,0,0,4627744,-4627744,262,3457866742,314524794,314524794,37064,493981057,314487730,87643774,1674660,2823604,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,13,0,0,initial_topology_capture,0,0,0,45393,0,372,156,70,157,38,119,0,93,0,18,0,0,0,56,0,4,0,7692353536,0,0,0,0,4500,41,17,29,19,16,41,0,106,0,376,1,12590333,4551440,1569368,2982072,86368928,24,0,7091,7207,0,0,0,0,7091,0,0,0
25,26,26,false,trade_planning,65535,26,26,4665,2400,120,261,8676,0,10588,15,244,0,12,1315508,26392380,380570,41293709,841,41293709,345331831,7226,101400,2028,0,2028,0,101400,0,0,0,2600000,0,0,4446188,-4446188,359,2947834060,345261166,345261166,37961,421119246,345223205,64810218,2713724,1202390,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,14,0,0,initial_topology_capture,0,0,0,49434,0,384,156,70,169,38,131,0,93,0,18,0,0,0,50,0,6,0,7696547840,0,0,0,0,0,33,26,23,12,6,33,0,112,0,391,0,20322310,3926347,1583847,2342500,64244509,25,0,7065,7207,0,0,0,0,7065,0,0,0
26,27,27,false,trade_planning,65535,27,27,4693,2400,120,261,8676,0,11381,22,224,0,11,1760753,26918146,375108,44535096,875,44535096,364104103,7688,140400,2808,0,2808,0,140400,0,0,0,3600000,0,0,4645056,-4645056,375,3351622191,363996255,363996255,40240,478803264,363956015,83177545,2898287,2264253,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,15,0,0,initial_topology_capture,0,0,0,59890,0,464,192,90,181,44,137,0,123,0,34,0,0,0,66,20,4,0,7742685184,98842959,0,0,0,4500,32,27,16,12,18,32,0,104,1,351,2,19757171,5180633,2178118,3002515,82446957,26,26,7045,7207,0,0,0,0,7045,0,0,0
27,28,28,false,trade_planning,65535,28,28,4734,2400,120,261,8676,0,11567,21,247,0,19,1683851,26695384,412149,45260651,928,45260651,361955957,8227,140400,2808,0,2808,0,140400,0,0,0,3600000,0,0,4738257,-4738257,392,3314114403,361850373,361850373,43043,473445018,361807330,72415388,2668795,1937136,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,16,0,0,initial_topology_capture,0,0,0,69058,0,532,228,110,189,46,143,0,143,0,50,0,0,0,81,20,5,0,7839154176,112425752,0,0,0,1500,38,27,25,12,12,38,0,115,1,393,3,21086427,4598033,2017661,2580372,72011119,27,27,7013,7207,0,0,0,0,7013,0,0,0
28,29,29,false,trade_planning,65535,29,29,4771,2400,120,261,8676,0,11745,19,227,0,16,2082999,28023211,420976,45988039,943,45988039,379309511,8308,152400,2823,15,2808,12000,140400,0,0,0,3800000,0,0,4934666,-4934666,373,3723487250,379192277,379192277,43474,531926852,379148803,77958536,2413969,2489320,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,4096,14159,0,561,16,0,0,initial_topology_capture,561,2181,0,69058,0,532,228,110,189,46,143,0,143,0,50,0,0,0,77,0,4,0,7876902912,0,0,0,0,1500,31,17,23,13,19,31,0,107,2,401,0,13402580,4905640,2426499,2479141,77462991,28,0,6979,7207,0,0,0,0,6979,0,0,0
29,30,30,false,trade_planning,65535,30,30,4805,2400,120,261,8676,0,10998,20,212,0,6,1853257,26161671,381479,43026436,29063,43026436,358822779,130705,132600,2652,0,2652,0,132600,0,0,0,3400000,0,0,4504003,-4504003,349,3213950974,359214081,358601179,41705,459135940,358559474,78801107,2684039,2540227,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,12288,14159,0,1702,16,0,0,initial_topology_capture,1702,6220,0,69058,0,532,228,110,189,46,143,0,143,0,50,0,0,0,69,0,8,0,7939817472,0,0,0,0,1500,34,26,20,13,14,34,0,118,2,373,1,19662079,5211766,2227372,2984394,78437589,29,0,6953,7207,0,0,0,0,6953,0,0,0
30,31,31,false,trade_planning,65535,31,31,4852,2400,120,261,8676,0,10588,76,172,0,15,2538735,24096771,367864,41368608,899,41368608,404713647,11285,28062400,36248,35000,1248,28000000,62400,0,0,0,18575000,0,0,4266940,-4266940,183,2812969408,376698625,376698625,58663,401852869,376639962,66721252,2382569,1385574,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,17,0,0,initial_topology_capture,0,0,0,74003,0,596,260,128,192,47,145,0,147,0,64,0,0,0,81,18,6,0,7944011776,96308881,0,0,0,4500,23,15,28,20,18,23,0,136,0,332,0,10755364,3795419,2767287,1028132,65834061,30,30,6939,7207,0,0,0,0,6939,0,0,0
31,32,32,false,trade_planning,65535,32,32,4896,2400,120,261,8676,0,11375,78,163,0,7,2443272,25138895,366206,44500111,31484,44500111,419500015,233046,26501400,35028,33000,2028,26400000,101400,0,0,0,18605000,0,0,4590138,-4590138,198,3253095326,393931903,392825263,59694,464728007,392765569,84074974,2107057,2707822,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,4096,14159,0,567,17,0,0,initial_topology_capture,567,2157,0,74003,0,596,260,128,192,47,145,0,147,0,64,0,0,0,75,0,6,0,7969177600,0,0,0,0,1500,24,12,30,25,16,24,0,142,0,355,2,8341554,4872847,2783704,2089143,82634052,31,0,6922,7210,0,0,0,0,6922,0,0,0
32,33,33,false,trade_planning,65535,33,33,4942,2400,120,261,8676,0,11564,86,173,0,14,2139898,26520678,417247,45253570,79459,45253570,422755337,463274,29317000,38840,36500,2340,29200000,117000,0,0,0,20702500,0,0,4792807,-4792807,204,3177425453,395291680,393039179,64116,453918027,392975063,70355298,1960131,2056901,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,18,0,0,initial_topology_capture,0,0,0,80054,0,660,291,142,209,52,157,3,154,0,75,0,0,0,73,14,16,0,7977566208,242004978,0,0,0,0,23,15,30,20,16,23,0,144,0,362,0,11940420,4057142,2463212,1593930,69311617,32,32,6906,7211,0,0,0,0,6906,0,0,0
33,34,34,false,trade_planning,65535,34,34,4991,2400,120,261,8676,0,11740,81,156,0,11,1851236,25463738,395821,45958737,26459,45958737,405917010,206616,28093600,36872,35000,1872,28000000,93600,0,0,0,19375000,0,0,4633971,-4633971,185,3598491161,378651441,377681368,64574,514070270,377616794,74641304,2200892,1933592,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,8192,14159,0,1145,18,0,0,initial_topology_capture,1145,4142,0,80054,0,660,291,142,209,52,157,3,154,0,75,0,0,0,61,0,12,0,7994343424,0,0,0,0,6000,22,13,28,20,24,22,0,136,1,373,0,9858342,4203391,2133011,2070380,72966105,33,0,6892,7213,0,0,0,0,6892,0,0,0
34,35,35,false,trade_planning,65535,35,35,5037,2400,120,261,8676,0,11001,82,142,0,10,2029439,25694918,379813,43104727,140659,43104727,411165654,751745,27701400,36528,34500,2028,27600000,101400,0,0,0,19332500,0,0,4559141,-4559141,161,3100050934,386468256,382774332,61823,442864516,382712509,76463288,2333407,2130701,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,19,0,0,initial_topology_capture,0,0,0,88007,0,720,309,151,235,70,165,3,154,0,84,0,0,0,65,9,5,0,8015314944,171865798,0,0,0,6000,26,19,31,25,23,26,0,134,0,348,0,14884462,4509669,2360837,2148832,75315573,34,34,6873,7213,0,0,0,0,6873,0,0,0
