epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap
18,20,20,false,trade_planning,65535,20,20,6627,2400,120,261,11127,0,14891,0,287,0,15,937869,25064655,157022,60042849,1515,60042849,345405854,10668,1810800,14841,1425,13416,1140000,670800,0,0,0,36400000,0,0,5381597,-5381597,0,5565811553,343641458,343641458,57072,795116062,343584386,83775204,855507,3409343,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,0,18947,0,0,5,0,0,initial_topology_capture,0,0,0,46197,0,300,92,48,156,64,92,0,0,0,24,0,0,0,19,12,8,0,10636754944,46345939,0,0,0,4500,49,31,29,24,7,49,0,212,1,640,4,21382344,4229999,1071807,3158192,83363627,19,4,7809,7809,0,0,0,0,7809,0,0,0
19,21,21,false,trade_planning,65535,21,21,6585,2400,120,261,11127,0,15173,0,247,0,16,914302,28510480,491492,61107572,1172,61107572,359119231,8971,62400,1248,0,1248,0,62400,0,0,0,1600000,0,0,5604204,-5604204,359,5130214709,359095294,359095294,47434,732887960,359047860,94815168,1856097,2348467,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,4096,18947,0,557,5,0,0,initial_topology_capture,557,2070,0,46197,0,300,92,48,156,64,92,0,0,0,24,0,0,0,17,0,2,0,10540285952,0,0,0,0,3000,51,18,23,16,11,51,0,141,0,587,0,12905457,4182344,1071800,3110544,94065274,20,0,9719,9749,0,0,0,0,9719,0,0,0
20,22,22,false,trade_planning,65535,22,22,6524,2400,120,261,11127,0,14845,0,288,0,23,974817,28622455,478889,59920238,1148,59920238,359546726,8785,39000,780,0,780,0,39000,0,0,0,1000000,0,0,5579780,-5579780,361,5168651390,359545363,359545363,46422,738378892,359498941,91222316,1826086,2175527,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,8192,18947,0,1099,5,0,0,initial_topology_capture,1099,4293,0,46197,0,300,92,48,156,64,92,0,0,0,24,0,0,0,16,0,1,0,10397679616,0,0,0,0,0,52,16,27,17,8,52,0,143,0,591,1,12201080,3988727,1172524,2816203,90325327,21,0,9684,9749,0,0,0,0,9684,0,0,0
21,23,23,false,trade_planning,65535,23,23,6458,2400,120,261,11127,0,14777,0,335,0,19,1084931,28750184,516088,59410678,1217,59410678,365832015,9328,51000,795,15,780,12000,39000,0,0,0,1200000,0,0,5656629,-5656629,355,5147287358,365821042,365821042,49355,735326896,365771687,92545806,1735836,2523727,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,12288,18947,0,1653,5,0,0,initial_topology_capture,1653,6426,0,46197,0,300,92,48,156,64,92,0,0,0,24,0,0,0,13,0,3,0,10250878976,0,0,0,0,3000,51,20,27,18,10,51,0,137,0,574,3,15069975,4249348,1288188,2961160,91710023,22,0,9648,9749,0,0,0,0,9648,0,0,0
22,24,24,false,trade_planning,65535,24,24,6388,2400,120,261,11127,0,14450,0,298,0,25,1239160,27189309,492517,58336493,1139,58336493,357457570,8902,70200,1404,0,1404,0,70200,0,0,0,1800000,0,0,5421681,-5421681,342,5007832190,357425551,357425551,47083,715404739,357378468,91513528,1433158,2690668,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,16384,18947,0,2239,5,0,0,initial_topology_capture,2239,8499,0,46197,0,300,92,48,156,64,92,0,0,0,24,0,0,0,10,0,3,0,10120855552,0,0,0,0,4500,53,19,25,18,8,53,0,134,0,568,1,12882644,4112934,1525132,2587802,90676411,23,0,9610,9749,0,0,0,0,9610,0,0,0
23,25,25,false,trade_planning,65535,25,25,6340,2400,120,261,11127,0,14870,0,286,0,22,809449,26508723,485532,59996687,1146,59996687,343492472,8951,98400,1293,45,1248,36000,62400,0,0,0,2200000,0,0,5444283,-5444283,365,5251321074,343432382,343432382,47261,750188864,343385121,88288821,1276907,2743550,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,0,18947,0,0,6,0,0,initial_topology_capture,0,0,0,55925,0,364,111,54,198,92,106,0,0,0,24,0,0,0,14,6,2,0,10015997952,56228182,0,0,0,0,46,16,23,17,10,46,0,140,0,601,7,11512110,3993622,966445,3027177,87640646,24,4,9578,9749,0,0,0,0,9578,0,0,0
24,26,26,false,trade_planning,65535,26,26,6352,2400,120,261,11127,0,15030,0,364,0,26,1800397,29813117,525036,59227247,1164,59227247,405588541,10059,62400,1248,0,1248,0,62400,0,0,0,1600000,0,0,5652043,-5652043,474,5022112987,405568919,405568919,52837,717444852,405516082,73411369,2306867,1672735,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,4096,18947,0,585,6,0,0,initial_topology_capture,585,2069,0,55925,0,364,111,54,198,92,106,0,0,0,24,0,0,0,11,0,3,0,10024386560,0,0,0,0,4500,40,28,21,12,14,40,0,157,0,608,1,21815473,3979499,2059403,1920096,72717269,25,0,9541,9749,0,0,0,0,9541,0,0,0
25,27,27,false,trade_planning,65535,27,27,6366,2400,120,261,11127,0,14696,0,418,0,19,1761433,28794292,525699,57935639,1134,57935639,390436068,9864,51000,795,15,780,12000,39000,0,0,0,1200000,0,0,5553822,-5553822,475,5029560440,390427018,390427018,51814,718508768,390375204,69565583,2153230,1779474,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,0,18947,0,0,7,0,0,initial_topology_capture,0,0,0,62127,0,436,147,70,208,92,116,0,32,0,34,0,0,0,26,16,1,0,10028580864,34685641,0,0,0,4500,35,21,24,18,9,35,0,143,1,566,1,16504122,3929878,2069815,1860063,68758457,26,26,9504,9749,0,0,0,0,9504,0,0,0
26,28,28,false,trade_planning,65535,28,28,6374,2400,120,261,11127,0,14672,0,418,0,22,1539725,30827787,545020,57687994,1221,57687994,406188615,10578,51000,795,15,780,12000,39000,0,0,0,1200000,0,0,5712510,-5712510,468,5036301078,406182698,406182698,55661,719471730,406127037,72249532,1987888,1963926,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,4096,18947,0,550,7,0,0,initial_topology_capture,550,2046,0,62127,0,436,147,70,208,92,116,0,32,0,34,0,0,0,21,0,5,0,10041163776,0,0,0,0,7500,39,26,22,16,16,39,0,162,0,646,0,19926448,3964742,1845372,2119370,71255602,27,0,9476,9749,0,0,0,0,9476,0,0,0
27,29,29,false,trade_planning,65535,29,29,6380,2400,120,261,11127,0,14334,0,389,0,25,1172341,29078422,534611,56441150,1130,56441150,374414140,9986,78000,1560,0,1560,0,78000,0,0,0,2000000,0,0,5535662,-5535662,454,4839574595,374378513,374378513,52359,691367943,374326154,70892019,1536297,2205133,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,16384,18947,0,2292,7,0,0,initial_topology_capture,2292,8332,0,62127,0,436,147,70,208,92,116,0,32,0,34,0,0,0,18,0,3,0,10007609344,0,0,0,0,1500,35,22,16,14,14,35,0,153,1,589,3,17679646,3771885,1491784,2280101,69733648,28,0,9447,9749,0,0,0,0,9447,0,0,0
28,30,30,false,trade_planning,65535,30,30,6390,2400,120,261,11127,0,14763,0,371,0,22,1071101,27884311,529596,58092869,1132,58092869,368503513,9880,74400,1263,15,1248,12000,62400,0,0,0,1800000,0,0,5476808,-5476808,482,5094743293,368471015,368471015,51782,727820603,368419233,71369707,1592835,2249547,ACTIVE,true,1,2121578414326718179,4833797801162567959,ROUTE,18947,18947,0,12,7,0,0,initial_topology_capture,12,87,0,62127,0,436,147,70,208,92,116,0,32,0,34,0,0,0,16,0,2,0,9961472000,0,0,0,0,3000,34,18,21,14,18,34,0,146,1,577,3,14305518,3827931,1314365,2513566,70778674,29,0,9421,9749,0,0,0,0,9421,0,0,0
29,31,31,false,trade_planning,65535,31,31,6453,2400,120,261,11127,0,15065,0,319,0,10,1648847,29560900,512466,59126304,1288,59126304,446253606,15954,32835400,41483,41015,468,32812000,23400,0,0,0,20685000,0,0,5576079,-5576079,226,4935081879,413484861,413484861,82609,705011832,413402252,68707447,1639968,1419398,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,0,18947,0,0,8,0,0,initial_topology_capture,0,0,0,78620,0,520,187,98,236,110,126,0,33,0,46,0,0,0,40,28,4,0,9990832128,211989872,0,0,0,4500,22,14,54,42,22,22,0,199,0,543,1,10595336,3134882,1934111,1200771,66822874,30,30,9402,9749,0,0,0,0,9402,0,0,0
30,32,32,false,trade_planning,65535,32,32,6520,2400,120,261,11127,0,14725,0,374,0,15,1539457,28028959,495833,57867613,1226,57867613,421152537,15450,33635400,42483,42015,468,33612000,23400,0,0,0,21170000,0,0,5337128,-5337128,236,4959567810,387581762,387581762,80075,708509825,387501687,69684087,1627988,1683282,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,4096,18947,0,561,8,0,0,initial_topology_capture,561,2024,0,78620,0,520,187,98,236,110,126,0,33,0,46,0,0,0,39,0,1,0,10011803648,0,0,0,0,9000,26,13,45,32,13,26,0,206,0,551,0,8951168,3361248,1826563,1534685,68151752,31,0,9378,9751,0,0,0,0,9378,0,0,0
31,33,33,false,trade_planning,65535,33,33,6580,2400,120,261,11127,0,14703,0,375,0,12,1796329,30006209,528467,57568800,1338,57568800,455108401,16533,34035400,42983,42515,468,34012000,23400,0,0,0,21412500,0,0,5611918,-5611918,228,4944681496,421142221,421142221,85753,706383205,421056468,72973417,1928288,1610167,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,0,18947,0,0,9,0,0,initial_topology_capture,0,0,0,86888,0,616,235,137,236,110,126,10,65,0,55,0,0,0,74,39,4,0,10053746688,417440840,0,0,0,9000,27,14,40,25,24,27,0,176,1,531,1,10649707,3591985,2056295,1535690,71440911,32,16,9358,9753,0,0,0,0,9358,0,0,0
32,34,34,false,trade_planning,65535,34,34,6632,2400,120,261,11127,0,14372,0,342,0,9,1512740,28137955,506129,56323851,1264,56323851,427185384,16043,31231200,39624,39000,624,31200000,31200,0,0,0,19715000,0,0,5315930,-5315930,215,4769394072,396021210,396021210,83069,681342149,395938141,74543675,1901005,1674967,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,4096,18947,0,601,9,0,0,initial_topology_capture,601,2022,0,86888,0,616,235,137,236,110,126,10,65,0,55,0,0,0,69,0,5,0,10083106816,0,0,0,0,16500,28,18,41,25,23,28,0,182,0,535,1,12828402,3613372,1761776,1851596,72680619,33,0,9339,9755,0,0,0,0,9339,0,0,0
33,35,35,false,trade_planning,65535,35,35,6694,2400,120,261,11127,0,14797,0,330,0,7,1352032,28116244,518085,57992095,1258,57992095,422524914,16210,33223400,41968,41500,468,33200000,23400,0,0,0,20727500,0,0,5415600,-5415600,230,5002726321,389369027,389369027,83723,714675320,389285304,74980915,1504173,2053050,ACTIVE,true,1,2121578414326718179,4833797801162567959,ROUTE,18947,18947,0,12,9,0,0,initial_topology_capture,12,84,0,86888,0,616,235,137,236,110,126,10,65,0,55,0,0,0,61,0,8,0,10099884032,0,0,0,0,3000,29,18,41,25,27,29,0,207,0,568,3,14436591,3572873,1567244,2005629,73956637,34,0,9320,9755,0,0,0,0,9320,0,0,0
34,36,36,false,trade_planning,65535,36,36,6635,2400,120,261,11127,0,15149,0,228,0,7,2059822,26070225,438263,60069879,104730,60069879,521283928,664696,792000,990,990,0,792000,0,0,0,0,13200000,0,0,4868624,-4868624,91,4674934889,523150122,519930697,103465,667847985,519827232,108649573,2238446,1561779,ACTIVE,true,1,2121578414326718179,4833797801162567959,SCAN,0,18947,0,0,10,0,0,initial_topology_capture,0,0,0,103836,0,680,273,173,246,112,134,16,65,0,57,0,0,0,92,36,5,0,9969860608,226969041,0,0,0,112500,72,56,62,28,24,72,0,130,0,613,2,32596949,3830981,2349691,1481290,106651845,35,4,9311,9755,0,0,0,0,9311,0,0,0
