epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,owner_capacity,owner_required,planned_owner_equivalent,filled_owner,owner_openings,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,owner_living_cost_per_day,owner_livelihood_required,viability_operating_cost,viability_income_gap,projected_owner_income_per_day,construction_ready_days,funded_capacity_q16,owner_working_capital_allocated,investment_score_q16,investment_payback_days,investment_rejection_reason
2,3,3,1117,28,18,-46,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,44383,0,0,0,0,840000,625760,0,214240,0,0,3128800,0,0,0,4200000,0,22243,65536,0,0,0,0,12236,2936640,2936640,192160,17500,,65536,0,0,0,0
2,3,3,1117,28,18,-46,0,2,80,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54767,65536,0,0,0,0,14423,72115,72115,-72115,2040,,32768,30000,0,0,0
2,3,3,1117,28,18,-46,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-265,65536,0,0,0,0,14423,72115,72115,-72115,16100,,65536,0,0,0,0
2,3,3,1117,28,18,-46,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18309,91545,91545,-91545,0,,0,225000,0,0,0
2,3,3,1117,28,18,-46,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,24379,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13354,65536,200000,200000,42500,42500,18309,91545,291545,108455,40000,,0,0,0,0,0
2,3,3,1117,28,18,-46,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-6325,0,0,0,0,98700,32780,0,65920,14300,0,352720,0,0,0,2023840,0,44468,65536,0,0,0,0,13120,1049600,1049600,-696880,24923,,65536,0,0,0,0
2,3,3,1117,28,18,-46,0,7,243,20,1,1,1,1,1,0,1,0,0,65536,65536,-9338,0,0,0,0,5000,5000,0,0,1000,0,250000,0,205000,205000,250000,205000,-16229,65536,200000,200000,5000,5000,18309,91545,291545,-41545,10000,,65536,0,0,0,0
2,3,3,1117,28,18,-46,0,8,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813600,0,54696,65536,0,0,0,0,12236,183540,183540,-183540,39240,,0,3000,0,0,0
3,4,4,1117,28,18,-46,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,18596,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9831,65536,0,0,0,0,12236,61180,61180,17360,15708,,65536,0,0,0,0
3,4,4,1117,28,18,-46,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,44383,0,0,0,0,840000,625760,0,214240,0,0,3128800,0,0,0,4200000,0,22243,65536,0,0,0,0,12236,2936640,2936640,192160,17500,,32768,30000,0,0,0
3,4,4,1117,28,18,-46,0,2,80,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54767,65536,0,0,0,0,14448,72240,72240,-72240,2040,,65536,0,0,0,0
3,4,4,1117,28,18,-46,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-265,65536,0,0,0,0,14448,72240,72240,-72240,16100,,0,225000,0,0,0
3,4,4,1117,28,18,-46,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18334,91670,91670,-91670,0,,0,0,0,0,0
3,4,4,1117,28,18,-46,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,24379,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13354,65536,200000,200000,42500,42500,18334,91670,291670,108330,40000,,65536,0,0,0,0
3,4,4,1117,28,18,-46,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-6325,0,0,0,0,98700,32780,0,65920,14300,0,352720,0,0,0,2023840,0,44468,65536,0,0,0,0,13146,1051680,1051680,-698960,24923,,65536,0,0,0,0
3,4,4,1117,28,18,-46,0,7,243,20,1,1,1,1,1,0,1,0,0,65536,65536,-9338,0,0,0,0,5000,5000,0,0,1000,0,250000,0,205000,205000,250000,205000,-16229,65536,200000,200000,5000,5000,18334,91670,291670,-41670,10000,,0,3000,0,0,0
3,4,4,1117,28,18,-46,0,8,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813600,0,54696,65536,0,0,0,0,12236,183540,183540,-183540,39240,,0,2000,0,0,0
4,5,5,1117,28,18,-46,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,18596,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9831,65536,0,0,0,0,12236,61180,61180,17360,15708,,32768,30000,0,0,0
4,5,5,1117,28,18,-46,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,44383,0,0,0,0,840000,625760,0,214240,0,0,3128800,0,0,0,4200000,0,22243,65536,0,0,0,0,12236,2936640,2936640,192160,17500,,65536,0,0,0,0
4,5,5,1117,28,18,-46,0,2,80,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54767,65536,0,0,0,0,14448,72240,72240,-72240,2040,,0,225000,0,0,0
4,5,5,1117,28,18,-46,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-265,65536,0,0,0,0,14448,72240,72240,-72240,16100,,0,0,0,0,0
4,5,5,1117,28,18,-46,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18334,91670,91670,-91670,0,,65536,0,0,0,0
4,5,5,1117,28,18,-46,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,24379,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13354,65536,200000,200000,42500,42500,18334,91670,291670,108330,40000,,65536,0,0,0,0
4,5,5,1117,28,18,-46,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-6325,0,0,0,0,98700,32780,0,65920,14300,0,352720,0,0,0,2023840,0,44468,65536,0,0,0,0,13146,1051680,1051680,-698960,24923,,0,3000,0,0,0
4,5,5,1117,28,18,-46,0,7,243,20,1,1,1,1,1,0,1,0,0,65536,65536,-9338,0,0,0,0,5000,5000,0,0,1000,0,250000,0,205000,205000,250000,205000,-16229,65536,200000,200000,5000,5000,18334,91670,291670,-41670,10000,,0,2000,0,0,0
4,5,5,1117,28,18,-46,0,8,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813600,0,54696,65536,0,0,0,0,12236,183540,183540,-183540,39240,,65536,0,0,0,0
5,6,6,1117,28,18,-46,0,0,65,9,1,1,1,1,1,0,0,0,0,65536,65536,18596,0,0,0,0,19635,19635,0,0,980,0,78540,0,0,0,78540,0,9831,65536,0,0,0,0,12236,61180,61180,17360,15708,,0,225000,0,0,0
5,6,6,1117,28,18,-46,0,1,70,9,24,48,48,48,48,0,0,0,0,65536,65536,44383,0,0,0,0,840000,625760,0,214240,0,0,3128800,0,0,0,4200000,0,22243,65536,0,0,0,0,12236,2936640,2936640,192160,17500,,0,0,0,0,0
5,6,6,1117,28,18,-46,0,2,80,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,-54767,65536,0,0,0,0,14448,72240,72240,-72240,2040,,65536,0,0,0,0
5,6,6,1117,28,18,-46,0,3,91,2,1,1,1,1,1,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500,0,-265,65536,0,0,0,0,14448,72240,72240,-72240,16100,,65536,0,0,0,0
5,6,6,1117,28,18,-46,0,4,107,20,1,1,1,1,1,0,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18334,91670,91670,-91670,0,,0,3000,0,0,0
5,6,6,1117,28,18,-46,0,5,204,20,1,1,1,1,1,0,1,0,0,65536,65536,24379,0,0,0,0,500,500,0,0,250,0,400000,0,242500,242500,400000,242500,13354,65536,200000,200000,42500,42500,18334,91670,291670,108330,40000,,0,2000,0,0,0
5,6,6,1117,28,18,-46,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,-6325,0,0,0,0,98700,32780,0,65920,14300,0,352720,0,0,0,2023840,0,44468,65536,0,0,0,0,13146,1051680,1051680,-698960,24923,,65536,0,0,0,0
5,6,6,1117,28,18,-46,0,7,243,20,1,1,1,1,1,0,1,0,0,65536,65536,-9338,0,0,0,0,5000,5000,0,0,1000,0,250000,0,205000,205000,250000,205000,-16229,65536,200000,200000,5000,5000,18334,91670,291670,-41670,10000,,65536,0,0,0,0
5,6,6,1117,28,18,-46,0,8,252,9,3,3,3,3,3,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813600,0,54696,65536,0,0,0,0,12236,183540,183540,-183540,39240,,32768,18750,0,0,0
6,7,7,1117,28,18,-46,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63210,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,782,2048,0,0,0,0,12394,61970,61970,-59771,444,,65536,2824,0,0,12
6,7,7,1117,28,18,-46,0,1,70,9,24,48,48,24,48,0,0,0,0,33307,33307,-32435,0,0,0,0,426908,212668,0,214240,0,0,992943,0,0,0,1993236,0,14032,33307,0,0,0,0,12394,2974560,2974560,-1981617,8305,,65536,1844,0,0,12
6,7,7,1117,28,18,-46,0,2,80,2,1,1,1,1,1,0,0,0,0,65536,65536,-51421,0,0,0,600,550,550,0,0,0,0,16390,2824,0,0,16415,2824,-52506,65536,0,0,0,0,14655,73275,76099,-59709,2719,,65536,0,0,0,0
6,7,7,1117,28,18,-46,0,3,91,2,1,1,1,1,1,0,0,0,0,65536,65536,21914,0,0,0,500,1100,1035,0,65,0,0,92482,1844,0,0,98365,1844,10135,65536,0,0,0,0,14655,73275,75119,17363,19305,,2048,0,0,0,8
6,7,7,1117,28,18,-46,0,4,107,20,1,1,1,1,0,1,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18592,0,0,0,0,,32768,35770,0,0,13
6,7,7,1117,28,18,-46,0,5,204,20,1,1,1,1,1,0,1,1,0,2048,2048,-62851,0,0,0,0,15,15,0,0,7,0,12000,0,200000,200000,12500,200000,12619,2048,200000,200000,0,0,18592,92960,292960,-280960,1250,,2048,0,0,0,8
6,7,7,1117,28,18,-46,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,16048,0,0,0,0,98700,32780,0,65920,14300,0,395181,0,0,0,2288040,0,54373,65536,0,0,0,0,13332,1066560,1066560,-671379,28153,,0,268275,303207,12,0
6,7,7,1117,28,18,-46,0,7,243,20,1,1,1,1,1,0,1,1,0,2048,2048,-63791,0,0,0,0,156,156,0,0,31,0,7800,0,200000,200000,7812,200000,-16689,2048,200000,200000,0,0,18592,92960,292960,-285160,312,,0,75000,0,0,0
6,7,7,1117,28,18,-46,0,8,252,9,4,4,4,4,4,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020165,0,65536,65536,0,0,0,0,12394,247880,247880,-247880,33123,,0,0,0,0,0
7,8,8,1117,28,18,-46,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63210,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,782,2048,0,0,0,0,12394,61970,61970,-59771,444,,65536,0,0,0,0
7,8,8,1117,28,18,-46,0,1,70,9,24,48,48,24,48,0,0,0,0,33307,33307,-32435,0,0,0,0,426908,212668,0,214240,0,0,992943,0,0,0,1993236,0,14032,33307,0,0,0,0,12394,2974560,2974560,-1981617,8305,,2048,0,0,0,0
7,8,8,1117,28,18,-46,0,2,80,2,1,1,1,1,1,0,0,0,0,65536,65536,-51421,0,0,0,600,550,550,0,0,0,0,16390,2824,0,0,16415,2824,-52506,65536,0,0,0,0,14655,73275,76099,-59709,2719,,32768,35770,0,0,0
7,8,8,1117,28,18,-46,0,3,91,2,1,1,1,1,1,0,0,0,0,65536,65536,21914,0,0,0,500,1100,1035,0,65,0,0,92482,1844,0,0,98365,1844,10135,65536,0,0,0,0,14655,73275,75119,17363,19305,,2048,0,0,0,0
7,8,8,1117,28,18,-46,0,4,107,20,1,1,1,1,0,1,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18592,0,0,0,0,,0,268275,0,0,0
7,8,8,1117,28,18,-46,0,5,204,20,1,1,1,1,1,0,1,0,0,2048,2048,-62851,0,0,0,0,15,15,0,0,7,0,12000,0,200000,200000,12500,200000,12619,2048,200000,200000,0,0,18592,92960,292960,-280960,1250,,0,75000,0,0,0
7,8,8,1117,28,18,-46,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,16048,0,0,0,0,98700,32780,0,65920,14300,0,395181,0,0,0,2288040,0,54373,65536,0,0,0,0,13332,1066560,1066560,-671379,28153,,0,0,0,0,0
7,8,8,1117,28,18,-46,0,7,243,20,1,1,1,1,1,0,1,0,0,2048,2048,-63791,0,0,0,0,156,156,0,0,31,0,7800,0,200000,200000,7812,200000,-16689,2048,200000,200000,0,0,18592,92960,292960,-285160,312,,2048,0,0,0,8
7,8,8,1117,28,18,-46,0,8,252,9,4,4,4,4,4,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020165,0,65536,65536,0,0,0,0,12394,247880,247880,-247880,33123,,33144,0,0,0,8
8,9,9,1117,28,18,-46,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63210,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,782,2048,0,0,0,0,12394,61970,61970,-59771,444,,2048,0,0,0,0
8,9,9,1117,28,18,-46,0,1,70,9,24,48,48,24,48,0,0,0,0,33307,33307,-32435,0,0,0,0,426908,212668,0,214240,0,0,992943,0,0,0,1993236,0,14032,33307,0,0,0,0,12394,2974560,2974560,-1981617,8305,,32768,35770,0,0,0
8,9,9,1117,28,18,-46,0,2,80,2,1,1,1,1,1,0,0,0,0,65536,65536,-51421,0,0,0,600,550,550,0,0,0,0,16390,2824,0,0,16415,2824,-52506,65536,0,0,0,0,14655,73275,76099,-59709,2719,,2048,0,0,0,0
8,9,9,1117,28,18,-46,0,3,91,2,1,1,1,1,1,0,0,0,0,65536,65536,21914,0,0,0,500,1100,1035,0,65,0,0,92482,1844,0,0,98365,1844,10135,65536,0,0,0,0,14655,73275,75119,17363,19305,,0,268275,0,0,0
8,9,9,1117,28,18,-46,0,4,107,20,1,1,1,1,0,1,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18592,0,0,0,0,,0,75000,0,0,0
8,9,9,1117,28,18,-46,0,5,204,20,1,1,1,1,1,0,1,0,0,2048,2048,-62851,0,0,0,0,15,15,0,0,7,0,12000,0,200000,200000,12500,200000,12619,2048,200000,200000,0,0,18592,92960,292960,-280960,1250,,0,0,0,0,0
8,9,9,1117,28,18,-46,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,16048,0,0,0,0,98700,32780,0,65920,14300,0,395181,0,0,0,2288040,0,54373,65536,0,0,0,0,13332,1066560,1066560,-671379,28153,,2048,0,0,0,0
8,9,9,1117,28,18,-46,0,7,243,20,1,1,1,1,1,0,1,0,0,2048,2048,-63791,0,0,0,0,156,156,0,0,31,0,7800,0,200000,200000,7812,200000,-16689,2048,200000,200000,0,0,18592,92960,292960,-285160,312,,33144,0,0,0,0
8,9,9,1117,28,18,-46,0,8,252,9,4,4,4,4,4,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020165,0,65536,65536,0,0,0,0,12394,247880,247880,-247880,33123,,65536,2824,0,0,0
9,10,10,1117,28,18,-46,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63210,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,782,2048,0,0,0,0,12394,61970,61970,-59771,444,,2048,0,0,0,0
9,10,10,1117,28,18,-46,0,1,70,9,24,48,48,24,48,0,0,0,0,33307,33307,-32435,0,0,0,0,426908,212668,0,214240,0,0,992943,0,0,0,1993236,0,14032,33307,0,0,0,0,12394,2974560,2974560,-1981617,8305,,32768,35770,0,0,0
9,10,10,1117,28,18,-46,0,2,80,2,1,1,1,1,1,0,0,0,0,65536,65536,-51421,0,0,0,600,550,550,0,0,0,0,16390,2824,0,0,16415,2824,-52506,65536,0,0,0,0,14655,73275,76099,-59709,2719,,2048,0,0,0,0
9,10,10,1117,28,18,-46,0,3,91,2,1,1,1,1,1,0,0,0,0,65536,65536,21914,0,0,0,500,1100,1035,0,65,0,0,92482,1844,0,0,98365,1844,10135,65536,0,0,0,0,14655,73275,75119,17363,19305,,0,268275,0,0,0
9,10,10,1117,28,18,-46,0,4,107,20,1,1,1,1,0,1,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18592,0,0,0,0,,0,75000,0,0,0
9,10,10,1117,28,18,-46,0,5,204,20,1,1,1,1,1,0,1,0,0,2048,2048,-62851,0,0,0,0,15,15,0,0,7,0,12000,0,200000,200000,12500,200000,12619,2048,200000,200000,0,0,18592,92960,292960,-280960,1250,,0,0,0,0,0
9,10,10,1117,28,18,-46,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,16048,0,0,0,0,98700,32780,0,65920,14300,0,395181,0,0,0,2288040,0,54373,65536,0,0,0,0,13332,1066560,1066560,-671379,28153,,2048,0,0,0,0
9,10,10,1117,28,18,-46,0,7,243,20,1,1,1,1,1,0,1,0,0,2048,2048,-63791,0,0,0,0,156,156,0,0,31,0,7800,0,200000,200000,7812,200000,-16689,2048,200000,200000,0,0,18592,92960,292960,-285160,312,,33144,0,0,0,0
9,10,10,1117,28,18,-46,0,8,252,9,4,4,4,4,4,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020165,0,65536,65536,0,0,0,0,12394,247880,247880,-247880,33123,,65536,2824,0,0,0
10,11,11,1117,28,18,-46,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-63210,0,0,0,0,613,613,0,0,30,0,2199,0,0,0,2224,0,782,2048,0,0,0,0,12394,61970,61970,-59771,444,,2048,0,0,0,0
10,11,11,1117,28,18,-46,0,1,70,9,24,48,48,24,48,0,0,0,0,33307,33307,-32435,0,0,0,0,426908,212668,0,214240,0,0,992943,0,0,0,1993236,0,14032,33307,0,0,0,0,12394,2974560,2974560,-1981617,8305,,32768,35770,0,0,0
10,11,11,1117,28,18,-46,0,2,80,2,1,1,1,1,1,0,0,0,0,65536,65536,-51421,0,0,0,600,550,550,0,0,0,0,16390,2824,0,0,16415,2824,-52506,65536,0,0,0,0,14655,73275,76099,-59709,2719,,2048,0,0,0,0
10,11,11,1117,28,18,-46,0,3,91,2,1,1,1,1,1,0,0,0,0,65536,65536,21914,0,0,0,500,1100,1035,0,65,0,0,92482,1844,0,0,98365,1844,10135,65536,0,0,0,0,14655,73275,75119,17363,19305,,0,268275,0,0,0
10,11,11,1117,28,18,-46,0,4,107,20,1,1,1,1,0,1,0,0,0,65536,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18592,0,0,0,0,,0,75000,0,0,0
10,11,11,1117,28,18,-46,0,5,204,20,1,1,1,1,1,0,1,0,0,2048,2048,-62851,0,0,0,0,15,15,0,0,7,0,12000,0,200000,200000,12500,200000,12619,2048,200000,200000,0,0,18592,92960,292960,-280960,1250,,0,0,0,0,0
10,11,11,1117,28,18,-46,0,6,239,12,8,16,16,16,16,0,0,0,0,32768,65536,16048,0,0,0,0,98700,32780,0,65920,14300,0,395181,0,0,0,2288040,0,54373,65536,0,0,0,0,13332,1066560,1066560,-671379,28153,,2048,0,0,0,0
10,11,11,1117,28,18,-46,0,7,243,20,1,1,1,1,1,0,1,0,0,2048,2048,-63791,0,0,0,0,156,156,0,0,31,0,7800,0,200000,200000,7812,200000,-16689,2048,200000,200000,0,0,18592,92960,292960,-285160,312,,33144,0,0,0,0
10,11,11,1117,28,18,-46,0,8,252,9,4,4,4,4,4,0,0,0,0,0,65536,-65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020165,0,65536,65536,0,0,0,0,12394,247880,247880,-247880,33123,,65536,2824,0,0,0
11,12,12,1117,28,18,-46,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-65536,0,0,0,0,613,0,613,0,30,0,0,0,0,0,2006,0,-6492,2048,0,0,0,0,12399,61995,61995,-61995,401,,2048,0,0,0,0
11,12,12,1117,28,18,-46,0,1,70,9,24,48,48,12,48,0,0,0,0,17735,17735,-64334,0,0,0,0,227316,8956,0,218360,0,0,37576,0,0,0,953819,0,5061,17735,0,0,0,0,12399,2975760,2975760,-2938184,3974,,17735,0,0,0,0
11,12,12,1117,28,18,-46,0,2,80,2,1,1,1,1,1,0,0,0,0,65536,65536,-48623,1,0,0,600,550,550,0,0,0,0,19597,2544,0,0,19625,2544,-50113,65536,0,0,0,0,14679,73395,75939,-56342,3417,,65536,2544,0,0,0
11,12,12,1117,28,18,-46,0,3,91,2,1,1,1,1,1,0,0,0,0,65536,65536,28044,0,0,0,500,1100,1039,0,61,0,0,98882,1663,0,0,104670,1663,14070,65536,0,0,0,0,14679,73395,75058,23824,20602,,65536,1663,0,0,0
11,12,12,1117,28,18,-46,0,4,107,20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65536,65536,0,0,0,0,18619,93095,93095,-93095,0,,0,0,0,0,0
11,12,12,1117,28,18,-46,0,5,204,20,1,1,1,1,1,0,1,1,0,2048,2048,-62852,1,0,0,0,15,15,0,0,7,0,12000,0,200000,200000,12500,200000,12274,2048,200000,200000,0,0,18619,93095,293095,-281095,1250,,2048,0,0,0,0
11,12,12,1117,28,18,-46,0,6,239,12,8,16,16,16,16,0,0,0,0,65536,65536,65536,0,0,0,400,197400,131480,0,65920,28600,0,1782596,38097,0,0,2654800,38097,65536,65536,0,0,0,0,13328,1066240,1104337,678259,32709,,65536,38097,0,0,0
11,12,12,1117,28,18,-46,0,7,243,20,1,1,1,1,1,0,1,0,0,2048,2048,-63791,1,0,0,0,156,156,0,0,31,0,7800,0,200000,200000,7812,200000,-16904,2048,200000,200000,0,0,18619,93095,293095,-285295,312,,2048,0,0,0,0
11,12,12,1117,28,18,-46,0,8,252,9,4,4,4,4,4,0,0,0,0,5046,65536,-65536,0,0,0,308,8352,0,0,8352,174,0,0,29335,0,0,1705620,29335,65536,65536,0,0,0,0,12399,247980,277315,-277315,66233,,5046,380976,0,0,0
12,13,13,1117,28,18,-46,0,0,65,9,1,1,1,1,1,0,0,0,0,2048,2048,-65536,0,0,0,0,613,0,613,0,30,0,0,0,0,0,2006,0,-6492,2048,0,0,0,0,12399,61995,61995,-61995,401,,2048,0,0,0,0
12,13,13,1117,28,18,-46,0,1,70,9,24,48,48,12,48,0,0,0,0,17735,17735,-64334,0,0,0,0,227316,8956,0,218360,0,0,37576,0,0,0,953819,0,5061,17735,0,0,0,0,12399,2975760,2975760,-2938184,3974,,17735,0,0,0,0
