epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,owner_capacity,owner_required,filled_owner,owner_openings,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,construction_ready_days
5,6,30,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,156530,1867,0,0,1079054,1867,65536,10922,0,0,0,0,
5,6,30,1174,25,19,-44,0,7,239,9,24,24,3,3,0,0,0,0,8192,8192,977,0,0,0,3000,27120,27120,0,0,2700,0,37913,37356,0,0,231094,37356,60725,10513,0,0,0,0,
6,7,35,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,464046,40955,0,0,464085,40955,65536,65536,0,0,0,0,
6,7,35,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,5486,0,0,0,26047,0,65536,2048,0,0,0,0,
6,7,35,1174,25,19,-44,0,2,69,9,24,24,14,14,0,0,0,0,38229,38229,0,0,0,0,0,391996,373296,0,18700,0,0,244658,0,0,0,1279279,0,65536,40079,0,0,0,0,
6,7,35,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,7345,0,0,0,34897,0,65536,2048,0,0,0,0,
6,7,35,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,4411,4411,10262,0,0,0,336,994,994,0,0,0,0,2191,625,0,0,10411,625,65536,4411,0,0,0,0,
6,7,35,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
6,7,35,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,136638,1653,0,0,942182,1653,65536,10922,0,0,0,0,
6,7,35,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2730,2730,95,0,0,0,999,9037,9037,0,0,899,0,11026,11010,0,0,103650,11010,52776,5403,0,0,0,0,
7,8,40,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,548980,37167,0,0,549025,37167,65536,65536,0,0,0,0,
7,8,40,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,4812,0,0,0,22852,0,65536,2048,0,0,0,0,
7,8,40,1174,25,19,-44,0,2,69,9,24,24,13,13,0,0,0,0,35498,35498,0,0,0,0,0,363993,346393,0,17600,0,0,216357,0,0,0,1111010,0,65536,36532,0,0,0,0,
7,8,40,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,6416,0,0,0,30480,0,65536,2048,0,0,0,0,
7,8,40,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,4220,0,0,0,156,461,461,0,0,0,0,898,254,0,0,4276,254,65536,2048,0,0,0,0,
7,8,40,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
7,8,40,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,119438,1462,0,0,823789,1462,65536,10922,0,0,0,0,
7,8,40,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2730,2730,-668,0,0,0,999,9037,9037,0,0,899,0,9638,9740,0,0,45917,9740,45966,2738,0,0,0,0,
8,9,45,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,647227,33812,0,0,647280,33812,65536,65536,0,0,0,0,
8,9,45,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,4214,0,0,0,20010,0,65536,2048,0,0,0,0,
8,9,45,1174,25,19,-44,0,2,69,9,24,24,12,12,0,0,0,0,32768,32768,0,0,0,0,0,336000,319500,0,16500,0,0,190166,0,0,0,976383,0,65536,33683,0,0,0,0,
8,9,45,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,5642,0,0,0,26805,0,65536,2048,0,0,0,0,
8,9,45,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,3814,0,0,0,156,461,461,0,0,0,0,805,223,0,0,3831,223,65536,2048,0,0,0,0,
8,9,45,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
8,9,45,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,104539,1310,0,0,721255,1310,65536,10922,0,0,0,0,
8,9,45,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,-1474,0,0,0,750,6780,6780,0,0,675,0,6327,6552,0,0,30048,6552,39924,2048,0,0,0,0,
9,10,50,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,760499,31070,0,0,760565,31070,65536,65536,0,0,0,0,
9,10,50,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,3690,0,0,0,17523,0,65536,2048,0,0,0,0,
9,10,50,1174,25,19,-44,0,2,69,9,24,24,18,18,0,0,0,0,49152,49152,0,0,0,0,0,504000,480900,0,23100,0,0,290492,0,0,0,1392709,0,65536,49609,0,0,0,0,
9,10,50,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,5007,0,0,0,23786,0,65536,2048,0,0,0,0,
9,10,50,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,3532,0,0,0,156,461,461,0,0,0,0,734,195,0,0,3495,195,65536,2048,0,0,0,0,
9,10,50,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
9,10,50,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,91632,1195,0,0,632361,1195,65536,10922,0,0,0,0,
9,10,50,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,-2857,0,0,0,750,6780,6780,0,0,675,0,5540,5976,0,0,26310,5976,34498,2048,0,0,0,0,
10,11,55,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,906367,28032,0,0,906445,28032,65536,65536,0,0,0,0,
10,11,55,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,3236,0,0,0,15371,0,65536,2048,0,0,0,0,
10,11,55,1174,25,19,-44,0,2,69,9,24,24,14,14,0,0,0,0,38229,38229,0,0,0,0,0,391996,373296,0,18700,0,0,198593,0,0,0,1041268,0,65536,40203,0,0,0,0,
10,11,55,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,4463,0,0,0,21202,0,65536,2048,0,0,0,0,
10,11,55,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,3296,0,0,0,156,461,461,0,0,0,0,674,171,0,0,3208,171,65536,2048,0,0,0,0,
10,11,55,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
10,11,55,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,80643,1097,0,0,556786,1097,65536,10922,0,0,0,0,
10,11,55,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,-4135,0,0,0,750,6780,6780,0,0,675,0,4855,5486,0,0,23058,5486,29753,2048,0,0,0,0,
11,12,60,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1070525,25325,0,0,1070615,25325,65536,65536,0,0,0,0,
11,12,60,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,2845,0,0,0,13503,0,65536,2048,0,0,0,0,
11,12,60,1174,25,19,-44,0,2,69,9,24,24,12,12,0,0,0,0,32768,32768,0,0,0,0,0,336000,319500,0,16500,0,0,156810,0,0,0,786550,0,65536,32909,0,0,0,0,
11,12,60,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,3986,0,0,0,18937,0,65536,2048,0,0,0,0,
11,12,60,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,3080,0,0,0,156,461,461,0,0,0,0,620,150,0,0,2951,150,65536,2048,0,0,0,0,
11,12,60,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
11,12,60,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,71096,1009,0,0,491050,1009,65536,10922,0,0,0,0,
11,12,60,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,-5164,0,0,0,750,6780,6780,0,0,675,0,4259,5047,0,0,20223,5047,25644,2048,0,0,0,0,
12,13,65,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1257061,23255,0,0,1257170,23255,65536,65536,0,0,0,0,
12,13,65,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,2503,0,0,0,11883,0,65536,2048,0,0,0,0,
12,13,65,1174,25,19,-44,0,2,69,9,24,24,10,10,0,0,0,0,27306,27306,0,0,0,0,0,279993,265693,0,14300,0,0,123866,0,0,0,673573,0,65536,29671,0,0,0,0,
12,13,65,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,3566,0,0,0,16942,0,65536,2048,0,0,0,0,
12,13,65,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,2877,0,0,0,156,461,461,0,0,0,0,571,132,0,0,2718,132,65536,2048,0,0,0,0,
12,13,65,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
12,13,65,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,62826,929,0,0,434093,929,65536,10922,0,0,0,0,
12,13,65,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,-5963,0,0,0,750,6780,6780,0,0,675,0,3738,4648,0,0,17756,4648,22105,2048,0,0,0,0,
13,14,70,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,21977,0,0,1371030,21977,65536,65536,0,0,0,0,
13,14,70,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,2208,0,0,0,10485,0,65536,2048,0,0,0,0,
13,14,70,1174,25,19,-44,0,2,69,9,24,24,17,17,0,0,0,0,46421,46421,0,0,0,0,0,475996,453996,0,22000,0,0,349519,0,0,0,1079173,0,65536,47603,0,0,0,0,
13,14,70,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,3195,0,0,0,15180,0,65536,2048,0,0,0,0,
13,14,70,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,2680,0,0,0,156,461,461,0,0,0,0,526,117,0,0,2504,117,65536,2048,0,0,0,0,
13,14,70,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
13,14,70,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,55661,856,0,0,384816,856,65536,10922,0,0,0,0,
13,14,70,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,-6540,0,0,0,750,6780,6780,0,0,675,0,3284,4282,0,0,15592,4282,19018,2048,0,0,0,0,
14,15,75,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,20710,0,0,1371030,20710,65536,65536,0,0,0,0,
14,15,75,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1955,0,0,0,9277,0,65536,2048,0,0,0,0,
14,15,75,1174,25,19,-44,0,2,69,9,24,24,17,17,0,0,0,0,46421,46421,0,0,0,0,0,475996,453996,0,22000,0,0,211071,0,0,0,1050093,0,65536,47349,0,0,0,0,
14,15,75,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,2868,0,0,0,13623,0,65536,2048,0,0,0,0,
14,15,75,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,2503,0,0,0,156,461,461,0,0,0,0,485,103,0,0,2307,103,65536,2048,0,0,0,0,
14,15,75,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
14,15,75,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,49732,789,0,0,344078,789,65536,10922,0,0,0,0,
14,15,75,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,-6927,0,0,0,750,6780,6780,0,0,675,0,2888,3945,0,0,13713,3945,16384,2048,0,0,0,0,
15,16,80,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,19185,0,0,1371030,19185,65536,65536,0,0,0,0,
15,16,80,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1737,0,0,0,8246,0,65536,2048,0,0,0,0,
15,16,80,1174,25,19,-44,0,2,69,9,24,24,15,15,0,0,0,0,40960,40960,0,0,0,0,0,420000,400200,0,19800,0,0,172406,0,0,0,877673,0,65536,41837,0,0,0,0,
15,16,80,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,2579,0,0,0,12251,0,65536,2048,0,0,0,0,
15,16,80,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,2319,0,0,0,156,461,461,0,0,0,0,446,92,0,0,2125,92,65536,2048,0,0,0,0,
15,16,80,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
15,16,80,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,44491,727,0,0,308021,727,65536,10922,0,0,0,0,
15,16,80,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,-7136,0,0,0,750,6780,6780,0,0,675,0,2546,3635,0,0,12093,3635,14155,2048,0,0,0,0,
16,17,85,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,17765,0,0,1371030,17765,65536,65536,0,0,0,0,
16,17,85,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1549,0,0,0,7346,0,65536,2048,0,0,0,0,
16,17,85,1174,25,19,-44,0,2,69,9,24,24,13,13,0,0,0,0,35498,35498,0,0,0,0,0,363993,346393,0,17600,0,0,141189,0,0,0,735975,0,65536,37076,0,0,0,0,
16,17,85,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,2322,0,0,0,11028,0,65536,2048,0,0,0,0,
16,17,85,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,2156,0,0,0,156,461,461,0,0,0,0,411,82,0,0,1958,82,65536,2048,0,0,0,0,
16,17,85,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
16,17,85,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,39780,669,0,0,275583,669,65536,10922,0,0,0,0,
16,17,85,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,-7189,0,0,0,750,6780,6780,0,0,675,0,2252,3349,0,0,10691,3349,12248,2048,0,0,0,0,
17,18,90,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,16630,0,0,1371030,16630,65536,65536,0,0,0,0,
17,18,90,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1384,0,0,0,6566,0,65536,2048,0,0,0,0,
17,18,90,1174,25,19,-44,0,2,69,9,24,24,13,13,0,0,0,0,35498,35498,0,0,0,0,0,363993,346393,0,17600,0,0,136340,0,0,0,690549,0,65536,36034,0,0,0,0,
17,18,90,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,2095,0,0,0,9948,0,65536,2048,0,0,0,0,
17,18,90,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,2005,0,0,0,156,461,461,0,0,0,0,379,73,0,0,1804,73,65536,2048,0,0,0,0,
17,18,90,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
