epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap
11,11,11,false,trade_planning,65535,11,11,5549,2400,120,261,9300,0,11913,197,39,0,4,2800431,41830113,118139,28078450,1170,28078450,445711252,6090,1984200,16959,1515,15444,1212000,772200,0,0,0,40000000,0,0,4387228,-4387228,0,4026846469,443752938,443752938,31976,575263883,443720962,87478069,3209569,2734282,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,8192,15140,0,1097,5,0,0,initial_topology_capture,1097,4282,0,16821,0,192,80,16,84,0,84,4,64,0,12,0,0,0,16,0,0,0,9638510592,0,0,0,0,1500,9,9,9,0,191,0,423,0,7124060,5976972,3097132,2879840,87086150,10,0,0,0,0,0,0,0,0,0,0,0
12,12,12,false,trade_planning,65535,12,12,5547,2400,120,261,9300,0,12560,191,45,0,5,2436555,44328991,127248,29792372,1219,29792372,466783336,6402,1908000,17010,1410,15600,1128000,780000,0,0,0,38800000,0,0,4769905,-4769905,0,4262348872,464902545,464902545,33611,608907092,464868934,83210843,2511822,2620069,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,12288,15140,0,1672,5,0,0,initial_topology_capture,1672,6398,0,16821,0,192,80,16,84,0,84,4,64,0,12,0,0,0,14,0,2,0,9617539072,0,0,0,0,0,9,9,9,0,203,0,440,0,7426260,5185314,2698707,2486607,82574481,11,0,0,0,0,0,0,0,0,0,0,0
13,13,13,false,trade_planning,65535,13,13,5542,2400,120,261,9300,0,12985,192,36,0,5,2686003,46080971,131533,30884265,1238,30884265,487246719,6555,1965600,15912,1560,14352,1248000,717600,0,0,0,39200000,0,0,4927199,-4927199,0,4502130126,485308978,485308978,34414,643161566,485274564,90484641,2956856,2729924,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,0,15140,0,0,6,0,0,initial_topology_capture,0,0,0,23856,0,256,112,40,84,0,84,4,64,0,20,0,0,0,37,24,1,0,9592373248,127596613,0,0,0,3000,7,7,7,0,219,0,467,0,5162013,5704615,2952784,2751831,90234439,12,3,0,0,0,0,0,0,0,0,0,0
14,14,14,false,trade_planning,65535,14,14,5536,2400,120,261,9300,0,12677,199,52,0,5,3311458,46114470,130930,29501381,1237,29501381,499012288,6506,2023800,17301,1545,15756,1236000,787800,0,0,0,40800000,0,0,4917918,-4917918,0,4385426953,497016176,497016176,34194,626489678,496981982,98058838,3896647,3068659,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,4096,15140,0,569,6,0,0,initial_topology_capture,569,2085,0,23856,0,256,112,40,84,0,84,4,64,0,20,0,0,0,33,0,4,0,9583984640,0,0,0,0,1500,9,9,9,0,219,0,467,0,7100630,6983811,3654262,3329549,97524978,13,0,0,0,0,0,0,0,0,0,0,0
15,15,15,false,trade_planning,65535,15,15,5533,2400,120,261,9300,0,12385,192,48,0,5,3239316,43901457,126801,28961158,1212,28961158,477268106,6459,1953600,15897,1545,14352,1236000,717600,0,0,0,39000000,0,0,4717405,-4717405,0,4275954888,475342013,475342013,33966,610850803,475308047,96026688,3733724,3135469,ACTIVE,true,1,2634559519705147703,4515291735879339487,ROUTE,15140,15140,0,12,6,0,0,initial_topology_capture,12,64,0,23856,0,256,112,40,84,0,84,4,64,0,20,0,0,0,30,0,3,0,9575596032,0,0,0,0,0,6,6,6,0,209,0,428,0,4975380,6878359,3626084,3252275,95899306,14,0,0,0,0,0,0,0,0,0,0,0
16,16,16,false,trade_planning,65535,16,16,5530,2400,120,261,9300,0,11909,194,39,0,13,2087249,17179776,203523,26674276,1152,26674276,251959393,8963,1851600,20157,1125,19032,900000,951600,0,0,0,39400000,0,0,2590343,-2590343,0,3841673711,250146442,250146442,47612,548810633,250098830,86816987,2153002,2406107,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,0,15140,0,0,7,0,0,initial_topology_capture,0,0,0,25645,0,288,128,42,84,0,84,4,80,0,34,0,0,0,30,2,2,0,9563013120,23403036,0,0,0,0,3,3,3,0,206,0,428,0,2584200,4724031,2367009,2357022,84661339,15,15,0,0,0,0,0,0,0,0,0,0
17,17,17,false,trade_planning,65535,17,17,5529,2400,120,261,9300,0,12555,190,44,0,10,1875919,17696262,213121,28238269,1193,28238269,255250677,9373,1758600,20772,960,19812,768000,990600,0,0,0,38200000,0,0,2734795,-2734795,0,4050065210,253532540,253532540,49836,578580846,253482704,88522388,2050077,2376402,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,0,15140,0,0,8,0,0,initial_topology_capture,0,0,0,33829,0,384,176,47,100,0,100,4,127,0,61,0,0,0,33,5,2,0,9558818816,239459433,0,0,0,0,2,2,2,0,213,0,470,0,1722780,4549529,2077898,2471631,86941471,16,16,1490,1490,2,0,0,0,1488,0,0,0
18,18,18,false,trade_planning,65535,18,18,5526,2400,120,261,9300,0,12980,189,35,0,14,1966873,17732468,216658,29309469,1215,29309469,258584295,9649,1795800,19941,1065,18876,852000,943800,0,0,0,38400000,0,0,2746371,-2746371,0,4289431733,256830141,256830141,51295,612776071,256778846,92800820,2200013,2335027,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,4096,15140,0,553,8,0,0,initial_topology_capture,553,2105,0,33829,0,384,176,47,100,0,100,4,127,0,61,0,0,0,26,0,7,0,9558818816,0,0,0,0,0,3,3,3,0,210,0,463,0,2588640,4663891,2179804,2484087,91075188,17,0,3049,3049,7,0,0,0,3042,0,0,0
19,19,19,false,trade_planning,65535,19,19,5521,2400,120,261,9300,0,12672,194,51,0,20,2074034,18586626,220953,28143235,1208,28143235,267287825,9492,1884000,19905,1185,18720,948000,936000,0,0,0,39800000,0,0,2854327,-2854327,0,4186301135,265444769,265444769,50436,598043127,265394333,92258229,2180340,2623077,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,8192,15140,0,1141,8,0,0,initial_topology_capture,1141,4165,0,33829,0,384,176,47,100,0,100,4,127,0,61,0,0,0,21,0,5,0,9558818816,0,0,0,0,0,4,4,4,0,204,0,434,0,3455220,5025773,2365389,2660384,89014577,18,0,4648,4648,7,0,0,0,4641,0,0,0
20,20,20,false,trade_planning,65535,20,20,5520,2400,120,261,9300,0,12380,191,48,0,10,2030432,17642148,211765,27565477,1184,27565477,254486980,9147,1795800,19941,1065,18876,852000,943800,0,0,0,38400000,0,0,2713097,-2713097,0,4085499166,252730767,252730767,48734,583642838,252682033,90534064,2252357,2559686,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,12288,15140,0,1704,8,0,0,initial_topology_capture,1704,6273,0,33829,0,384,176,47,100,0,100,4,127,0,61,0,0,0,18,0,3,0,9554624512,0,0,0,0,0,5,5,5,0,212,0,451,0,4291140,5017045,2331852,2685193,87748681,19,0,6246,6246,7,0,0,0,6239,0,0,0
21,21,21,false,trade_planning,65535,21,21,5483,2400,120,261,9300,0,11901,24,207,0,7,3033485,33029632,219715,27693706,1292,27693706,474798170,14336,283800,501,345,156,276000,7800,0,0,0,4800000,0,0,4517243,-4517243,173,3801324821,474574659,474574659,74625,543046507,474500034,133428695,3045770,2485108,ACTIVE,true,1,2634559519705147703,4515291735879339487,ROUTE,15140,15140,0,15,8,0,0,initial_topology_capture,15,82,0,33829,0,384,176,47,100,0,100,4,127,0,61,0,0,0,12,0,6,0,9550430208,0,0,0,0,1500,1,1,1,0,177,0,423,0,492297,5591798,3164315,2427483,132233873,20,0,7774,7803,14,0,0,0,7760,0,0,0
22,22,22,false,trade_planning,65535,22,22,5442,2400,120,261,9300,0,12548,30,204,0,6,2397582,33908726,238863,29451759,1326,29451759,477731250,15020,355800,591,435,156,348000,7800,0,0,0,6000000,0,0,4848163,-4848163,162,4005682266,477438598,477438598,78168,572240422,477360430,135434029,2567044,2599736,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,0,15140,0,0,9,0,0,initial_topology_capture,0,0,0,47099,0,500,224,63,130,0,130,5,143,0,84,0,0,0,27,16,1,0,9550430208,211083585,0,0,0,1500,1,1,1,0,191,0,439,0,517908,5207263,2549092,2658171,134798640,21,21,7732,7803,14,0,0,0,7718,0,0,0
23,23,23,false,trade_planning,65535,23,23,5409,2400,120,261,9300,0,12976,33,188,0,4,3101554,35485286,236875,30658598,1369,30658598,511869189,15668,387600,777,465,312,372000,15600,0,0,0,6600000,0,0,5020140,-5020140,161,4251252364,511547380,511547380,81459,607321873,511465921,144775479,2880603,2566636,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,0,15140,0,0,10,0,0,initial_topology_capture,0,0,0,52957,0,564,256,67,146,0,146,5,159,0,96,0,0,0,27,4,4,0,9546235904,88737707,0,0,0,4500,3,3,3,0,200,0,466,0,1567382,5482470,3234388,2248082,144176823,22,22,7688,7803,13,0,0,0,7675,0,0,0
24,24,24,false,trade_planning,65535,24,24,5359,2400,120,261,9300,0,12660,23,220,0,11,3908571,37145560,242392,29167912,1370,29167912,537691612,15268,271800,486,330,156,264000,7800,0,0,0,4600000,0,0,5012573,-5012573,177,4142970327,537483970,537483970,79426,591853001,537404544,151974189,3672036,3052773,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,12288,15140,0,1787,10,0,0,initial_topology_capture,1787,6153,0,52957,0,564,256,67,146,0,146,5,159,0,96,0,0,0,23,0,4,0,9542041600,0,0,0,0,4500,3,3,3,0,199,0,467,0,1558663,6759401,4015188,2744213,150747486,23,0,7649,7803,13,0,0,0,7636,0,0,0
25,25,25,false,trade_planning,65535,25,25,5311,2400,120,261,9300,0,12373,31,208,0,7,3634368,35639434,234771,28648434,1322,28648434,515802341,14695,367800,606,450,156,360000,7800,0,0,0,6200000,0,0,4816903,-4816903,162,4049485859,515496256,515496256,76410,578498083,515419846,146277114,3704844,2762216,ACTIVE,true,1,2634559519705147703,4515291735879339487,ROUTE,15140,15140,0,12,10,0,0,initial_topology_capture,12,64,0,52957,0,564,256,67,146,0,146,5,159,0,96,0,0,0,23,0,0,0,9529458688,0,0,0,0,3000,2,2,2,0,192,0,428,0,1062678,6511558,3815985,2695573,145102420,24,0,7614,7803,13,0,0,0,7601,0,0,0
26,26,26,false,trade_planning,65535,26,26,5311,2400,120,261,9300,0,11896,24,207,0,14,2384741,19029815,280078,25369279,784,25369279,329049651,7525,187200,3744,0,3744,0,187200,0,0,0,4800000,0,0,2417234,-2417234,173,3660855844,328894291,328894291,39365,522979507,328854926,135586996,2441229,2400728,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,0,15140,0,0,11,0,0,initial_topology_capture,0,0,0,55031,0,596,272,77,146,0,146,5,159,0,102,0,0,0,30,10,3,0,9525264384,188894407,0,0,0,0,0,0,0,0,201,0,404,0,0,4958943,2657614,2301329,132299937,25,25,7601,7803,13,0,0,0,7588,0,0,0
27,27,27,false,trade_planning,65535,27,27,5310,2400,120,261,9300,0,12544,30,202,0,14,2112277,19159303,304400,26755545,812,26755545,328232597,7747,234000,4680,0,4680,0,234000,0,0,0,6000000,0,0,2567821,-2567821,162,3853218661,328031365,328031365,40515,550459920,327990850,140500354,2811319,2015820,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,0,15140,0,0,12,0,0,initial_topology_capture,0,0,0,59092,0,628,288,84,146,0,146,5,169,0,111,0,0,0,32,7,5,0,9525264384,636379002,0,0,0,0,1,1,1,0,207,0,454,0,865320,4899540,2369220,2530320,138706458,26,26,7591,7803,13,0,0,0,7578,0,0,0
28,28,28,false,trade_planning,65535,28,28,5310,2400,120,261,9300,0,12973,33,188,0,12,2000783,19154245,309477,27795616,832,27795616,330282768,8131,257400,5148,0,5148,0,257400,0,0,0,6600000,0,0,2565035,-2565035,161,4091008165,330059682,330059682,42445,584429852,330017237,142062334,2009042,2363748,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,4096,15140,0,634,12,0,0,initial_topology_capture,634,2077,0,59092,0,628,288,84,146,0,146,5,169,0,111,0,0,0,26,0,6,0,9525264384,0,0,0,0,0,0,0,0,0,207,0,436,0,0,4498225,2248571,2249654,139147701,27,0,7573,7803,13,0,0,0,7560,0,0,0
29,29,29,false,trade_planning,65535,29,29,5310,2400,120,261,9300,0,12651,23,220,0,20,2317949,21200580,307019,26589806,851,26589806,358015986,7949,179400,3588,0,3588,0,179400,0,0,0,4600000,0,0,2662388,-2662388,177,3979058315,357870212,357870212,41575,568437009,357828637,142677929,2333544,2631177,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,8192,15140,0,1233,12,0,0,initial_topology_capture,1233,4111,0,59092,0,628,288,84,146,0,146,5,169,0,111,0,0,0,22,0,4,0,9525264384,0,0,0,0,0,0,0,0,0,203,0,410,0,0,5142984,2632187,2510797,137816504,28,0,7557,7803,13,0,0,0,7544,0,0,0
30,30,30,false,trade_planning,65535,30,30,5310,2400,120,261,9300,0,12366,31,208,0,15,2462874,20474840,291286,26152738,838,26152738,354430138,8055,241800,4836,0,4836,0,241800,0,0,0,6200000,0,0,2650652,-2650652,162,3895645039,354222322,354222322,42039,556520830,354180283,140914759,2511910,2470994,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,12288,15140,0,1847,12,0,0,initial_topology_capture,1847,6103,0,59092,0,628,288,84,146,0,146,5,169,0,111,0,0,0,18,0,4,0,9525264384,0,0,0,0,0,0,0,0,0,207,0,426,0,0,5144233,2783648,2360585,136679570,29,0,7542,7803,11,0,0,0,7531,0,0,0
31,31,31,false,trade_planning,65535,31,31,5372,2400,120,261,9300,0,11893,96,124,0,5,2949823,37067841,419272,26209636,1054,26209636,655754228,11943,30276000,37845,37845,0,30276000,0,0,0,0,22787500,0,0,4593057,-4593057,98,3650072890,625528442,625528442,62157,521439091,625466285,156406044,2750716,2380516,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,0,15140,0,0,13,0,0,initial_topology_capture,0,0,0,61157,0,660,304,91,146,0,146,5,169,0,120,0,0,0,24,7,1,0,9525264384,324366495,0,0,0,61500,13,13,13,0,146,0,420,0,7846352,5255922,3221030,2034892,153231640,30,30,7508,7803,11,0,0,0,7497,0,0,0
32,32,32,false,trade_planning,65535,32,32,5427,2400,120,261,9300,0,12536,90,136,0,7,2718673,37064504,453010,27686825,1104,27686825,645005679,12422,25948000,32435,32435,0,25948000,0,0,0,0,21320000,0,0,4830715,-4830715,99,3840099535,619109970,619109970,64713,548585759,619045257,157067906,2690629,2264058,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,4096,15140,0,639,13,0,0,initial_topology_capture,639,1959,0,61157,0,660,304,91,146,0,146,5,169,0,120,0,0,0,20,0,4,0,9525264384,0,0,0,0,34500,9,9,9,0,159,0,434,0,5354805,5016403,2941394,2075009,155669213,31,0,7473,7804,11,0,0,0,7462,0,0,0
33,33,33,false,trade_planning,65535,33,33,5482,2400,120,261,9300,0,12960,101,121,0,2,3095505,38625911,471195,28930334,1131,28930334,674635348,12785,28384000,35480,35480,0,28384000,0,0,0,0,23375000,0,0,4980412,-4980412,93,4087158451,646305157,646305157,66594,583879899,646238563,166064935,2919185,2144183,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,12288,15140,0,1894,13,0,0,initial_topology_capture,1894,5997,0,61157,0,660,304,91,146,0,146,5,169,0,120,0,0,0,13,0,7,0,9525264384,0,0,0,0,76500,15,15,15,0,164,0,462,1,8419132,5164469,3304084,1860385,163924146,32,0,7445,7807,13,0,0,0,7432,0,0,0
34,34,34,false,trade_planning,65535,34,34,5549,2400,120,261,9300,0,12635,98,141,0,7,3643949,40481500,469628,27352514,1124,27352514,707002831,12326,30664000,38330,38330,0,30664000,0,0,0,0,22830000,0,0,5039212,-5039212,101,3973676964,676390734,676390734,64229,567668247,676326505,174320869,3333423,2574754,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,0,15140,0,0,14,0,0,initial_topology_capture,0,0,0,68322,0,696,320,101,150,0,150,5,169,0,126,0,0,0,17,10,6,0,9525264384,262551761,0,0,0,37500,8,8,8,0,172,0,464,0,4770537,6102142,3930211,2171931,169214401,33,7,7414,7808,13,0,0,0,7401,0,0,0
35,35,35,false,trade_planning,65535,35,35,5615,2400,120,261,9300,0,12347,101,142,0,6,3219733,37875081,446321,27048526,1083,27048526,676073146,11955,28760000,35950,35950,0,28760000,0,0,0,0,23217500,0,0,4754190,-4754190,93,3889344365,647363377,647363377,62186,555620729,647301191,166656850,3068125,2568314,ACTIVE,true,1,2634559519705147703,4515291735879339487,SCAN,8192,15140,0,1226,14,0,0,initial_topology_capture,1226,4037,0,68322,0,696,320,101,150,0,150,5,169,0,126,0,0,0,14,0,3,0,9525264384,0,0,0,0,25500,5,5,5,0,177,0,424,0,2877134,5805365,3527062,2278303,162227608,34,0,7382,7808,13,0,0,0,7369,0,0,0
