epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures,merchant_cash,merchant_inventory_retail_value,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_procurement_margin_value,merchant_trade_purchase_cash,merchant_trade_sale_cash,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_effective_buy_factor_q16
11,11,11,false,trade_planning,65535,11,11,5084,2400,120,261,9597,0,217141,0,537214,301,228,164271228,1576764619,258685,692487786,1207,692487786,12922537356,6238,29400000,318000,18000,300000,14400000,15000000,0,0,0,14190000,0,388327,11965042,-11576715,0,86744848173,12893163111,12893163111,31993,12392121266,12893131118,2368492124,161557382,3393321,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,4096,13611,0,822,3,0,0,initial_topology_capture,822,2497,0,13658,0,176,88,25,0,0,0,0,0,0,0,0,0,0,9,0,1,0,672451788800,0,0,0,0,8750,31,29,28,22,18,31,0,378,0,474,1,16860853,245455624,244950620,505004,828902083,10,0,0,0,0,0,0,0,0,0,0,0,24784810829,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,554786891918,117737458120,111850221606,666637113524,679463278,0,3256,12893131118,2819991,62259
12,12,12,false,trade_planning,65535,12,12,5079,2400,120,261,9597,0,241019,0,581405,326,253,181383105,1741238582,277410,778284072,1294,778284072,14397911086,6537,25800000,276000,16000,260000,12800000,13000000,0,0,0,12435000,0,366373,14989104,-14622731,0,96612778530,14372138186,14372138186,33637,13801825610,14372104549,2524448222,178385604,3703071,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,8192,13611,0,1726,3,0,0,initial_topology_capture,1726,4955,0,13658,0,176,88,25,0,0,0,0,0,0,0,0,0,0,6,0,3,0,672401457152,0,0,0,0,11250,38,37,19,15,13,38,0,437,0,532,3,21449096,270991454,270472114,519340,912035402,11,0,0,0,0,0,0,0,0,0,0,0,27603613915,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,556825018949,112861749268,107218313156,664043332105,757319203,0,18635,14372104549,2539091,62259
13,13,13,false,trade_planning,65535,13,13,5079,2400,120,261,9598,0,265705,0,647489,363,279,200324317,1922787469,318756,854801613,1407,854801613,15841130551,7240,34200000,399000,19000,380000,15200000,19000000,0,0,0,16672500,0,431574,15885858,-15454284,0,106510796771,15806960544,15806960544,37233,15215828226,15806923311,2833607382,196851844,4264188,ACTIVE,true,1,619034292161814781,7858414910045529063,ROUTE,13611,13611,0,26,3,0,0,initial_topology_capture,26,72,0,13658,0,176,88,25,0,0,0,0,0,0,0,0,0,0,5,0,1,0,672321765376,0,0,0,0,20000,45,44,20,14,18,45,0,461,0,556,3,26570532,299270498,298656391,614107,1009752059,12,0,0,0,0,0,0,0,0,0,0,0,30431917288,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,0,559107181760,107479418970,102105115893,661212297653,832921728,0,5730,15806923311,2318075,62259
14,14,14,false,trade_planning,65535,14,14,5077,2400,120,261,9599,0,276589,0,675748,379,292,208911552,2006080311,299837,894064796,1347,894064796,16514747388,6866,28600000,392000,12000,380000,9600000,19000000,0,0,0,14275000,0,410949,17145045,-16734096,0,110629340982,16486175900,16486175900,35378,15804191678,16486140522,2898795825,205318607,4399675,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,0,13568,0,0,4,0,0,initial_topology_capture,0,0,0,20640,0,288,144,38,8,4,4,0,4,0,0,0,0,0,17,13,1,0,672267239424,35960123,0,0,0,16750,37,35,24,14,19,37,0,409,1,524,3,20944527,312017976,311446802,571174,1046932561,13,13,0,0,0,0,0,0,0,0,0,0,31608232216,0,0,0,0,0,0,0,0,0,0,0,1296,4,23,0,43,0,561489619861,101816753305,96725600871,658215220732,868794825,916240,2306,16487056762,2231919,62259
15,15,15,false,trade_planning,65535,15,15,5074,2400,120,261,9600,0,208674,0,513294,289,220,157986749,1512907518,264137,665671446,1275,665671446,12443688327,6637,31800000,396000,16000,380000,12800000,19000000,0,0,0,15645000,0,323603,12768284,-12444681,0,83361873302,12411915698,12411915698,34008,11908839147,12411881690,2269940651,155163336,3483141,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,4096,13568,0,786,4,0,0,initial_topology_capture,786,2476,0,20640,0,288,144,38,8,4,4,0,4,0,0,0,0,0,12,0,5,0,672191741952,0,0,0,0,10250,30,27,21,18,14,30,0,391,0,512,6,15838117,235956539,235463310,493229,796779037,14,0,0,0,0,0,0,0,0,0,0,0,23817824554,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,563199708646,97624945013,92743395863,655943104509,654095275,0,296485,12411881690,2973751,62259
16,16,16,false,trade_planning,65535,16,16,4989,2400,120,261,9602,0,192780,0,561499,309,385,95484557,1062376549,967925,673329288,906,673329288,7915525774,4780,29400000,318000,18000,300000,14400000,15000000,0,0,0,14190000,0,475195,8702401,-8227206,302,88328152709,7886145052,7886145052,24058,12618307630,7886120994,1730791822,95627992,309825,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,8192,13568,0,1619,4,0,0,initial_topology_capture,1619,4968,0,20640,0,288,144,38,8,4,4,0,4,0,0,0,0,0,9,0,3,0,672166576128,0,0,0,0,13750,37,36,17,13,8,37,0,345,0,485,0,23746791,143652839,143177264,475575,473132498,15,0,0,0,0,0,0,0,0,0,0,0,25235044435,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,568785664389,89827817516,85336148453,654121812842,415651609,0,152980,7886120994,4726777,62259
17,17,17,false,trade_planning,65535,17,17,4919,2400,120,261,9602,0,216195,0,606150,339,418,103498521,1162543411,1192820,760188159,964,760188159,8725431474,5118,26300000,286000,16000,270000,12800000,13500000,0,0,0,12702500,0,485247,11430137,-10944890,299,98400680229,8699152128,8699152128,25772,14057240137,8699126356,1787677216,103554178,447295,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,12288,13568,0,2572,4,0,0,initial_topology_capture,2572,7428,0,20640,0,288,144,38,8,4,4,0,4,0,0,0,0,0,6,0,3,0,672204324864,0,0,0,0,9250,35,34,12,12,7,35,0,335,0,464,0,20788555,155808604,155197547,611057,519276629,16,0,1548,1548,175,0,0,0,1373,0,0,0,28113162877,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,0,575179676235,81016051350,76964997383,652144673618,458507440,0,12125,8699126356,4333190,62259
18,18,18,false,trade_planning,65535,18,18,4830,2400,120,261,9604,0,237192,0,675919,380,463,115156076,1287961551,1200388,833585223,1035,833585223,9635901178,5632,34200000,399000,19000,380000,15200000,19000000,0,0,0,16672500,0,582105,11752888,-11170783,331,108509685253,9601723913,9601723913,28367,15501383712,9601695546,2037016482,115324976,499258,ACTIVE,true,1,619034292161814781,7858414910045529063,ROUTE,13568,13568,0,26,4,0,0,initial_topology_capture,26,72,0,20640,0,288,144,38,8,4,4,0,4,0,0,0,0,0,3,0,3,0,672263045120,0,0,0,0,13000,41,41,17,13,10,41,0,355,0,477,0,26722551,173410478,172684633,725845,579338628,17,0,3166,3166,353,0,0,0,2813,0,0,0,31002457564,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,582171964978,71379896838,67810679883,649982644861,506093733,0,375369,9601695546,3973592,62259
19,19,19,false,trade_planning,65535,19,19,4758,2400,120,261,9605,0,248620,0,703593,390,514,120136624,1341967433,1255373,873872319,1008,873872319,10024658325,5326,28600000,392000,12000,380000,9600000,19000000,0,0,0,14275000,0,517672,12934338,-12416666,309,112717183212,9996079801,9996079801,26802,16102454846,9996052999,2072477474,120171070,653305,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,0,14297,0,0,5,0,0,initial_topology_capture,0,0,0,31362,0,400,200,66,28,4,24,2,12,0,0,0,0,0,29,28,2,0,672292405248,270249674,0,0,0,16750,45,43,19,15,9,45,0,356,0,483,1,28420861,180913436,180138252,775184,603210097,18,18,4844,4849,542,0,0,0,4302,0,0,0,32203991787,0,0,0,0,0,0,0,0,0,0,0,1178,4,35,0,24,0,589530073574,61228816710,58167184667,647697258241,526851058,1755773,85593,9997808772,3864391,62259
20,20,20,false,trade_planning,65535,20,20,4686,2400,120,261,9606,0,185471,0,536394,336,439,91338247,1018790297,1104682,648044215,938,648044215,7608453679,5185,31800000,396000,16000,380000,12800000,19000000,0,0,0,15645000,0,413236,9628703,-9215467,299,84863626334,7576674462,7576674462,25968,12123375294,7576648494,1652671061,91449030,389078,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,4096,14297,0,908,5,0,0,initial_topology_capture,908,2351,0,31362,0,400,200,66,28,4,24,2,12,0,0,0,0,0,27,0,2,0,672275628032,0,0,0,0,12500,34,32,18,15,5,34,0,329,0,471,1,19739056,137504080,136958915,545165,455582199,19,0,6483,6488,936,0,0,0,5547,0,0,0,24245271604,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,594887056976,53740794489,51053586338,645940643314,399348260,0,18887,7576648494,5145615,62259
21,21,21,false,trade_planning,65535,21,21,4770,2400,120,261,9607,0,204906,0,549389,275,259,157887032,1295836187,594962,722553796,49185,722553796,13612900187,180371,29400000,318000,18000,300000,14400000,15000000,0,0,0,14190000,0,503005,19388334,-18885329,540,93216706451,13584736709,13583363576,43760,13316672446,13583319816,3357259823,157751537,833441,ACTIVE,true,1,619034292161814781,7858414910045529063,ROUTE,14297,14297,0,28,5,0,0,initial_topology_capture,28,72,0,31362,0,400,200,66,28,4,24,2,12,0,0,0,0,0,25,0,2,0,672304988160,0,0,0,0,12500,31,29,33,30,2,31,0,280,1,474,1,21311407,237267224,236609261,657963,834095798,20,0,8034,8056,1314,0,0,0,6720,0,0,0,26631454602,5699038,0,0,0,0,0,302,155,0,58,0,0,11,20,0,0,0,595048607503,51704737639,49119338555,644167946058,715635199,0,158600,13583319816,2870955,62259
22,22,22,false,trade_planning,65535,22,22,4840,2400,120,261,9608,0,227417,0,594958,291,261,174654374,1410366129,781773,806523689,29692,806523689,14124499325,122323,26300000,286000,16000,270000,12800000,13500000,0,0,0,12702500,0,545726,20465752,-19920026,553,104006112047,14098851257,14098118681,41679,14858016107,14098077002,3478333942,174656278,635496,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,0,13060,0,0,6,0,0,initial_topology_capture,0,0,0,42386,0,528,264,89,30,4,26,2,12,0,0,0,0,0,45,23,3,0,672338542592,68369700,0,0,0,14750,38,36,23,20,6,38,0,329,0,538,0,26327169,262586720,261912254,674466,920988889,21,21,8011,8059,1305,0,0,0,6706,0,0,0,29711662808,5411510,0,0,0,0,0,299,142,0,61,0,1817,3,37,0,41,0,595809587678,48946921359,46499421540,642309009218,742773098,493421,186766,14098570423,2769569,62259
23,23,23,false,trade_planning,65535,23,23,4931,2400,120,261,9609,0,251078,0,662051,330,312,192913949,1567915416,830906,889061853,31730,889061853,16121757798,116580,34200000,399000,19000,380000,15200000,19000000,0,0,0,16672500,0,631038,23341073,-22710035,623,114639774430,16089315508,16087487529,46311,16377110745,16087441218,3957934605,192648259,1017953,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,4096,13060,0,953,6,0,0,initial_topology_capture,953,2537,0,42386,0,528,264,89,30,4,26,2,12,0,0,0,0,0,39,0,6,0,672363708416,0,0,0,0,14500,46,46,21,19,14,46,0,345,0,558,1,32735553,289815937,289026686,789251,1023655326,22,0,7987,8063,1301,0,0,0,6686,0,0,0,32750331214,6421735,0,0,0,0,0,331,163,0,68,0,0,10,32,0,0,0,596361304827,46203093377,43892793364,640254098191,847585081,0,337364,16087441218,2429418,62259
24,24,24,false,trade_planning,65535,24,24,5017,2400,120,261,9609,0,261182,0,691010,318,339,201954712,1630521425,800857,923775463,1179,923775463,16416353529,9076,28600000,392000,12000,380000,9600000,19000000,0,0,0,14275000,0,584832,23359910,-22775078,579,119159230521,16387790043,16387790043,45590,17022747324,16387744453,4008232115,201619900,1018447,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,8192,13060,0,1955,6,0,0,initial_topology_capture,1955,5087,0,42386,0,528,264,89,30,4,26,2,12,0,0,0,0,0,35,0,4,0,672376291328,0,0,0,0,12750,36,35,33,29,7,36,0,308,2,525,2,24496834,303507560,302716248,791312,1061555101,23,0,7961,8066,1294,0,0,0,6667,0,0,0,34043742709,5841739,0,0,0,0,0,309,146,0,55,0,0,10,31,0,0,0,597113301191,43128884862,40972304666,638085605857,863350730,0,19873,16387744453,2387907,62259
25,25,25,false,trade_planning,65535,25,25,5098,2400,120,261,9610,0,196948,0,524856,235,296,151825068,1246309830,673380,694373855,14377,694373855,13369198309,94006,31800000,396000,16000,380000,12800000,19000000,0,0,0,15645000,0,455139,19950624,-19495485,535,89557779375,13339345535,13337347151,42848,12793968589,13337304303,3206008321,151654037,729490,ACTIVE,true,1,619034292161814781,7858414910045529063,SCAN,12288,13060,0,2832,6,0,0,initial_topology_capture,2832,7580,0,42386,0,528,264,89,30,4,26,2,12,0,0,0,0,0,32,0,3,0,672393068544,0,0,0,0,11500,29,27,33,24,9,29,0,303,0,519,2,19712289,227976852,227400631,576221,800544989,24,0,7949,8071,1296,0,1,0,6652,0,0,0,25584527412,5320458,0,0,0,0,0,299,143,0,57,0,0,8,20,0,0,0,597062638725,41382704529,39313438709,636376077434,702604953,0,16948,13337304303,2933808,62259
