epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap
11,14,14,false,trade_planning,65535,14,14,5251,2400,120,261,8832,0,11445,197,44,0,3,2124750,43215523,121701,26887227,1200,26887227,468590915,7617,2113200,19314,1530,17784,1224000,889200,0,0,0,43200000,0,0,4645334,-4645334,0,3796204711,466509929,466509929,39831,542315060,466470098,79021966,2533108,2485859,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,12288,14380,0,1713,8,0,0,initial_topology_capture,1713,6308,0,34460,0,308,132,26,140,40,100,0,120,0,26,0,0,0,13,0,2,0,9143582720,0,0,0,0,1500,5,5,5,0,160,0,356,0,3794360,5037910,2327519,2710391,78779905,13,0,0,0,0,0,0,0,0,0,0,0
12,15,15,false,trade_planning,65535,15,15,5242,2400,120,261,8832,0,12390,196,38,0,6,3446796,46026718,127912,28817511,1288,28817511,515530974,8065,2125200,19329,1545,17784,1236000,889200,0,0,0,43400000,0,0,4859531,-4859531,0,4223817006,513439977,513439977,42268,603402542,513397709,99382425,4395108,2873861,ACTIVE,true,1,5891907122307118673,3633990644688574903,ROUTE,14380,14380,0,9,8,0,0,initial_topology_capture,9,64,0,34460,0,308,132,26,140,40,100,0,120,0,26,0,0,0,12,0,1,0,9202302976,0,0,0,0,0,4,4,4,0,185,0,413,0,3275100,7265962,3825791,3440171,99387001,14,0,0,0,0,0,0,0,0,0,0,0
13,16,16,false,trade_planning,65535,16,16,5241,2400,120,261,8832,0,11695,196,47,0,11,2093220,30285198,148034,27424141,1262,27424141,405014461,8857,1948200,16914,1470,15444,1176000,772200,0,0,0,39400000,0,0,4318913,-4318913,0,3697074073,403104787,403104787,47383,528153533,403057404,79103011,2416274,1955291,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,0,14380,0,0,9,0,0,initial_topology_capture,0,0,0,34773,0,316,136,27,140,40,100,0,124,0,29,0,0,0,12,1,1,0,9277800448,4356898,0,0,0,0,3,3,3,0,187,0,423,0,2553180,4536324,2298229,2238095,76897506,15,15,0,0,0,0,0,0,0,0,0,0
14,17,17,false,trade_planning,65535,17,17,5240,2400,120,261,8832,0,10878,178,39,0,5,2185521,30209439,138312,25390126,1212,25390126,406652877,8487,1753200,15939,1275,14664,1020000,733200,0,0,0,35800000,0,0,4275814,-4275814,0,3622784497,404936627,404936627,45437,517540739,404891190,82378569,2369400,2459399,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,12288,14380,0,1713,9,0,0,initial_topology_capture,1713,6235,0,34773,0,316,136,27,140,40,100,0,124,0,29,0,0,0,7,0,5,0,9273606144,0,0,0,0,0,2,2,2,0,171,0,399,0,1726680,4928332,2372725,2555607,80836579,16,0,1458,1458,9,0,0,0,1449,0,0,0
15,18,18,false,trade_planning,65535,18,18,5239,2400,120,261,8832,0,11262,193,42,0,4,1896155,30055098,142565,26619197,1246,26619197,403264657,8816,1912200,16869,1425,15444,1140000,772200,0,0,0,38800000,0,0,4296544,-4296544,0,3548558620,401390717,401390717,47076,506937048,401343641,74512398,2015879,2207952,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,0,14380,0,0,10,0,0,initial_topology_capture,0,0,0,38545,0,344,144,27,168,40,128,0,132,0,29,0,0,0,4,0,3,0,9269411840,0,0,0,0,0,5,5,5,0,207,0,459,0,4268220,4348883,2145117,2203766,72889533,17,0,2864,2864,8,0,0,0,2856,0,0,0
16,19,19,false,trade_planning,65535,19,19,5237,2400,120,261,8832,0,11446,193,44,0,10,1350134,30160181,141765,27165128,1236,27165128,397657419,8768,1931400,17478,1410,16068,1128000,803400,0,0,0,39400000,0,0,4416477,-4416477,0,3596833829,395764089,395764089,46838,513833498,395717251,73723907,1604479,2160757,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,0,14380,0,0,11,0,0,initial_topology_capture,0,0,0,43328,0,352,148,27,176,44,132,0,136,0,29,0,0,0,4,0,0,0,9269411840,0,0,0,0,0,5,5,5,0,221,0,488,0,4266420,3896463,1554271,2342192,72005262,18,0,4305,4305,10,0,0,0,4295,0,0,0
17,20,20,false,trade_planning,65535,20,20,5236,2400,120,261,8832,0,12384,195,38,0,5,2200159,31856362,155869,29045098,1326,29045098,428065218,9310,1932000,17040,1440,15600,1152000,780000,0,0,0,39200000,0,0,4551656,-4551656,0,4038951277,426173721,426173721,49813,576993146,426123908,84809333,2365987,2303145,ACTIVE,true,1,5891907122307118673,3633990644688574903,ROUTE,14380,14380,0,8,11,0,0,initial_topology_capture,8,75,0,43328,0,352,148,27,176,44,132,0,136,0,29,0,0,0,1,0,3,0,9273606144,0,0,0,0,0,5,5,5,0,216,0,457,0,4293840,4900045,2503533,2396512,81802378,19,0,5741,5741,17,0,0,0,5724,0,0,0
18,21,21,false,trade_planning,65535,21,21,5192,2400,120,261,8832,0,11689,15,222,0,7,3154362,33038703,392903,26605907,1007,26605907,476522737,7939,117000,2340,0,2340,0,117000,0,0,0,3000000,0,0,4502697,-4502697,335,3541902402,476439833,476439833,42035,505986153,476397798,100181999,3538174,2019187,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,0,14380,0,0,12,0,0,initial_topology_capture,0,0,0,45684,0,366,148,27,190,44,146,0,136,0,29,0,0,0,0,0,1,0,9273606144,0,0,0,0,4500,3,3,3,0,125,0,411,0,1556726,5594871,3380539,2214332,99081946,20,0,7239,7273,19,0,0,0,7220,0,0,0
19,22,22,false,trade_planning,65535,22,22,5152,2400,120,261,8832,0,10875,22,191,0,7,2741021,31291704,394810,24612283,959,24612283,442968671,7691,171600,3432,0,3432,0,171600,0,0,0,4400000,0,0,4301563,-4301563,301,3458723469,442830066,442830066,40686,494103452,442789380,96945889,3073046,2222019,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,0,14380,0,0,13,0,0,initial_topology_capture,0,0,0,53554,0,458,196,48,210,44,166,0,184,0,36,0,0,0,21,21,0,0,9261023232,241902541,0,0,0,6000,4,4,4,0,126,0,410,0,2034604,5339230,2951183,2388047,93584949,21,1,7200,7273,19,0,0,0,7181,0,0,0
20,23,23,false,trade_planning,65535,23,23,5111,2400,120,261,8832,0,11261,22,211,0,5,2480925,31638607,404513,25933473,985,25933473,443996520,7958,171600,3432,0,3432,0,171600,0,0,0,4400000,0,0,4331572,-4331572,324,3380341894,443858978,443858978,42016,482906089,443816962,86987615,2960267,1610028,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,4096,14380,0,602,13,0,0,initial_topology_capture,602,2018,0,53554,0,458,196,48,210,44,166,0,184,0,36,0,0,0,21,0,0,0,9256828928,0,0,0,0,1500,1,1,1,0,110,0,374,0,533330,4644569,2713832,1930737,85589760,22,0,7155,7273,19,0,0,0,7136,0,0,0
21,24,24,false,trade_planning,65535,24,24,5066,2400,120,261,8832,0,11437,15,218,0,10,2401711,31255910,419628,26446721,960,26446721,442504367,7796,117000,2340,0,2340,0,117000,0,0,0,3000000,0,0,4369650,-4369650,329,3421996053,442420702,442420702,41131,488856677,442379571,92342280,2794500,2051663,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,0,14380,0,0,14,0,0,initial_topology_capture,0,0,0,57784,0,493,215,57,213,44,169,0,187,0,43,0,0,0,30,9,0,0,9256828928,205970337,0,0,0,4500,3,3,3,0,104,0,354,0,1517654,4869200,2570560,2298640,91290721,23,23,7111,7273,18,0,0,0,7093,0,0,0
22,25,25,false,trade_planning,65535,25,25,5030,2400,120,261,8832,0,12380,20,212,0,10,3918719,34677725,417542,28287058,1054,28287058,507278257,8374,156000,3120,0,3120,0,156000,0,0,0,4000000,0,0,4624020,-4624020,342,3875573867,507158143,507158143,44260,553653518,507113883,114378044,4263302,2377439,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,0,14380,0,0,15,0,0,initial_topology_capture,0,0,0,61425,0,541,239,61,221,44,177,0,195,0,55,0,0,0,31,4,3,0,9252634624,156072607,0,0,0,1500,1,1,1,0,121,0,410,0,518718,6681487,4118928,2562559,112667559,24,24,7075,7273,18,0,0,0,7057,0,0,0
23,26,26,false,trade_planning,65535,26,26,5047,2400,120,261,8832,0,11619,15,287,0,14,2267319,32543529,396597,24798336,973,24798336,484215092,8839,117000,2340,0,2340,0,117000,0,0,0,3000000,0,0,4254838,-4254838,426,3387634602,484135743,484135743,46490,483947898,484089253,80024450,2761625,1436054,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,4096,14380,0,605,15,0,0,initial_topology_capture,605,2027,0,61425,0,541,239,61,221,44,177,0,195,0,55,0,0,0,21,0,10,0,9248440320,0,0,0,0,4500,3,3,3,0,113,0,384,0,1559077,4329433,2574635,1754798,76693296,25,0,7046,7273,18,0,0,0,7028,0,0,0
24,27,27,false,trade_planning,65535,27,27,5069,2400,120,261,8832,0,10803,21,260,0,7,2456897,32478980,409422,22871898,930,22871898,477467506,8616,171600,3432,0,3432,0,171600,0,0,0,4400000,0,0,4202034,-4202034,389,3317059667,477332600,477332600,45310,473865768,477287290,85283206,2798594,1870637,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,8192,14380,0,1263,15,0,0,initial_topology_capture,1263,3986,0,61425,0,541,239,61,221,44,177,0,195,0,55,0,0,0,17,0,4,0,9235857408,0,0,0,0,4500,3,3,3,0,106,0,366,0,1579112,4747586,2684292,2063294,78903409,26,0,7023,7273,18,0,0,0,7005,0,0,0
25,28,28,false,trade_planning,65535,28,28,5087,2400,120,261,8832,0,11197,22,271,0,4,2392567,31907502,419029,24130479,948,24130479,478777423,9004,171600,3432,0,3432,0,171600,0,0,0,4400000,0,0,4208697,-4208697,417,3232275829,478644143,478644143,47324,461753788,478596819,73903187,2808599,1201489,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,0,14380,0,0,16,0,0,initial_topology_capture,0,0,0,68142,0,581,267,74,229,44,185,0,203,0,62,0,0,0,20,13,10,0,9227468800,689858604,0,0,0,4500,3,3,3,0,127,0,416,0,1570777,4113848,2675549,1438299,71362772,27,27,6995,7279,24,0,0,0,6971,0,0,0
26,29,29,false,trade_planning,65535,29,29,5104,2400,120,261,8832,0,11348,14,301,0,11,1567166,31668944,438529,24374775,939,24374775,458579374,8821,117000,2340,0,2340,0,117000,0,0,0,3000000,0,0,4411414,-4411414,433,3271190958,458499802,458499802,46249,467313099,458453553,68267891,2103971,1583066,ACTIVE,true,1,5891907122307118673,3633990644688574903,ROUTE,14380,14380,0,12,16,0,0,initial_topology_capture,12,72,0,68142,0,581,267,74,229,44,185,0,203,0,62,0,0,0,16,0,4,0,9219080192,0,0,0,0,1500,1,1,1,0,138,0,446,0,523681,3785906,1866882,1919024,65195854,28,0,6965,7279,24,0,0,0,6941,0,0,0
27,30,30,false,trade_planning,65535,30,30,5125,2400,120,261,8832,0,12308,19,276,0,10,2302639,34870273,436061,26279176,1030,26279176,516263166,9467,156000,3120,0,3120,0,156000,0,0,0,4000000,0,0,4606462,-4606462,437,3725043280,516147471,516147471,49772,532149147,516097699,90559870,2839404,1878636,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,0,14380,0,0,17,0,0,initial_topology_capture,0,0,0,74640,0,615,283,82,235,44,191,0,203,0,70,0,0,0,20,8,4,0,9214885888,512569896,0,0,0,1500,1,1,1,0,127,0,412,0,518838,4899226,2644905,2254321,85269978,29,29,6915,7279,24,0,0,0,6891,0,0,0
28,31,31,false,trade_planning,65535,31,31,5190,2400,120,261,8832,0,11609,101,194,0,9,3393168,34321443,412643,23921761,972,23921761,592875558,10261,34909200,45684,43500,2184,34800000,109200,0,0,0,23897500,0,0,4328022,-4328022,335,3250448660,558009653,558009653,53556,464349917,557956097,99502112,3511437,1350309,ACTIVE,true,1,5891907122307118673,3633990644688574903,ROUTE,14380,14380,0,12,17,0,0,initial_topology_capture,12,72,0,74640,0,615,283,82,235,44,191,0,203,0,70,0,0,0,17,0,3,0,9214885888,0,0,0,0,0,2,2,2,0,117,0,372,0,1723560,4945301,3618367,1326934,96705177,30,0,6888,7279,22,0,0,0,6866,0,0,0
29,32,32,false,trade_planning,65535,32,32,5246,2400,120,261,8832,0,10796,90,190,0,10,2814147,32049719,401325,22155621,921,22155621,536118433,9638,28556000,38620,35500,3120,28400000,156000,0,0,0,21217500,0,0,4026976,-4026976,314,3176264111,507603101,507603101,50306,453752112,507552795,95628462,2878118,1708517,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,0,14380,0,0,18,0,0,initial_topology_capture,0,0,0,80815,0,643,299,92,239,44,195,0,211,0,76,0,0,0,25,10,2,0,9214885888,1543456943,0,0,0,1500,1,1,1,0,117,0,370,0,534209,4683783,3036388,1647395,87303319,31,31,6861,7279,16,0,0,0,6845,0,0,0
30,33,33,false,trade_planning,65535,33,33,5309,2400,120,261,8832,0,11192,104,187,0,5,2781023,32161266,413958,23411066,8818,23411066,551294513,32600,32983600,44447,41015,3432,32812000,171600,0,0,0,24485000,0,0,4095219,-4095219,331,3084089315,518441784,518331715,53402,440584291,518278313,79419893,2855855,941727,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,4096,14380,0,636,18,0,0,initial_topology_capture,636,2019,0,80815,0,643,299,92,239,44,195,0,211,0,76,0,0,0,24,0,1,0,9219080192,0,0,0,0,6000,5,5,5,0,103,0,334,0,3973890,3900529,3026122,874407,76405723,32,0,6830,7281,18,0,0,0,6812,0,0,0
31,34,34,false,trade_planning,65535,34,34,5379,2400,120,261,8832,0,11337,99,216,0,12,2402626,31655136,417211,23460059,9728,23460059,536256055,34403,34113400,44543,42515,2028,34012000,101400,0,0,0,23412500,0,0,4125391,-4125391,349,3117360582,502280539,502160366,52114,445337327,502108252,81636307,2598552,1442227,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,0,14380,0,0,19,0,0,initial_topology_capture,0,0,0,88581,0,699,315,100,263,44,219,0,211,0,84,0,0,0,32,8,0,0,9214885888,576384790,0,0,0,0,1,1,1,0,102,0,319,0,861480,4111123,2643975,1467148,78490184,33,33,6802,7283,13,0,1,0,6788,0,0,0
32,35,35,false,trade_planning,65535,35,35,5447,2400,120,261,8832,0,12301,105,189,0,7,3767570,36544383,447801,25410989,24603,25410989,630200820,99469,34160200,45479,42515,2964,34012000,148200,0,0,0,24612500,0,0,4613735,-4613735,357,3581947659,596438519,595997240,56089,511706918,595941151,117006591,3805076,1911196,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,0,14380,0,0,20,0,0,initial_topology_capture,0,0,0,94717,0,739,341,108,273,44,229,0,221,0,92,0,0,0,37,8,3,0,9210691584,1230507077,0,0,0,0,2,2,2,0,113,0,375,0,1725060,5879607,4064015,1815592,111364998,34,34,6775,7286,13,0,2,0,6760,0,0,0
33,36,36,false,trade_planning,65535,36,36,5421,2400,120,261,8832,0,11680,91,129,0,0,2172210,38469088,446337,24134001,8288,24134001,700623499,74600,3032000,3790,3790,0,3032000,0,0,0,0,18412500,0,0,4498014,-4498014,121,3116205201,697892001,697609197,92298,445172272,697516899,110953865,2356148,1374083,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,4096,14380,0,659,20,0,0,initial_topology_capture,659,1937,0,94717,0,739,341,108,273,44,229,0,221,0,92,0,0,0,33,0,4,0,9202302976,0,0,0,0,61500,17,17,17,0,129,0,409,0,10038411,3906851,2502372,1404479,105250459,35,0,6747,7286,12,0,2,0,6733,0,0,0
34,37,37,false,trade_planning,65535,37,37,5384,2400,120,261,8832,0,10871,77,118,0,2,2345889,34826745,427511,22362103,27822,22362103,638615454,128744,4440000,5550,5550,0,4440000,0,0,0,0,16182500,0,0,4238035,-4238035,129,3063742067,634688385,634129941,83231,437677541,634046710,118840687,2264280,1910493,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,8192,14380,0,1382,20,0,0,initial_topology_capture,1382,3860,0,94717,0,739,341,108,273,44,229,0,221,0,92,0,0,0,33,0,0,0,9185525760,0,0,0,0,58500,23,23,23,0,117,0,385,4,14438149,4318246,2618190,1700056,107889967,36,0,6723,7286,11,0,2,0,6710,0,0,0
35,38,38,false,trade_planning,65535,38,38,5354,2400,120,261,8832,0,11265,92,124,0,1,2209984,36326607,508987,23589325,78725,23589325,670239544,214284,4996000,6245,6245,0,4996000,0,0,0,0,19025000,0,0,4329413,-4329413,137,2963358842,666084654,665120005,90745,423337082,665029260,97200224,2246662,981232,ACTIVE,true,1,5891907122307118673,3633990644688574903,SCAN,0,14380,0,0,21,0,0,initial_topology_capture,0,0,0,101707,0,787,373,134,278,44,234,3,225,0,93,0,0,0,57,26,2,0,9164554240,1116884486,0,0,0,78000,24,24,24,0,140,0,443,0,14236773,3436327,2553050,883277,92369022,37,37,6703,7286,11,0,1,0,6691,0,0,0
