epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap
11,12,12,false,trade_planning,65535,12,12,7585,2400,120,260,13270,0,23149,504,78,0,0,12128822,275578359,2873936,31090985,15356355,31090985,2477745006,22973798,171675000,2218500,81000,2137500,64800000,106875000,0,0,0,114738750,0,0,14083539,-14083539,0,3189058695,2396278097,2283157606,61398,455579963,2283096208,326711603,4387991,23228053,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,0,21232,0,0,7,0,0,initial_topology_capture,0,0,0,96309,0,668,338,169,31,16,15,0,228,0,169,0,0,0,162,57,3,0,13140754432,3788646487,0,0,0,0,0,0,0,0,145,0,0,0,27620620,15928703,11691917,326263191,11,11,0,0,0,0,0,0,0,0,0,0
12,13,13,false,trade_planning,65535,13,13,7585,2400,120,260,13270,0,23432,450,68,0,0,12427614,280990937,2925098,31376209,13934275,31376209,2511212532,20796728,154100000,1927000,77000,1850000,61600000,92500000,0,0,0,102650000,0,0,14045928,-14045928,0,3340054096,2438770188,2336378109,62305,477150727,2336315804,332300037,4490791,23778973,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,4096,21232,0,927,7,0,0,initial_topology_capture,927,1984,0,96309,0,668,338,169,31,16,15,0,228,0,169,0,0,0,152,0,10,0,13140754432,0,0,0,0,0,0,0,0,0,136,0,0,0,28274726,16322624,11952102,331814690,12,0,0,0,0,0,0,0,0,0,0,0
13,14,14,false,trade_planning,65535,14,14,7585,2400,120,260,13270,0,24411,477,73,0,0,13140125,290744724,3223232,32953994,16274287,32953994,2604111492,25091611,162800000,2078500,78500,2000000,62800000,100000000,0,0,0,108672500,0,0,14987420,-14987420,0,3427038756,2543189513,2416285017,65136,489577120,2416219881,341863848,5251775,23653695,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,12288,21232,0,2667,7,0,0,initial_topology_capture,2667,5949,0,96309,0,668,338,169,31,16,15,0,228,0,169,0,0,0,142,0,10,0,13140754432,0,0,0,0,0,0,0,0,0,174,0,0,0,28909490,17008169,11901321,341442855,13,0,0,0,0,0,0,0,0,0,0,0
14,15,15,false,trade_planning,65535,15,15,7585,2400,120,260,13270,0,24528,500,75,0,0,12857683,294531962,3038981,32816974,16028120,32816974,2626733787,23964316,170950000,2159000,84000,2075000,67200000,103750000,0,0,0,113987500,0,0,14689435,-14689435,0,3388762959,2549891241,2431884104,64633,484109143,2431819471,346195544,4527253,24959791,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,0,21241,0,0,8,0,0,initial_topology_capture,0,0,0,123162,0,860,434,229,31,16,15,0,292,0,205,0,0,0,183,60,19,0,13140754432,4856308994,0,0,0,0,0,0,0,0,170,0,0,0,29491620,16945479,12546141,345749668,14,14,0,0,0,0,0,0,0,0,0,0
15,16,16,false,trade_planning,65535,16,16,7585,2400,120,260,13270,0,24307,512,68,0,0,28924761,255753145,48329638,32363129,70551766,32363129,2202088809,119191046,174350000,2257000,82000,2175000,65600000,108750000,0,0,0,116547500,0,0,13243317,-13243317,0,2351878345,2695383074,1908602253,54490,335982774,1908547763,360777055,28488257,1265096,ACTIVE,true,1,899199540207663769,605298422684457999,ROUTE,21241,21241,0,28,8,0,0,initial_topology_capture,28,72,0,123162,0,860,434,229,31,16,15,0,292,0,205,0,0,0,167,0,16,0,13140754432,0,0,0,0,0,0,0,0,0,152,0,0,0,29767934,29078980,688954,359089469,15,0,0,0,0,0,0,0,0,0,0,0
16,17,17,false,trade_planning,65535,17,17,7585,2400,120,260,13270,0,23149,504,78,0,0,26984478,241586569,43330392,31091380,66143684,31091380,2106270497,113164897,171675000,2218500,81000,2137500,64800000,106875000,0,0,0,114738750,0,0,13083980,-13083980,0,2177563560,2546075730,1821485018,54418,311080665,1821430600,338169630,26666878,923992,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,0,21241,0,0,9,0,0,initial_topology_capture,0,0,0,147793,0,1048,530,297,31,16,15,0,352,0,233,0,0,0,210,68,25,0,13140754432,3013488444,0,0,0,0,0,0,0,0,161,0,0,0,27607972,27085563,522409,336343049,16,16,2023,2023,0,0,0,0,2023,0,0,0
17,18,18,false,trade_planning,65535,18,18,7585,2400,120,260,13270,0,23432,450,68,0,0,27875383,246560567,44997103,31376587,63412241,31376587,2172130016,109029676,154100000,1927000,77000,1850000,61600000,92500000,0,0,0,102650000,0,0,13179222,-13179222,0,2297624508,2606806956,1909055377,55037,328232216,1909000340,343590055,27658212,590362,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,4096,21241,0,861,9,0,0,initial_topology_capture,861,2000,0,147793,0,1048,530,297,31,16,15,0,352,0,233,0,0,0,199,0,11,0,13140754432,0,0,0,0,0,0,0,0,0,149,0,0,0,28264088,27921526,342562,341939660,17,0,3985,3985,0,0,0,0,3985,0,0,0
18,19,19,false,trade_planning,65535,19,19,7585,2400,120,260,13270,0,24411,477,73,0,0,28470368,252987707,47663362,32954187,65084337,32954187,2221771216,114283061,162800000,2078500,78500,2000000,62800000,100000000,0,0,0,108672500,0,0,13964854,-13964854,0,2328966900,2688710044,1944745002,56847,332709702,1944688155,353540593,28139247,740959,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,16384,21241,0,3798,9,0,0,initial_topology_capture,3798,7768,0,147793,0,1048,530,297,31,16,15,0,352,0,233,0,0,0,170,0,29,0,13140754432,0,0,0,0,0,0,0,0,0,151,0,0,0,28896906,28521350,375556,351763172,18,0,5931,5931,2,0,0,0,5929,0,0,0
19,20,20,false,trade_planning,65535,20,20,7585,2400,120,260,13270,0,24528,500,75,0,0,29029848,257702061,48182426,32816862,72122346,32816862,2226883535,123674794,170950000,2159000,84000,2075000,67200000,103750000,0,0,0,113987500,0,0,13839986,-13839986,0,2312707566,2734232256,1932314238,55497,330386957,1932258741,358054540,28781018,685364,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,0,21241,0,0,10,0,0,initial_topology_capture,0,0,0,180662,0,1268,642,375,31,16,15,0,416,0,267,0,0,0,220,78,28,0,13140754432,5449857271,0,0,0,0,0,0,0,0,142,0,0,0,29481233,29087485,393748,356477100,19,19,7820,7832,623,3,0,0,7194,0,0,0
20,21,21,false,trade_planning,65535,21,21,7585,2400,120,260,13270,0,24307,512,68,0,0,28549784,152883586,127933231,32363004,33264291,32363004,2013068050,93939008,174350000,2257000,82000,2175000,65600000,108750000,0,0,0,116547500,0,0,12915162,-12915162,0,2060710155,2210998562,1744842984,63942,294387326,1744779042,366874300,28166135,1079991,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,16384,21241,0,4043,10,0,0,initial_topology_capture,4043,7547,0,180662,0,1268,642,375,31,16,15,0,416,0,267,0,0,0,203,0,17,0,13140754432,0,0,0,0,0,0,0,0,0,88,0,0,0,29383165,28805122,578043,362453057,20,0,9674,9858,1432,3,0,0,8239,0,0,0
21,22,22,false,trade_planning,65535,22,22,7585,2400,120,260,13270,0,23149,504,78,0,0,26603367,145317810,117900616,31091814,31674155,31091814,1905792902,88336548,171675000,2218500,81000,2137500,64800000,106875000,0,0,0,114738750,0,0,12645747,-12645747,0,1891692671,2084472780,1645841281,59927,270241958,1645781354,344301070,26293384,886338,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,0,21241,0,0,11,0,0,initial_topology_capture,0,0,0,195357,0,1492,754,446,31,16,15,0,496,0,308,0,0,0,248,71,26,0,13140754432,4750578131,0,0,0,0,0,0,0,0,74,0,0,0,27300875,26804640,496235,340346242,21,21,9501,9858,1403,3,0,0,8095,0,0,0
22,23,23,false,trade_planning,65535,23,23,7585,2400,120,260,13270,0,23432,450,68,0,0,27357838,146060792,121874863,31377258,29188971,31377258,1945977825,82080440,154100000,1927000,77000,1850000,61600000,92500000,0,0,0,102650000,0,0,12590347,-12590347,0,1963063729,2117425904,1709861129,63744,280437832,1709797385,347923718,27143585,563061,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,0,21241,0,0,12,0,0,initial_topology_capture,0,0,0,226866,0,1692,862,516,31,16,15,0,565,0,346,0,0,0,291,70,27,0,13140754432,5886695079,0,0,0,0,0,0,0,0,71,0,0,0,27859864,27540187,319677,343385632,22,22,9323,9858,1381,3,0,0,7939,0,0,0
23,24,24,false,trade_planning,65535,24,24,7585,2400,120,260,13270,0,24412,476,73,0,0,28006187,153430569,121483358,32954892,34138363,32954892,1973752923,90825606,162800000,2078500,78500,2000000,62800000,100000000,0,0,0,108672500,0,0,13307946,-13307946,0,1973230720,2204556604,1720192194,64877,281890256,1720127317,358704943,27807322,569007,ACTIVE,true,1,899199540207663769,605298422684457999,ROUTE,21241,21241,0,32,12,0,0,initial_topology_capture,32,64,0,226866,0,1692,862,516,31,16,15,0,565,0,346,0,0,0,260,0,31,0,13140754432,0,0,0,0,1500,1,0,1,0,86,0,0,615812,28520078,28179031,341047,354333062,23,0,9196,9858,1275,0,0,0,7921,0,0,0
24,25,25,false,trade_planning,65535,25,25,7585,2400,120,260,13270,0,24528,500,75,0,0,28392995,153609945,127581403,32817625,34426006,32817625,2005119232,96646260,170950000,2159000,84000,2075000,67200000,103750000,0,0,0,113987500,0,0,13267196,-13267196,0,1992112739,2227119917,1737586148,63176,284587692,1737522972,362031429,28147853,655922,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,0,21241,0,0,13,0,0,initial_topology_capture,0,0,0,254613,0,1880,958,577,31,16,15,0,629,0,381,0,0,0,279,61,42,0,13140754432,3717085564,0,0,0,0,0,0,0,0,88,0,0,0,28986171,28616293,369878,357135120,24,24,8996,9858,1088,0,0,0,7908,0,0,0
25,26,26,false,trade_planning,65535,26,26,7584,2400,120,260,13270,0,24308,512,67,0,0,29255330,116974713,24994340,32363603,13603991,32363603,2021798758,49076823,174350000,2257000,82000,2175000,65600000,108750000,0,0,0,116547500,0,0,11851580,-11851580,0,2092092289,2041058698,1798463658,91723,298870474,1798371935,377422309,29119325,564589,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,12288,21241,0,3446,13,0,0,initial_topology_capture,3446,5272,0,254613,0,1880,958,577,31,16,15,0,629,0,381,0,0,0,253,0,26,0,13140754432,0,0,0,0,1500,1,0,1,0,87,0,0,655811,29716824,29336669,380155,374653362,25,0,8961,9858,1088,0,0,0,7873,0,0,0
26,27,27,false,trade_planning,65535,27,27,7584,2400,120,260,13270,0,23149,504,77,0,1,26953192,110323098,24573576,31091718,12446851,31091718,1886646030,43632052,171504600,2218287,80787,2137500,64629600,106875000,0,0,0,114696250,0,0,11453972,-11453972,0,1912686712,1886849652,1671598295,88917,273241103,1671509378,353156830,26649957,844205,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,16384,21241,0,4573,13,0,0,initial_topology_capture,4573,7024,0,254613,0,1880,958,577,31,16,15,0,629,0,381,0,0,0,208,0,45,0,13140754432,0,0,0,0,0,0,0,0,0,98,0,0,0,27535079,27070918,464161,350196160,26,0,8924,9858,1088,0,0,0,7836,0,0,0
27,28,28,false,trade_planning,65535,28,28,7584,2400,120,260,13270,0,23432,450,68,0,0,27842455,111740971,23401656,31377495,12139202,31377495,1920217528,43072564,154100000,1927000,77000,1850000,61600000,92500000,0,0,0,102650000,0,0,11321210,-11321210,0,1949836944,1935656558,1723134749,89785,278548287,1723044964,356942976,27630747,533093,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,20480,21241,0,5684,13,0,0,initial_topology_capture,5684,8801,0,254613,0,1880,958,577,31,16,15,0,629,0,381,0,0,0,162,0,46,0,13140754432,0,0,0,0,0,0,0,0,0,85,0,0,0,28201304,27907883,293421,353993368,27,0,8890,9858,1088,0,0,0,7802,0,0,0
28,29,29,false,trade_planning,65535,29,29,7584,2400,120,260,13270,0,24412,476,73,0,0,28087027,115749259,29069209,32954728,13723712,32954728,1962481840,47852264,162487500,2072250,78500,1993750,62800000,99687500,0,0,0,108451875,0,0,12062464,-12062464,0,1985312605,1991002759,1752232488,90412,283616234,1752142076,365523567,27872811,559032,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,0,21241,0,0,14,0,0,initial_topology_capture,0,0,0,272029,0,2072,1054,641,31,16,15,0,674,0,409,4,0,0,196,64,30,0,13140754432,4794878365,0,0,0,0,0,0,0,0,83,0,0,0,28560399,28242970,317429,361202271,28,28,8838,9858,1054,0,0,0,7784,0,0,0
29,30,30,false,trade_planning,65535,30,30,7584,2400,120,260,13270,0,24528,500,75,0,0,28998021,117707743,25451350,32817207,14296925,32817207,2010810310,51386558,170950000,2159000,84000,2075000,67200000,103750000,0,0,0,113987500,0,0,11961709,-11961709,0,2018255590,2042665429,1788564786,91034,288322375,1788473752,371618845,28756264,621077,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,8192,21241,0,2376,14,0,0,initial_topology_capture,2376,3451,0,272029,0,2072,1054,641,31,16,15,0,674,0,409,4,0,0,157,0,39,0,13140754432,0,0,0,0,0,0,0,0,0,85,0,0,0,29414601,29074618,339983,368702306,29,0,8812,9858,1044,0,0,0,7768,0,0,0
30,31,31,false,trade_planning,65535,31,31,7582,2400,120,260,13270,0,24311,511,65,0,0,29410064,79430592,40336433,32363548,5443657,32363548,1922892295,28206679,174350000,2257000,82000,2175000,65600000,108750000,0,0,0,116547500,0,0,11239534,-11239534,0,2131784633,1860222422,1720430727,95111,304540810,1720335616,383855228,28939331,792899,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,20480,21241,0,5842,14,0,0,initial_topology_capture,5842,8637,0,272029,0,2072,1054,641,31,16,15,0,674,0,409,4,0,0,119,0,38,0,13140754432,0,0,0,0,4500,3,0,3,0,84,0,0,2009046,29745766,29453196,292570,381846376,30,0,8794,9858,1044,0,0,0,7750,0,0,0
31,32,32,false,trade_planning,65535,32,32,7582,2400,120,260,13270,0,23151,502,77,0,0,27049762,72825585,42091645,31092398,4595103,31092398,1775694392,23565426,171275800,2218001,80501,2137500,64400800,106875000,0,0,0,114696250,0,0,10864151,-10864151,0,1962593481,1697415213,1580946102,92936,280370645,1580853166,359728626,26227381,1342958,ACTIVE,true,1,899199540207663769,605298422684457999,ROUTE,21241,21241,0,33,14,0,0,initial_topology_capture,33,65,0,272029,0,2072,1054,641,31,16,15,0,674,0,409,4,0,0,98,0,21,0,13140754432,0,0,0,0,3000,2,0,2,0,82,0,0,1251984,27583172,27137251,445921,357925190,31,0,8780,9858,1044,0,0,0,7736,0,0,0
32,33,33,false,trade_planning,65535,33,33,7582,2400,120,260,13270,0,23433,449,68,0,0,27915912,72937217,41362560,31378223,4850582,31378223,1787306215,24748754,154100000,1927000,77000,1850000,61600000,92500000,0,0,0,102650000,0,0,10691840,-10691840,0,1980862461,1730855685,1608554081,96620,282980515,1608457461,363140858,27062785,1161213,ACTIVE,true,1,899199540207663769,605298422684457999,ROUTE,21241,21241,32,33,14,0,0,initial_topology_capture,33,65,0,286764,0,2276,1158,720,31,16,15,0,708,0,431,7,0,0,148,79,29,0,13140754432,2726655847,0,0,0,1500,1,0,1,0,78,0,0,625452,28237923,27957084,280839,361275837,32,32,8727,9858,1021,0,0,0,7706,0,0,0
33,34,34,false,trade_planning,65535,34,34,7582,2400,120,260,13270,0,24413,475,73,0,0,28433592,74574235,46497825,32955350,3944237,32955350,1844179243,20236461,162487500,2072250,78500,1993750,62800000,99687500,0,0,0,108451875,0,0,11547556,-11547556,0,2006650229,1761614169,1661560059,104777,286664473,1661455282,373271990,27820669,942526,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,0,21241,0,0,15,0,0,initial_topology_capture,0,0,0,286764,0,2276,1158,720,31,16,15,0,708,0,431,7,0,0,113,0,35,0,13140754432,0,0,0,0,1500,1,0,1,0,93,0,0,618656,28801663,28498763,302900,371014422,33,0,8711,9858,1021,0,0,0,7690,0,0,0
34,35,35,false,trade_planning,65535,35,35,7582,2400,120,260,13270,0,24528,500,75,0,0,29076599,77393421,43887226,32818119,5266384,32818119,1902493707,26947468,170950000,2159000,84000,2075000,67200000,103750000,0,0,0,113987500,0,0,11626226,-11626226,0,2060429821,1837986747,1704694248,98009,294347278,1704596239,378492654,28838463,778782,ACTIVE,true,1,899199540207663769,605298422684457999,SCAN,4096,21241,0,1297,15,0,0,initial_topology_capture,1297,1604,0,286764,0,2276,1158,720,31,16,15,0,708,0,431,7,0,0,83,0,30,0,13140754432,0,0,0,0,0,0,0,0,0,94,0,0,0,29457268,29128427,328841,376669701,34,0,8701,9860,1023,0,0,0,7678,0,0,0
