epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures
11,17,17,false,trade_planning,65535,17,17,4633,2400,120,261,8929,0,169558,0,497781,282,309,84553945,940091191,953778,590259947,906,590259947,7349805647,4861,37800000,516000,16000,500000,12800000,25000000,0,0,0,18855000,0,450632,7659830,-7209198,295,75745132278,7312026454,7312026454,25668,10820733280,7312000786,1542523561,84635654,333744,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,8192,11865,0,1923,5,0,0,initial_topology_capture,1923,5140,0,28195,0,368,179,50,31,21,10,0,0,0,0,0,0,0,16,0,4,0,608123748352,0,0,0,0,18500,40,34,16,10,16,40,0,315,0,436,4,20894859,127331198,126788387,542811,419247751,16,0,1375,1375,161,2,0,0,1212,0,0,0,21641364889,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0
12,18,18,false,trade_planning,65535,18,18,4558,2400,120,261,8930,0,233148,0,661193,431,379,112920045,1261292823,1169274,817855016,998,817855016,9876087718,5578,27200000,334000,14000,320000,11200000,16000000,0,0,0,13355000,0,487285,12160502,-11673217,298,102356628572,9848911616,9848911616,29476,14622375614,9848882140,1929298008,113036165,689893,ACTIVE,true,1,989102974135111599,7597527914474777647,ROUTE,11865,11865,0,22,5,0,0,initial_topology_capture,22,72,0,28195,0,368,179,50,31,21,10,0,0,0,0,0,0,0,12,0,4,0,608195051520,0,0,0,0,16500,44,40,18,11,9,44,0,328,2,478,4,25675697,170244449,169328046,916403,567385630,17,0,2842,2842,3,0,0,0,2839,0,0,0,29243450812,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0
13,19,19,false,trade_planning,65535,19,19,4477,2400,120,261,8931,0,211811,0,590670,397,325,101064878,1135830433,1239703,744347449,1035,744347449,8924585577,5626,14200000,224000,4000,220000,3200000,11000000,0,0,0,7255000,0,469370,11754063,-11284693,294,93097586535,8910409652,8910409652,29701,13299655322,8910379951,1718223418,101216957,632886,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,0,13028,0,0,6,0,0,initial_topology_capture,0,0,0,36545,0,448,211,63,55,25,30,0,4,0,0,0,0,0,23,13,2,0,608257966080,294721154,0,0,0,18000,41,37,24,21,12,41,0,300,0,455,5,25921981,152370164,151548633,821531,510843760,18,18,4373,4376,3,0,0,0,4370,0,0,0,26600902724,0,0,0,0,0,0,0,0,0,0,0,482,3,33,0,19,0
14,20,20,false,trade_planning,65535,20,20,4410,2400,120,261,8931,0,183465,0,539288,296,335,91920177,1017158609,1002093,638980617,893,638980617,7914493160,4964,22400000,253000,13000,240000,10400000,12000000,0,0,0,10872500,0,429878,7832409,-7402531,263,80562392331,7892114376,7892114376,26180,11508913282,7892088196,1614055512,91964834,414169,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,4096,13028,0,923,6,0,0,initial_topology_capture,923,2295,0,36545,0,448,211,63,55,25,30,0,4,0,0,0,0,0,18,0,5,0,608304103424,0,0,0,0,15750,31,27,24,19,10,31,0,266,0,373,2,16657753,138423246,137808165,615081,456589612,19,0,5950,5953,3,0,0,0,5947,0,0,0,23017087990,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0
15,21,21,false,trade_planning,65535,21,21,4481,2400,120,261,8931,0,175614,0,468259,231,171,135785068,1110663918,606353,617458724,20484,617458724,12167815545,87845,19600000,287000,7000,280000,5600000,14000000,0,0,0,9887500,0,475561,16833233,-16357672,495,76926908004,12150201888,12148167968,40268,10989558376,12148127700,2829458002,135519576,941072,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,0,12430,0,0,7,0,0,initial_topology_capture,0,0,0,44635,0,552,263,84,64,33,31,0,20,0,0,0,0,0,36,21,3,0,608337657856,52198825,0,0,0,15750,34,32,33,26,17,34,0,248,0,434,4,24275325,204020045,203422830,597215,719229116,20,20,7292,7336,5,0,0,0,7287,0,0,0,21977307872,4828814,0,0,0,0,0,275,140,0,57,0,1571,12,53,0,31,0
16,22,22,false,trade_planning,65535,22,22,4568,2400,120,261,8932,0,181882,0,485496,243,204,139710435,1151436825,521221,639204986,1072,639204986,13015398284,8088,37800000,516000,16000,500000,12800000,25000000,0,0,0,18855000,0,483568,18280171,-17796603,538,79755526165,12977632814,12977632814,42618,11393646688,12977590196,3002233169,139393244,973839,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,4096,12430,0,968,7,0,0,initial_topology_capture,968,2421,0,44635,0,552,263,84,64,33,31,0,20,0,0,0,0,0,33,0,3,0,608299909120,0,0,0,0,9500,26,23,28,19,8,26,0,291,0,465,5,16317588,210003119,209352699,650420,742686633,21,0,7260,7346,5,2,4,0,7249,0,0,0,22784254661,5605724,0,0,0,0,0,295,149,0,62,0,0,10,43,0,0,0
17,23,23,false,trade_planning,65535,23,23,4654,2400,120,261,8932,0,245732,0,648692,324,241,190515456,1541498649,766840,866073290,14968,866073290,16543027429,84336,27200000,334000,14000,320000,11200000,16000000,0,0,0,13355000,0,544834,22674277,-22129443,553,108003559728,16516165546,16515789912,46819,15429080063,16515743093,3728844356,189979746,1132024,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,8192,12430,0,1955,7,0,0,initial_topology_capture,1955,4828,0,44635,0,552,263,84,64,33,31,0,20,0,0,0,0,0,26,0,7,0,608304103424,0,0,0,0,13750,33,29,31,25,7,33,0,280,0,485,2,19127580,286172488,285408989,763499,998129573,22,0,7233,7355,6,5,4,0,7218,0,0,0,30858592438,5570526,0,0,0,0,0,298,145,0,55,0,0,17,36,0,0,0
18,24,24,false,trade_planning,65535,24,24,4737,2400,120,261,8933,0,223384,0,579187,284,194,172228512,1387408041,809056,788191728,17027,788191728,14979525533,88757,14200000,224000,4000,220000,3200000,11000000,0,0,0,7255000,0,508218,20949051,-20440833,549,98243782276,14966508476,14965281810,45034,14034826143,14965236776,3341386640,171668797,1141605,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,12288,12430,0,2867,7,0,0,initial_topology_capture,2867,7256,0,44635,0,552,263,84,64,33,31,0,20,0,0,0,0,0,25,0,1,0,608291520512,0,0,0,0,18250,38,33,29,21,10,38,0,308,1,535,3,24639902,258626796,257954237,672559,905323024,23,0,7203,7357,6,5,6,0,7186,0,0,0,28069511796,5056217,0,0,0,0,0,294,137,0,54,0,0,12,36,0,0,0
19,25,25,false,trade_planning,65535,25,25,4808,2400,120,261,8935,0,193994,0,528788,252,223,151581754,1230506772,557664,681584614,1036,681584614,12767022849,7425,22400000,253000,13000,240000,10400000,12000000,0,0,0,10872500,0,447064,16553245,-16106181,487,84917185068,12744654703,12744654703,39279,12131026531,12744615424,3096799737,151510459,617578,ACTIVE,true,1,989102974135111599,7597527914474777647,ROUTE,12430,12430,0,24,7,0,0,initial_topology_capture,24,73,0,44635,0,552,263,84,64,33,31,0,20,0,0,0,0,0,19,0,6,0,608295714816,0,0,0,0,16750,36,33,31,19,11,36,0,286,1,482,0,23769272,227756362,227165360,591002,791856557,24,0,7182,7358,4,5,6,0,7167,0,0,0,24258590551,5038507,0,0,0,0,0,263,124,0,47,0,0,4,24,0,0,0
20,26,26,false,trade_planning,65535,26,26,4776,2400,120,261,8935,0,163559,0,480301,267,280,94265154,2274906762,554628,547022899,13785,547022899,16407362321,38589,21100000,317000,7000,310000,5600000,15500000,0,0,0,10690000,0,556358,10826139,-10269781,561,76590990366,16386417047,16386269076,45344,10941570132,16386223732,2304722599,91956745,2639886,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,0,13083,0,0,8,0,0,initial_topology_capture,0,0,0,54575,0,644,311,111,78,36,42,0,36,0,0,0,0,0,39,27,7,0,608199245824,169123630,0,0,0,12500,35,34,30,21,13,35,0,302,0,472,3,24562290,140685062,140211571,473491,582317512,25,25,7161,7360,3,5,6,0,7147,0,0,0,21879514295,2912,0,0,0,0,0,412,260,79,50,0,918,8,38,0,21,0
21,27,27,false,trade_planning,65535,27,27,4743,2400,120,261,8936,0,172162,0,495214,277,279,99433093,2362841297,521780,568496913,1164,568496913,17311542350,9264,39600000,537000,17000,520000,13600000,26000000,0,0,0,19732500,0,558446,11231256,-10672810,605,79168379174,17271981039,17271981039,47953,11309768547,17271933086,2481301559,96151503,3765249,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,4096,13083,0,905,8,0,0,initial_topology_capture,905,2317,0,54575,0,644,311,111,78,36,42,0,36,0,0,0,0,0,32,0,7,0,608014696448,0,0,0,0,12750,39,36,23,19,5,39,0,322,0,475,3,26414377,147979105,147431810,547295,618187177,26,0,7144,7360,3,5,6,0,7130,0,0,0,22617800628,8369,0,0,0,0,0,451,288,84,55,0,0,12,22,0,0,0
22,28,28,false,trade_planning,65535,28,28,4703,2400,120,261,8936,0,226185,0,668233,375,381,129929694,3146513282,789348,752217506,16181,752217506,22747942489,80527,28200000,354000,14000,340000,11200000,17000000,0,0,0,13890000,0,618965,13849060,-13230095,642,107749116624,22720061644,22719713372,51410,15392731044,22719661962,2976572242,125954150,4370719,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,8192,13083,0,1861,8,0,0,initial_topology_capture,1861,4568,0,54575,0,644,311,111,78,36,42,0,36,0,0,0,0,0,29,0,3,0,607729483776,0,0,0,0,11250,39,38,28,20,16,39,0,343,2,514,0,27222747,193467656,192787288,680368,804194138,27,0,7110,7360,3,5,6,0,7096,0,0,0,30785071590,8289,0,0,0,0,0,463,289,86,48,0,0,14,39,0,0,0
23,29,29,false,trade_planning,65535,29,29,4659,2400,120,261,8936,0,202774,0,599791,334,340,115602663,2825519858,755774,677623664,65670,677623664,20376829891,187383,14200000,224000,4000,220000,3200000,11000000,0,0,0,7255000,0,588268,12903891,-12315623,645,98022663167,20363372182,20362493107,50599,14003237709,20362442508,2651514739,112511354,3501992,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,12288,13083,0,2843,8,0,0,initial_topology_capture,2843,6734,0,54575,0,644,311,111,78,36,42,0,36,0,0,0,0,0,27,0,2,0,607482019840,0,0,0,0,9500,34,34,39,32,13,34,0,319,0,486,0,23739010,172486522,171817613,668909,722800771,28,0,7088,7361,3,5,6,0,7074,0,0,0,28002852466,15439,0,0,0,0,0,466,289,78,53,0,0,11,27,0,0,0
24,30,30,false,trade_planning,65535,30,30,4623,2400,120,261,8936,0,182552,0,540226,300,304,106105740,2553861717,597953,608769502,30529,608769502,18662578063,85979,23200000,254000,14000,240000,11200000,12000000,0,0,0,11215000,0,518148,11685219,-11167071,555,84999640757,18641533289,18639337459,45375,12142805913,18639292084,2537937838,102885757,3713341,ACTIVE,true,1,989102974135111599,7597527914474777647,ROUTE,13083,13083,0,33,8,0,0,initial_topology_capture,33,73,0,54575,0,644,311,111,78,36,42,0,36,0,0,0,0,0,19,0,8,0,607230361600,0,0,0,0,11000,29,28,33,22,5,29,0,269,0,393,0,20351534,158033600,157497142,536458,652739590,29,0,7059,7362,3,5,6,0,7045,0,0,0,24286293150,5807,0,0,0,0,0,410,261,76,42,0,0,7,35,0,0,0
25,31,31,false,trade_planning,65535,31,31,4657,2400,120,261,8936,0,181795,0,462132,267,200,136099446,1681135091,1151685,614775490,52072,614775490,16174506613,126110,21100000,317000,7000,310000,5600000,15500000,0,0,0,10690000,0,628950,25098674,-24469724,544,74204682848,16153911132,16153332042,51539,10600669064,16153280503,3360565261,133340588,2343191,ACTIVE,true,1,989102974135111599,7597527914474777647,ROUTE,13083,13083,32,33,8,0,0,initial_topology_capture,33,73,0,71619,0,807,379,136,116,58,58,1,50,0,0,0,0,0,41,25,3,0,607356190720,79032407,0,0,0,16000,33,30,34,23,5,33,0,250,0,434,0,24078913,200831407,200239316,592091,860485370,30,30,7036,7362,12,6,7,0,7011,0,0,0,21206295258,144893,0,0,0,0,0,268,142,10,257,0,0,39,38,0,42,0
26,32,32,false,trade_planning,65535,32,32,4696,2400,120,261,8936,0,189251,0,478196,277,206,141198726,1723207137,1309391,634055892,55854,634055892,16366085018,257820,38600000,517000,17000,500000,13600000,25000000,0,0,0,19197500,0,636755,25627909,-24991154,583,76712047387,16331993208,16327281370,54172,10958864000,16327227198,3592401101,138221334,1898017,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,0,12490,0,0,9,0,0,initial_topology_capture,0,0,0,71619,0,807,379,136,116,58,58,1,50,0,0,0,0,0,33,0,8,0,607482019840,0,0,0,0,8750,25,24,23,14,6,25,0,298,0,462,2,18714650,208990476,208396978,593498,893278759,31,0,7036,7370,12,7,9,0,7008,0,0,0,21918585448,173205,0,0,0,0,0,285,147,12,280,0,1511,43,12,0,0,0
27,33,33,false,trade_planning,65535,33,33,4738,2400,120,261,8936,0,253945,0,640580,375,268,186619070,2386712950,1492863,861627204,33785,861627204,22604795862,111178,27200000,334000,14000,320000,11200000,16000000,0,0,0,13355000,0,699154,37976910,-37277756,613,104313415891,22578079401,22577543176,58492,14901916659,22577484684,4368453836,183263925,2073840,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,8192,12490,0,2053,9,0,0,initial_topology_capture,2053,4658,0,71619,0,807,379,136,116,58,58,1,50,0,0,0,0,0,27,0,6,0,607721095168,0,0,0,0,11000,32,30,27,14,15,32,0,289,0,482,0,23692926,276915162,276120043,795119,1172688096,32,0,7027,7374,13,7,9,0,6998,0,0,0,29807293991,138904,0,0,0,0,0,311,161,19,285,0,0,43,16,0,0,0
28,34,34,false,trade_planning,65535,34,34,4790,2400,120,261,8937,0,231167,0,571490,334,242,166843247,2171225269,1400572,784332822,45969,784332822,20634464958,120668,14200000,224000,4000,220000,3200000,11000000,0,0,0,7255000,0,673543,36006261,-35332718,629,94938854019,20620973200,20620202327,58037,13562693528,20620144290,3872342835,163323059,2782381,ACTIVE,true,1,989102974135111599,7597527914474777647,SCAN,12288,12490,0,3088,9,0,0,initial_topology_capture,3088,7038,0,71619,0,807,379,136,116,58,58,1,50,0,0,0,0,0,26,0,1,0,607901450240,0,0,0,0,15000,40,35,35,21,10,40,0,317,1,539,0,27013728,247183031,246507018,676013,1052178392,33,0,7007,7375,13,8,9,0,6977,0,0,0,27132008722,193030,0,0,0,0,0,326,184,25,276,0,0,33,21,0,0,0
